Geneid	HF1_1_Cbr	HF1_2_Cbr	HF1_3_Cbr	HF1_1_Cni	HF1_2_Cni	HF1_3_Cni
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	103	114	103	290	315	272
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	292	243	234	69	100	124
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	862	803	768	280	300	266
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	151	127	153	159	146	130
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	326	365	432	253	187	204
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	268	274	268	257	287	323
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	764	670	695	231	260	240
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	710	688	704	206	230	232
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	310	238	260	241	312	290
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	231	193	191	185	235	213
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	137	119	120	159	155	157
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	706	730	737	1951	2066	2149
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	60	39	34	85	96	134
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	308	251	203	110	98	164
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	202	170	206	397	342	380
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	62	69	68	69	56	77
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	561	575	556	621	522	539
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	117	109	99	35	50	41
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	473	496	519	1458	1395	1452
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	247	235	236	1246	1301	1112
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	142	114	126	399	318	290
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	69	81	93	142	138	181
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	450	507	375	1380	1514	1373
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	285	254	272	791	588	847
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	353	250	268	385	319	333
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	1045	1206	1111	211	255	247
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	116	148	166	126	133	137
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	289	344	413	338	335	322
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	3078	3115	3241	1501	1520	1587
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	162	132	136	641	551	618
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	508	500	554	265	208	225
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	270	210	218	515	489	470
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	227	216	220	657	639	623
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	88	101	111	230	244	242
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	69	50	63	86	77	68
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	215	234	200	351	396	431
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	88	72	88	244	259	291
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	778	803	969	163	180	192
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	130	98	108	1039	911	985
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	340	425	370	759	768	800
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	59	71	54	42	50	51
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	76	104	163	406	343	357
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	196	169	164	152	155	167
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	140	124	146	190	121	176
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	174	124	120	960	926	983
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	504	638	516	2316	2517	2389
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	86	86	52	43	51	70
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	144	160	141	122	141	138
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	226	156	212	585	559	522
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	450	416	371	1460	1502	1397
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	527	510	513	539	557	450
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	242	227	246	941	1172	1024
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	530	461	589	1112	1022	1083
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	123	162	212	166	86	135
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	121	72	101	125	102	122
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	820	904	656	440	415	440
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	290	263	277	817	888	818
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	955	903	949	519	426	455
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	147	158	174	152	158	195
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	96	152	128	61	70	104
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	68	90	69	137	169	188
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	264	256	283	204	217	162
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	280	305	297	248	331	301
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	681	602	612	295	396	342
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	196	266	218	204	198	210
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	196	273	206	192	186	241
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	288	302	303	901	853	813
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	376	356	407	935	1100	1041
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	346	302	297	1149	1199	1173
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	402	352	348	385	376	307
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	359	353	260	346	353	360
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	151	126	114	196	214	270
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	69	67	77	94	82	86
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	595	576	526	243	239	239
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	200	257	216	1067	911	1049
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	196	171	195	565	538	571
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	159	144	179	197	160	199
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	260	347	267	552	581	651
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	148	212	253	506	598	568
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	292	349	434	103	92	50
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	487	471	542	1124	1027	975
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	90	77	76	193	167	209
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	294	266	276	1073	1121	1132
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	698	683	649	383	340	294
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	121	124	140	69	111	79
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	517	454	546	154	146	157
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	84	82	77	174	181	144
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	241	153	156	338	426	374
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	258	231	271	1113	1257	1146
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	133	162	109	244	289	262
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	418	479	515	1374	1238	1372
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	148	134	153	508	486	452
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	407	324	409	276	238	246
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	355	340	324	334	312	377
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	1143	1078	1181	350	408	324
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	175	123	136	107	114	116
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	1750	1731	1778	272	186	245
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	317	323	320	598	643	676
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	550	529	602	541	463	611
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	394	427	423	565	517	423
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	579	658	682	365	217	314
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	127	152	138	171	166	185
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	1037	1031	1026	417	355	335
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	184	259	238	120	208	177
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	311	225	359	590	551	545
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	150	146	130	140	98	150
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	860	724	667	196	189	215
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	199	276	222	643	598	617
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	401	406	404	380	439	401
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	92	65	92	88	74	65
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	316	353	272	611	538	552
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	683	766	735	266	225	224
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	158	155	125	220	202	162
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	558	573	618	277	297	277
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	88	76	142	113	89	117
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	162	158	135	1424	1505	1499
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	45	61	23	179	130	108
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	50	54	52	119	151	132
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	252	250	209	730	731	721
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	44	30	41	24	68	41
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	376	365	465	172	199	213
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	34	67	24	292	330	240
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	340	318	327	231	229	168
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	772	726	764	1105	973	1042
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	167	146	123	152	134	156
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	93	105	128	611	485	597
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	498	583	583	587	579	578
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	542	506	586	105	141	120
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	120	87	69	114	97	68
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	234	225	250	439	491	368
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	427	498	492	888	1136	974
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	488	481	373	455	464	426
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	1306	1340	1359	448	504	472
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	51	43	74	101	129	95
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	181	184	208	36	42	55
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	69	94	95	363	350	307
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	246	307	308	690	558	529
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	652	593	564	143	153	185
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	227	161	175	310	364	288
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	643	531	523	102	119	174
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	1891	1880	1925	497	524	460
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	211	171	242	643	593	533
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	466	501	528	279	287	258
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	131	66	108	61	95	90
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	110	93	79	125	129	106
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	612	645	721	838	829	811
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	1869	1650	1676	443	384	392
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	666	611	629	112	62	85
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	218	207	167	479	429	489
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	143	140	146	82	90	87
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	67	70	82	75	84	86
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	210	226	261	68	74	59
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	247	304	254	520	512	511
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	575	494	561	1482	1521	1518
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	132	81	95	669	663	740
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	246	202	192	647	705	694
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	456	429	392	367	474	389
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	102	109	150	77	93	116
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	91	100	98	478	363	384
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	391	415	344	495	404	422
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	896	721	855	231	242	265
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	93	64	41	544	416	587
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	291	299	292	240	290	236
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	161	175	135	501	543	610
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	801	864	889	255	247	200
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	1473	1495	1527	1427	1348	1229
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	121	120	113	710	734	744
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	367	420	384	1486	1503	1534
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	158	114	114	395	373	351
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	58	71	64	57	51	75
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	183	169	186	120	63	87
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	709	650	649	2088	2029	1974
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	1536	1521	1636	277	323	275
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	24	61	50	169	127	150
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	586	585	502	143	155	115
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	229	235	243	434	574	519
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	693	543	613	179	171	165
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	142	163	129	99	154	119
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	389	370	328	261	309	224
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	364	378	395	187	163	229
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	437	426	395	136	179	146
