gene_id	HF1_1_Cbr	HF1_1_Cni	HF1_2_Cbr	HF1_2_Cni	HF1_3_Cbr	HF1_3_Cni
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	107	294	118	319	105	278
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	292	69	243	100	234	124
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	868	292	808	315	774	275
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	175	168	134	155	170	136
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	349	265	385	199	449	216
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	281	268	283	298	274	335
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	764	232	671	260	696	240
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	711	210	688	233	708	236
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	310	241	238	312	260	290
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	231	185	193	235	383	213
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	137	159	239	156	120	157
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	713	1967	733	2084	742	2163
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	60	85	39	96	34	134
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	309	114	252	100	206	166
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	202	398	170	342	206	380
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	84	72	78	64	77	88
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	580	649	592	549	570	561
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	141	24	135	56	119	57
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	476	1457	496	1397	522	1451
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	252	1249	237	1304	239	1115
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	285	399	114	318	126	290
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	69	142	81	138	93	181
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	907	1380	512	1514	758	1373
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	285	791	255	588	273	1697
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	370	398	264	327	281	347
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	1045	211	1206	255	1111	247
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	116	126	148	133	166	275
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	293	343	357	345	417	332
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	3104	1510	3127	1534	3266	1602
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	325	641	132	551	136	618
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	523	267	505	211	567	229
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	270	516	210	489	218	471
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	239	665	229	642	232	632
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	88	230	101	244	111	242
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	69	86	50	77	63	68
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	215	351	234	396	200	431
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	88	244	72	259	89	291
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	778	328	803	181	970	389
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	262	1039	98	911	108	985
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	681	760	426	768	372	801
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	59	42	71	50	54	51
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	153	406	104	344	331	357
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	196	155	169	155	164	168
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	140	190	125	122	294	176
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	178	967	129	929	119	993
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	507	2332	642	2539	524	2410
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	86	43	86	51	52	70
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	146	127	163	144	143	147
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	232	587	162	560	436	523
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	453	1460	421	1505	375	1398
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	527	539	510	557	513	450
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	242	941	456	1172	246	1024
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	535	1118	467	1025	597	1087
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	136	166	169	86	439	135
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	121	125	73	102	102	122
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	825	444	908	420	660	446
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	290	817	531	888	558	818
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	958	525	908	429	951	468
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	147	152	158	158	174	195
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	96	61	152	70	128	104
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	68	137	90	169	69	188
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	269	204	270	217	291	162
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	280	497	305	331	297	301
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	681	295	602	396	613	685
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	397	204	269	199	438	211
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	196	192	273	186	207	241
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	297	945	329	895	324	862
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	755	935	356	1100	406	1043
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	347	1158	304	1211	308	1176
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	807	385	351	377	349	309
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	359	693	353	353	260	721
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	151	393	126	214	114	270
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	73	97	68	83	80	86
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	565	245	577	243	497	245
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	201	1067	255	912	216	2099
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	201	576	173	549	203	578
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	159	196	287	161	179	199
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	521	552	695	581	267	651
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	148	506	212	597	509	568
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	299	104	353	93	436	51
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	498	1157	489	1052	567	1005
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	99	215	85	190	88	227
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	308	1072	279	1121	292	1131
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	715	399	661	356	671	304
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	121	69	251	111	141	80
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	516	154	454	146	546	315
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	84	349	82	181	77	144
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	241	338	153	426	156	374
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	260	1113	231	1258	273	1145
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	273	243	329	289	108	262
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	838	1374	479	1238	515	1372
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	148	508	134	486	153	452
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	408	562	325	244	409	255
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	355	619	340	275	649	377
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	726	717	1080	414	1181	328
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	175	107	123	114	136	116
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	1750	547	1731	186	1778	245
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	320	599	326	645	320	679
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	550	1088	529	929	602	611
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	394	565	427	517	423	423
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	579	366	658	435	684	314
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	127	171	152	166	277	185
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	1037	417	1031	355	1026	335
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	184	120	261	208	238	177
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	311	590	225	552	359	1091
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	154	147	146	104	133	150
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	860	196	724	189	666	215
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	213	654	291	616	235	626
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	415	398	420	452	411	416
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	92	88	65	74	92	65
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	325	617	367	551	278	560
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	694	274	772	231	740	230
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	317	221	311	202	127	162
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	562	277	576	300	621	278
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	96	126	99	99	164	138
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	163	1423	317	1505	136	1497
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	50	199	91	157	31	117
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	50	119	54	151	52	132
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	252	730	250	731	209	721
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	44	24	30	68	41	41
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	376	348	366	400	465	213
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	34	292	67	330	24	240
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	340	231	319	229	327	168
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	773	1114	728	978	766	1048
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	167	152	146	134	123	156
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	93	611	213	485	128	597
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	501	588	590	586	590	580
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	542	105	506	283	586	120
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	120	114	87	97	69	68
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	267	489	245	534	277	418
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	427	888	997	1136	492	974
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	488	455	481	464	373	855
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	1308	448	1341	505	1360	472
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	51	101	43	129	149	95
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	181	36	184	42	208	55
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	139	363	94	350	95	307
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	246	690	615	558	308	529
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	652	289	594	154	564	187
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	230	311	163	364	181	292
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	666	79	550	95	556	136
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	1895	498	1882	526	1928	461
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	212	641	171	593	242	533
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	469	285	504	291	537	262
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	131	61	66	95	108	90
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	110	125	95	129	79	106
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	628	840	660	834	732	825
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	1871	424	1650	732	1678	359
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	666	113	611	125	629	178
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	218	479	207	429	167	489
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	143	82	140	181	146	87
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	67	75	70	169	82	86
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	210	68	226	74	261	59
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	249	523	305	527	257	519
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	579	1484	497	1524	565	1519
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	132	669	81	663	95	740
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	258	558	221	581	428	569
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	457	372	433	478	398	395
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	102	155	109	187	150	233
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	175	479	193	363	193	339
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	392	495	416	404	343	422
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	902	241	730	250	862	272
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	93	544	64	416	41	587
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	295	240	305	295	297	237
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	161	504	176	545	136	610
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	802	257	865	251	889	201
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	1474	1402	1500	1322	3055	1218
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	121	710	120	734	113	744
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	367	1486	420	1503	385	1535
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	154	792	110	749	95	356
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	58	57	143	51	64	75
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	183	120	169	63	186	87
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	715	2095	658	2038	653	1982
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	1540	250	1526	289	1642	258
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	24	169	61	127	50	150
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	587	146	585	324	502	118
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	229	434	235	574	243	519
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	698	186	551	176	618	169
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	142	99	163	154	129	119
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	392	194	372	236	332	187
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	364	187	378	163	395	229
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	437	276	426	179	793	146
