Geneid	Cbr_1_Cbr	Cbr_2_Cbr	Cbr_3_Cbr	Cni_1_Cni	Cni_2_Cni	Cni_3_Cni
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	180	218	214	455	556	553
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	386	393	350	842	769	815
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	2342	2439	2433	836	770	818
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	957	999	898	489	496	473
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	2049	1944	2082	1126	1259	1261
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	1245	1204	1093	367	354	318
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	635	728	652	3379	3211	3532
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	495	462	542	507	536	506
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	251	263	215	437	465	407
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	204	252	287	149	135	167
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	418	410	419	678	687	694
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	497	416	549	1151	1147	1238
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	639	560	609	1083	1174	1155
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	608	582	622	610	768	627
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	623	561	647	291	341	357
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	418	454	432	802	750	1039
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	832	822	777	408	387	379
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	258	205	192	677	800	739
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	295	234	251	1045	1237	1132
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	1255	1253	1337	235	182	230
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	742	894	813	1061	1071	1129
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	295	270	283	816	908	845
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	357	368	403	1395	1456	1453
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	488	498	545	1050	1103	1035
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	530	551	411	493	497	519
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	444	427	423	1319	1297	1329
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	1190	1288	1231	623	541	567
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	896	835	886	425	510	414
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	276	256	256	466	509	579
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	5257	5499	5571	1312	1414	1187
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	480	389	386	77	76	85
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	1465	1302	1501	249	258	215
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	376	411	432	454	379	409
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	252	259	331	99	109	140
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	1133	1174	1162	6930	6395	6603
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	138	118	114	845	727	762
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	2941	3121	3007	1009	978	977
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	496	505	597	1008	955	994
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	500	413	524	289	342	391
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	159	212	161	449	415	502
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	3619	3577	3785	948	977	1056
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	609	596	551	1139	972	1000
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	579	567	588	6534	6138	6107
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	427	355	437	1698	1658	1755
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	343	285	258	332	249	294
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	1354	1312	1344	614	667	668
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	2813	3061	3019	3100	3043	3039
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	3365	3033	3232	351	276	279
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	1906	1969	2054	613	469	444
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	505	462	517	1075	1087	1114
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	1425	1352	1469	420	424	453
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	188	190	193	220	207	261
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	310	204	230	107	149	180
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	478	466	500	3029	2849	3056
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	387	363	360	197	199	131
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	436	409	460	421	401	367
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	607	599	575	673	631	587
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	715	674	739	1555	1379	1419
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	111	126	101	176	216	224
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	243	227	280	217	213	183
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	226	241	210	391	308	327
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	284	299	290	278	302	262
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	530	472	517	276	232	324
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	3135	3205	2951	902	921	959
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	996	1145	1055	108	116	122
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	289	309	280	1764	1475	1665
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	335	355	368	258	249	248
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	2915	2791	2775	670	614	693
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	4390	4207	3946	476	405	520
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	1262	1347	1314	414	394	453
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	974	1085	989	3314	3215	3242
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	1200	1302	1204	227	251	260
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	234	224	214	232	247	270
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	848	769	871	3105	3074	3035
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	1181	1160	1227	1753	1736	1807
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	935	986	894	888	878	921
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	565	604	781	311	317	306
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	152	192	149	307	269	348
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	481	487	494	191	176	184
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	1672	1510	1587	333	334	315
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	523	567	478	3080	3326	3057
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	631	600	652	750	705	771
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	868	836	880	383	332	395
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	447	436	410	852	888	891
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	500	675	603	583	625	572
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	609	645	638	1223	1399	1251
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	512	645	643	637	579	549
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	792	603	763	715	747	664
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	2694	2715	2736	577	548	660
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	239	332	285	1016	1032	1069
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	270	350	274	159	121	152
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	1103	1062	1027	469	563	490
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	1961	1855	1901	436	490	507
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	376	381	337	728	703	708
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	335	346	315	814	650	633
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	655	584	668	691	660	577
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	409	326	456	403	400	355
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	452	388	358	283	204	174
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	959	927	956	988	898	1013
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	195	169	193	133	114	131
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	975	951	981	556	500	592
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	3072	2955	2839	644	727	725
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	243	206	226	115	147	121
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	370	337	306	322	303	293
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	153	168	255	384	398	420
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	585	706	643	336	300	334
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	552	461	469	918	859	872
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	1121	1179	997	289	265	322
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	2878	2976	2963	883	802	864
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	1217	1199	1242	353	376	289
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	1629	1684	1662	558	468	535
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	1291	1314	1305	589	749	673
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	3147	3093	3229	901	811	841
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	152	176	180	210	194	191
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	1046	1019	970	404	495	453
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	581	655	705	2048	1939	1911
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	3445	3225	3353	937	1067	977
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	1149	1327	1338	897	956	983
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	689	629	641	2469	2313	2467
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	308	261	315	961	1021	1038
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	656	758	762	2240	2143	2268
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	1456	1394	1312	291	346	409
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	661	626	593	1000	1101	1087
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	309	301	325	596	559	650
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	1109	1142	1170	424	347	319
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	1593	1466	1663	447	398	431
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	901	875	807	831	861	882
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	162	183	196	362	388	267
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	1315	1218	1305	606	625	578
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	1298	1449	1293	505	506	437
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	275	367	244	855	792	881
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	609	574	638	544	581	608
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	192	223	277	844	887	1005
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	337	327	334	1951	1893	1836
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	141	181	149	78	99	130
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	125	139	129	340	424	321
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	551	453	557	645	794	772
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	99	100	115	101	91	76
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	326	393	486	1154	1121	1214
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	76	126	44	261	245	331
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	580	693	714	408	427	428
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	1360	1642	1548	25897	25409	25324
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	227	204	267	920	798	971
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	208	210	229	508	380	419
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	3474	3402	3367	1265	1101	994
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	275	235	262	459	597	438
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	959	806	934	174	168	166
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	1420	1361	1374	455	545	478
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	4920	4993	4996	968	979	1084
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	999	854	991	2749	2768	2722
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	5406	5266	5424	986	1043	937
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	175	183	188	89	85	119
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	233	223	204	157	187	192
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	200	232	206	198	182	217
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	562	584	653	577	550	593
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	319	282	274	562	595	629
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	707	619	721	286	346	355
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	289	236	324	2220	1920	2105
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	559	563	588	1197	910	1003
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	418	436	419	739	744	775
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	590	549	578	2900	2977	2977
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	177	208	163	377	377	340
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	193	202	162	439	437	397
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	3828	3850	3881	691	917	842
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	466	490	530	918	1090	971
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	235	214	240	989	1024	981
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	924	829	898	442	416	394
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	157	174	114	646	659	530
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	386	405	391	168	128	229
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	160	172	172	458	433	413
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	2807	2772	2888	436	455	463
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	1047	1053	1021	8208	8241	8551
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	567	612	632	265	252	262
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	391	375	420	427	435	506
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	1813	1770	1695	813	905	812
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	249	238	290	245	228	225
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	177	200	181	801	778	935
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	777	796	797	1574	1425	1499
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	955	1025	1117	484	528	570
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	165	157	184	320	345	332
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	526	539	478	475	489	469
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	303	205	276	3284	3082	3249
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	608	557	528	2209	2294	2274
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	3091	3272	2946	5011	5087	5013
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	826	1060	1111	281	249	257
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	1536	1527	1425	707	751	762
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	235	299	258	473	450	428
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	107	121	140	289	333	359
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	196	222	183	814	782	692
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	6588	6860	6836	1336	1299	1304
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	781	845	914	1856	1801	1769
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	156	183	194	96	103	106
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	195	208	235	333	300	287
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	1519	1269	1343	351	363	308
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	575	591	654	1044	985	1080
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	824	824	854	284	216	282
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	389	411	332	1634	1607	1586
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	344	415	381	1718	1737	1788
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	1722	1794	1643	311	266	292
