gene_id	HF1_1_Cbr	HF1_1_Cni	HF1_2_Cbr	HF_2_Cni	HF1_3_Cbr	HF1_3_Cni
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	679	663	557	497	482	486
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	752	1472	738	1289	576	1202
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	313	338	316	294	314	329
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	435	688	450	688	484	650
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	1019	320	883	281	980	306
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	528	220	502	260	512	256
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	146	337	168	383	146	328
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	292	69	243	100	234	124
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	1131	463	1091	499	1020	437
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	309	300	253	271	282	248
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	561	499	542	368	626	407
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	517	504	537	552	522	587
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	943	417	883	481	890	448
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	892	388	891	431	911	438
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	368	295	289	362	329	364
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	319	290	288	321	277	299
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	228	258	201	236	196	241
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	1357	2608	1402	2747	1420	2823
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	116	110	74	109	65	150
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	400	218	332	194	353	323
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	371	559	308	480	381	545
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	130	118	124	110	133	144
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	1092	1157	1070	1032	1070	1069
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	151	27	158	66	139	64
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	943	1930	984	1884	1034	1965
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	485	1472	459	1522	460	1335
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	196	501	164	387	171	380
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	124	200	144	207	172	257
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	752	1697	851	1853	629	1623
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	526	1040	473	794	501	1080
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	696	737	502	568	533	599
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	1240	401	1439	486	1341	469
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	207	222	249	241	277	252
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	572	624	677	663	732	645
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	4425	2819	4478	2876	4692	2993
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	286	762	234	650	238	718
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	755	506	696	399	770	430
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	533	781	413	695	430	681
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	409	820	382	791	390	788
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	158	295	179	328	191	329
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	108	119	75	98	97	95
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	222	357	243	412	207	437
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	163	320	127	318	162	356
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	930	311	965	349	1139	367
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	182	1158	139	1001	155	1089
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	637	1051	790	1125	690	1122
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	100	82	118	98	100	101
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	151	480	207	445	326	519
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	248	213	237	221	233	226
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	257	308	219	232	267	303
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	344	1133	249	1049	228	1102
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	1004	2790	1266	3116	1030	2865
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	127	72	133	90	101	106
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	265	248	300	281	276	278
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	450	750	310	678	419	688
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	857	1879	793	1872	712	1727
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	567	553	535	573	541	459
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	462	1151	429	1363	466	1244
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	1027	1611	899	1453	1145	1644
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	189	288	206	170	284	268
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	239	245	145	173	203	221
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	1248	863	1301	819	1077	865
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	394	1055	361	1101	373	1044
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	1304	916	1203	735	1264	787
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	264	273	224	224	309	342
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	154	120	220	138	230	203
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	129	202	176	253	134	255
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	442	388	455	413	425	309
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	526	492	605	633	591	597
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	934	567	948	767	904	660
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	391	391	460	389	420	415
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	386	383	455	370	410	444
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	539	1188	588	1154	582	1115
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	736	1293	695	1434	791	1430
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	671	1487	593	1496	598	1463
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	762	757	683	712	644	604
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	653	643	655	661	481	580
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	297	341	249	336	222	379
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	123	143	121	133	135	145
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	781	480	789	459	711	474
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	375	1242	481	1133	400	1233
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	385	760	332	708	390	765
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	318	355	286	303	358	377
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	493	777	658	888	507	899
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	284	644	412	794	485	814
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	393	196	439	177	482	99
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	946	1607	931	1491	1074	1510
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	180	265	154	225	163	263
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	589	1362	530	1384	557	1405
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	1066	745	947	679	929	560
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	189	138	234	222	218	158
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	669	307	598	291	700	312
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	166	255	163	261	153	219
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	460	555	290	566	293	515
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	490	1330	437	1450	517	1384
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	248	363	307	429	202	358
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	797	1735	923	1657	983	1826
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	148	508	134	486	153	452
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	657	435	541	383	634	382
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	651	597	602	528	597	678
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	983	688	1380	668	1428	525
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	281	214	234	228	251	232
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	2019	536	1916	366	2020	483
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	616	902	629	954	625	982
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	1022	966	929	825	1123	1088
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	538	861	583	858	496	590
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	880	623	834	371	942	545
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	248	292	298	315	271	320
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	1414	792	1346	679	1334	636
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	220	153	326	242	293	209
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	615	884	445	770	712	885
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	283	277	237	197	257	272
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	1052	388	907	375	878	426
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	394	832	538	865	442	831
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	770	760	804	839	790	794
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	140	144	108	109	133	105
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	633	926	703	885	539	820
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	942	523	985	446	953	442
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	205	280	208	259	161	206
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	834	546	865	592	894	550
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	170	200	163	164	258	229
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	323	1584	314	1660	270	1630
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	74	223	124	190	44	130
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	100	168	108	204	104	183
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	329	845	327	840	275	820
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	67	47	58	94	61	60
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	500	286	492	333	610	349
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	34	292	67	330	24	240
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	486	387	460	380	439	285
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	1354	1844	1270	1662	1335	1768
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	212	221	173	187	161	205
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	186	703	210	589	256	724
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	847	933	978	996	981	970
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	618	185	614	249	680	208
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	218	205	157	168	126	120
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	450	664	423	706	478	608
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	828	1277	966	1608	951	1427
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	890	851	897	865	705	752
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	1612	658	1678	765	1660	694
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	101	151	86	171	148	168
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	181	36	184	42	208	55
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	123	419	170	416	169	385
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	465	907	581	830	582	809
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	740	230	688	244	680	297
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	288	361	198	416	216	349
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	721	128	623	155	653	222
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	2180	946	2147	995	2184	875
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	424	852	341	763	484	774
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	729	546	775	560	773	506
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	191	122	129	160	197	179
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	146	177	128	170	110	135
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	1031	1157	1082	1172	1194	1194
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	2079	806	1859	704	1875	687
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	773	215	667	119	708	169
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	406	670	382	611	310	633
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	195	141	203	158	208	149
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	155	189	155	222	181	236
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	209	77	231	82	263	66
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	485	764	590	809	497	764
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	1117	1993	952	1942	1082	2006
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	213	776	129	734	153	822
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	488	756	426	752	403	726
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	784	701	811	851	744	737
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	141	104	147	122	198	167
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	158	568	184	462	181	420
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	778	883	815	801	685	761
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	1116	454	953	473	1106	518
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	174	633	120	467	77	619
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	480	451	547	549	484	427
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	190	659	213	714	161	741
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	1023	469	1067	453	1063	366
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	2770	2456	2718	2317	2629	2142
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	239	828	238	853	224	854
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	613	1736	696	1774	638	1795
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	284	550	210	486	162	463
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	84	85	97	76	95	109
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	265	214	213	111	255	156
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	1317	2681	1215	2577	1204	2540
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	1768	405	1802	463	1867	407
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	25	179	64	160	54	176
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	637	213	627	232	540	170
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	258	463	266	600	276	547
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	844	274	678	251	751	244
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	237	196	313	306	246	237
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	559	350	567	426	496	335
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	489	324	488	285	542	391
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	527	220	541	294	485	239
