# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "briggsae.cds.small.gff" "-o" "counts/Cbr_fc.counts.txt" "alignments/Cbr_1_Cbr.sorted.bam" "alignments/Cbr_2_Cbr.sorted.bam" "alignments/Cbr_3_Cbr.sorted.bam" "alignments/hf1_split/HF1_1_Cbr.sorted.bam" "alignments/hf1_split/HF1_2_Cbr.sorted.bam" "alignments/hf1_split/HF1_3_Cbr.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cbr_1_Cbr.sorted.bam	alignments/Cbr_2_Cbr.sorted.bam	alignments/Cbr_3_Cbr.sorted.bam	alignments/hf1_split/HF1_1_Cbr.sorted.bam	alignments/hf1_split/HF1_2_Cbr.sorted.bam	alignments/hf1_split/HF1_3_Cbr.sorted.bam
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	CBRIG.IV.g12587.t2	1	2901	+	2901	6709	7135	6847	1221	1214	1115
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	CBRIG.IV.g12612.t4	1	1293	+	1293	488	543	466	792	691	754
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	CBRIG.IV.g12642.t1	1	2469	+	2469	1005	1003	1015	507	456	505
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	CBRIG.IV.g12645.t1	1	696	+	696	268	272	296	146	139	130
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	CBRIG.IV.g12652.t1	1	1044	+	1044	437	375	458	504	407	408
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	CBRIG.IV.g12653.t1	1	1272	+	1272	2091	2018	2070	199	262	201
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	CBRIG.IV.g12660.t1	1	2187	+	2187	897	855	840	496	413	440
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	CBRIG.IV.g12707.t1	1	1302	+	1302	3101	3192	3205	250	217	304
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	CBRIG.IV.g12729.t1	1	573	+	573	311	216	213	337	363	311
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	CBRIG.IV.g12765.t1	1	1200	+	1200	461	502	502	980	901	846
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	CBRIG.IV.g12779.t1	1	1245	+	1245	454	455	478	213	266	234
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	CBRIG.IV.g12782.t1	1	693	+	693	550	474	584	454	379	344
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	CBRIG.IV.g12783.t1	1	1383	+	1383	997	1106	1108	311	257	332
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	CBRIG.IV.g12796.t1	1	474	+	474	185	169	185	80	111	80
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	CBRIG.IV.g12799.t1	1	498	+	498	191	210	242	194	212	219
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	CBRIG.IV.g12879.t1	1	1452	+	1452	1197	1274	1151	280	324	289
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	CBRIG.IV.g12882.t2	1	693	+	693	552	505	522	262	302	239
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	CBRIG.IV.g12893.t1	1	1245	+	1245	536	492	469	235	270	267
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	CBRIG.IV.g12902.t1	1	1782	+	1782	650	645	682	351	312	422
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	CBRIG.IV.g12934.t1	1	894	+	894	705	659	653	1197	1003	1064
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	CBRIG.IV.g12962.t1	1	960	+	960	728	700	845	402	274	366
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	CBRIG.IV.g12994.t2	1	411	+	411	190	193	179	97	108	74
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	CBRIG.IV.g13001.t1	1	234	+	234	523	447	432	242	246	245
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	CBRIG.IV.g13063.t1	1	4470	+	4470	1747	1554	1856	953	930	859
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	CBRIG.IV.g13064.t1	1	699	+	699	305	258	302	140	171	108
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	CBRIG.IV.g13105.t1	1	639	+	639	1027	1131	1012	124	141	143
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	CBRIG.IV.g13115.t1	1	594	+	594	259	210	260	112	139	121
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	CBRIG.IV.g13152.t1	1	222	+	222	551	500	586	41	26	39
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	CBRIG.IV.g13276.t1	1	477	+	477	194	186	181	248	244	283
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	CBRIG.IV.g13305.t1	1	354	+	354	142	128	142	75	100	90
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	CBRIG.IV.g13326.t1	1	201	+	201	331	282	354	19	31	38
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	CBRIG.IV.g13333.t1	1	411	+	411	174	191	159	79	61	67
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	CBRIG.IV.g13342.t1	1	2841	+	2841	1165	1148	1147	552	638	609
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	CBRIG.IV.g13346.t1	1	1581	+	1581	1863	1925	2069	296	335	355
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	CBRIG.IV.g13411.t1	1	426	+	426	169	204	244	84	77	76
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	CBRIG.IV.g13414.t1	1	609	+	609	732	756	715	232	283	240
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	CBRIG.IV.g13464.t1	1	1191	+	1191	3424	3226	3393	267	278	222
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	CBRIG.IV.g13481.t2	1	591	+	591	240	258	218	169	130	109
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	CBRIG.IV.g13495.t1	1	633	+	633	215	262	291	139	116	93
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	CBRIG.IV.g13501.t1	1	285	+	285	253	223	247	48	57	44
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	CBRIG.IV.g13537.t1	1	639	+	639	748	895	765	130	138	139
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	CBRIG.IV.g13542.t1	1	402	+	402	166	185	206	144	187	171
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	CBRIG.IV.g13578.t1	1	489	+	489	224	241	192	302	288	256
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	CBRIG.IV.g13587.t3	1	1446	+	1446	581	613	583	307	259	315
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	CBRIG.IV.g13601.t1	1	1623	+	1623	634	640	776	558	623	638
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	CBRIG.IV.g13627.t1	1	942	+	942	287	356	406	137	163	143
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	CBRIG.IV.g13664.t1	1	753	+	753	312	254	262	160	166	156
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	CBRIG.IV.g13683.t1	1	345	+	345	159	138	172	171	136	134
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	CBRIG.IV.g13693.t1	1	1137	+	1137	446	428	457	245	259	240
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	CBRIG.IV.g13732.t1	1	1209	+	1209	457	470	501	298	253	288
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	CBRIG.IV.g13738.t1	1	1179	+	1179	478	490	499	190	243	225
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	CBRIG.IV.g13766.t3	1	966	+	966	323	337	407	1205	1209	1127
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	CBRIG.IV.g13798.t1	1	654	+	654	241	273	293	135	130	129
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	CBRIG.IV.g13810.t1	1	996	+	996	965	892	813	240	160	209
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	CBRIG.IV.g13814.t3	1	1335	+	1335	573	536	507	248	276	222
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	CBRIG.IV.g13844.t1	1	1059	+	1059	486	380	495	194	224	210
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	CBRIG.IV.g13848.t2	1	1389	+	1389	596	625	516	333	333	335
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	CBRIG.IV.g13849.t1	1	1953	+	1953	692	871	746	380	434	443
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	CBRIG.V.g13867.t1	1	258	+	258	122	96	89	35	39	63
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	CBRIG.V.g13868.t1	1	198	+	198	60	72	108	53	41	24
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	CBRIG.V.g13921.t1	1	1761	+	1761	1474	1390	1481	366	345	360
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	CBRIG.V.g13959.t1	1	663	+	663	514	569	584	124	140	107
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	CBRIG.V.g13960.t1	1	1446	+	1446	1114	1136	1073	257	261	337
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	CBRIG.V.g13983.t2	1	1743	+	1743	749	570	734	332	345	363
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	CBRIG.V.g13994.t2	1	897	+	897	1319	1273	1494	214	132	152
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	CBRIG.V.g13998.t1	1	432	+	432	832	665	645	68	110	69
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	CBRIG.V.g14018.t1	1	360	+	360	135	144	162	151	152	134
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	CBRIG.V.g14025.t1	1	1038	+	1038	917	746	830	219	245	213
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	CBRIG.V.g14035.t1	1	1020	+	1020	396	444	412	366	426	402
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	CBRIG.V.g14085.t3	1	1707	+	1707	713	706	596	1389	1402	1263
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	CBRIG.V.g14094.t1	1	558	+	558	822	807	878	108	116	114
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	CBRIG.V.g14100.t1	1	399	+	399	431	519	472	66	64	124
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	CBRIG.V.g14125.t1	1	780	+	780	304	252	307	144	132	166
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	CBRIG.V.g14140.t2	1	960	+	960	438	417	350	240	148	166
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	CBRIG.V.g14149.t1	1	474	+	474	336	427	381	130	71	101
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	CBRIG.V.g14156.t1	1	1149	+	1149	513	557	444	1700	1579	1575
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	CBRIG.V.g14164.t1	1	2778	+	2778	1060	1132	1122	1721	1561	1669
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	CBRIG.V.g14167.t1	1	1116	+	1116	938	849	901	178	192	217
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	CBRIG.V.g14196.t1	1	1719	+	1719	2905	2607	2764	310	405	325
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	CBRIG.V.g14228.t3	1	3570	+	3570	7069	7104	7289	1568	1329	1418
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	CBRIG.V.g14260.t1	1	1170	+	1170	1379	1292	1486	213	279	220
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	CBRIG.V.g14273.t1	1	945	+	945	784	733	733	150	174	160
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	CBRIG.V.g14342.t1	1	585	+	585	275	214	236	116	156	96
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	CBRIG.V.g14344.t2	1	1074	+	1074	485	411	433	854	990	822
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	CBRIG.V.g14349.t1	1	600	+	600	219	287	235	230	271	229
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	CBRIG.V.g14376.t1	1	627	+	627	246	214	182	146	183	82
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	CBRIG.V.g14377.t1	1	1536	+	1536	592	764	566	311	291	303
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	CBRIG.V.g14400.t2	1	315	+	315	364	403	321	179	171	154
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	CBRIG.V.g14409.t1	1	549	+	549	209	218	273	330	298	387
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	CBRIG.V.g14460.t1	1	999	+	999	1929	2106	2016	764	799	827
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	CBRIG.V.g14484.t2	1	2040	+	2040	883	928	763	443	434	374
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	CBRIG.V.g14509.t1	1	2325	+	2325	862	917	891	450	487	404
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	CBRIG.V.g14512.t1	1	873	+	873	351	305	374	183	157	154
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	CBRIG.V.g14525.t3	1	948	+	948	376	338	351	221	174	199
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	CBRIG.V.g14533.t1	1	519	+	519	550	618	678	110	143	144
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	CBRIG.V.g14539.t1	1	918	+	918	443	378	299	179	186	299
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	CBRIG.V.g14557.t1	1	999	+	999	357	365	387	226	243	188
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	CBRIG.V.g14562.t1	1	1686	+	1686	622	646	684	323	339	346
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	CBRIG.V.g14570.t3	1	1095	+	1095	849	968	851	253	270	249
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	CBRIG.V.g14593.t1	1	2460	+	2460	2961	3053	3109	457	496	448
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	CBRIG.V.g14603.t1	1	1104	+	1104	925	879	901	267	214	228
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	CBRIG.V.g14632.t1	1	528	+	528	187	209	225	77	132	129
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	CBRIG.V.g14702.t1	1	552	+	552	454	413	434	116	132	134
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	CBRIG.V.g14704.t1	1	1434	+	1434	2799	2648	2818	850	865	880
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	CBRIG.V.g14707.t2	1	1875	+	1875	2298	2132	2110	360	323	339
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	CBRIG.V.g14730.t1	1	1191	+	1191	511	523	532	284	233	174
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	CBRIG.V.g14747.t2	1	612	+	612	494	459	497	253	205	281
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	CBRIG.V.g14766.t1	1	669	+	669	565	471	528	317	277	250
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	CBRIG.V.g14791.t1	1	390	+	390	665	670	598	356	321	316
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	CBRIG.V.g14849.t1	1	756	+	756	669	613	728	544	504	390
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	CBRIG.V.g14887.t2	1	1242	+	1242	492	460	442	216	274	252
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	CBRIG.V.g14933.t1	1	1167	+	1167	1445	1399	1413	284	268	246
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	CBRIG.V.g14958.t1	1	834	+	834	1012	1016	1037	191	176	180
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	CBRIG.V.g14999.t1	1	1281	+	1281	482	553	557	236	268	287
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	CBRIG.V.g15002.t1	1	792	+	792	345	360	348	351	364	309
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	CBRIG.V.g15057.t1	1	312	+	312	603	494	635	215	203	200
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	CBRIG.V.g15074.t1	1	615	+	615	252	217	251	145	104	153
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	CBRIG.V.g15131.t1	1	1947	+	1947	707	871	740	423	354	387
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	CBRIG.V.g15135.t1	1	1404	+	1404	2873	2825	2796	767	902	846
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	CBRIG.V.g15154.t2	1	618	+	618	226	314	230	98	119	137
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	CBRIG.V.g15155.t2	1	1140	+	1140	1777	1805	1795	231	171	182
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	CBRIG.V.g15243.t1	1	978	+	978	349	392	437	346	430	320
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	CBRIG.V.g15253.t1	1	1227	+	1227	3486	3352	3470	251	253	218
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	CBRIG.V.g15309.t1	1	396	+	396	168	152	160	309	263	254
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	CBRIG.V.g15333.t1	1	930	+	930	2007	1978	1872	662	753	805
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	CBRIG.V.g15339.t1	1	420	+	420	303	334	305	210	166	175
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	CBRIG.V.g15358.t1	1	627	+	627	259	243	219	314	358	371
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	CBRIG.V.g15382.t1	1	1080	+	1080	2319	2534	2563	214	257	223
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	CBRIG.V.g15384.t3	1	1704	+	1704	727	744	705	359	355	329
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	CBRIG.V.g15391.t1	1	1035	+	1035	408	375	408	222	230	214
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	CBRIG.V.g15418.t1	1	1095	+	1095	508	390	490	277	252	217
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	CBRIG.V.g15423.t1	1	1080	+	1080	463	409	427	1065	1166	1035
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	CBRIG.V.g15437.t1	1	1125	+	1125	1479	1405	1345	246	262	246
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	CBRIG.V.g15465.t1	1	1059	+	1059	2882	2913	3012	445	460	433
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	CBRIG.V.g15480.t1	1	480	+	480	194	185	213	107	139	65
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	CBRIG.V.g15498.t1	1	243	+	243	461	453	474	52	52	33
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	CBRIG.V.g15538.t2	1	1518	+	1518	1729	1770	2083	342	241	285
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	CBRIG.V.g15548.t2	1	1287	+	1287	464	442	542	190	227	288
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	CBRIG.V.g15563.t1	1	642	+	642	814	756	719	138	123	120
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	CBRIG.V.g15600.t3	1	1491	+	1491	497	591	573	374	351	274
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	CBRIG.V.g15601.t1	1	1005	+	1005	1200	1171	1312	235	160	180
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	CBRIG.V.g15623.t1	1	1395	+	1395	1143	1176	1071	268	323	358
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	CBRIG.V.g15675.t1	1	396	+	396	150	130	194	236	203	202
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	CBRIG.V.g15693.t1	1	864	+	864	1718	1658	1688	196	185	199
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	CBRIG.V.g15698.t4	1	4335	+	4335	1680	1805	1810	1809	1706	1861
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	CBRIG.V.g15748.t1	1	744	+	744	1590	1586	1463	148	186	138
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	CBRIG.V.g15775.t1	1	267	+	267	101	76	110	107	115	94
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	CBRIG.V.g15776.t1	1	1122	+	1122	413	480	429	203	182	228
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	CBRIG.V.g15793.t1	1	768	+	768	294	335	318	162	154	193
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	CBRIG.V.g15806.t1	1	939	+	939	389	306	387	1094	1159	1000
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	CBRIG.V.g15823.t2	1	642	+	642	733	740	624	264	245	235
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	CBRIG.V.g15824.t1	1	2037	+	2037	3119	3096	3114	371	416	380
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	CBRIG.V.g15827.t1	1	288	+	288	95	110	103	66	59	47
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	CBRIG.V.g15859.t1	1	510	+	510	1257	1327	1211	421	302	329
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	CBRIG.V.g15887.t1	1	987	+	987	470	368	373	594	628	602
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	CBRIG.V.g15902.t3	1	2682	+	2682	6504	6389	6518	423	588	544
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	CBRIG.V.g15927.t1	1	804	+	804	901	1023	942	145	113	176
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	CBRIG.V.g15928.t1	1	957	+	957	394	368	381	417	420	402
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	CBRIG.V.g15931.t3	1	318	+	318	565	662	641	72	82	36
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	CBRIG.V.g15968.t1	1	1275	+	1275	524	546	512	229	228	225
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	CBRIG.V.g15985.t1	1	321	+	321	130	158	151	109	108	126
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	CBRIG.V.g15986.t2	1	864	+	864	304	371	356	216	203	137
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	CBRIG.V.g16004.t1	1	573	+	573	197	200	265	101	68	91
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	CBRIG.V.g16005.t2	1	315	+	315	107	137	156	63	54	67
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	CBRIG.V.g16044.t1	1	852	+	852	358	391	313	132	180	168
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	CBRIG.V.g16050.t1	1	990	+	990	400	300	357	1218	1241	1175
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	CBRIG.V.g16082.t1	1	702	+	702	276	284	271	324	279	272
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	CBRIG.V.g16090.t1	1	477	+	477	167	193	189	104	113	62
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	CBRIG.V.g16095.t1	1	573	+	573	2217	2057	2275	199	286	245
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	CBRIG.V.g16096.t1	1	1314	+	1314	527	475	553	263	307	283
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	CBRIG.V.g16098.t2	1	3687	+	3687	1517	1264	1458	4467	4362	4437
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	CBRIG.V.g16112.t1	1	900	+	900	377	362	385	353	327	344
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	CBRIG.V.g16120.t1	1	2334	+	2334	940	886	1063	498	442	566
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	CBRIG.V.g16173.t1	1	882	+	882	661	616	778	312	388	375
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	CBRIG.V.g16174.t1	1	1533	+	1533	625	580	570	232	286	410
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	CBRIG.V.g16244.t1	1	1008	+	1008	366	411	387	187	200	254
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	CBRIG.V.g16252.t1	1	1335	+	1335	536	507	463	584	549	516
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	CBRIG.V.g16261.t1	1	372	+	372	137	170	131	75	92	66
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	CBRIG.V.g16263.t1	1	1347	+	1347	648	586	558	279	209	276
