Geneid	Cbr_1_Cbr	Cbr_2_Cbr	Cbr_3_Cbr	HF1_1_Cbr	HF1_2_Cbr	HF1_3_Cbr	Cni_1_Cni	Cni_2_Cni	Cni_3_Cni	HF1_1_Cni	HF1_2_Cni	HF1_3_Cni
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	665	670	598	356	321	316	499	562	517	261	305	276
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	669	613	728	544	504	390	279	290	309	129	192	150
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	492	460	442	216	274	252	511	569	504	334	442	381
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	1445	1399	1413	284	268	246	497	433	496	272	257	237
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	1012	1016	1037	191	176	180	498	397	448	482	442	398
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	482	553	557	236	268	287	3162	3222	2856	1603	1550	1531
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	345	360	348	351	364	309	853	855	757	175	271	195
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	603	494	635	215	203	200	264	261	248	141	99	178
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	252	217	251	145	104	153	214	299	253	518	497	516
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	707	871	740	423	354	387	4885	4924	4882	367	327	355
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	2873	2825	2796	767	902	846	463	511	496	267	230	297
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	226	314	230	98	119	137	506	482	549	296	307	262
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	1777	1805	1795	231	171	182	449	437	391	463	476	462
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	349	392	437	346	430	320	1345	1487	1463	245	209	211
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	3486	3352	3470	251	253	218	421	502	537	297	202	264
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	168	152	160	309	263	254	360	362	317	184	200	161
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	2007	1978	1872	662	753	805	300	373	401	136	193	170
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	303	334	305	210	166	175	230	294	302	137	173	107
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	259	243	219	314	358	371	1446	1486	1545	121	146	152
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	2319	2534	2563	214	257	223	435	427	442	443	459	437
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	727	744	705	359	355	329	633	572	601	983	897	1031
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	408	375	408	222	230	214	1261	1261	1192	389	410	433
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	508	390	490	277	252	217	1684	1738	1743	264	185	205
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	463	409	427	1065	1166	1035	944	949	1016	269	221	246
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	1479	1405	1345	246	262	246	383	477	447	201	205	199
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	2882	2913	3012	445	460	433	388	440	437	254	224	200
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	194	185	213	107	139	65	733	887	734	90	129	118
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	461	453	474	52	52	33	82	90	73	216	198	168
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	1729	1770	2083	342	241	285	635	614	567	337	310	274
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	464	442	542	190	227	288	2083	2087	2019	269	254	255
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	814	756	719	138	123	120	274	291	221	118	94	136
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	497	591	573	374	351	274	3157	2904	2916	295	320	277
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	1200	1171	1312	235	160	180	381	479	390	478	364	383
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	1143	1176	1071	268	323	358	509	542	572	217	268	301
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	150	130	194	236	203	202	894	901	941	72	111	107
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	1718	1658	1688	196	185	199	248	287	266	169	147	184
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	1680	1805	1810	1809	1706	1861	2343	2485	2311	566	577	568
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	1590	1586	1463	148	186	138	339	403	318	326	332	290
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	101	76	110	107	115	94	166	118	132	79	80	69
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	413	480	429	203	182	228	945	1035	919	682	672	676
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	294	335	318	162	154	193	282	255	318	122	146	165
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	389	306	387	1094	1159	1000	355	319	411	209	193	188
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	733	740	624	264	245	235	165	132	169	78	55	80
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	3119	3096	3114	371	416	380	767	747	834	385	393	387
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	95	110	103	66	59	47	318	352	321	51	57	23
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	1257	1327	1211	421	302	329	254	182	197	79	116	126
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	470	368	373	594	628	602	1202	1116	1266	185	196	216
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	6504	6389	6518	423	588	544	1009	1134	1183	1102	1169	1167
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	901	1023	942	145	113	176	434	385	416	198	208	149
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	394	368	381	417	420	402	357	364	370	179	169	154
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	565	662	641	72	82	36	107	72	130	34	47	33
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	524	546	512	229	228	225	550	630	582	295	346	353
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	130	158	151	109	108	126	191	310	280	53	67	91
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	304	371	356	216	203	137	1832	1773	1905	424	327	348
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	197	200	265	101	68	91	468	480	467	198	194	213
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	107	137	156	63	54	67	346	355	307	49	26	53
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	358	391	313	132	180	168	271	313	272	109	104	160
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	400	300	357	1218	1241	1175	1179	1164	1187	220	152	204
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	276	284	271	324	279	272	768	911	919	135	199	132
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	167	193	189	104	113	62	406	407	360	320	264	276
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	2217	2057	2275	199	286	245	240	253	218	130	82	94
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	527	475	553	263	307	283	3046	3164	3115	264	253	236
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	1517	1264	1458	4467	4362	4437	1362	1275	1368	638	690	673
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	377	362	385	353	327	344	864	824	935	252	218	275
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	940	886	1063	498	442	566	4394	4456	4307	673	742	750
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	661	616	778	312	388	375	379	341	316	162	206	211
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	625	580	570	232	286	410	974	1060	1048	324	245	318
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	366	411	387	187	200	254	367	366	387	488	495	567
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	536	507	463	584	549	516	490	487	518	279	302	242
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	137	170	131	75	92	66	629	626	571	208	221	261
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	648	586	558	279	209	276	790	730	753	779	666	823
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	1012	1133	926	176	179	146	358	318	329	962	960	950
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	661	573	641	308	291	269	2413	2507	2482	340	315	286
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	224	166	230	104	118	122	475	371	412	98	121	148
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	2030	2035	2211	386	342	383	403	377	404	153	201	209
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	2090	1931	2264	3096	3219	3225	2152	2100	2063	1065	1113	1005
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	3518	3284	3440	335	343	306	710	708	658	304	452	417
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	104	98	87	55	47	65	55	121	69	45	48	56
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	505	526	521	323	355	350	169	174	161	74	74	55
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	468	463	487	236	239	244	466	510	370	1524	1472	1519
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	2038	2195	1900	256	252	230	456	461	535	781	681	639
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	1350	1354	1537	1359	1304	1357	4134	4169	4031	691	654	693
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	1126	1176	1206	227	250	203	414	437	403	400	399	357
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	1294	1304	1343	396	458	462	391	453	501	234	214	243
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	2589	2558	2424	359	407	403	922	832	1038	2207	2143	2271
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	162	169	116	166	203	134	474	533	501	94	73	76
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	7420	8031	7801	1492	1546	1453	1426	1444	1524	589	686	779
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	4068	3998	3821	702	645	649	1136	1310	1286	618	595	694
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	1985	2154	1925	697	821	739	626	587	597	270	323	296
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	1219	1265	1184	4242	4367	4018	1161	1145	1224	620	589	589
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	361	414	386	99	82	68	188	204	212	92	76	111
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	635	730	686	637	687	534	1078	1238	1227	194	210	180
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	2219	2122	2167	652	627	629	330	363	363	156	178	185
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	438	425	409	642	792	719	1045	1118	1118	134	90	165
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	75	74	69	49	30	37	601	649	673	26	22	31
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	818	628	774	104	109	192	176	225	249	130	102	129
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	158	136	218	91	95	84	559	535	675	58	72	117
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	1098	1098	1186	156	135	119	161	189	199	121	73	77
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	336	321	337	162	146	135	383	356	327	505	534	556
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	859	1024	946	246	242	296	496	447	483	512	473	484
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	283	314	239	117	110	121	982	1016	1123	257	283	219
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	3121	3088	3191	1378	1434	1411	423	376	348	186	211	206
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	2247	2263	2299	1126	1119	1271	367	506	419	220	170	212
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	177	173	157	70	85	77	659	633	670	309	357	276
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	3857	3631	3797	519	554	638	552	524	537	221	290	224
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	563	519	525	198	165	101	700	704	660	368	330	377
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	609	571	665	306	304	324	641	585	674	713	626	686
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	167	110	151	188	134	197	930	909	954	99	79	102
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	105	123	113	32	67	69	1162	1050	1001	70	76	45
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	140	172	174	315	239	197	477	564	497	80	69	63
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	285	328	252	299	347	312	1309	1468	1312	151	153	142
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	485	535	587	1894	1846	1888	498	481	566	245	298	311
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	199	192	211	83	88	104	266	196	224	189	206	228
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	3820	4093	4073	558	607	590	545	657	554	269	336	225
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	145	87	114	226	214	229	252	162	247	42	63	56
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	1447	1427	1429	100	148	129	81	108	99	101	108	109
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	1091	1123	958	92	126	114	255	243	269	424	384	286
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	768	826	809	204	194	198	421	426	427	579	622	816
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	403	423	357	208	176	162	387	352	324	209	197	183
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	713	888	909	117	134	130	248	205	155	870	884	815
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	1605	1496	1695	236	231	177	371	449	457	651	665	648
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	923	846	789	368	405	385	818	857	835	391	406	429
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	458	534	462	224	236	264	5809	5358	5452	1752	1839	1884
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	374	386	437	550	585	661	364	354	340	259	170	194
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	567	490	617	852	854	808	2745	2760	2676	307	238	308
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	294	266	308	139	122	139	968	925	838	183	154	166
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	90	141	107	55	36	76	377	327	285	122	108	109
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	208	204	189	92	119	75	123	88	86	35	38	43
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	375	371	356	208	231	190	1240	1232	1229	202	229	244
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	456	354	351	434	358	350	1213	1372	1303	239	215	196
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	232	165	204	136	109	83	911	809	888	314	269	282
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	380	458	348	570	667	605	4067	4057	4042	146	204	189
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	456	495	485	95	87	65	160	144	191	66	87	104
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	2126	2273	2392	1158	1151	1214	1151	1161	1129	528	564	657
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	195	230	204	50	58	60	94	101	111	110	80	114
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	129	101	119	52	62	57	127	164	99	52	57	76
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	1661	1622	1643	175	152	202	420	449	478	193	190	191
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	211	229	224	293	216	220	1072	1054	1049	291	267	277
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	657	609	739	830	863	1049	2688	2593	2526	287	308	340
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	143	115	136	160	147	120	422	442	433	221	210	281
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	137	137	179	51	65	50	348	376	411	537	556	513
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	257	362	326	809	884	920	2292	2198	2426	215	162	216
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	103	69	59	63	75	74	165	198	138	34	76	39
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	983	826	977	1382	1411	1581	779	833	864	418	369	439
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	339	450	455	178	196	238	598	599	628	409	381	395
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	758	592	671	136	178	187	310	406	392	379	326	314
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	814	796	777	166	157	213	369	321	415	166	194	223
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	274	318	260	106	156	124	195	161	144	58	101	36
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	115	138	89	71	43	24	276	362	354	219	183	169
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	1137	1240	1143	180	210	169	359	448	376	943	991	876
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	5481	5940	5400	445	528	376	944	911	922	973	976	896
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	90	83	115	49	47	69	149	139	100	71	74	82
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	299	326	290	150	197	199	917	995	1048	512	506	478
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	203	197	183	525	442	417	366	364	429	116	123	73
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	256	288	296	147	144	134	282	283	247	443	407	458
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	2924	2921	3159	375	302	327	536	624	678	1866	1797	1992
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	1031	1021	1090	285	292	255	422	447	453	685	763	627
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	117	173	143	61	51	73	211	293	301	154	151	136
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	339	357	372	151	197	260	678	795	693	210	161	227
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	865	902	881	227	240	243	551	417	463	424	494	425
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	202	205	273	120	173	171	544	512	438	654	572	723
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	180	218	214	683	671	820	455	556	553	129	110	92
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	386	393	350	201	256	200	842	769	815	613	645	630
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	2342	2439	2433	368	403	374	836	770	818	383	401	402
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	957	999	898	491	453	522	489	496	473	201	162	252
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	2049	1944	2082	592	479	518	1126	1259	1261	3054	2952	3022
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	1245	1204	1093	160	168	161	367	354	318	321	286	321
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	635	728	652	297	341	293	3379	3211	3532	2017	1976	2067
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	495	462	542	510	508	500	507	536	506	216	323	267
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	251	263	215	179	163	99	437	465	407	101	132	92
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	204	252	287	129	119	122	149	135	167	62	50	91
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	418	410	419	958	848	882	678	687	694	350	324	348
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	497	416	549	223	218	225	1151	1147	1238	212	185	221
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	639	560	609	342	307	242	1083	1174	1155	338	252	252
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	608	582	622	375	368	289	610	768	627	1098	928	914
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	623	561	647	162	175	161	291	341	357	184	149	178
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	418	454	432	218	228	244	802	750	1039	471	462	408
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	832	822	777	834	729	809	408	387	379	220	198	211
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	258	205	192	416	368	381	677	800	739	113	135	132
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	295	234	251	103	114	103	1045	1237	1132	290	315	272
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	1255	1253	1337	292	243	234	235	182	230	69	100	124
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	742	894	813	862	803	768	1061	1071	1129	280	300	266
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	295	270	283	151	127	153	816	908	845	159	146	130
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	357	368	403	326	365	432	1395	1456	1453	253	187	204
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	488	498	545	268	274	268	1050	1103	1035	257	287	323
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	530	551	411	764	670	695	493	497	519	231	260	240
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	444	427	423	710	688	704	1319	1297	1329	206	230	232
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	1190	1288	1231	310	238	260	623	541	567	241	312	290
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	896	835	886	231	193	191	425	510	414	185	235	213
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	276	256	256	137	119	120	466	509	579	159	155	157
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	5257	5499	5571	706	730	737	1312	1414	1187	1951	2066	2149
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	480	389	386	60	39	34	77	76	85	85	96	134
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	1465	1302	1501	308	251	203	249	258	215	110	98	164
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	376	411	432	202	170	206	454	379	409	397	342	380
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	252	259	331	62	69	68	99	109	140	69	56	77
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	1133	1174	1162	561	575	556	6930	6395	6603	621	522	539
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	138	118	114	117	109	99	845	727	762	35	50	41
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	2941	3121	3007	473	496	519	1009	978	977	1458	1395	1452
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	496	505	597	247	235	236	1008	955	994	1246	1301	1112
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	500	413	524	142	114	126	289	342	391	399	318	290
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	159	212	161	69	81	93	449	415	502	142	138	181
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	3619	3577	3785	450	507	375	948	977	1056	1380	1514	1373
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	609	596	551	285	254	272	1139	972	1000	791	588	847
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	579	567	588	353	250	268	6534	6138	6107	385	319	333
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	427	355	437	1045	1206	1111	1698	1658	1755	211	255	247
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	343	285	258	116	148	166	332	249	294	126	133	137
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	1354	1312	1344	289	344	413	614	667	668	338	335	322
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	2813	3061	3019	3078	3115	3241	3100	3043	3039	1501	1520	1587
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	3365	3033	3232	162	132	136	351	276	279	641	551	618
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	1906	1969	2054	508	500	554	613	469	444	265	208	225
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	505	462	517	270	210	218	1075	1087	1114	515	489	470
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	1425	1352	1469	227	216	220	420	424	453	657	639	623
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	188	190	193	88	101	111	220	207	261	230	244	242
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	310	204	230	69	50	63	107	149	180	86	77	68
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	478	466	500	215	234	200	3029	2849	3056	351	396	431
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	387	363	360	88	72	88	197	199	131	244	259	291
