# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "nigoni.cds.small.gff" "-o" "counts/Cni_fc.counts.txt" "alignments/Cni_1_Cni.sorted.bam" "alignments/Cni_2_Cni.sorted.bam" "alignments/Cni_3_Cni.sorted.bam" "alignments/hf1_split/HF1_1_Cni.sorted.bam" "alignments/hf1_split/HF1_2_Cni.sorted.bam" "alignments/hf1_split/HF1_3_Cni.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cni_1_Cni.sorted.bam	alignments/Cni_2_Cni.sorted.bam	alignments/Cni_3_Cni.sorted.bam	alignments/hf1_split/HF1_1_Cni.sorted.bam	alignments/hf1_split/HF1_2_Cni.sorted.bam	alignments/hf1_split/HF1_3_Cni.sorted.bam
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	CNIGO.Cnig_chr_IV.g13826.t1	1	2256	+	2256	2556	2671	2771	510	484	428
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	CNIGO.Cnig_chr_IV.g13796.t1	1	822	+	822	294	274	328	179	179	165
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	CNIGO.Cnig_chr_IV.g13788.t1	1	1272	+	1272	474	520	565	292	183	251
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	CNIGO.Cnig_chr_IV.g13777.t1	1	1659	+	1659	720	753	661	624	625	827
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	CNIGO.Cnig_chr_IV.g13775.t1	1	624	+	624	514	463	471	249	207	268
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	CNIGO.Cnig_chr_IV.g13715.t1	1	1095	+	1095	1330	1277	1262	200	144	250
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	CNIGO.Cnig_chr_IV.g13711.t1	1	1200	+	1200	954	898	1039	195	242	273
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	CNIGO.Cnig_chr_IV.g13688.t2	1	2040	+	2040	872	771	853	432	432	456
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	CNIGO.Cnig_chr_IV.g13687.t1	1	3207	+	3207	5019	5186	5311	659	616	568
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	CNIGO.Cnig_chr_IV.g13656.t2	1	744	+	744	217	315	320	279	229	266
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	CNIGO.Cnig_chr_IV.g13650.t1	1	288	+	288	114	163	86	292	181	211
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	CNIGO.Cnig_chr_IV.g13640.t1	1	891	+	891	431	320	324	804	875	899
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	CNIGO.Cnig_chr_IV.g13977.t2	1	5115	+	5115	2035	1923	1971	1097	1033	819
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	CNIGO.Cnig_chr_IV.g13982.t1	1	1611	+	1611	639	617	676	1301	1273	1432
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	CNIGO.Cnig_chr_IV.g14001.t1	1	1932	+	1932	1639	1629	1603	352	372	328
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	CNIGO.Cnig_chr_IV.g14026.t1	1	2130	+	2130	875	810	854	1712	1619	1618
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	CNIGO.Cnig_chr_IV.g14027.t1	1	630	+	630	804	825	731	113	158	147
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	CNIGO.Cnig_chr_IV.g14067.t1	1	1188	+	1188	519	485	545	237	314	247
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	CNIGO.Cnig_chr_IV.g14069.t1	1	3531	+	3531	1516	1393	1267	1548	1424	1307
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	CNIGO.Cnig_chr_IV.g14090.t1	1	252	+	252	102	79	61	43	24	55
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	CNIGO.Cnig_chr_IV.g14102.t1	1	2448	+	2448	966	999	999	526	504	461
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	CNIGO.Cnig_chr_IV.g14108.t1	1	501	+	501	366	354	407	237	202	161
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	CNIGO.Cnig_chr_IV.g14135.t1	1	957	+	957	322	342	377	210	257	181
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	CNIGO.Cnig_chr_IV.g14157.t2	1	1443	+	1443	538	605	504	283	279	315
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	CNIGO.Cnig_chr_IV.g14169.t1	1	1431	+	1431	525	560	554	269	326	253
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	CNIGO.Cnig_chr_IV.g14176.t1	1	723	+	723	265	312	259	202	168	179
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	CNIGO.Cnig_chr_IV.g14185.t1	1	1185	+	1185	491	376	536	245	231	200
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	CNIGO.Cnig_chr_IV.g14266.t1	1	12441	+	12441	10117	10151	9992	7449	7198	7241
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	CNIGO.Cnig_chr_IV.g14269.t2	1	672	+	672	282	250	268	407	335	374
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	CNIGO.Cnig_chr_IV.g14300.t1	1	819	+	819	333	322	323	150	177	153
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	CNIGO.Cnig_chr_IV.g14322.t1	1	1653	+	1653	712	608	647	256	313	298
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	CNIGO.Cnig_chr_IV.g14329.t1	1	1500	+	1500	552	609	660	604	512	630
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	CNIGO.Cnig_chr_IV.g14350.t1	1	3261	+	3261	1311	1273	1353	701	634	632
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	CNIGO.Cnig_chr_IV.g14386.t1	1	1266	+	1266	497	533	506	441	533	558
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	CNIGO.Cnig_chr_IV.g14397.t1	1	1329	+	1329	1780	1611	1554	283	261	242
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	CNIGO.Cnig_chr_IV.g14405.t1	1	414	+	414	211	167	149	136	69	116
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	CNIGO.Cnig_chr_IV.g14472.t1	1	627	+	627	294	241	281	112	123	117
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	CNIGO.Cnig_chr_IV.g14485.t1	1	435	+	435	165	177	197	92	83	78
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	CNIGO.Cnig_chr_IV.g14488.t2	1	981	+	981	854	796	858	184	218	199
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	CNIGO.Cnig_chr_IV.g14513.t1	1	951	+	951	767	887	771	519	505	602
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	CNIGO.Cnig_chr_IV.g14518.t2	1	1635	+	1635	665	643	583	373	329	341
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	CNIGO.Cnig_chr_IV.g14519.t1	1	1602	+	1602	1431	1087	1200	1573	1634	1562
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	CNIGO.Cnig_chr_IV.g14521.t1	1	1299	+	1299	1070	997	1030	497	432	505
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	CNIGO.Cnig_chr_IV.g14523.t1	1	1197	+	1197	513	465	458	223	215	202
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	CNIGO.Cnig_chr_IV.g14535.t1	1	393	+	393	133	141	150	458	385	365
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	CNIGO.Cnig_chr_IV.g14566.t1	1	255	+	255	91	91	88	71	52	72
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	CNIGO.Cnig_chr_IV.g14591.t1	1	3081	+	3081	1296	1178	1140	577	684	710
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	CNIGO.Cnig_chr_IV.g14594.t3	1	1107	+	1107	844	831	844	216	193	205
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	CNIGO.Cnig_chr_IV.g14596.t1	1	1644	+	1644	750	621	638	326	373	332
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	CNIGO.Cnig_chr_IV.g14628.t1	1	873	+	873	1058	1124	1000	174	161	151
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	CNIGO.Cnig_chr_IV.g14668.t1	1	2502	+	2502	972	920	971	446	467	449
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	CNIGO.Cnig_chr_IV.g14671.t1	1	696	+	696	1091	1035	1243	141	128	138
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	CNIGO.Cnig_chr_IV.g14678.t1	1	975	+	975	417	432	433	191	186	217
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	CNIGO.Cnig_chr_IV.g14679.t1	1	1272	+	1272	508	489	483	1131	1250	1141
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	CNIGO.Cnig_chr_IV.g14686.t2	1	2313	+	2313	2782	2937	2836	1351	1354	1323
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	CNIGO.Cnig_chr_IV.g14734.t1	1	1281	+	1281	492	452	552	249	248	317
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	CNIGO.Cnig_chr_IV.g14756.t1	1	573	+	573	187	210	248	138	126	112
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	CNIGO.Cnig_chr_IV.g14809.t1	1	1068	+	1068	2775	2632	2442	246	238	169
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	CNIGO.Cnig_chr_IV.g14827.t1	1	2139	+	2139	3335	3421	3533	397	427	397
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	CNIGO.Cnig_chr_IV.g14830.t1	1	693	+	693	253	307	278	176	113	98
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	CNIGO.Cnig_chr_IV.g14831.t1	1	1470	+	1470	543	591	533	288	282	353
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	CNIGO.Cnig_chr_IV.g14843.t1	1	363	+	363	136	114	109	258	237	252
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	CNIGO.Cnig_chr_IV.g14846.t1	1	501	+	501	1668	1624	1474	89	101	151
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	CNIGO.Cnig_chr_IV.g14941.t1	1	1452	+	1452	652	608	534	842	831	805
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	CNIGO.Cnig_chr_IV.g14937.t2	1	618	+	618	210	276	264	143	115	127
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	CNIGO.Cnig_chr_IV.g14926.t2	1	1218	+	1218	496	504	477	751	735	627
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	CNIGO.Cnig_chr_IV.g14915.t1	1	1548	+	1548	1227	1111	1292	261	270	357
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	CNIGO.Cnig_chr_IV.g15005.t1	1	1599	+	1599	648	632	739	308	312	306
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	CNIGO.Cnig_chr_IV.g15025.t1	1	960	+	960	347	367	374	216	200	157
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	CNIGO.Cnig_chr_IV.g16156.t1	1	294	+	294	1005	874	990	66	94	83
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	CNIGO.Cnig_chr_IV.g16164.t1	1	228	+	228	97	91	93	20	46	39
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	CNIGO.Cnig_chr_IV.g15100.t1	1	5331	+	5331	6244	6461	6349	2104	2122	2032
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	CNIGO.Cnig_chr_IV.g15101.t1	1	708	+	708	1335	1437	1351	177	128	149
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	CNIGO.Cnig_chr_IV.g15145.t1	1	687	+	687	257	284	277	249	283	282
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	CNIGO.Cnig_chr_IV.g15156.t1	1	528	+	528	1267	1376	1312	223	176	228
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	CNIGO.Cnig_chr_IV.g15187.t1	1	288	+	288	141	132	120	40	55	74
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	CNIGO.Cnig_chr_IV.g15352.t1	1	480	+	480	173	179	223	89	99	124
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	CNIGO.Cnig_chr_IV.g15415.t2	1	354	+	354	117	164	150	186	177	213
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	CNIGO.Cnig_chr_IV.g15419.t1	1	249	+	249	84	94	81	31	58	46
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	CNIGO.Cnig_chr_IV.g15448.t1	1	411	+	411	201	159	193	63	86	68
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	CNIGO.Cnig_chr_IV.g15471.t2	1	3159	+	3159	1432	1437	1343	1337	1178	1326
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	CNIGO.Cnig_chr_IV.g15475.t2	1	1701	+	1701	630	745	665	350	354	330
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	CNIGO.Cnig_chr_IV.g15673.t1	1	414	+	414	489	481	456	174	164	148
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	CNIGO.Cnig_chr_IV.g15677.t1	1	597	+	597	311	251	222	141	99	92
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	CNIGO.Cnig_chr_IV.g15726.t2	1	1284	+	1284	506	492	414	544	508	603
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	CNIGO.Cnig_chr_IV.g15753.t1	1	438	+	438	139	200	172	617	604	549
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	CNIGO.Cnig_chr_IV.g15793.t1	1	699	+	699	248	207	251	294	309	253
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	CNIGO.Cnig_chr_IV.g15800.t1	1	630	+	630	233	266	231	123	103	117
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	CNIGO.Cnig_chr_IV.g15838.t2	1	681	+	681	280	305	238	310	299	269
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	CNIGO.Cnig_chr_IV.g15835.t1	1	402	+	402	155	192	179	90	95	53
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	CNIGO.Cnig_chr_IV.g15897.t1	1	489	+	489	432	348	348	85	89	89
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	CNIGO.Cnig_chr_IV.g15904.t1	1	1710	+	1710	2158	1997	2161	339	372	349
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	CNIGO.Cnig_chr_IV.g15892.t1	1	1767	+	1767	1478	1520	1355	330	346	314
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	CNIGO.Cnig_chr_IV.g15971.t1	1	2082	+	2082	6899	6659	6600	860	823	752
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	CNIGO.Cnig_chr_IV.g16011.t1	1	747	+	747	2299	2535	2442	158	159	135
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	CNIGO.Cnig_chr_IV.g15993.t1	1	537	+	537	695	699	576	114	137	116
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	CNIGO.Cnig_chr_IV.g16029.t1	1	1140	+	1140	448	459	495	924	895	819
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	CNIGO.Cnig_chr_IV.g16112.t3	1	1209	+	1209	913	887	1024	209	261	234
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	CNIGO.Cnig_chr_IV.g16119.t3	1	1179	+	1179	911	942	897	751	692	684
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	CNIGO.Cnig_chr_IV.g16273.t1	1	903	+	903	757	745	653	169	193	152
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	CNIGO.Cnig_chr_IV.g16244.t2	1	312	+	312	135	122	134	134	104	143
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	CNIGO.Cnig_chr_IV.g16232.t1	1	1470	+	1470	563	481	582	596	621	632
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	CNIGO.Cnig_chr_IV.g16222.t4	1	1599	+	1599	648	600	618	305	334	357
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	CNIGO.Cnig_chr_IV.g16196.t1	1	1059	+	1059	442	415	426	230	240	241
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	CNIGO.Cnig_chr_IV.g16191.t1	1	1410	+	1410	1067	1136	1240	835	814	789
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	CNIGO.Cnig_chr_IV.g16190.t1	1	1953	+	1953	1534	1566	1453	1166	1341	1200
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	CNIGO.Cnig_chr_V.g16301.t1	1	225	+	225	173	199	178	43	42	37
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	CNIGO.Cnig_chr_V.g16302.t1	1	198	+	198	68	114	109	27	47	37
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	CNIGO.Cnig_chr_V.g16360.t1	1	1761	+	1761	734	700	680	756	622	696
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	CNIGO.Cnig_chr_V.g16413.t1	1	1065	+	1065	427	404	357	177	179	240
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	CNIGO.Cnig_chr_V.g16414.t1	1	1449	+	1449	570	529	521	288	351	331
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	CNIGO.Cnig_chr_V.g16443.t2	1	1761	+	1761	4489	4496	4371	366	434	309
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	CNIGO.Cnig_chr_V.g16475.t1	1	852	+	852	355	322	382	287	361	329
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	CNIGO.Cnig_chr_V.g16479.t1	1	432	+	432	205	173	166	162	146	161
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	CNIGO.Cnig_chr_V.g16502.t2	1	360	+	360	622	627	589	51	112	99
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	CNIGO.Cnig_chr_V.g16512.t1	1	840	+	840	355	253	299	203	151	202
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	CNIGO.Cnig_chr_V.g16522.t1	1	1068	+	1068	2083	2174	2117	207	205	202
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	CNIGO.Cnig_chr_V.g16593.t2	1	1551	+	1551	1804	1762	1859	320	343	369
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	CNIGO.Cnig_chr_V.g16603.t1	1	534	+	534	197	224	247	123	128	83
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	CNIGO.Cnig_chr_V.g16610.t1	1	399	+	399	151	165	157	312	334	385
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	CNIGO.Cnig_chr_V.g16647.t2	1	813	+	813	713	624	623	470	513	454
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	CNIGO.Cnig_chr_V.g16668.t1	1	960	+	960	1146	1301	1078	407	312	323
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	CNIGO.Cnig_chr_V.g16757.t1	1	474	+	474	134	156	181	96	111	91
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	CNIGO.Cnig_chr_V.g16752.t1	1	1149	+	1149	860	932	854	163	275	205
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	CNIGO.Cnig_chr_V.g16744.t1	1	2778	+	2778	1192	1140	1151	456	576	638
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	CNIGO.Cnig_chr_V.g16741.t2	1	1170	+	1170	456	480	479	248	167	233
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	CNIGO.Cnig_chr_V.g16706.t1	1	1737	+	1737	653	673	654	362	264	334
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	CNIGO.Cnig_chr_V.g16822.t4	1	3270	+	3270	1294	1241	1305	686	794	634
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	CNIGO.Cnig_chr_V.g16867.t2	1	1212	+	1212	477	472	508	623	468	425
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	CNIGO.Cnig_chr_V.g16882.t1	1	984	+	984	343	403	429	363	356	379
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	CNIGO.Cnig_chr_V.g16953.t1	1	465	+	465	590	628	660	79	116	65
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	CNIGO.Cnig_chr_V.g16952.t2	1	675	+	675	1572	1677	1576	137	118	120
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	CNIGO.Cnig_chr_V.g16948.t1	1	597	+	597	887	963	846	82	92	127
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	CNIGO.Cnig_chr_V.g16984.t2	1	1311	+	1311	4231	4084	4279	281	246	262
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	CNIGO.Cnig_chr_V.g16986.t1	1	1536	+	1536	2546	2428	2552	1490	1534	1618
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	CNIGO.Cnig_chr_V.g17154.t1	1	495	+	495	210	186	234	60	112	95
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	CNIGO.Cnig_chr_V.g17015.t1	1	531	+	531	689	679	644	121	137	93
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	CNIGO.Cnig_chr_V.g17067.t1	1	999	+	999	330	371	465	167	211	142
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	CNIGO.Cnig_chr_V.g17089.t3	1	1329	+	1329	1022	1039	1101	316	296	251
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	CNIGO.Cnig_chr_V.g17119.t1	1	2385	+	2385	4702	4652	4925	2862	2960	2932
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	CNIGO.Cnig_chr_V.g17177.t1	1	885	+	885	697	749	740	183	156	197
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	CNIGO.Cnig_chr_V.g17188.t1	1	915	+	915	782	638	689	438	423	422
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	CNIGO.Cnig_chr_V.g17140.t1	1	519	+	519	178	261	230	122	93	86
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	CNIGO.Cnig_chr_V.g17156.t1	1	795	+	795	286	342	301	622	614	656
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	CNIGO.Cnig_chr_V.g17127.t3	1	909	+	909	769	789	529	162	189	188
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	CNIGO.Cnig_chr_V.g17121.t1	1	1779	+	1779	709	777	699	1062	1017	1130
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	CNIGO.Cnig_chr_V.g17202.t1	1	1017	+	1017	302	396	394	458	400	343
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	CNIGO.Cnig_chr_V.g17245.t2	1	4134	+	4134	1795	1692	1654	2480	2268	2600
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	CNIGO.Cnig_chr_V.g17330.t1	1	1461	+	1461	596	563	541	2144	2016	2134
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	CNIGO.Cnig_chr_V.g17298.t1	1	576	+	576	671	728	734	555	562	544
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	CNIGO.Cnig_chr_V.g17390.t1	1	1005	+	1005	429	346	380	197	171	219
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	CNIGO.Cnig_chr_V.g17393.t1	1	1434	+	1434	602	499	527	258	385	338
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	CNIGO.Cnig_chr_V.g17397.t1	1	1242	+	1242	540	434	393	239	259	337
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	CNIGO.Cnig_chr_V.g17421.t1	1	978	+	978	406	379	333	792	649	852
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	CNIGO.Cnig_chr_V.g17535.t1	1	612	+	612	194	227	202	124	131	82
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	CNIGO.Cnig_chr_V.g17444.t1	1	669	+	669	244	300	230	140	129	122
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	CNIGO.Cnig_chr_V.g17521.t2	1	1344	+	1344	499	562	517	261	305	276
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	CNIGO.Cnig_chr_V.g17616.t1	1	756	+	756	279	290	309	129	192	150
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	CNIGO.Cnig_chr_V.g17692.t2	1	684	+	684	511	569	504	334	442	381
