gene_id	HF2_Cbr	HF2_Cni
X.g18570.t1__Cnig_chr_X.g22224.t1	210	294
X.g18571.t1__Cnig_chr_X.g22225.t1	21	122
X.g18572.t1__Cnig_chr_X.g22226.t2	22	29
X.g18575.t2__Cnig_chr_X.g22227.t2	121	566
X.g18576.t1__Cnig_chr_X.g22228.t1	380	353
X.g18577.t1__Cnig_chr_X.g22229.t1	101	84
X.g18578.t2__Cnig_chr_X.g22230.t1	664	411
X.g18579.t1__Cnig_chr_X.g22231.t1	5	7
X.g18580.t1__Cnig_chr_X.g22233.t1	10	28
X.g18581.t1__Cnig_chr_X.g22234.t1	1	22
X.g18582.t1__Cnig_chr_X.g22235.t1	1	15
X.g18584.t2__Cnig_chr_X.g22236.t1	121	85
X.g18586.t1__Cnig_chr_X.g22237.t3	251	687
X.g18587.t2__Cnig_chr_X.g22238.t2	719	1049
X.g18589.t1__Cnig_chr_X.g22239.t1	20	74
X.g18590.t2__Cnig_chr_X.g22241.t1	43	52
X.g18591.t1__Cnig_chr_X.g22242.t2	122	103
X.g18592.t2__Cnig_chr_X.g22243.t1	111	139
X.g18593.t1__Cnig_chr_X.g22244.t1	12	3
X.g18595.t1__Cnig_chr_X.g22246.t3	281	603
X.g18596.t1__Cnig_chr_X.g22247.t1	160	251
X.g18597.t1__Cnig_chr_X.g22248.t1	41	63
X.g18598.t1__Cnig_chr_X.g22250.t2	1369	268
X.g18600.t2__Cnig_chr_X.g22252.t2	382	541
X.g18602.t2__Cnig_chr_X.g22254.t2	11	15
X.g18603.t1__Cnig_chr_X.g22255.t1	161	205
X.g18604.t1__Cnig_chr_X.g22256.t1	1372	1782
X.g18605.t1__Cnig_chr_X.g22257.t1	475	587
X.g18606.t1__Cnig_chr_X.g22258.t1	1494	1554
X.g18607.t1__Cnig_chr_X.g22259.t1	269	280
X.g18608.t3__Cnig_chr_X.g22260.t1	22	6
X.g18609.t2__Cnig_chr_X.g22262.t2	614	627
X.g18610.t1__Cnig_chr_X.g22263.t3	13	29
X.g18611.t1__Cnig_chr_X.g22266.t2	51	133
X.g18612.t1__Cnig_chr_X.g22267.t1	24	32
X.g18613.t1__Cnig_chr_X.g22268.t2	2	21
X.g18615.t2__Cnig_chr_X.g22269.t2	1989	2064
X.g18616.t1__Cnig_chr_X.g22270.t1	68	43
X.g18617.t1__Cnig_chr_X.g22271.t1	6	5
X.g18618.t1__Cnig_chr_X.g22273.t1	100	114
X.g18619.t1__Cnig_chr_X.g22274.t2	6	11
X.g18620.t1__Cnig_chr_X.g22275.t1	1420	74
X.g18621.t1__Cnig_chr_X.g22277.t2	3	10
X.g18622.t1__Cnig_chr_X.g22278.t1	1	2
X.g18623.t1__Cnig_chr_X.g22279.t1	3	1
X.g18624.t1__Cnig_chr_X.g22280.t3	82	64
X.g18625.t2__Cnig_chr_X.g22281.t2	63	29
X.g18626.t1__Cnig_chr_X.g22282.t1	6	7
X.g18627.t1__Cnig_chr_X.g22285.t3	2	3
X.g18628.t2__Cnig_chr_X.g22286.t3	135	153
X.g18629.t3__Cnig_chr_X.g22287.t2	573	690
X.g18630.t2__Cnig_chr_X.g22288.t1	89	212
X.g18631.t1__Cnig_chr_X.g22289.t1	13	9
X.g18633.t1__Cnig_chr_X.g22291.t1	0	1
X.g18634.t1__Cnig_chr_X.g22295.t2	53	22
X.g18639.t1__Cnig_chr_X.g22300.t4	10	15
X.g18640.t2__Cnig_chr_X.g22301.t1	17	17
X.g18641.t2__Cnig_chr_X.g22303.t3	21	14
X.g18642.t1__Cnig_chr_X.g22304.t1	608	555
X.g18644.t1__Cnig_chr_X.g22305.t2	11	14
X.g18645.t1__Cnig_chr_X.g22306.t3	35	21
X.g18646.t1__Cnig_chr_X.g22307.t1	146	199
X.g18647.t1__Cnig_chr_X.g22308.t1	172	50
X.g18648.t1__Cnig_chr_X.g22309.t1	2810	6575
X.g18649.t2__Cnig_chr_X.g22310.t2	81	568
X.g18651.t1__Cnig_chr_X.g22311.t1	2	13
X.g18654.t5__Cnig_chr_X.g22314.t1	134	188
X.g18655.t1__Cnig_chr_X.g22315.t1	5	6
X.g18656.t1__Cnig_chr_X.g22318.t1	108	24
X.g18657.t1__Cnig_chr_X.g22319.t1	4167	1027
X.g18658.t1__Cnig_chr_X.g22321.t1	18	23
X.g18659.t1__Cnig_chr_X.g22322.t2	189	175
X.g18660.t1__Cnig_chr_X.g22323.t1	86	87
X.g18661.t1__Cnig_chr_X.g22324.t2	287	270
X.g18676.t1__Cnig_chr_X.g22164.t2	2	1
X.g18677.t1__Cnig_chr_X.g22165.t1	100	283
X.g18678.t1__Cnig_chr_X.g22168.t1	0	6
X.g18679.t1__Cnig_chr_X.g22169.t1	162	153
X.g18682.t1__Cnig_chr_X.g22332.t2	6	6
X.g18683.t1__Cnig_chr_X.g22333.t1	14	29
X.g18684.t1__Cnig_chr_X.g22334.t1	474	629
X.g18685.t1__Cnig_chr_X.g22335.t1	19	2
X.g18686.t1__Cnig_chr_X.g22336.t2	60	21
X.g18687.t1__Cnig_chr_X.g22340.t1	4	1
X.g18688.t1__Cnig_chr_X.g22341.t2	23	1
X.g18689.t1__Cnig_chr_X.g22342.t1	20	59
X.g18690.t1__Cnig_chr_X.g22343.t2	54	133
X.g18691.t1__Cnig_chr_X.g22344.t1	165	332
X.g18692.t1__Cnig_chr_X.g22345.t1	6	2
X.g18693.t3__Cnig_chr_X.g22346.t4	23	206
X.g18694.t1__Cnig_chr_X.g22347.t1	181	157
X.g18696.t1__Cnig_chr_X.g22348.t3	23	13
X.g18697.t1__Cnig_chr_X.g22349.t1	10	0
X.g18699.t2__Cnig_chr_X.g22350.t3	90	36
X.g18700.t2__Cnig_chr_X.g22351.t1	1	3
X.g18701.t2__Cnig_chr_X.g22352.t1	1165	338
X.g18702.t1__Cnig_chr_X.g22353.t1	89	41
X.g18703.t1__Cnig_chr_X.g22354.t2	0	0
X.g18704.t1__Cnig_chr_X.g22355.t1	0	2
X.g18705.t1__Cnig_chr_X.g22356.t2	2	2
X.g18706.t1__Cnig_chr_X.g22357.t1	10	14
X.g18707.t1__Cnig_chr_X.g22358.t1	40	27
X.g18708.t2__Cnig_chr_X.g22359.t2	60	41
X.g18709.t1__Cnig_chr_X.g22360.t3	637	1152
X.g18710.t1__Cnig_chr_X.g22361.t2	578	606
X.g18712.t1__Cnig_chr_X.g22362.t1	11	47
X.g18713.t1__Cnig_chr_X.g22363.t1	23	19
X.g18714.t1__Cnig_chr_X.g22364.t1	212	169
X.g18715.t3__Cnig_chr_X.g22365.t3	17	22
X.g18717.t1__Cnig_chr_X.g22366.t1	0	0
X.g18718.t1__Cnig_chr_X.g22368.t2	1	2
X.g18719.t1__Cnig_chr_X.g22369.t1	312	277
X.g18720.t1__Cnig_chr_X.g22370.t2	683	1122
X.g18721.t1__Cnig_chr_X.g22371.t2	1	131
X.g18724.t1__Cnig_chr_X.g22401.t1	55	119
X.g18726.t2__Cnig_chr_X.g22374.t3	203	330
X.g18727.t1__Cnig_chr_X.g22375.t3	229	334
X.g18728.t2__Cnig_chr_X.g22376.t1	565	336
X.g18729.t1__Cnig_chr_X.g22378.t1	147	329
X.g18730.t1__Cnig_chr_X.g22379.t1	110	210
X.g18731.t1__Cnig_chr_X.g22380.t1	428	630
X.g18732.t2__Cnig_chr_X.g22381.t3	3725	2711
X.g18733.t1__Cnig_chr_X.g22382.t1	6	20
X.g18734.t2__Cnig_chr_X.g22383.t2	838	1361
X.g18735.t1__Cnig_chr_X.g22384.t1	19	21
X.g18736.t2__Cnig_chr_X.g22385.t2	317	377
X.g18737.t4__Cnig_chr_X.g22386.t1	93	53
X.g18738.t1__Cnig_chr_X.g22392.t2	203	84
X.g18739.t3__Cnig_chr_X.g22394.t1	1	1
X.g18740.t1__Cnig_chr_X.g22395.t1	43	40
X.g18741.t1__Cnig_chr_X.g22396.t1	169	129
X.g18742.t2__Cnig_chr_X.g22397.t2	9	16
X.g18743.t1__Cnig_chr_X.g22398.t1	29	30
X.g18744.t2__Cnig_chr_X.g22399.t1	32	29
X.g18745.t3__Cnig_chr_X.g22400.t1	0	17
X.g18747.t1__Cnig_chr_X.g22403.t1	469	644
X.g18748.t1__Cnig_chr_X.g22404.t1	2	1
X.g18749.t1__Cnig_chr_X.g22405.t1	0	0
X.g18750.t1__Cnig_chr_X.g22406.t1	16	5
X.g18751.t2__Cnig_chr_X.g22408.t1	332	59
X.g18752.t2__Cnig_chr_X.g22410.t1	152	159
X.g18753.t1__Cnig_chr_X.g22411.t1	701	854
X.g18754.t1__Cnig_chr_X.g22412.t1	42	65
X.g18755.t1__Cnig_chr_X.g22413.t2	0	9
X.g18757.t1__Cnig_chr_X.g22414.t1	10	9
X.g18759.t1__Cnig_chr_X.g22415.t1	7	0
X.g18760.t2__Cnig_chr_X.g22416.t2	7	61
X.g18761.t1__Cnig_chr_X.g22417.t3	0	1
X.g18762.t1__Cnig_chr_X.g22418.t3	9	14
X.g18763.t1__Cnig_chr_X.g22419.t1	402	290
X.g18764.t1__Cnig_chr_X.g22420.t1	23	10
X.g18765.t1__Cnig_chr_X.g22421.t1	4	1
X.g18767.t1__Cnig_chr_X.g22424.t1	0	0
X.g18768.t2__Cnig_chr_X.g22425.t1	343	630
X.g18769.t1__Cnig_chr_X.g22427.t1	103	131
X.g18770.t1__Cnig_chr_X.g22428.t1	1	2
X.g18772.t1__Cnig_chr_X.g22429.t1	107	164
X.g18773.t1__Cnig_chr_X.g22430.t1	0	0
X.g18774.t1__Cnig_chr_X.g22431.t1	0	0
X.g18776.t1__Cnig_chr_X.g22432.t1	105	87
X.g18777.t3__Cnig_chr_X.g22433.t2	7	3
X.g18778.t1__Cnig_chr_X.g22434.t1	34	23
X.g18779.t1__Cnig_chr_X.g22435.t1	852	658
X.g18780.t1__Cnig_chr_X.g22436.t1	806	467
X.g18781.t1__Cnig_chr_X.g22437.t1	897	1234
X.g18783.t1__Cnig_chr_X.g22439.t1	8	0
X.g18784.t1__Cnig_chr_X.g22440.t1	3	4
X.g18785.t1__Cnig_chr_X.g22441.t1	57	37
X.g18786.t2__Cnig_chr_X.g22442.t1	16	6
X.g18787.t1__Cnig_chr_X.g22444.t1	1	3
X.g18788.t1__Cnig_chr_X.g22445.t1	5	1
X.g18791.t3__Cnig_chr_X.g22447.t3	0	18
X.g18796.t1__Cnig_chr_X.g22452.t1	0	0
X.g18797.t3__Cnig_chr_X.g22453.t1	2	0
X.g18798.t1__Cnig_chr_X.g22454.t1	0	12
X.g18799.t1__Cnig_chr_X.g22455.t1	6	4
X.g18801.t3__Cnig_chr_X.g22456.t1	2	11
X.g18802.t3__Cnig_chr_X.g22458.t1	2	0
X.g18803.t1__Cnig_chr_X.g22459.t2	0	0
X.g18805.t1__Cnig_chr_X.g22462.t1	24	30
X.g18806.t1__Cnig_chr_X.g22463.t1	84	12
X.g18807.t1__Cnig_chr_X.g22464.t1	57	53
X.g18808.t2__Cnig_chr_X.g22467.t1	17	76
X.g18812.t1__Cnig_chr_X.g22474.t1	0	0
X.g18813.t1__Cnig_chr_X.g22476.t1	42	8
X.g18814.t1__Cnig_chr_X.g22477.t1	14	7
X.g18815.t1__Cnig_chr_X.g22478.t2	236	168
X.g18816.t3__Cnig_chr_X.g22479.t1	16	11
X.g18818.t1__Cnig_chr_X.g22481.t1	77	56
X.g18819.t1__Cnig_chr_X.g22482.t1	9	13
X.g18821.t2__Cnig_chr_X.g22483.t1	0	1
X.g18822.t1__Cnig_chr_X.g22484.t1	0	4
X.g18823.t1__Cnig_chr_X.g22485.t2	321	450
X.g18826.t1__Cnig_chr_X.g22487.t1	4	1
X.g18827.t2__Cnig_chr_X.g22492.t2	624	401
X.g18829.t1__Cnig_chr_X.g22493.t1	29	47
X.g18830.t1__Cnig_chr_X.g22494.t1	67	204
X.g18831.t1__Cnig_chr_X.g22495.t1	27	35
X.g18832.t1__Cnig_chr_X.g22496.t2	1	4
X.g18834.t1__Cnig_chr_X.g22497.t1	35	27
X.g18835.t1__Cnig_chr_X.g22498.t1	67	110
X.g18836.t1__Cnig_chr_X.g22499.t1	1021	1416
X.g18837.t1__Cnig_chr_X.g22500.t2	22	12
X.g18838.t1__Cnig_chr_X.g22501.t1	1098	1179
X.g18839.t1__Cnig_chr_X.g22502.t1	1492	1638
X.g18840.t2__Cnig_chr_X.g22503.t1	5	1
X.g18841.t1__Cnig_chr_X.g22504.t1	137	244
X.g18843.t1__Cnig_chr_X.g22505.t1	1900	1685
X.g18844.t2__Cnig_chr_X.g22506.t1	0	5
X.g18845.t1__Cnig_chr_X.g22507.t1	0	4
X.g18846.t1__Cnig_chr_X.g22508.t1	293	325
X.g18847.t1__Cnig_chr_X.g22509.t3	5	1
X.g18848.t1__Cnig_chr_X.g22510.t1	142	244
X.g18849.t3__Cnig_chr_X.g22511.t1	6	23
X.g18850.t1__Cnig_chr_X.g22512.t1	38	62
X.g18852.t1__Cnig_chr_X.g22516.t1	3827	3543
X.g18853.t1__Cnig_chr_X.g22517.t2	2	63
X.g18854.t1__Cnig_chr_X.g22518.t1	0	0
X.g18857.t2__Cnig_chr_X.g22521.t1	0	0
X.g18858.t2__Cnig_chr_X.g22522.t1	1	8
X.g18859.t4__Cnig_chr_X.g22524.t1	0	6
X.g18860.t2__Cnig_chr_X.g22526.t1	22	12
X.g18861.t1__Cnig_chr_X.g22527.t1	301	305
X.g18862.t1__Cnig_chr_X.g22528.t1	0	0
X.g18863.t1__Cnig_chr_X.g22529.t1	1	3
X.g18864.t3__Cnig_chr_X.g22530.t2	341	163
X.g18865.t1__Cnig_chr_X.g22531.t1	7	4
X.g18866.t1__Cnig_chr_X.g22532.t1	22	44
X.g18867.t1__Cnig_chr_X.g22533.t1	9	1
X.g18868.t1__Cnig_chr_X.g22534.t1	296	266
X.g18869.t2__Cnig_chr_X.g22535.t1	1349	782
X.g18870.t2__Cnig_chr_X.g22536.t1	1	5
X.g18871.t1__Cnig_chr_X.g22537.t3	18	22
X.g18872.t1__Cnig_chr_X.g22538.t2	9235	11260
X.g18873.t1__Cnig_chr_X.g22539.t3	227	440
X.g18874.t2__Cnig_chr_X.g22540.t2	18	35
X.g18875.t1__Cnig_chr_X.g22541.t3	1	3
X.g18877.t2__Cnig_chr_X.g22542.t3	31	48
X.g18878.t1__Cnig_chr_X.g22543.t2	101	4
X.g18879.t1__Cnig_chr_X.g22544.t1	20	9
X.g18880.t1__Cnig_chr_X.g22546.t1	1506	771
X.g18881.t1__Cnig_chr_X.g22547.t1	2	16
X.g18884.t1__Cnig_chr_X.g22552.t2	1	0
X.g18885.t1__Cnig_chr_X.g22553.t3	0	0
X.g18888.t1__Cnig_chr_X.g22555.t1	50	34
X.g18889.t1__Cnig_chr_X.g22556.t1	311	312
X.g18891.t2__Cnig_chr_X.g22557.t2	301	472
X.g18893.t1__Cnig_chr_X.g22558.t1	18	57
X.g18894.t2__Cnig_chr_X.g22559.t3	6	4
X.g18895.t2__Cnig_chr_X.g22560.t3	127	63
X.g18896.t1__Cnig_chr_X.g22561.t1	5	5
X.g18899.t1__Cnig_chr_X.g22564.t1	0	0
X.g18901.t1__Cnig_chr_X.g22565.t1	0	1
X.g18902.t2__Cnig_chr_X.g22566.t3	173	120
X.g18904.t1__Cnig_chr_X.g22567.t1	0	0
X.g18905.t3__Cnig_chr_X.g22568.t1	2576	3539
X.g18907.t1__Cnig_chr_X.g22570.t1	45	46
X.g18908.t3__Cnig_chr_X.g22571.t3	394	368
X.g18909.t3__Cnig_chr_X.g22572.t1	492	825
X.g18910.t1__Cnig_chr_X.g22573.t1	19	29
X.g18911.t1__Cnig_chr_X.g22575.t1	21	50
X.g18912.t1__Cnig_chr_X.g22576.t1	37	16
X.g18913.t2__Cnig_chr_X.g22577.t1	6	10
X.g18914.t1__Cnig_chr_X.g22578.t2	12	6
X.g18915.t1__Cnig_chr_X.g22579.t1	1307	1366
X.g18916.t1__Cnig_chr_X.g22580.t1	620	747
X.g18917.t1__Cnig_chr_X.g22581.t1	16	23
X.g18918.t1__Cnig_chr_X.g22582.t2	12	21
X.g18919.t2__Cnig_chr_X.g22584.t1	243	447
X.g18921.t1__Cnig_chr_X.g22585.t1	67	122
X.g18925.t2__Cnig_chr_X.g22588.t3	1169	1357
X.g18926.t1__Cnig_chr_X.g22589.t1	509	292
X.g18927.t3__Cnig_chr_X.g22590.t1	67	15
X.g18928.t1__Cnig_chr_X.g22591.t1	878	1380
X.g18929.t1__Cnig_chr_X.g22593.t1	11	7
X.g18930.t2__Cnig_chr_X.g22595.t1	185	215
X.g18931.t1__Cnig_chr_X.g22596.t2	172	258
X.g18932.t1__Cnig_chr_X.g22597.t1	1	5
X.g18933.t1__Cnig_chr_X.g22598.t1	1241	955
X.g18934.t1__Cnig_chr_X.g22599.t1	3	1
X.g18935.t1__Cnig_chr_X.g22600.t1	1	6
X.g18938.t3__Cnig_chr_X.g22602.t2	2	0
X.g18940.t2__Cnig_chr_X.g22603.t1	5	4
X.g18941.t1__Cnig_chr_X.g22605.t1	4	6
X.g18942.t1__Cnig_chr_X.g22608.t3	902	966
X.g18943.t1__Cnig_chr_X.g22609.t1	1	1
X.g18944.t1__Cnig_chr_X.g22610.t1	4	25
X.g18945.t1__Cnig_chr_X.g22611.t1	0	5
X.g18953.t1__Cnig_chr_X.g22666.t1	3	0
X.g18965.t1__Cnig_chr_X.g23692.t1	6	5
X.g18978.t1__Cnig_chr_X.g22670.t1	57	35
X.g18979.t1__Cnig_chr_X.g22671.t1	493	147
X.g18981.t1__Cnig_chr_X.g22673.t1	2	0
X.g18982.t3__Cnig_chr_X.g22676.t1	300	335
X.g18983.t1__Cnig_chr_X.g22677.t1	175	81
X.g18984.t1__Cnig_chr_X.g22678.t1	253	192
X.g18987.t1__Cnig_chr_X.g22681.t1	12	26
X.g18988.t2__Cnig_chr_X.g22682.t2	0	5
X.g18990.t1__Cnig_chr_X.g22686.t2	396	371
X.g18991.t1__Cnig_chr_X.g22687.t3	4	11
X.g18992.t1__Cnig_chr_X.g22689.t2	18	0
X.g18993.t1__Cnig_chr_X.g22690.t1	8	12
X.g18994.t1__Cnig_chr_X.g22691.t2	48	37
X.g18997.t1__Cnig_chr_X.g22694.t2	6	4
X.g18998.t1__Cnig_chr_X.g22695.t2	22	2
X.g18999.t2__Cnig_chr_X.g22696.t1	434	243
X.g19001.t1__Cnig_chr_X.g22697.t1	2	3
X.g19002.t1__Cnig_chr_X.g22698.t2	146	163
X.g19003.t2__Cnig_chr_X.g22699.t1	26	10
X.g19005.t2__Cnig_chr_X.g22700.t1	358	343
X.g19007.t1__Cnig_chr_X.g22701.t1	31	28
X.g19011.t2__Cnig_chr_X.g22703.t1	246	192
X.g19012.t1__Cnig_chr_X.g22704.t2	344	240
X.g19013.t1__Cnig_chr_X.g22705.t2	1486	967
X.g19014.t1__Cnig_chr_X.g22706.t2	221	293
X.g19017.t1__Cnig_chr_X.g22708.t1	8	4
X.g19018.t1__Cnig_chr_X.g22709.t1	1	2
X.g19019.t1__Cnig_chr_X.g22710.t1	9	2
X.g19020.t1__Cnig_chr_X.g22711.t1	0	0
X.g19022.t1__Cnig_chr_X.g22712.t2	543	305
X.g19023.t1__Cnig_chr_X.g22713.t1	45	57
X.g19024.t1__Cnig_chr_X.g22714.t1	7	1
X.g19025.t2__Cnig_chr_X.g22715.t1	68	51
X.g19026.t1__Cnig_chr_X.g22718.t3	170	131
X.g19027.t2__Cnig_chr_X.g22720.t1	160	382
X.g19028.t2__Cnig_chr_X.g22721.t3	7	12
X.g19031.t1__Cnig_chr_X.g22725.t3	4	29
X.g19034.t2__Cnig_chr_X.g22733.t3	422	27
X.g19035.t1__Cnig_chr_X.g22734.t1	0	1
X.g19036.t3__Cnig_chr_X.g22735.t2	85	35
X.g19037.t2__Cnig_chr_X.g22736.t2	539	424
X.g19038.t1__Cnig_chr_X.g22737.t1	12	3
X.g19039.t2__Cnig_chr_X.g22738.t1	6	0
X.g19041.t1__Cnig_chr_X.g22740.t1	59	24
X.g19042.t1__Cnig_chr_X.g22741.t1	347	116
X.g19043.t1__Cnig_chr_X.g22745.t3	4	2
X.g19044.t2__Cnig_chr_X.g22746.t3	370	441
X.g19046.t1__Cnig_chr_X.g22751.t1	385	541
X.g19047.t1__Cnig_chr_X.g22752.t1	62	74
X.g19049.t2__Cnig_chr_X.g22754.t2	4	7
X.g19050.t1__Cnig_chr_X.g22756.t1	77	38
X.g19052.t2__Cnig_chr_X.g22760.t2	978	1694
X.g19053.t1__Cnig_chr_X.g22761.t1	277	230
X.g19054.t1__Cnig_chr_X.g22763.t1	21	22
X.g19055.t1__Cnig_chr_X.g22765.t1	4283	2435
X.g19056.t1__Cnig_chr_X.g22766.t1	3850	3418
X.g19057.t1__Cnig_chr_X.g22767.t1	339	152
X.g19060.t1__Cnig_chr_X.g22770.t1	115	82
X.g19061.t1__Cnig_chr_X.g22771.t1	623	364
X.g19062.t1__Cnig_chr_X.g22772.t1	96	90
X.g19063.t1__Cnig_chr_X.g22773.t1	98	35
X.g19064.t1__Cnig_chr_X.g22774.t1	21	28
X.g19065.t1__Cnig_chr_X.g22775.t1	17	18
X.g19066.t1__Cnig_chr_X.g22776.t1	6	3
X.g19067.t2__Cnig_chr_X.g22777.t1	412	137
X.g19068.t3__Cnig_chr_X.g22778.t1	263	97
X.g19069.t1__Cnig_chr_X.g22779.t2	49	33
X.g19070.t3__Cnig_chr_X.g22780.t1	0	2
X.g19071.t1__Cnig_chr_X.g22781.t1	287	429
X.g19074.t1__Cnig_chr_X.g22789.t1	289	434
X.g19075.t1__Cnig_chr_X.g22788.t1	8	8
X.g19076.t2__Cnig_chr_X.g22787.t1	1105	688
X.g19078.t1__Cnig_chr_X.g22782.t1	48	56
X.g19080.t1__Cnig_chr_X.g22784.t1	0	0
X.g19081.t1__Cnig_chr_X.g22786.t1	19	13
X.g19084.t1__Cnig_chr_X.g22792.t1	160	195
X.g19086.t1__Cnig_chr_X.g22794.t1	674	1149
X.g19087.t1__Cnig_chr_X.g22795.t1	116	171
X.g19088.t2__Cnig_chr_X.g22796.t1	2055	4756
X.g19090.t1__Cnig_chr_X.g22799.t1	31	15
X.g19092.t1__Cnig_chr_X.g22802.t1	214	235
X.g19094.t1__Cnig_chr_X.g22805.t1	4	0
X.g19095.t1__Cnig_chr_X.g22806.t2	1	0
X.g19098.t2__Cnig_chr_X.g22814.t2	308	341
X.g19099.t1__Cnig_chr_X.g22815.t1	5	0
X.g19100.t2__Cnig_chr_X.g22816.t1	16	47
X.g19101.t1__Cnig_chr_X.g22817.t1	1513	513
X.g19102.t2__Cnig_chr_X.g22818.t2	176	129
X.g19103.t1__Cnig_chr_X.g22819.t2	6	6
X.g19104.t2__Cnig_chr_X.g22820.t3	671	291
X.g19105.t1__Cnig_chr_X.g22821.t1	0	5
X.g19106.t1__Cnig_chr_X.g22822.t2	96	72
X.g19107.t1__Cnig_chr_X.g22824.t2	262	228
X.g19108.t2__Cnig_chr_X.g22825.t1	39	33
X.g19109.t1__Cnig_chr_X.g22826.t1	233	161
X.g19110.t2__Cnig_chr_X.g22827.t1	772	356
X.g19111.t2__Cnig_chr_X.g22828.t1	102	1
X.g19113.t1__Cnig_chr_X.g22833.t3	34	0
X.g19114.t2__Cnig_chr_X.g22835.t2	288	125
X.g19115.t1__Cnig_chr_X.g22836.t1	107	73
X.g19116.t2__Cnig_chr_X.g22837.t1	25	79
X.g19118.t1__Cnig_chr_X.g22838.t2	15	6
X.g19119.t3__Cnig_chr_X.g22840.t2	2766	4532
X.g19120.t1__Cnig_chr_X.g22842.t1	887	831
X.g19149.t3__Cnig_chr_X.g22960.t1	6	12
X.g19150.t1__Cnig_chr_X.g22936.t1	294	253
X.g19151.t2__Cnig_chr_X.g22937.t3	1	10
X.g19152.t1__Cnig_chr_X.g22938.t2	88	82
X.g19153.t2__Cnig_chr_X.g22939.t3	46	50
X.g19154.t1__Cnig_chr_X.g22940.t1	42	66
X.g19155.t1__Cnig_chr_X.g22941.t2	27	53
X.g19156.t2__Cnig_chr_X.g22942.t1	67	48
X.g19157.t1__Cnig_chr_X.g22943.t1	135	163
X.g19158.t1__Cnig_chr_X.g22944.t1	199	268
X.g19159.t1__Cnig_chr_X.g22947.t1	226	257
X.g19160.t1__Cnig_chr_X.g22948.t1	12	19
X.g19161.t1__Cnig_chr_X.g22949.t1	701	844
X.g19163.t2__Cnig_chr_X.g22950.t1	787	1302
X.g19164.t1__Cnig_chr_X.g22951.t1	669	298
X.g19165.t1__Cnig_chr_X.g22952.t2	81	107
X.g19166.t1__Cnig_chr_X.g22953.t2	104	107
X.g19167.t1__Cnig_chr_X.g22954.t1	80	110
X.g19168.t3__Cnig_chr_X.g22956.t3	447	378
X.g19169.t1__Cnig_chr_X.g22957.t1	172	344
X.g19170.t1__Cnig_chr_X.g22958.t1	276	652
X.g19173.t1__Cnig_chr_X.g22931.t1	133	0
X.g19174.t3__Cnig_chr_X.g22930.t1	0	0
X.g19176.t1__Cnig_chr_X.g22928.t1	4434	1712
X.g19177.t1__Cnig_chr_X.g22927.t1	821	243
X.g19178.t2__Cnig_chr_X.g22926.t2	41	40
X.g19180.t2__Cnig_chr_X.g22924.t1	33	22
X.g19181.t1__Cnig_chr_X.g22923.t2	1	24
X.g19182.t1__Cnig_chr_X.g22922.t1	1	5
X.g19183.t3__Cnig_chr_X.g22921.t1	901	856
X.g19184.t2__Cnig_chr_X.g22920.t1	317	210
X.g19185.t1__Cnig_chr_X.g22919.t1	131	43
X.g19186.t1__Cnig_chr_X.g22918.t1	125	63
X.g19187.t3__Cnig_chr_X.g22917.t2	5882	5313
X.g19188.t3__Cnig_chr_X.g22916.t1	17	10
X.g19191.t1__Cnig_chr_X.g22905.t2	5	1
X.g19192.t1__Cnig_chr_X.g22898.t1	126	43
X.g19194.t1__Cnig_chr_X.g22894.t1	0	6
X.g19196.t1__Cnig_chr_X.g22879.t1	0	2
X.g19202.t1__Cnig_chr_X.g22874.t1	766	466
X.g19203.t1__Cnig_chr_X.g22872.t1	273	208
X.g19216.t1__Cnig_chr_X.g23082.t1	440	202
X.g19220.t1__Cnig_chr_X.g22970.t2	7	38
X.g19222.t3__Cnig_chr_X.g22972.t1	6	10
X.g19223.t2__Cnig_chr_X.g22974.t1	18	12
X.g19224.t1__Cnig_chr_X.g22976.t1	30	51
X.g19225.t1__Cnig_chr_X.g22978.t1	427	801
X.g19226.t2__Cnig_chr_X.g22979.t1	3668	3202
X.g19227.t1__Cnig_chr_X.g22980.t1	297	426
X.g19229.t2__Cnig_chr_X.g22983.t1	1871	2174
X.g19230.t1__Cnig_chr_X.g22984.t1	13	12
X.g19231.t1__Cnig_chr_X.g22985.t1	694	668
X.g19232.t1__Cnig_chr_X.g22986.t2	128	273
X.g19233.t1__Cnig_chr_X.g22987.t2	74	95
X.g19234.t1__Cnig_chr_X.g22988.t1	3	7
X.g19235.t1__Cnig_chr_X.g22989.t2	79	72
X.g19236.t1__Cnig_chr_X.g22990.t1	1	2
X.g19238.t1__Cnig_chr_X.g22992.t1	325	376
X.g19239.t3__Cnig_chr_X.g22993.t1	658	1116
X.g19240.t2__Cnig_chr_X.g22994.t1	2	24
X.g19241.t1__Cnig_chr_X.g22995.t1	15	25
X.g19242.t1__Cnig_chr_X.g22996.t3	17	27
X.g19243.t1__Cnig_chr_X.g22997.t1	153	104
X.g19244.t1__Cnig_chr_X.g22998.t1	79	146
X.g19245.t1__Cnig_chr_X.g23000.t1	49	46
X.g19246.t1__Cnig_chr_X.g23001.t2	59	57
X.g19247.t3__Cnig_chr_X.g23002.t2	767	850
X.g19250.t1__Cnig_chr_X.g23005.t1	0	0
X.g19251.t3__Cnig_chr_X.g23006.t3	91	75
