Geneid	BF1_Cbr	BF2_Cbr	BF3_Cbr	BM1_Cbr	BM2_Cbr	BM3_Cbr	9F1_Cni	9F2_Cni	9F3_Cni	9M1_Cni	9M2_Cni	9M3_Cni
III.g8104.t1__Cnig_chr_III.g9337.t1	357	336	274	369	314	353	304	430	300	186	340	334
X.g21518.t1__Cnig_chr_X.g25567.t1	211	199	97	126	64	138	191	264	253	40	36	37
V.g17065.t2__Cnig_chr_V.g20108.t1	664	938	720	1189	1062	1510	278	878	471	244	329	395
I.g1506.t3__Cnig_chr_I.g1118.t1	1710	841	999	1744	1547	2187	424	608	735	596	587	857
I.g2961.t1__Cnig_chr_I.g2590.t3	147	208	184	146	108	156	180	179	153	171	207	181
III.g9852.t1__Cnig_chr_III.g11242.t2	392	319	397	574	587	605	574	463	592	936	1261	907
III.g8659.t1__Cnig_chr_III.g9913.t1	1601	1459	703	791	192	972	5947	6397	6222	3732	3207	3586
V.g18233.t1__Cnig_chr_V.g21694.t1	3234	3260	2170	2471	1467	2525	3540	3293	3583	2122	2334	2115
I.g3728.t1__Cnig_chr_I.g3747.t1	250	222	188	251	128	234	199	131	177	264	246	200
V.g17280.t1__Cnig_chr_V.g20359.t1	3098	2070	2089	1692	1281	1742	1391	1510	1504	1115	1105	1235
X.g22158.t2__Cnig_chr_X.g26377.t2	266	199	378	425	294	286	1390	665	961	1978	1486	1488
I.g918.t1__Cnig_chr_I.g407.t1	2107	2874	5765	612	740	844	472	496	555	328	463	404
IV.g10708.t1__Cnig_chr_IV.g12129.t1	1845	2045	1530	2282	1413	2193	1002	1369	1357	1443	1235	1504
II.g6428.t3__Cnig_chr_II.g6924.t2	2947	2589	2164	4019	3094	3458	2257	2355	1667	1582	1815	2498
V.g16252.t1__Cnig_chr_V.g19261.t1	959	710	900	457	419	472	615	567	468	595	576	573
V.g15546.t1__Cnig_chr_V.g18490.t1	1756	1831	1543	2677	1801	2401	1571	1609	1565	2813	2411	2858
X.g20302.t2__Cnig_chr_X.g24173.t1	1353	720	1031	1804	1081	1463	746	1328	709	1672	1608	1574
V.g16172.t1__Cnig_chr_V.g19167.t1	21	27	31	65	36	51	68	46	47	88	106	76
V.g14174.t1__Cnig_chr_V.g16734.t1	697	578	672	563	420	551	761	1164	920	346	386	382
I.g2261.t1__Cnig_chr_I.g1885.t1	4531	3605	2449	5133	1785	5072	5002	5375	5798	4911	3386	4594
III.g9164.t1__Cnig_chr_III.g10493.t1	1	7	2	55	68	5	229	118	159	342	336	286
X.g20856.t1__Cnig_chr_X.g24776.t1	295	201	226	270	211	149	1016	682	851	8	13	21
X.g18826.t1__Cnig_chr_X.g22487.t1	20	32	10	136	54	65	103	226	98	66	51	105
X.g19655.t1__Cnig_chr_X.g23471.t1	45	44	34	214	142	119	158	147	157	375	299	347
I.g2906.t3__Cnig_chr_I.g2521.t1	24	22	39	49	29	44	66	53	38	132	145	136
X.g21798.t1__Cnig_chr_X.g25889.t1	778	768	806	976	743	866	937	729	822	1354	1163	1239
I.g3802.t2__Cnig_chr_I.g3826.t1	14	14	4	45	20	37	91	70	66	319	372	225
III.g7538.t1__Cnig_chr_III.g8498.t1	95	78	44	112	20	106	532	478	462	652	613	567
V.g16324.t1__Cnig_chr_V.g19327.t1	64	59	42	108	108	118	64	47	46	107	85	101
II.g4427.t1__Cnig_chr_II.g4617.t2	5291	4586	4616	4697	3523	4576	5024	4672	5102	6289	7120	6790
X.g20673.t2__Cnig_chr_X.g24560.t1	141	122	111	198	146	197	473	587	379	307	329	283
III.g9123.t2__Cnig_chr_III.g10448.t2	14498	11468	7266	8863	2821	9570	6282	8165	9215	6834	4560	7014
X.g20510.t2__Cnig_chr_X.g24396.t1	6	49	13	313	226	61	2399	1090	1469	2397	1685	1562
X.g18742.t2__Cnig_chr_X.g22397.t2	58	33	39	94	62	60	150	182	154	72	51	100
X.g18734.t2__Cnig_chr_X.g22383.t2	1826	1309	880	2946	986	2482	5367	3709	4998	5143	3711	4040
III.g8463.t1__Cnig_chr_III.g9735.t1	1787	1256	1424	678	614	687	976	916	898	673	741	597
X.g20359.t1__Cnig_chr_X.g24228.t1	240	211	220	365	349	319	223	142	177	398	368	352
III.g9463.t1__Cnig_chr_III.g10817.t1	2336	1757	2789	1488	1427	1629	1071	997	1063	1323	1304	1288
II.g7278.t1__Cnig_chr_II.g8210.t1	546	277	489	2006	2324	1806	2	9	2	283	294	503
X.g21152.t1__Cnig_chr_X.g25119.t1	504	418	400	675	388	585	883	680	795	856	881	843
I.g1147.t1__Cnig_chr_I.g632.t2	175	170	144	1372	1036	1176	7	10	3	601	659	856
V.g16095.t1__Cnig_chr_V.g19082.t1	42	39	34	94	85	104	51	61	39	214	210	182
X.g20773.t2__Cnig_chr_X.g24673.t2	71	40	53	70	54	53	66	45	54	47	30	50
X.g20065.t3__Cnig_chr_X.g23945.t3	78	57	65	140	114	123	475	298	458	457	500	391
V.g16997.t3__Cnig_chr_V.g20034.t1	745	627	582	1895	1221	2189	1292	1944	1269	1396	1308	2089
I.g3576.t1__Cnig_chr_I.g3505.t2	3045	2710	2817	2351	1219	2025	1426	1577	1508	939	1099	1138
V.g18420.t1__Cnig_chr_V.g21979.t1	165	149	186	360	448	184	1005	472	651	1251	2022	947
V.g16456.t1__Cnig_chr_V.g19480.t1	572	413	419	677	538	559	1398	1281	1156	1312	1578	1315
X.g19569.t1__Cnig_chr_X.g23336.t3	424	477	327	904	487	704	796	997	993	967	808	959
IV.g12588.t1__Cnig_chr_IV.g14599.t1	49	49	39	85	95	86	48	38	29	82	115	69
III.g9409.t1__Cnig_chr_III.g10753.t2	4556	5318	3271	5186	1440	4786	4779	5544	5175	6443	4368	5333
III.g8096.t1__Cnig_chr_III.g9328.t1	8804	6327	6100	7222	4696	7336	7773	5262	6071	6836	7043	7030
II.g5250.t1__Cnig_chr_II.g5588.t1	3687	2343	2815	962	873	1103	2445	2202	2617	1706	1710	1721
II.g5855.t1__Cnig_chr_II.g6238.t1	2	3	3	0	0	2	1	0	1	4	4	5
I.g2545.t1__Cnig_chr_I.g2118.t1	1795	1141	1610	4796	4250	3929	23	23	12	1324	1483	2134
V.g13871.t1__Cnig_chr_V.g16305.t1	4	8	5	10	3	6	16	10	16	20	17	27
II.g5375.t1__Cnig_chr_II.g5718.t1	2408	2664	1854	2592	1324	2541	1312	1755	1627	1422	1518	1927
III.g7974.t1__Cnig_chr_III.g9132.t1	72	44	57	257	241	165	49	40	23	205	131	192
X.g20336.t1__Cnig_chr_X.g24205.t1	730	398	580	810	690	616	601	622	674	571	722	754
X.g20100.t3__Cnig_chr_X.g23983.t3	571	366	265	1717	591	834	1224	1456	1401	1896	916	1521
I.g2203.t1__Cnig_chr_I.g1831.t1	2556	1600	1954	1401	1440	1340	717	663	737	805	844	962
III.g8417.t2__Cnig_chr_III.g9689.t1	13	23	11	20	47	32	41	34	37	79	68	55
X.g20695.t1__Cnig_chr_X.g24587.t1	2	7	3	30	29	10	343	168	263	359	442	298
II.g5802.t2__Cnig_chr_II.g6179.t1	2071	1889	2053	796	662	979	1058	1121	1064	762	718	750
II.g5017.t1__Cnig_chr_II.g5354.t2	58	12	42	3818	4185	3176	14	34	12	829	873	1813
X.g19236.t1__Cnig_chr_X.g22990.t1	1	1	0	13	3	2	259	123	126	242	232	190
X.g22157.t1__Cnig_chr_X.g26375.t1	238	138	146	247	146	261	211	254	222	197	139	174
II.g4632.t2__Cnig_chr_II.g4834.t1	264	259	245	2439	2326	2381	109	107	127	703	573	1173
X.g22034.t1__Cnig_chr_X.g26207.t3	703	656	328	1085	376	878	1219	1008	1179	1353	1091	1127
X.g20726.t3__Cnig_chr_X.g24627.t1	659	461	545	675	552	812	390	349	347	459	388	358
V.g13895.t2__Cnig_chr_V.g16329.t1	5	3	4	7	5	15	13	4	8	16	9	8
X.g20038.t1__Cnig_chr_X.g23906.t2	1177	751	734	837	575	645	2090	1975	1743	794	777	834
I.g2538.t1__Cnig_chr_I.g2109.t1	1802	1679	1378	866	614	904	1692	1783	1755	746	751	776
III.g9909.t1__Cnig_chr_III.g11322.t3	1490	1319	1177	1685	1207	1519	1912	1670	1897	2512	3071	2708
III.g9354.t1__Cnig_chr_III.g10697.t1	77	55	64	178	154	126	214	145	150	507	485	430
I.g2862.t2__Cnig_chr_I.g2482.t1	1477	975	898	2159	1044	1979	809	829	905	1096	933	1161
IV.g11660.t2__Cnig_chr_IV.g13596.t1	3297	2118	2443	1928	1465	2153	845	1416	969	714	794	1071
V.g15907.t1__Cnig_chr_V.g18853.t2	105	118	85	493	355	347	217	668	339	207	176	467
II.g4300.t1__Cnig_chr_II.g4467.t1	89	71	65	211	158	170	222	179	206	337	322	299
V.g15173.t2__Cnig_chr_V.g18051.t1	400	272	365	387	364	467	333	377	339	442	400	447
IV.g12758.t2__Cnig_chr_IV.g14798.t1	4198	3102	2354	1812	811	2270	1891	2196	2273	1620	1428	1399
III.g8347.t1__Cnig_chr_III.g9620.t1	1482	1622	1419	1352	1038	1317	2141	1914	2044	1894	1829	1900
V.g17353.t1__Cnig_chr_V.g20432.t1	1242	1109	987	2760	1761	1917	800	2355	1022	1564	1066	3048
X.g20431.t1__Cnig_chr_X.g24304.t1	2151	1710	1854	1522	1565	1678	1650	1664	1562	1187	1396	1436
I.g3239.t2__Cnig_chr_I.g3007.t1	58	38	46	151	173	140	165	123	188	268	378	298
V.g18370.t1__Cnig_chr_V.g21925.t1	915	1005	625	805	504	774	2154	2128	2279	1279	1229	1286
II.g6450.t1__Cnig_chr_II.g6755.t2	1258	1196	719	777	360	919	2204	2273	2246	2029	1616	1716
X.g19435.t3__Cnig_chr_X.g23198.t1	621	475	369	959	397	594	2670	1855	2216	3586	2893	2655
IV.g12191.t1__Cnig_chr_IV.g14143.t2	1669	1242	1305	402	306	502	476	597	575	300	372	290
IV.g13800.t1__Cnig_chr_IV.g16242.t1	63	52	52	80	74	75	83	94	68	67	65	48
X.g19234.t1__Cnig_chr_X.g22988.t1	24	54	16	85	39	71	182	275	167	185	121	202
X.g20818.t1__Cnig_chr_X.g24719.t1	7550	6314	5330	5596	3899	5724	6519	7834	7329	3536	2998	3331
V.g17200.t1__Cnig_chr_V.g20268.t2	894	627	594	2696	1921	2512	1571	1116	1526	3279	2698	2907
X.g18997.t1__Cnig_chr_X.g22694.t2	51	31	28	163	113	93	72	74	38	170	135	138
III.g9905.t1__Cnig_chr_III.g11318.t1	354	422	346	417	317	388	508	513	543	576	762	701
IV.g11859.t1__Cnig_chr_IV.g13788.t1	101	76	74	298	276	272	145	121	145	239	194	201
X.g19384.t1__Cnig_chr_X.g23145.t1	302	267	203	323	133	266	486	374	486	390	357	364
X.g21007.t1__Cnig_chr_X.g24958.t1	404	416	366	510	432	400	506	539	508	405	526	434
I.g2008.t1__Cnig_chr_I.g1660.t1	109	86	75	946	640	768	11	24	17	634	526	739
X.g19264.t1__Cnig_chr_X.g23018.t1	884	848	709	2636	1615	2081	2696	3178	2909	3099	2417	3480
I.g2737.t1__Cnig_chr_I.g2332.t1	2337	2619	2508	1954	1276	2069	2835	2591	2826	3282	3915	3132
V.g15543.t2__Cnig_chr_V.g18488.t2	383	382	269	703	423	549	1042	1206	889	1086	896	982
III.g10322.t1__Cnig_chr_III.g11825.t2	6	3	7	35	16	19	6	2	7	11	12	16
III.g10119.t2__Cnig_chr_III.g11602.t1	10	37	19	133	76	32	155	384	146	69	69	134
X.g19473.t1__Cnig_chr_X.g23235.t1	21	19	17	73	121	36	358	200	273	447	497	353
IV.g13718.t1__Cnig_chr_IV.g16075.t2	1289	1265	1094	669	494	726	1821	1881	1974	1260	1236	1287
II.g5467.t1__Cnig_chr_II.g5823.t1	4673	3600	3721	2815	2679	3078	3341	2820	3303	3154	2966	2689
II.g4574.t1__Cnig_chr_II.g4804.t2	760	217	417	2755	1628	1121	661	423	1060	1286	1197	1332
V.g15714.t1__Cnig_chr_V.g18664.t1	63	51	82	134	183	145	90	76	58	148	212	144
V.g16532.t1__Cnig_chr_V.g19566.t1	1982	2109	2054	899	748	1091	1376	1645	1518	788	1093	798
V.g16080.t1__Cnig_chr_V.g19063.t1	941	702	782	1019	937	873	672	941	683	418	504	541
V.g16556.t1__Cnig_chr_V.g19592.t1	3835	2595	2264	1869	1139	1848	2238	2406	2276	1826	1568	1709
I.g2824.t1__Cnig_chr_I.g2436.t1	46	32	24	208	225	53	1152	568	727	1617	2244	1211
V.g15589.t2__Cnig_chr_V.g18530.t3	1	5	5	7	7	5	2	1	2	9	6	5
V.g18454.t1__Cnig_chr_V.g22018.t1	957	796	675	1723	1075	1351	1561	1610	1297	2218	1799	2004
X.g19423.t1__Cnig_chr_X.g23184.t3	142	115	114	236	176	184	187	147	156	136	141	166
X.g21709.t1__Cnig_chr_X.g25756.t1	30	205	49	606	594	375	2391	2198	2500	1180	1006	1307
X.g20367.t2__Cnig_chr_X.g24235.t1	87	55	136	95	115	74	140	73	110	338	293	195
IV.g12701.t2__Cnig_chr_IV.g14725.t2	322	263	293	163	99	146	428	361	446	512	584	344
II.g5830.t5__Cnig_chr_II.g6212.t1	2988	3373	3198	902	575	1447	1929	2271	2229	1020	913	905
V.g16175.t1__Cnig_chr_V.g19171.t1	132	103	144	228	173	151	286	166	215	851	726	617
III.g9238.t1__Cnig_chr_III.g10573.t1	3907	3187	2865	2097	1517	2266	3888	3320	3954	3180	3431	2946
V.g16364.t1__Cnig_chr_V.g19376.t1	424	375	286	1316	830	656	890	1865	1343	849	808	1361
X.g18564.t1__Cnig_chr_X.g22218.t1	612	519	500	670	488	687	829	727	739	992	769	767
II.g4143.t1__Cnig_chr_II.g4206.t1	3515	3520	1927	3289	1437	3445	3322	3382	3486	2898	2427	2897
IV.g13717.t1__Cnig_chr_IV.g16074.t1	2513	1526	1876	1582	1568	1895	2416	2026	2146	3062	2833	2807
X.g20731.t3__Cnig_chr_X.g24631.t2	347	313	255	851	415	717	405	494	346	735	663	638
X.g19464.t1__Cnig_chr_X.g23222.t1	559	805	643	102	30	211	109	136	108	194	181	132
X.g20479.t2__Cnig_chr_X.g24360.t1	65	73	43	623	313	337	100	106	104	971	674	983
III.g8422.t2__Cnig_chr_III.g9694.t1	190	111	89	377	329	320	279	219	285	500	381	393
III.g8784.t1__Cnig_chr_III.g10057.t1	1405	1059	1213	452	439	556	320	306	349	260	211	268
II.g5506.t1__Cnig_chr_II.g5857.t1	60	44	51	83	81	93	84	61	57	110	93	93
III.g9235.t1__Cnig_chr_III.g10571.t1	28	25	33	60	118	49	31	37	33	58	52	74
X.g20028.t2__Cnig_chr_X.g23893.t1	16	31	24	105	128	95	71	158	108	42	53	117
I.g2962.t1__Cnig_chr_I.g2591.t1	2101	2435	1815	1538	792	1689	2070	2156	2149	1742	1923	1679
III.g9228.t1__Cnig_chr_III.g10561.t1	2324	2021	1774	1525	1174	1635	1984	2059	2311	1693	1687	1659
V.g16534.t2__Cnig_chr_V.g19568.t1	87	47	63	143	103	136	62	60	39	123	124	88
II.g7388.t1__Cnig_chr_II.g8326.t1	46	333	82	1449	808	595	4062	5231	4317	1233	1057	2286
X.g18743.t1__Cnig_chr_X.g22398.t1	102	112	97	597	515	584	348	475	248	582	581	568
II.g4032.t1__Cnig_chr_II.g4112.t1	799	859	554	429	253	491	758	795	818	464	566	510
X.g20266.t3__Cnig_chr_X.g24129.t1	85	66	68	178	78	173	117	98	95	84	82	101
IV.g13284.t1__Cnig_chr_IV.g15359.t1	286	160	182	1305	1149	936	25	28	20	604	525	729
V.g16656.t2__Cnig_chr_V.g19697.t3	28	54	26	372	278	268	955	530	813	739	526	656
III.g7600.t2__Cnig_chr_III.g8724.t1	3725	3022	2777	1307	757	1589	2132	2304	2160	1738	2075	1722
V.g17002.t2__Cnig_chr_V.g20042.t1	1443	1024	693	1596	643	1417	2192	1638	1721	2761	2009	2037
II.g5071.t1__Cnig_chr_II.g5412.t1	75	41	38	484	341	376	48	48	42	397	256	387
III.g8447.t1__Cnig_chr_III.g9720.t1	1523	954	1313	604	711	657	870	707	846	678	661	650
X.g20005.t1__Cnig_chr_X.g23865.t1	108	32	70	45	42	70	130	104	154	88	68	93
II.g5821.t1__Cnig_chr_II.g6201.t3	73	50	81	71	78	80	99	98	82	198	158	145
X.g18676.t1__Cnig_chr_X.g22164.t2	0	6	7	6	7	4	5	6	3	7	2	5
IV.g13826.t1__Cnig_chr_IV.g16212.t4	128	85	103	128	123	120	413	422	446	416	522	446
III.g7815.t1__Cnig_chr_III.g8797.t3	391	256	264	512	570	482	971	525	651	1120	1148	705
V.g15866.t1__Cnig_chr_V.g18730.t1	8	1	10	23	16	16	11	12	7	27	17	15
IV.g11323.t1__Cnig_chr_IV.g13242.t1	115	76	110	247	452	189	257	150	265	219	371	223
II.g4487.t1__Cnig_chr_II.g4696.t1	3631	2686	3153	1189	768	1292	986	1148	1128	734	804	859
V.g15890.t1__Cnig_chr_V.g18836.t1	4823	4501	3535	8049	5003	7827	9177	5996	8482	10380	9714	8880
IV.g11322.t1__Cnig_chr_IV.g13243.t1	14	13	17	34	46	24	36	18	33	99	109	85
II.g5007.t1__Cnig_chr_II.g5346.t1	465	282	340	244	233	329	103	155	134	286	245	256
X.g20331.t1__Cnig_chr_X.g24199.t1	29	24	22	54	57	43	52	36	29	59	57	69
X.g20442.t1__Cnig_chr_X.g24316.t1	7	16	15	51	44	30	127	98	143	82	78	90
I.g2363.t1__Cnig_chr_I.g2015.t1	63	68	45	605	588	62	2457	1249	1609	2668	2415	1888
X.g20350.t1__Cnig_chr_X.g24218.t1	265	215	201	578	411	368	1723	1291	1511	2027	1700	1611
X.g20040.t1__Cnig_chr_X.g23908.t1	2184	1862	1878	2941	2324	2661	3021	1861	2675	3092	2622	2767
IV.g12251.t2__Cnig_chr_IV.g14215.t1	1534	1034	1147	1248	943	1241	247	254	247	300	339	401
X.g19157.t1__Cnig_chr_X.g22943.t1	364	306	211	919	505	520	1385	954	1265	1403	1168	1090
X.g20914.t1__Cnig_chr_X.g24836.t1	136	110	91	329	257	267	159	100	172	204	210	204
X.g18879.t1__Cnig_chr_X.g22544.t1	51	43	49	69	51	54	71	84	45	105	101	102
X.g18745.t3__Cnig_chr_X.g22400.t1	4	4	5	34	17	15	716	409	583	1780	1084	1185
V.g14183.t1__Cnig_chr_V.g16723.t1	47	172	36	611	246	285	1546	1982	1857	1214	960	1368
X.g20995.t1__Cnig_chr_X.g24948.t1	708	486	443	800	593	729	750	593	722	684	778	796
II.g6077.t1__Cnig_chr_II.g6462.t1	2330	2162	1676	1735	1041	1803	1803	1589	1881	1725	1388	1357
IV.g10763.t1__Cnig_chr_IV.g12412.t1	766	964	1740	396	479	460	539	666	659	476	676	516
X.g21818.t1__Cnig_chr_X.g25870.t1	2214	2170	1803	3551	2748	2725	14050	11697	13520	3995	3744	3629
III.g10094.t1__Cnig_chr_III.g11541.t2	4	1	0	4	14	2	0	0	0	103	129	78
III.g8372.t1__Cnig_chr_III.g9645.t1	2290	2077	1923	2934	1941	2966	3098	3377	3882	4035	3779	4625
I.g3907.t1__Cnig_chr_I.g3933.t1	4263	3758	2654	4193	2317	4095	4085	3746	3984	5383	4084	5168
V.g15346.t1__Cnig_chr_V.g18235.t1	4	11	5	29	61	14	338	139	269	468	434	417
X.g19288.t1__Cnig_chr_X.g23041.t1	31	32	24	197	187	32	1986	1000	1305	3660	3024	2426
II.g5917.t1__Cnig_chr_II.g6301.t2	5651	5462	6182	5934	5720	5500	6934	6492	6713	7094	7314	7199
I.g1248.t3__Cnig_chr_I.g805.t1	2556	2242	3488	1564	1271	1488	1792	1842	1763	1481	2249	1607
V.g17315.t1__Cnig_chr_V.g20393.t1	33	27	37	58	62	50	29	24	24	31	37	27
X.g20241.t1__Cnig_chr_X.g24101.t1	1390	1004	675	1287	527	1144	2063	1956	2225	2169	1705	1830
III.g8651.t2__Cnig_chr_III.g9905.t2	863	1163	774	1591	807	1058	2179	2450	2217	1987	1449	1729
II.g3998.t3__Cnig_chr_II.g4051.t1	21187	23598	16574	24615	12968	22747	34657	45331	37458	41911	28302	32130
II.g4094.t2__Cnig_chr_II.g4169.t1	1404	1876	1228	1013	555	1078	1318	1417	1454	987	1161	1153
I.g3598.t1__Cnig_chr_I.g3541.t2	676	802	662	583	424	661	795	707	714	942	1107	933
II.g7387.t1__Cnig_chr_II.g8325.t1	96	49	54	57	47	35	92	64	78	204	169	122
X.g20371.t1__Cnig_chr_X.g24239.t1	422	684	303	2743	1607	684	19308	9232	16016	22540	14482	14398
X.g19506.t1__Cnig_chr_X.g23271.t2	90	78	60	302	170	236	178	151	140	432	345	329
III.g9223.t1__Cnig_chr_III.g10557.t2	4055	2555	2964	1043	815	1374	1520	1638	1634	1212	1280	1274
V.g14206.t2__Cnig_chr_V.g16683.t2	1546	2094	1799	1116	950	1204	1731	1703	1769	1435	1672	1463
III.g9000.t1__Cnig_chr_III.g10271.t1	3243	2375	2637	836	791	971	1006	1139	1066	773	663	655
II.g4276.t2__Cnig_chr_II.g4433.t2	264	317	214	926	561	540	2872	6394	3374	3143	1966	4687
X.g20526.t1__Cnig_chr_X.g24417.t2	2067	1838	1435	5653	2181	4367	5205	5091	5176	7123	5891	6360
III.g8392.t1__Cnig_chr_III.g9665.t1	2679	2572	1585	1506	498	1916	2186	2174	2584	2477	1843	1989
X.g19717.t1__Cnig_chr_X.g23602.t1	7	34	12	130	140	96	770	631	820	469	436	464
II.g5936.t1__Cnig_chr_II.g6319.t1	904	1113	1044	492	449	637	593	689	712	450	454	414
II.g5258.t1__Cnig_chr_II.g5599.t1	10	8	10	50	60	31	81	54	62	137	141	137
IV.g12769.t1__Cnig_chr_IV.g14813.t1	1803	1619	1578	1063	855	1167	1261	1247	1461	1426	1456	1463
V.g14368.t3__Cnig_chr_V.g16973.t1	52	56	40	106	59	73	173	137	113	231	234	175
X.g21752.t1__Cnig_chr_X.g25811.t3	142	115	118	188	94	169	297	236	218	215	182	221
I.g3061.t1__Cnig_chr_I.g2714.t1	3705	3194	4013	3355	3300	3268	2175	2276	2122	2389	2474	2539
III.g7909.t1__Cnig_chr_III.g8956.t2	224	151	153	195	136	171	120	96	98	197	257	214
X.g20414.t2__Cnig_chr_X.g24285.t2	83	62	55	162	89	142	185	163	172	384	299	317
III.g7431.t1__Cnig_chr_III.g8356.t1	2838	2507	2116	1583	1086	1700	2558	2895	2811	1619	1390	1384
X.g18888.t1__Cnig_chr_X.g22555.t1	265	199	267	259	272	168	225	176	234	267	351	275
X.g20794.t1__Cnig_chr_X.g24695.t1	407	223	176	1348	578	889	638	696	663	997	942	1105
IV.g11781.t2__Cnig_chr_IV.g13874.t1	1639	1109	1541	986	1079	1002	1203	1171	1141	872	995	883
I.g2457.t1__Cnig_chr_I.g2032.t1	4781	4242	4226	4306	4362	4929	3869	3222	3733	5321	5498	5673
X.g20718.t1__Cnig_chr_X.g24612.t1	400	262	224	632	482	483	543	418	489	751	757	727
V.g15116.t1__Cnig_chr_V.g17985.t1	26	23	22	59	33	34	207	79	163	500	401	331
I.g1200.t1__Cnig_chr_I.g705.t1	178	201	179	728	527	617	1036	638	993	1678	1762	1467
X.g20486.t1__Cnig_chr_X.g24367.t2	299	162	168	169	60	153	238	192	160	235	168	206
I.g3276.t1__Cnig_chr_I.g3057.t1	22	12	27	40	74	51	18	22	13	83	67	60
X.g21098.t2__Cnig_chr_X.g25057.t1	82	53	27	95	33	87	128	103	105	187	126	186
I.g2796.t1__Cnig_chr_I.g2412.t2	900	912	588	645	186	735	810	944	884	610	525	609
I.g2712.t1__Cnig_chr_I.g2303.t1	8915	5644	5178	4375	2774	4589	3601	4234	4428	3186	2564	3010
V.g17430.t1__Cnig_chr_V.g20526.t1	742	778	1166	306	280	331	414	398	405	372	455	374
V.g17124.t1__Cnig_chr_V.g20172.t1	1289	1174	1131	669	472	820	852	807	804	609	702	601
X.g19898.t1__Cnig_chr_X.g23746.t1	18	19	18	109	62	44	208	153	198	490	449	339
I.g3887.t1__Cnig_chr_I.g3951.t1	795	723	662	2058	1424	1898	962	874	964	2076	1547	2553
II.g6372.t1__Cnig_chr_II.g6840.t1	5859	3660	4208	876	708	1461	823	878	942	374	317	332
II.g4658.t1__Cnig_chr_II.g5025.t1	28	28	1	98	28	61	542	350	541	168	79	100
V.g15683.t1__Cnig_chr_V.g18636.t1	711	466	450	1448	1236	1407	755	696	717	1305	1302	1296
III.g10188.t1__Cnig_chr_III.g11739.t1	50	59	31	525	729	53	3968	1811	2649	3395	4133	2882
I.g2562.t2__Cnig_chr_I.g2138.t2	37	23	36	138	107	105	57	54	20	185	154	162
III.g9423.t1__Cnig_chr_III.g10776.t1	1281	804	968	509	457	585	198	222	254	209	184	208
X.g20132.t2__Cnig_chr_X.g24021.t1	57	50	37	118	63	103	177	98	161	358	271	226
V.g16735.t2__Cnig_chr_V.g19761.t1	331	274	261	281	230	316	773	702	752	971	765	813
X.g18646.t1__Cnig_chr_X.g22307.t1	352	331	196	831	286	537	1421	1384	1417	1082	715	1163
V.g15682.t1__Cnig_chr_V.g18635.t1	1761	1656	1005	1496	868	1572	1732	1938	2023	1641	1174	1527
II.g3997.t2__Cnig_chr_II.g4050.t1	2146	1462	1274	745	375	870	1001	1129	1120	853	742	855
X.g20412.t1__Cnig_chr_X.g24283.t1	769	701	492	484	257	526	601	536	538	570	512	468
X.g21486.t2__Cnig_chr_X.g25527.t1	18	29	30	69	34	53	407	239	296	396	343	281
V.g14371.t1__Cnig_chr_V.g16979.t3	22	23	20	50	22	32	26	30	20	80	42	50
X.g20857.t1__Cnig_chr_X.g24777.t2	57	34	62	16	18	16	46	57	43	17	17	8
X.g20978.t1__Cnig_chr_X.g24934.t1	500	380	401	365	257	318	725	626	631	493	632	406
V.g13888.t1__Cnig_chr_V.g16322.t1	7835	7143	4037	7651	2860	7952	5549	6047	6156	5470	4435	5785
X.g19232.t1__Cnig_chr_X.g22986.t2	155	192	145	90	58	96	109	91	103	311	313	207
III.g8108.t2__Cnig_chr_III.g9340.t1	2245	1380	1904	828	817	920	973	916	976	793	1019	753
III.g8808.t1__Cnig_chr_III.g10084.t2	3690	2891	2592	2301	1524	2603	1427	2067	1781	1843	1756	2253
IV.g12210.t1__Cnig_chr_IV.g14166.t2	4332	3066	4481	2198	1827	2276	2125	2155	2261	2159	2606	2417
III.g10409.t3__Cnig_chr_III.g11894.t2	877	705	400	367	121	482	508	548	643	353	427	389
I.g2724.t1__Cnig_chr_I.g2318.t1	3457	2457	4226	1463	1876	1517	1714	1557	1660	1783	1915	1855
II.g5402.t1__Cnig_chr_II.g5757.t2	1919	2477	1885	1019	756	1169	1825	2171	1998	1203	1015	1111
X.g19698.t1__Cnig_chr_X.g23582.t3	43	53	47	100	82	60	353	356	309	505	482	331
IV.g11549.t1__Cnig_chr_IV.g13489.t3	4233	2895	3535	1786	1593	1777	2883	2849	2897	2427	3535	2259
II.g5060.t1__Cnig_chr_II.g5402.t1	6853	4967	5529	4230	3685	4450	2849	3103	3029	3455	2646	3710
II.g5437.t1__Cnig_chr_II.g5794.t2	20	46	57	38	65	38	47	34	46	30	28	40
X.g19882.t1__Cnig_chr_X.g23730.t1	28	8	30	38	29	30	30	25	28	48	32	37
II.g5147.t1__Cnig_chr_II.g5479.t1	50	44	19	187	97	73	344	299	362	382	516	393
I.g1265.t1__Cnig_chr_I.g831.t1	1997	2268	2036	1488	1162	1724	681	840	800	533	627	634
II.g6145.t2__Cnig_chr_II.g6550.t1	235	169	225	729	808	447	379	301	479	408	419	689
I.g3154.t1__Cnig_chr_I.g2815.t1	278	209	238	149	145	181	156	168	177	126	103	118
III.g8729.t1__Cnig_chr_III.g9983.t1	13633	12094	10270	16946	10726	16057	10269	10027	11067	12731	10431	12855
