# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "../references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_Thomas_fc.counts.txt" "BAM/SRR580389.bam" "BAM/SRR580390.bam" "BAM/SRR580391.bam" "BAM/SRR580392.bam" "BAM/SRR580393.bam" "BAM/SRR580394.bam" 
Geneid	Chr	Start	End	Strand	Length	BAM/SRR580389.bam	BAM/SRR580390.bam	BAM/SRR580391.bam	BAM/SRR580392.bam	BAM/SRR580393.bam	BAM/SRR580394.bam
III.g9427.t1	III	9426094	9427669	-	1576	2872	3158	2712	2051	2527	2446
IV.g12610.t1	IV	10732844	10736367	+	3524	332	233	255	392	396	351
X.g21877.t2	X	18679865	18681196	-	1332	2	0	2	11	14	12
I.g2096.t1	I	6764061	6765827	+	1767	1212	245	323	2752	213	1022
I.g3273.t1	I	11703483	11703946	+	464	1794	1925	1603	1750	2531	1970
III.g7955.t1	III	3375330	3376552	-	1223	157	128	133	12	12	35
IV.g12649.t1	IV	10901405	10901711	-	307	67	55	43	137	190	134
IV.g12287.t1	IV	9495498	9497916	-	2419	705	533	581	1967	2058	2108
IV.g12291.t1	IV	9517539	9518828	-	1290	6	2	3	11	8	5
X.g21105.t1	X	14491774	14493409	+	1636	292	275	122	387	423	310
X.g22302.t1	X	20932004	20932852	-	849	3	2	1	3	1	2
II.g6434.t1	II	12201981	12203349	+	1369	5326	5519	5259	1792	2553	2967
I.g3070.t2	I	10780782	10786094	-	5313	0	0	0	322	359	302
IV.g11499.t1	IV	6371947	6375598	+	3652	199	144	112	817	688	653
V.g17726.t1	V	15687724	15688163	+	440	2	0	1	3	5	2
X.g22082.t2	X	19821626	19824993	+	3368	338	380	227	678	767	583
V.g17545.t1	V	14924609	14925147	-	539	1	0	1	28	32	24
V.g17213.t1	V	13743202	13745619	-	2418	37	19	17	157	196	125
X.g18603.t1	X	325034	326696	-	1663	140	157	151	151	206	153
X.g20453.t4	X	10888044	10891745	+	3702	274	297	225	152	300	204
II.g5117.t2	II	6600161	6603920	+	3760	608	662	565	432	391	369
V.g16415.t1	V	10508595	10509824	-	1230	4	5	7	20	10	15
I.g3876.t1	I	15285539	15285863	-	325	59	45	40	445	595	375
X.g20740.t1	X	12342330	12344543	-	2214	70	16	21	444	131	148
II.g4247.t1	II	2233738	2239204	+	5467	18	24	25	48	57	45
V.g16777.t1	V	11996356	11997518	+	1163	0	0	0	0	0	0
II.g5090.t1	II	6493928	6499016	-	5089	27	30	10	1396	794	1250
X.g21455.t1	X	16306178	16308104	+	1927	91	41	45	74	130	79
V.g16495.t1	V	10799448	10802444	-	2997	5	8	3	22	41	22
X.g20854.t1	X	12938627	12939411	-	785	169	151	152	80	189	122
X.g19718.t4	X	6912669	6919153	+	6485	128	145	93	225	132	186
I.g933.t1	I	1660178	1660715	-	538	835	919	755	104	163	252
II.g6042.t1	II	10456305	10459804	+	3500	162	171	130	551	267	373
V.g18465.t2	V	19247800	19249145	-	1346	1071	1209	1225	508	717	703
III.g7905.t3	III	3003422	3006827	+	3406	53	60	44	215	320	293
III.g9784.t1	III	10970719	10972876	-	2158	288	306	303	188	271	252
X.g21736.t1	X	17724660	17729665	-	5006	635	811	731	355	353	427
IV.g13694.t1	IV	16848918	16851424	-	2507	696	567	488	1025	429	857
V.g17338.t1	V	14178100	14178408	-	309	0	0	0	182	104	157
II.g4579.t1	II	3959342	3961656	+	2315	8	3	5	180	160	163
I.g2809.t2	I	9589984	9591354	+	1371	1135	1474	1104	1645	1637	1747
III.g10135.t1	III	13034519	13035994	-	1476	0	0	0	0	0	0
IV.g11090.t1	IV	3982030	3984353	+	2324	0	0	0	21	21	13
X.g21516.t1	X	16649954	16652503	+	2550	75	93	65	198	116	169
II.g5921.t1	II	10045321	10048098	+	2778	221	240	202	167	240	168
V.g16662.t1	V	11481580	11482426	+	847	8	1	4	13	9	7
III.g10268.t2	III	13899200	13901797	-	2598	527	546	565	317	456	420
X.g19648.t1	X	6456444	6460703	-	4260	684	765	618	977	897	870
II.g5991.t2	II	10242994	10248458	-	5465	1705	1569	1674	959	1054	1038
V.g16496.t1	V	10803768	10805334	+	1567	4898	5314	4865	942	929	1191
II.g4052.t1	II	577431	579903	-	2473	39	9	32	14	11	8
I.g2430.t1	I	8145631	8146483	+	853	95	146	99	124	185	137
II.g5341.t2	II	7543758	7544640	-	883	1405	1177	1279	509	716	632
II.g5920.t1	II	10034064	10035385	-	1322	0	0	0	0	0	0
III.g7484.t1	III	388530	390971	-	2442	498	393	465	746	333	803
II.g5519.t1	II	8308622	8311273	+	2652	40	17	17	194	100	128
I.g1596.t2	I	4677574	4680217	-	2644	64	50	52	43	47	38
III.g8438.t2	III	5512647	5516942	+	4296	103	101	106	162	203	217
II.g7370.t1	II	16507084	16507635	+	552	0	2	0	1209	1214	1134
IV.g12723.t1	IV	11229411	11230813	+	1403	60	50	29	143	251	237
X.g19438.t2	X	5201988	5209739	-	7752	744	799	623	949	955	1036
V.g16129.t1	V	9413290	9414406	+	1117	32	67	30	82	81	72
X.g20503.t2	X	11179858	11184193	+	4336	1120	1724	971	2128	1326	2431
IV.g12560.t1	IV	10550905	10551212	-	308	112	104	61	294	291	230
X.g21855.t5	X	18507355	18522016	+	14662	5392	2818	5178	2275	571	1195
II.g5253.t1	II	7197879	7198674	-	796	21	22	22	81	89	65
III.g8149.t2	III	4275975	4279047	-	3073	51	47	57	191	66	120
V.g16446.t1	V	10619239	10619782	+	544	62	60	55	114	122	91
II.g6257.t1	II	11334108	11334650	+	543	4387	3980	4059	5468	5133	5074
III.g10041.t1	III	12486015	12486449	-	435	0	0	0	110	106	98
X.g18531.t4	X	41997	47979	+	5983	96	58	62	184	112	158
V.g16449.t1	V	10634784	10636569	+	1786	140	90	115	178	196	162
IV.g12360.t1	IV	9791094	9792953	+	1860	140	138	125	230	90	187
I.g3767.t2	I	14664717	14668190	+	3474	2702	2187	2238	1878	1624	1898
V.g14561.t1	V	2774633	2778523	-	3891	3145	3155	2968	3377	2682	3452
IV.g13549.t2	IV	15907951	15909803	-	1853	325	309	306	460	467	504
I.g1592.t1	I	4670770	4671674	+	905	2376	2749	2609	454	713	620
X.g19489.t1	X	5444989	5446848	-	1860	7	12	3	31	29	41
IV.g11744.t1	IV	7380081	7381213	+	1133	1485	1557	1340	918	1447	1198
V.g13864.t1	V	14216	15427	+	1212	14	20	13	44	36	46
V.g16715.t2	V	11695025	11698012	+	2988	16	15	11	22	26	14
II.g6047.t2	II	10486469	10487796	+	1328	202	345	169	792	788	655
IV.g11881.t1	IV	7886619	7887073	-	455	13	16	12	50	68	44
III.g9433.t1	III	9455090	9459144	+	4055	1822	2471	3078	1110	442	1956
II.g3947.t1	II	56203	57770	-	1568	13	36	22	34	38	46
III.g9274.t1	III	8882085	8885477	-	3393	1934	1827	1670	911	1167	1306
IV.g13732.t1	IV	17033687	17035703	+	2017	0	2	0	1	1	2
X.g19908.t1	X	7968090	7969494	-	1405	37	42	33	75	39	57
IV.g12116.t1	IV	8744249	8744609	+	361	50	55	51	514	881	681
I.g2533.t3	I	8535642	8538995	-	3354	4643	4668	4573	2572	3123	2892
X.g18640.t2	X	510006	514526	-	4521	200	153	142	460	165	316
IV.g12983.t1	IV	12311223	12312035	+	813	2811	3009	2598	1533	1516	1837
II.g5172.t1	II	6860211	6861915	+	1705	1864	1891	1661	1003	1451	1274
X.g18678.t1	X	702899	703353	+	455	3	2	2	5	5	2
IV.g13414.t1	IV	14959665	14960771	-	1107	145	198	134	594	858	565
X.g20130.t1	X	9223429	9225157	+	1729	8	6	5	22	17	16
I.g2208.t1	I	7336937	7337248	+	312	176	109	115	339	210	203
IV.g13582.t2	IV	16151786	16156566	+	4781	1093	1268	1118	636	447	738
X.g18713.t1	X	878467	879092	+	626	54	35	30	175	111	149
V.g16909.t1	V	12547371	12548524	+	1154	56	49	46	747	534	665
X.g20444.t1	X	10809999	10814666	+	4668	381	532	422	683	306	631
V.g16241.t1	V	9864439	9865011	-	573	134	484	83	1105	331	639
III.g8844.t1	III	7114380	7115338	+	959	2256	2149	1952	1899	2284	2166
III.g7788.t1	III	2185329	2188442	-	3114	8	6	11	36	20	23
V.g13866.t1	V	24701	28912	+	4212	44	49	50	147	131	124
X.g19402.t1	X	4995000	4997569	+	2570	19	38	24	50	86	73
V.g16171.t2	V	9571165	9574963	-	3799	57	36	47	133	89	122
IV.g10780.t1	IV	1935826	1938349	+	2524	1026	1088	1039	635	682	852
V.g16698.t1	V	11618168	11618931	+	764	2	0	0	892	681	791
X.g19392.t1	X	4917464	4922048	-	4585	504	455	371	923	528	931
II.g4927.t1	II	5743009	5744301	-	1293	0	0	0	0	0	0
X.g21492.t1	X	16497049	16501622	-	4574	368	496	424	491	473	559
I.g1737.t1	I	5330864	5332814	-	1951	805	847	717	559	995	691
III.g7660.t1	III	1416645	1418777	+	2133	254	236	269	125	144	131
II.g5593.t1	II	8562304	8562871	+	568	1590	1527	1503	1585	1509	1597
X.g20338.t1	X	10253691	10256332	-	2642	1438	1472	1232	1237	1009	1241
X.g20723.t1	X	12285454	12288929	-	3476	643	413	610	1616	720	1503
X.g20491.t2	X	11113204	11116116	+	2913	547	597	550	350	396	371
X.g18832.t1	X	1534724	1536337	-	1614	0	0	1	2	4	9
IV.g10956.t1	IV	2987230	2988350	+	1121	0	0	0	0	0	0
V.g16576.t1	V	11090978	11092140	+	1163	1811	2218	1786	1309	2324	1670
I.g1094.t2	I	2627470	2630239	-	2770	2321	2422	2081	2667	2237	2923
X.g19659.t1	X	6528655	6532660	-	4006	169	272	174	335	225	308
IV.g12177.t1	IV	8995518	8997188	+	1671	10130	10158	9797	1753	1627	3083
IV.g12340.t1	IV	9720641	9720982	-	342	32	28	35	169	249	191
III.g7936.t1	III	3232819	3235722	-	2904	114	121	127	155	189	181
X.g21694.t3	X	17517192	17523865	-	6674	216	180	154	306	167	316
III.g10151.t1	III	13155646	13156950	+	1305	103	71	111	27	46	41
IV.g13638.t1	IV	16549734	16553388	-	3655	120	111	78	280	120	203
II.g4947.t2	II	5831779	5834613	-	2835	205	262	186	456	437	555
III.g8569.t1	III	6005543	6006407	-	865	432	365	413	389	460	460
IV.g12589.t1	IV	10657534	10658849	-	1316	717	786	662	516	940	666
X.g21489.t3	X	16485058	16486417	+	1360	165	74	89	212	130	105
III.g9925.t1	III	11723650	11724477	+	828	60	73	57	15	21	33
I.g3744.t1	I	14553644	14556101	-	2458	3	4	5	32	48	35
V.g16839.t1	V	12282591	12283149	-	559	2	4	2	11	7	10
V.g14426.t1	V	2115811	2122193	+	6383	126	111	61	360	124	269
V.g13869.t1	V	32842	33421	-	580	22	11	11	51	31	48
V.g17394.t1	V	14399042	14400597	-	1556	7	4	4	48	29	39
I.g3592.t1	I	13670936	13673228	-	2293	0	1	1	2541	2341	2335
I.g1287.t2	I	3506282	3509057	-	2776	57	60	41	100	80	63
III.g10338.t1	III	14206086	14206722	-	637	0	0	0	0	0	0
I.g1441.t3	I	4111195	4114403	+	3209	2971	3682	3039	829	947	1137
III.g8311.t1	III	4956535	4957659	-	1125	415	475	401	198	332	243
V.g17118.t1	V	13321406	13326389	+	4984	228	239	160	244	199	170
III.g9943.t1	III	11844708	11846254	+	1547	0	0	0	0	0	0
III.g8031.t1	III	3737928	3743327	-	5400	3626	4548	3933	1885	1981	2674
III.g8877.t1	III	7223960	7224831	-	872	6	10	3	45	79	42
III.g8530.t1	III	5821290	5822555	-	1266	859	584	777	479	470	499
V.g15479.t2	V	6880865	6881759	+	895	11703	13596	10945	8527	6901	9535
III.g10340.t2	III	14210318	14210778	+	461	34	26	27	164	116	154
IV.g13731.t3	IV	17020100	17028230	-	8131	55	45	40	195	115	129
X.g19064.t1	X	2949839	2950886	+	1048	49	48	23	46	53	52
II.g5776.t1	II	9409279	9410801	+	1523	2006	2257	1929	1782	2026	2099
X.g21494.t1	X	16525458	16527209	+	1752	400	334	367	134	31	65
X.g18875.t1	X	1740383	1742842	+	2460	19	10	7	49	71	57
X.g18619.t1	X	401475	403173	-	1699	34	9	11	128	62	44
II.g5004.t1	II	6094031	6095407	+	1377	136	164	165	128	166	189
III.g8637.t1	III	6262046	6263060	-	1015	54	40	37	207	216	237
V.g18383.t1	V	18877369	18881039	+	3671	7	4	2	5	3	4
X.g18719.t1	X	904154	907549	-	3396	707	776	664	831	578	707
II.g5480.t1	II	8145699	8147344	-	1646	1732	1532	1427	1274	1783	1506
I.g2195.t1	I	7301878	7303528	-	1651	2949	3204	2783	2478	3190	3187
X.g19161.t1	X	3544594	3547173	-	2580	1347	1187	995	1038	1440	1124
X.g21995.t1	X	19264353	19265966	+	1614	4654	2878	3490	4705	7133	4147
X.g20632.t1	X	11845893	11852447	-	6555	86	62	92	74	50	58
I.g1232.t1	I	3250236	3250975	+	740	1221	1290	1215	617	561	706
X.g18557.t2	X	158026	160796	-	2771	5	5	2	40	32	41
V.g15583.t1	V	7310889	7312167	-	1279	627	541	549	310	599	413
X.g21712.t1	X	17631382	17634083	+	2702	15	4	4	45	11	17
I.g2393.t1	I	8036970	8037632	+	663	987	1084	964	596	967	830
X.g22052.t2	X	19633142	19635313	+	2172	40	16	17	66	94	55
X.g20592.t1	X	11662102	11664231	-	2130	977	550	616	22	14	27
V.g17346.t1	V	14198425	14198903	+	479	33382	28609	28746	27254	29702	25820
I.g1589.t1	I	4654449	4654895	-	447	0	0	0	0	0	0
X.g18602.t2	X	321138	323839	-	2702	62	19	20	325	105	122
X.g21762.t1	X	17912663	17916109	-	3447	13	6	3	41	15	20
X.g21207.t1	X	14961541	14965007	-	3467	5	7	11	23	25	15
II.g5363.t1	II	7613249	7615187	-	1939	4	3	4	1659	864	1331
II.g5039.t1	II	6254103	6254819	+	717	782	681	675	454	496	468
I.g1344.t1	I	3750986	3751375	+	390	835	882	902	621	614	620
X.g18740.t1	X	1074933	1077323	+	2391	123	86	127	311	244	266
III.g8986.t1	III	7640411	7642141	+	1731	130	164	154	310	104	211
X.g20251.t2	X	9750534	9752645	+	2112	34	24	39	68	50	153
V.g17171.t1	V	13547742	13548155	+	414	373	400	399	263	725	504
II.g5996.t1	II	10265494	10267444	-	1951	1741	2061	1874	316	293	420
I.g3789.t2	I	14762192	14764913	+	2722	11	24	22	109	54	80
II.g7323.t1	II	16379617	16382964	-	3348	174	174	149	189	115	145
IV.g13530.t1	IV	15784981	15788605	+	3625	189	198	201	150	129	193
V.g14505.t1	V	2453218	2455622	-	2405	6	12	9	54	20	33
I.g1680.t1	I	5071049	5073361	-	2313	22	24	25	74	40	41
II.g5406.t1	II	7759725	7761012	-	1288	8428	9485	8811	2667	3596	3974
I.g1037.t1	I	2334862	2337409	+	2548	868	1043	967	798	895	1053
X.g21355.t1	X	15739875	15742276	-	2402	7	12	6	7	12	5
X.g19274.t1	X	4225587	4229356	+	3770	2830	2225	2019	1927	1719	1997
X.g20541.t1	X	11414146	11414825	-	680	51	31	52	1	3	3
X.g19084.t1	X	3061538	3063436	+	1899	261	298	253	153	154	184
X.g20689.t1	X	12124233	12129707	-	5475	19	35	25	78	116	82
I.g1758.t1	I	5419533	5422773	-	3241	281	231	272	229	215	212
IV.g11153.t1	IV	4391167	4393845	-	2679	348	512	453	283	174	278
X.g21879.t2	X	18690722	18695852	+	5131	546	555	533	435	386	473
X.g19537.t1	X	5718851	5720866	-	2016	79	239	26	1573	260	305
II.g5843.t1	II	9704153	9705351	-	1199	0	0	0	1743	702	1386
II.g4936.t1	II	5768872	5771668	-	2797	6	3	5	18	5	14
III.g8865.t1	III	7185882	7187381	-	1500	11	5	6	30	30	36
X.g21713.t1	X	17634903	17640179	-	5277	40	24	14	102	95	85
IV.g12739.t1	IV	11296229	11300306	+	4078	756	850	703	488	347	489
IV.g12755.t2	IV	11365965	11367281	-	1317	4	5	0	16	9	6
III.g9447.t1	III	9501484	9502058	-	575	3	4	2	536	473	487
V.g16263.t1	V	9946960	9948457	+	1498	36	50	51	67	109	98
V.g17123.t2	V	13346658	13347926	-	1269	2121	2377	2054	1697	1707	1937
V.g18495.t1	V	19392251	19393764	+	1514	206	184	136	154	115	130
V.g18354.t1	V	18732669	18733180	-	512	87	58	71	562	304	402
V.g15593.t2	V	7362902	7367972	+	5071	575	655	542	642	299	460
IV.g12804.t1	IV	11576050	11577141	-	1092	794	712	706	553	883	739
I.g1077.t3	I	2548347	2551678	-	3332	14	14	17	2212	1450	1846
II.g4824.t1	II	5274562	5275369	-	808	19	22	16	27	10	12
IV.g12316.t1	IV	9637775	9638829	-	1055	677	660	687	391	644	551
V.g17436.t1	V	14620740	14621410	+	671	0	0	0	5	6	3
X.g18912.t1	X	1937751	1939272	-	1522	68	72	77	54	49	41
V.g17621.t1	V	15296576	15300368	-	3793	314	121	232	151	374	124
III.g9801.t1	III	11043932	11044960	+	1029	5	3	4	247	531	247
X.g22038.t1	X	19483691	19485853	+	2163	62	63	51	207	165	194
X.g19307.t2	X	4393606	4402863	-	9258	369	453	326	961	651	814
IV.g13413.t1	IV	14954478	14959583	+	5106	390	198	386	1013	275	678
III.g9077.t1	III	8040084	8040991	+	908	14	9	12	20	10	15
X.g21529.t1	X	16729356	16732794	-	3439	19	21	15	35	47	36
IV.g11991.t1	IV	8259529	8261516	-	1988	17851	20305	16978	14414	16293	17333
I.g3224.t1	I	11484631	11487543	+	2913	2354	2338	2324	399	314	561
II.g5819.t1	II	9570525	9570992	-	468	224	226	261	46	33	26
II.g6329.t1	II	11615488	11616092	-	605	686	552	312	2734	1670	1568
IV.g13733.t2	IV	17038742	17042433	+	3692	9	14	6	61	18	18
X.g21382.t1	X	15909356	15915213	+	5858	139	85	101	162	152	232
III.g9331.t1	III	9063148	9064434	-	1287	13	32	15	100	26	72
X.g21792.t2	X	18165734	18168371	+	2638	32	7	11	67	30	35
X.g20466.t1	X	10949146	10951232	+	2087	252	1928	64	1814	182	1652
X.g21787.t1	X	18138053	18139459	+	1407	73	70	82	154	200	198
I.g1042.t3	I	2389309	2403915	+	14607	23	25	23	109	76	101
III.g8606.t1	III	6125717	6126486	-	770	2113	2234	2022	1248	1683	1638
II.g5260.t1	II	7240078	7242407	+	2330	10	4	10	1154	977	1083
I.g2637.t1	I	8970559	8971052	-	494	1190	1195	1247	638	945	998
X.g20644.t1	X	11903015	11904860	-	1846	2336	2087	1960	3299	1567	2882
X.g19291.t1	X	4319196	4321671	+	2476	24	9	6	94	22	41
V.g15876.t1	V	8368197	8370139	+	1943	640	677	611	236	457	373
II.g4850.t1	II	5344867	5345552	+	686	602	705	556	531	606	627
IV.g12575.t3	IV	10612418	10615393	+	2976	4634	4577	4192	4123	7195	4601
III.g9907.t1	III	11646907	11648462	-	1556	7	6	12	777	589	738
IV.g11161.t2	IV	4420090	4422205	+	2116	2442	2447	2104	792	990	868
II.g4548.t3	II	3820890	3824030	+	3141	73	48	41	53	37	53
IV.g13668.t1	IV	16704443	16708003	-	3561	589	662	569	262	416	356
I.g1444.t1	I	4115886	4116151	+	266	296	342	305	197	247	229
X.g19732.t1	X	7016474	7018944	+	2471	842	456	555	835	1019	798
IV.g11791.t1	IV	7539634	7541938	-	2305	264	505	227	679	272	524
V.g16305.t1	V	10094537	10096247	-	1711	20	19	21	28	24	16
III.g8896.t1	III	7282438	7283426	-	989	1444	1630	1551	1056	1265	1298
III.g7695.t2	III	1586742	1588850	-	2109	1525	523	557	6236	1583	2354
X.g19677.t1	X	6645610	6646188	-	579	10	7	8	25	28	21
V.g17110.t1	V	13258483	13262383	+	3901	9	9	2	81	62	82
V.g16303.t1	V	10092036	10092811	+	776	3	4	3	8053	11283	9184
II.g5372.t1	II	7642027	7645007	+	2981	1311	1582	1335	4686	2659	5130
V.g17201.t1	V	13697314	13698016	+	703	106	126	79	631	827	697
V.g17116.t1	V	13310262	13311699	-	1438	13	6	9	206	137	167
V.g18505.t1	V	19428903	19429282	+	380	51	25	40	39	51	47
V.g15808.t1	V	8129429	8130664	+	1236	1482	1778	1422	552	1262	906
V.g14443.t3	V	2198522	2201586	+	3065	116	30	31	242	43	135
I.g1343.t2	I	3747732	3750458	+	2727	4037	4117	3908	2375	1546	2618
X.g20318.t1	X	10126209	10128249	+	2041	149	128	91	43	38	25
III.g8448.t1	III	5543884	5544896	-	1013	2797	2681	2550	2854	2463	2741
V.g16853.t1	V	12348406	12348917	+	512	310	235	190	446	707	411
X.g19492.t3	X	5474393	5479247	-	4855	11	4	13	38	16	11
X.g20535.t1	X	11376355	11377493	+	1139	1	1	0	9	10	9
II.g4530.t1	II	3746697	3750559	+	3863	2	6	3	11	10	12
II.g4382.t1	II	3017868	3020911	+	3044	667	1070	478	1723	1021	1531
X.g18579.t1	X	228387	229617	-	1231	23	17	18	20	33	15
III.g8712.t1	III	6523068	6523444	+	377	26	17	12	65	88	76
X.g18528.t3	X	19788	22473	+	2686	94	98	99	155	66	153
V.g16822.t1	V	12231503	12232208	-	706	66	69	66	154	306	171
I.g1422.t1	I	4054728	4055549	+	822	105	98	83	212	246	225
X.g19723.t2	X	6942179	6946072	+	3894	43	38	23	15	10	16
II.g6165.t1	II	10914369	10915445	-	1077	27	20	21	25	43	42
II.g6382.t1	II	11895432	11895748	+	317	367	394	351	353	400	348
III.g9268.t1	III	8850776	8851318	+	543	962	763	870	292	353	327
I.g3175.t1	I	11303673	11305081	+	1409	31	26	28	29	59	26
I.g1540.t1	I	4451460	4452338	+	879	1548	1481	1548	781	1062	1002
V.g13920.t1	V	220005	221356	+	1352	9	4	6	13	19	5
IV.g10463.t1	IV	176880	177820	+	941	38	23	18	60	208	89
X.g20458.t1	X	10906116	10911338	+	5223	104	162	90	293	175	211
I.g3176.t1	I	11308234	11308524	+	291	2	2	3	2	3	2
X.g21371.t1	X	15831957	15833583	+	1627	17	9	13	46	35	42
X.g19567.t1	X	5884751	5886838	-	2088	3	0	1	968	820	1119
II.g5987.t1	II	10227490	10229663	-	2174	0	0	0	1153	1184	1238
V.g16590.t1	V	11164662	11165799	-	1138	30	13	6	178	32	57
IV.g12486.t1	IV	10349874	10351231	+	1358	556	539	524	482	552	538
X.g20708.t2	X	12201870	12216912	-	15043	403	402	410	260	306	217
V.g16773.t1	V	11971727	11972722	+	996	406	459	361	189	332	295
III.g8828.t1	III	7055199	7058337	+	3139	12	5	6	66	25	37
V.g15944.t1	V	8663091	8664332	+	1242	2998	3401	3134	2232	2297	2694
II.g5423.t3	II	7847620	7849505	+	1886	58	59	46	68	46	70
X.g20384.t1	X	10500469	10502917	+	2449	648	711	615	429	846	478
II.g5416.t1	II	7827431	7828000	-	570	1145	920	993	406	685	632
II.g6276.t1	II	11403825	11408215	+	4391	14	9	13	113	94	120
II.g6454.t1	II	12279864	12281282	-	1419	2244	2714	2408	2225	2482	2670
I.g3043.t1	I	10667040	10669736	+	2697	4457	5183	4527	2628	2778	3350
X.g20399.t3	X	10578145	10581222	+	3078	100	37	46	485	283	286
X.g19936.t1	X	8130561	8135164	+	4604	1	3	2	17	35	20
X.g20635.t1	X	11873962	11874676	-	715	129	205	72	296	859	766
V.g17459.t1	V	14674876	14675213	-	338	61	58	59	53	35	42
X.g19282.t1	X	4259796	4266539	+	6744	941	854	816	526	436	622
X.g20448.t2	X	10838263	10841566	+	3304	35	36	12	434	63	122
V.g16956.t1	V	12744976	12748394	+	3419	4028	4239	4036	2200	2463	2757
III.g7420.t2	III	134109	137792	+	3684	42	47	36	142	79	101
V.g16731.t1	V	11746660	11748991	+	2332	24	11	8	126	26	43
IV.g12347.t2	IV	9740569	9743073	+	2505	0	1	0	7	1	3
III.g7949.t3	III	3350388	3356876	-	6489	354	286	412	1019	288	609
X.g19998.t2	X	8461075	8463212	+	2138	104	147	109	1716	1317	1789
II.g4048.t1	II	542321	542984	+	664	0	0	0	0	0	0
V.g14333.t2	V	1738329	1743307	-	4979	8	7	7	19	18	17
X.g19534.t1	X	5712013	5713315	-	1303	26	53	3	760	131	107
I.g3796.t1	I	14815607	14821680	-	6074	239	151	179	266	257	194
II.g6093.t2	II	10659168	10661352	+	2185	3428	3764	3549	2195	3411	3631
X.g19366.t2	X	4747763	4751295	-	3533	4	12	3	111	32	72
III.g8421.t1	III	5441085	5442904	+	1820	2406	2855	2414	1203	1476	1531
II.g4641.t1	II	4299059	4302503	-	3445	0	1	0	1	2	2
X.g18546.t1	X	121673	124197	+	2525	352	412	343	647	631	618
X.g19562.t1	X	5860512	5867995	+	7484	429	353	336	591	337	520
IV.g12215.t1	IV	9161114	9163797	-	2684	3457	3994	3467	1349	1499	1593
V.g16462.t1	V	10690926	10692805	+	1880	4081	4552	3953	2499	2860	3012
I.g1579.t1	I	4610616	4611544	-	929	1238	1294	1191	376	523	526
II.g5010.t1	II	6129066	6129821	-	756	4	6	2	60	20	54
II.g4890.t2	II	5569749	5575916	+	6168	114	129	111	152	131	172
I.g1593.t1	I	4671756	4672930	+	1175	19	34	29	633	552	634
III.g9188.t3	III	8537758	8538460	+	703	76	81	112	173	126	157
V.g16458.t3	V	10676006	10680831	+	4826	24778	22893	21858	10729	11483	11539
I.g3657.t1	I	14064201	14067358	-	3158	4007	3694	3660	2712	1845	2831
X.g19301.t1	X	4375206	4377697	-	2492	193	200	150	332	220	301
III.g9052.t2	III	7940572	7944648	-	4077	2214	2397	2248	1288	1961	1508
I.g1581.t2	I	4618294	4618834	+	541	7	8	7	32	41	25
X.g20000.t3	X	8473047	8477006	+	3960	103	231	62	421	153	352
II.g5856.t1	II	9770198	9771464	-	1267	15	14	6	3220	2595	2812
V.g15665.t1	V	7624053	7629021	-	4969	1701	967	1388	2464	1221	1827
V.g16099.t2	V	9297867	9300045	-	2179	194	173	162	273	155	202
X.g19490.t1	X	5453736	5456082	-	2347	24	5	14	23	20	23
I.g2863.t1	I	9806516	9807806	+	1291	1568	1794	1595	613	925	785
I.g1065.t1	I	2504894	2509150	-	4257	1288	1251	1287	632	609	822
II.g4085.t1	II	832522	834408	-	1887	97	107	112	87	88	123
I.g1285.t3	I	3504791	3506090	+	1300	18	8	11	82	28	54
III.g9273.t1	III	8880451	8881925	-	1475	31	32	42	3414	3036	3062
V.g16613.t3	V	11318216	11320971	-	2756	2	2	0	8	8	4
IV.g13719.t1	IV	16962685	16963921	+	1237	1057	1138	901	507	785	619
V.g17154.t1	V	13508937	13510811	+	1875	555	499	506	484	297	440
X.g18748.t1	X	1126858	1127462	+	605	31	18	11	47	45	16
V.g18279.t1	V	18323783	18325045	-	1263	341	288	275	1132	685	1045
X.g19163.t2	X	3549420	3553676	-	4257	1262	1290	1126	1159	799	1127
V.g17122.t2	V	13344049	13346647	+	2599	2172	2551	1956	685	451	683
II.g4400.t1	II	3089419	3092271	-	2853	437	444	432	929	1023	782
X.g21399.t1	X	16042596	16044871	+	2276	7	8	3	9	22	16
V.g16818.t1	V	12219613	12222605	-	2993	253	345	234	551	720	521
IV.g12117.t2	IV	8745092	8751024	-	5933	87	138	51	235	65	136
X.g20888.t1	X	13088616	13091648	-	3033	55	58	49	52	33	57
IV.g12456.t3	IV	10250606	10252208	+	1603	5721	6480	5687	3341	2755	4123
V.g13875.t1	V	52561	54119	-	1559	2	1	4	2	2	3
I.g3836.t1	I	15026484	15027320	+	837	4056	3515	3409	3609	7052	4459
II.g5981.t1	II	10220921	10222819	+	1899	1795	1950	1923	679	953	993
I.g2954.t1	I	10238445	10240664	+	2220	386	356	288	310	414	355
III.g9572.t1	III	10082024	10084566	+	2543	176	147	193	189	150	203
IV.g10530.t2	IV	424532	427337	+	2806	68	63	51	437	631	489
IV.g13520.t1	IV	15739263	15745219	+	5957	698	731	668	986	1864	1176
III.g10029.t1	III	12436895	12437927	-	1033	2482	2583	2496	1423	1234	1496
X.g22056.t1	X	19651545	19654594	-	3050	18	54	12	220	48	42
