# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_fc.counts.txt" "STAR/BAM/BF1_Cbr.bam" "STAR/BAM/BF2_Cbr.bam" "STAR/BAM/BF3_Cbr.bam" "STAR/BAM/BM1_Cbr.bam" "STAR/BAM/BM2_Cbr.bam" "STAR/BAM/BM3_Cbr.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/BF1_Cbr.bam	STAR/BAM/BF2_Cbr.bam	STAR/BAM/BF3_Cbr.bam	STAR/BAM/BM1_Cbr.bam	STAR/BAM/BM2_Cbr.bam	STAR/BAM/BM3_Cbr.bam
IV.g12477.t1	IV	10331728	10332330	-	603	48	21	25	511	717	155
IV.g13849.t1	IV	17448120	17451436	+	3317	2754	2953	1854	1399	779	1690
I.g1587.t1	I	4652440	4653655	-	1216	7514	5759	6350	5284	3481	5145
V.g15162.t1	V	5367440	5372658	-	5219	2048	1849	1844	1927	1247	1514
V.g14958.t1	V	4455900	4456888	-	989	0	1	6	2	5	3
I.g3010.t1	I	10473141	10473648	-	508	751	946	1010	489	426	554
III.g8228.t1	III	4586469	4591273	-	4805	2610	1712	2550	1610	1251	1141
II.g4901.t1	II	5634454	5640586	+	6133	65	59	26	367	145	76
IV.g12783.t1	IV	11495519	11497726	+	2208	69	63	77	131	83	115
III.g9998.t1	III	12216599	12219809	-	3211	20	19	12	222	66	136
IV.g13134.t1	IV	12971081	12973721	+	2641	1322	1239	1493	1345	995	1241
III.g9428.t1	III	9427859	9428396	-	538	3511	2005	2801	965	975	1123
II.g5580.t1	II	8506643	8509094	+	2452	3552	3190	2792	4135	2372	4438
III.g8309.t1	III	4949540	4952433	+	2894	3907	3939	2488	2499	970	2864
I.g2525.t3	I	8516722	8519143	-	2422	1946	2112	1759	1467	1009	1637
X.g21148.t1	X	14685232	14687267	-	2036	1612	1351	1367	2097	1927	1706
II.g4974.t1	II	5924149	5928801	+	4653	3762	3008	2778	3474	2446	3080
III.g7885.t1	III	2855229	2861543	-	6315	1139	651	812	1878	893	1169
X.g19701.t2	X	6803967	6809110	-	5144	809	765	588	774	271	704
X.g20298.t1	X	10017718	10018181	-	464	493	433	574	783	1066	853
X.g21760.t1	X	17905526	17906486	+	961	149	105	247	115	161	105
X.g22004.t1	X	19310391	19317431	+	7041	822	841	619	905	448	869
V.g16450.t3	V	10636899	10645148	-	8250	2971	1989	1194	2860	1743	3162
X.g19580.t1	X	5979699	5982255	+	2557	4259	2876	2573	5951	3427	5086
V.g15498.t1	V	6996150	6997082	+	933	2	2	16	15	35	19
IV.g11178.t3	IV	4539260	4542830	-	3571	2	0	0	6	13	6
X.g19369.t1	X	4770889	4773931	+	3043	2405	2201	1984	2422	1736	1998
II.g5530.t1	II	8330679	8332532	-	1854	2657	2947	3120	1644	1390	1813
X.g20104.t1	X	9087775	9091128	+	3354	575	438	405	640	336	621
I.g2032.t1	I	6529528	6531428	+	1901	87	80	60	249	191	167
III.g8840.t1	III	7104104	7105201	+	1098	9015	5110	5936	2814	2021	3281
V.g14199.t2	V	1271833	1273320	+	1488	1202	1575	1077	883	483	1005
II.g5194.t1	II	6947020	6948442	-	1423	5349	4868	4069	6293	4015	6209
IV.g12053.t2	IV	8504023	8505564	+	1542	157	126	167	390	329	331
III.g9208.t1	III	8619709	8621590	-	1882	8255	5771	5770	2930	2079	3548
I.g2782.t1	I	9480330	9481732	-	1403	26	9	10	19	14	21
I.g2837.t3	I	9699297	9708280	-	8984	5963	5367	5585	4145	3637	4109
III.g8616.t2	III	6166313	6169123	-	2811	2550	2624	1718	1695	863	1870
II.g5012.t2	II	6152213	6161911	-	9699	135	74	63	1834	871	1199
V.g17152.t1	V	13502035	13504015	+	1981	3018	2103	2139	4111	2917	3470
V.g14454.t1	V	2248900	2249448	-	549	46	46	40	34	55	29
II.g6253.t1	II	11316838	11319334	-	2497	27	29	61	34	71	24
II.g6330.t1	II	11621075	11623782	-	2708	217	165	155	713	478	611
X.g19314.t1	X	4442852	4446479	-	3628	61	66	51	164	89	120
III.g9014.t1	III	7808718	7809494	-	777	2	4	2	7	4	11
IV.g12763.t1	IV	11399006	11400120	+	1115	109	89	125	107	116	78
V.g15725.t1	V	7871519	7873158	+	1640	376	316	312	869	658	688
IV.g12762.t1	IV	11397589	11398510	+	922	77	101	79	85	78	71
X.g20868.t2	X	13015013	13017525	-	2513	504	382	446	324	291	400
V.g16057.t1	V	9086140	9088704	+	2565	3378	2250	952	2884	473	2870
V.g16623.t1	V	11359338	11361010	+	1673	17659	12090	14335	11343	8729	10712
V.g15833.t1	V	8211511	8212667	-	1157	122	76	77	325	229	202
III.g10424.t1	III	14561685	14563695	+	2011	354	313	289	488	333	303
II.g5412.t1	II	7813922	7815132	-	1211	177	123	142	355	226	283
V.g14230.t2	V	1424178	1427678	-	3501	1172	1041	729	1652	1012	1438
I.g1415.t1	I	4012307	4012931	+	625	4302	2773	3445	1593	1615	1815
X.g19418.t1	X	5061859	5065565	-	3707	374	330	206	970	226	747
I.g1089.t2	I	2604799	2606371	-	1573	560	1125	2303	1356	2431	986
I.g1297.t1	I	3550929	3551464	+	536	2025	1572	2415	742	674	765
V.g15861.t1	V	8314768	8315309	-	542	2127	1990	2400	700	577	848
IV.g12305.t1	IV	9591042	9593637	-	2596	4930	4657	3278	4619	2617	4195
X.g19904.t1	X	7947003	7948357	+	1355	277	324	135	2029	1947	501
X.g19995.t1	X	8450621	8453631	+	3011	64	47	55	158	99	144
V.g16993.t3	V	12866039	12870818	-	4780	98	68	94	150	123	146
III.g10339.t1	III	14207714	14209957	+	2244	4395	3500	2931	3699	2004	3775
IV.g11180.t3	IV	4548801	4551302	+	2502	444	469	378	375	253	385
IV.g12626.t1	IV	10803036	10804980	-	1945	9	13	1	37	20	34
X.g18894.t2	X	1852731	1859776	-	7046	20	28	23	49	36	49
IV.g11597.t1	IV	6887482	6892175	-	4694	80	86	71	249	251	181
IV.g10458.t1	IV	140753	145270	-	4518	175	100	85	170	117	148
I.g3638.t1	I	13988075	13989228	+	1154	6405	7979	6388	5604	4624	5929
X.g18696.t1	X	775615	781608	-	5994	72	63	61	176	100	102
I.g1756.t1	I	5408163	5411556	-	3394	405	243	354	203	274	244
V.g17125.t1	V	13351245	13354631	+	3387	1294	1584	1268	1275	946	1275
IV.g12944.t1	IV	12200644	12201317	+	674	81	64	91	140	241	200
IV.g11713.t1	IV	7299803	7301567	+	1765	2594	1789	1726	1101	777	1186
X.g18625.t2	X	431982	434011	+	2030	855	784	738	885	734	892
II.g6027.t1	II	10354372	10355022	-	651	2414	1293	1569	491	425	738
V.g15586.t1	V	7327067	7330964	+	3898	111	78	78	229	132	160
II.g5212.t2	II	7034490	7039114	+	4625	2502	2808	1617	1783	686	1923
V.g16474.t1	V	10736609	10737962	-	1354	18	9	9	70	35	67
V.g16514.t1	V	10863801	10868519	-	4719	721	537	630	662	795	631
X.g20039.t3	X	8722647	8726803	+	4157	1776	1534	1652	3691	3185	2445
X.g20590.t1	X	11640105	11645637	-	5533	385	392	309	739	467	629
III.g9361.t1	III	9194406	9194851	+	446	1756	1295	1758	916	1102	879
III.g8124.t2	III	4142931	4145219	+	2289	1932	2120	1531	1237	911	1622
IV.g12702.t1	IV	11128117	11140984	-	12868	48	42	50	63	32	74
II.g4513.t1	II	3678028	3678939	+	912	254	210	242	540	461	432
I.g1362.t1	I	3817205	3817968	+	764	1277	957	1121	317	261	468
II.g5784.t1	II	9437675	9439353	-	1679	3306	2656	2635	5675	5427	6086
IV.g11783.t1	IV	7491304	7492690	+	1387	2723	2572	2650	1662	1296	1786
X.g20408.t1	X	10622129	10627648	+	5520	293	254	198	468	250	371
III.g8176.t1	III	4379489	4380721	+	1233	15	18	15	51	80	42
I.g1323.t1	I	3642287	3643157	-	871	2778	1754	2681	1005	1058	1081
IV.g11620.t1	IV	6982069	6984249	+	2181	394	233	338	644	739	828
V.g17166.t1	V	13539981	13541432	-	1452	782	780	683	490	301	578
X.g21101.t1	X	14460702	14463572	-	2871	39	39	23	69	32	60
IV.g10627.t1	IV	1089630	1090885	-	1256	1275	900	1758	474	524	531
IV.g10961.t1	IV	3022910	3034878	-	11969	56	98	76	230	118	105
I.g2072.t1	I	6678515	6680578	+	2064	4378	3506	3354	6674	4715	5554
III.g7641.t1	III	1251821	1252919	+	1099	1291	1430	1494	896	798	911
X.g20165.t1	X	9392800	9399197	+	6398	148	110	169	439	280	297
V.g17354.t1	V	14215746	14217707	-	1962	11	11	11	56	34	42
IV.g11895.t3	IV	7938971	7941499	+	2529	90	107	83	435	296	393
III.g10260.t1	III	13863948	13864244	-	297	5768	7711	14983	4630	6888	4189
X.g18763.t1	X	1202032	1214517	+	12486	730	586	327	1054	268	845
III.g10356.t1	III	14262374	14265250	-	2877	1357	1532	1493	1157	618	1288
II.g5656.t1	II	8810717	8813459	-	2743	290	302	277	493	310	316
II.g4634.t2	II	4259447	4270232	+	10786	60	39	27	177	122	141
III.g9057.t1	III	7969359	7970579	-	1221	2126	2533	2524	1261	944	1497
II.g5989.t1	II	10238442	10240098	-	1657	1326	1408	1101	585	299	723
V.g16393.t1	V	10435768	10437454	-	1687	3186	3185	2463	2475	1407	2556
II.g4213.t1	II	1965754	1967588	+	1835	10	16	9	62	37	37
X.g19011.t2	X	2565269	2569258	-	3990	556	461	361	832	491	622
II.g5266.t1	II	7253728	7255439	+	1712	853	757	207	486	76	663
X.g20770.t1	X	12490770	12495247	-	4478	31	30	26	72	37	60
V.g14417.t1	V	2094086	2096372	-	2287	629	841	508	485	302	535
V.g17617.t2	V	15271265	15274350	-	3086	149	101	118	144	96	141
I.g2438.t1	I	8160843	8161726	-	884	838	489	840	142	156	218
V.g14392.t1	V	1962107	1964006	-	1900	85	168	93	783	1126	298
II.g5311.t1	II	7443916	7445181	+	1266	1844	1417	1504	623	444	753
II.g5037.t1	II	6245677	6248710	+	3034	3059	2232	1379	2695	1500	2923
X.g20022.t1	X	8613859	8616697	+	2839	166	183	153	880	842	280
V.g16781.t1	V	12016271	12017031	-	761	27	17	25	68	83	70
IV.g13021.t2	IV	12474067	12476905	+	2839	57	70	151	90	66	69
X.g21817.t1	X	18284016	18286606	+	2591	222	155	170	200	141	195
V.g16805.t1	V	12150271	12151162	-	892	12653	13118	14334	13614	14237	12146
I.g1489.t1	I	4271467	4273820	+	2354	127	72	59	246	88	225
X.g20369.t1	X	10407637	10412258	-	4622	167	118	173	72	40	75
X.g19754.t1	X	7141615	7142337	-	723	1677	1560	1586	4082	3508	3238
V.g17227.t1	V	13789671	13790559	-	889	328	256	326	158	182	155
V.g17105.t3	V	13232104	13235032	+	2929	239	154	246	361	365	339
II.g6030.t1	II	10359086	10360157	-	1072	3588	2820	2630	1454	1121	1674
II.g5173.t1	II	6863678	6865954	+	2277	3401	3038	2409	3229	1684	3176
X.g20079.t1	X	8924385	8925819	+	1435	15	248	38	915	422	381
X.g18642.t1	X	525306	528607	-	3302	1109	1026	662	2699	2290	1460
II.g4145.t1	II	1372239	1374390	+	2152	502	395	290	590	193	514
X.g20129.t2	X	9220607	9222263	+	1657	544	252	315	355	330	368
I.g1167.t1	I	2984547	2985633	-	1087	2930	2067	3201	1209	1013	1371
I.g1948.t1	I	6126909	6127523	+	615	0	0	0	0	0	0
X.g20080.t3	X	8926544	8928934	-	2391	778	570	546	822	569	761
V.g16685.t1	V	11557075	11558050	-	976	50	31	27	174	160	123
X.g20801.t1	X	12658591	12660749	+	2159	1693	1276	960	3115	1730	3977
IV.g12041.t1	IV	8463322	8464400	-	1079	2375	1362	1525	884	800	1032
V.g16114.t2	V	9352672	9354443	+	1772	727	498	535	4072	3645	3260
IV.g10975.t1	IV	3130220	3132037	+	1818	2120	1740	1828	816	583	926
V.g14868.t1	V	4099697	4102094	-	2398	11	22	20	65	27	23
X.g20562.t1	X	11523420	11526701	-	3282	546	427	424	545	396	488
X.g20346.t1	X	10307252	10308337	-	1086	15622	11247	10126	6615	4099	7614
X.g20036.t2	X	8709384	8710019	+	636	24	23	18	44	37	30
I.g1171.t1	I	3014312	3016908	+	2597	53	74	62	114	116	112
IV.g10484.t1	IV	297865	300612	+	2748	452	445	302	811	401	662
III.g8233.t1	III	4608660	4610106	+	1447	5567	4433	4029	1364	881	2052
X.g21218.t1	X	15054098	15060863	-	6766	297	154	167	719	427	673
I.g2453.t1	I	8192991	8195163	-	2173	1977	1717	1579	1630	1334	1679
I.g2426.t1	I	8136403	8139678	+	3276	11	10	10	43	38	31
IV.g12771.t1	IV	11469155	11469656	-	502	1747	1124	1595	750	731	799
II.g5721.t1	II	9170272	9171719	+	1448	1408	1131	965	5034	2749	3450
I.g2193.t3	I	7290920	7300670	-	9751	1793	1852	1334	914	639	1128
I.g1740.t3	I	5350099	5353252	-	3154	10000	8343	9565	4509	3280	5145
V.g16634.t1	V	11398864	11401265	+	2402	2525	2525	2031	2082	1374	2197
V.g14550.t1	V	2720029	2722266	-	2238	94	44	44	667	448	734
V.g17329.t1	V	14155757	14156670	-	914	3898	3950	3623	1665	1435	1992
V.g17150.t2	V	13492211	13494670	+	2460	45	27	58	92	56	68
IV.g13850.t1	IV	17453522	17455715	+	2194	58	56	50	82	59	71
I.g3852.t1	I	15135432	15138497	+	3066	2003	2197	1377	1592	819	1603
IV.g12490.t2	IV	10368386	10370673	+	2288	427	242	361	529	326	444
V.g16802.t1	V	12144089	12146338	+	2250	21	22	12	99	91	34
X.g21702.t1	X	17571918	17574873	-	2956	4642	3593	2804	4297	4033	4262
V.g15563.t1	V	7239985	7242615	+	2631	917	515	720	1223	1431	1149
IV.g11931.t1	IV	8054969	8058552	-	3584	41	112	51	368	239	196
I.g3736.t1	I	14518068	14521314	+	3247	500	298	374	505	590	270
III.g9078.t2	III	8041663	8043149	-	1487	352	264	270	352	315	355
V.g18446.t1	V	19135103	19136938	+	1836	1581	1603	1075	2130	1594	2124
V.g17466.t1	V	14736980	14738252	+	1273	63	49	79	81	92	64
V.g14812.t1	V	3840896	3844835	+	3940	1124	1457	1200	1049	716	1062
X.g20072.t1	X	8881305	8883270	+	1966	488	120	268	508	525	410
V.g16622.t1	V	11352364	11353593	+	1230	2394	1355	2060	2505	2236	2731
II.g6106.t1	II	10720933	10721412	-	480	729	457	558	454	413	396
X.g21463.t1	X	16350197	16350886	-	690	12459	11903	29782	8491	12470	10009
X.g19321.t1	X	4485569	4494743	+	9175	742	522	451	628	245	717
III.g10358.t1	III	14267136	14271710	+	4575	1368	1549	1119	1415	934	1436
X.g19994.t1	X	8445652	8447267	-	1616	82	45	85	60	22	63
X.g21084.t1	X	14301869	14311602	-	9734	65	81	22	1071	82	338
IV.g12068.t1	IV	8579457	8581347	-	1891	225	195	195	257	158	222
IV.g12661.t2	IV	10952994	10956691	-	3698	1939	1492	1109	2480	1446	2259
III.g8998.t1	III	7735524	7737196	-	1673	2850	2537	3194	1180	850	1412
V.g13891.t1	V	107967	110414	-	2448	2026	2065	1608	1270	769	1465
II.g6155.t1	II	10891387	10893008	-	1622	807	502	703	2013	1188	1074
I.g2214.t1	I	7358091	7359486	+	1396	11832	9465	9536	12034	8410	11175
I.g1913.t1	I	5998432	5999968	-	1537	2040	1547	1553	654	417	932
I.g1159.t1	I	2921666	2922889	+	1224	91309	103234	82916	71400	58746	62207
X.g20859.t1	X	12964336	12965951	+	1616	193	112	125	282	238	233
V.g16069.t1	V	9135995	9141418	-	5424	2212	2218	1404	739	459	1165
X.g21742.t1	X	17775499	17781476	+	5978	759	521	591	1290	938	1019
III.g7473.t1	III	358420	359797	-	1378	86	89	42	781	632	602
III.g8246.t1	III	4656618	4660191	+	3574	761	486	596	1422	932	1012
IV.g11779.t1	IV	7483224	7486173	+	2950	259	353	117	2917	2124	400
III.g8446.t1	III	5541507	5542643	-	1137	1444	1378	1352	457	319	646
V.g16732.t1	V	11749259	11750011	-	753	92	67	83	163	168	132
V.g15519.t1	V	7054277	7055379	+	1103	3124	1938	2442	1086	964	1130
X.g19630.t2	X	6278282	6283145	+	4864	115	101	76	69	49	67
V.g14182.t1	V	1219323	1222542	-	3220	83	75	73	404	281	256
I.g1096.t1	I	2635676	2638009	-	2334	1645	1880	1156	1279	916	1238
X.g22371.t1	X	21213116	21218347	-	5232	79	67	58	90	71	79
V.g17149.t1	V	13485328	13486507	+	1180	50	30	29	116	93	51
V.g17156.t1	V	13514178	13514552	-	375	7	7	6	111	80	36
I.g3014.t2	I	10479489	10481751	+	2263	1446	1877	1870	1193	850	1166
X.g21734.t2	X	17711859	17714787	+	2929	885	641	612	1221	772	1010
II.g4862.t2	II	5414581	5417233	+	2653	14	11	12	25	9	16
II.g7304.t1	II	16320800	16322203	-	1404	1441	1244	994	2470	1841	1729
X.g20122.t1	X	9196580	9201730	-	5151	143	88	79	183	81	147
X.g21048.t1	X	14101509	14108779	-	7271	1857	1634	1016	2735	1117	2623
II.g5149.t1	II	6736546	6738172	+	1627	1	2	0	3	0	3
V.g17279.t1	V	14010700	14012378	-	1679	3376	4011	2938	1598	990	1866
II.g5474.t1	II	8097244	8098506	-	1263	7080	7921	6426	6831	5135	7155
I.g2657.t3	I	9045375	9046561	-	1187	2277	1226	1400	6483	5046	5327
IV.g12844.t1	IV	11726617	11728257	+	1641	49	49	53	71	74	44
II.g5813.t1	II	9549382	9550266	-	885	2088	2409	2303	2183	1841	1998
II.g4497.t1	II	3580629	3589193	+	8565	549	469	419	844	725	818
III.g8623.t1	III	6183175	6184137	-	963	716	581	595	1037	728	1020
IV.g13138.t1	IV	13000671	13001718	+	1048	463	310	394	324	212	271
V.g16351.t1	V	10254241	10254922	+	682	35994	26965	34750	3298	3361	8111
V.g15926.t1	V	8588878	8599046	+	10169	63	34	63	90	42	88
I.g3152.t1	I	11168791	11169413	-	623	2712	1869	2384	1256	1265	1262
I.g909.t1	I	1474342	1479086	+	4745	115	97	97	230	172	238
V.g15217.t3	V	5640671	5642866	+	2196	824	742	693	1764	1439	1412
X.g21383.t1	X	15918699	15921116	+	2418	1384	1312	985	7186	5975	8535
V.g14437.t1	V	2182923	2185178	+	2256	168	190	152	143	81	174
IV.g12933.t1	IV	12148981	12151328	+	2348	3060	1980	2254	1551	1126	1913
III.g9929.t1	III	11746849	11749401	-	2553	2593	3701	2821	2396	1624	2167
III.g9044.t1	III	7923158	7924108	-	951	56	48	54	57	82	38
X.g20487.t1	X	11090646	11092930	-	2285	192	198	152	227	104	192
II.g6234.t1	II	11255831	11257824	+	1994	31	33	37	76	49	83
II.g5626.t1	II	8694922	8696769	+	1848	141	74	77	784	765	581
I.g2574.t1	I	8703373	8704296	+	924	4123	2396	2907	2480	1774	2332
I.g1413.t1	I	4007881	4009744	+	1864	1246	875	1059	594	367	628
II.g5098.t1	II	6517325	6519532	-	2208	14346	11795	12033	19365	14968	15014
II.g5749.t1	II	9269908	9272676	-	2769	290	276	206	276	152	209
I.g1067.t1	I	2513726	2517593	+	3868	1257	1076	1003	1677	1027	1555
II.g4696.t2	II	4585801	4591778	-	5978	2051	1995	2019	1706	1357	1815
III.g8378.t3	III	5226316	5227926	+	1611	15752	13758	11450	8426	5032	8618
V.g18298.t1	V	18435178	18439457	-	4280	219	121	107	304	109	241
V.g16242.t2	V	9873186	9876466	+	3281	176	80	134	163	133	177
III.g8244.t1	III	4638194	4639304	+	1111	4770	3218	2801	2785	1366	2735
I.g3438.t1	I	12727395	12740895	-	13501	55	65	41	145	99	96
III.g8253.t1	III	4692827	4695130	+	2304	1533	1490	1115	1845	898	1938
X.g19177.t1	X	3612537	3621769	-	9233	1495	892	639	2185	829	2095
X.g19996.t1	X	8453859	8455240	-	1382	61	52	56	188	173	169
V.g16955.t1	V	12740067	12743034	+	2968	215	179	168	443	305	355
II.g6029.t1	II	10356224	10357538	-	1315	13	11	7	11	12	11
X.g20923.t1	X	13279725	13284602	-	4878	91	66	55	185	107	142
II.g7360.t1	II	16464001	16465443	+	1443	998	778	871	545	472	562
IV.g13088.t2	IV	12774226	12778971	-	4746	188	259	223	469	282	371
X.g19890.t1	X	7847178	7855345	-	8168	47	40	25	230	75	151
X.g20852.t1	X	12927828	12928486	-	659	8	8	12	56	16	40
II.g4979.t1	II	5949795	5950352	-	558	2277	2293	2645	1077	1203	1284
V.g18265.t1	V	18245431	18251806	+	6376	266	224	217	759	670	726
I.g3842.t1	I	15066073	15068106	-	2034	2458	2901	2388	1336	851	1537
I.g3755.t1	I	14598804	14609050	+	10247	138	132	134	377	328	306
IV.g13666.t1	IV	16689899	16694916	-	5018	36	28	35	74	59	52
X.g18542.t1	X	104564	106938	+	2375	368	457	208	2474	2297	606
I.g1269.t1	I	3450910	3452429	+	1520	3140	3581	2725	1621	968	1922
II.g5477.t1	II	8112990	8115095	-	2106	8	4	4	22	3	7
X.g20851.t2	X	12915834	12918463	-	2630	418	214	316	61	50	181
V.g15523.t1	V	7064104	7064713	-	610	225	184	212	282	490	417
III.g8943.t2	III	7432635	7441175	-	8541	86	58	56	376	358	295
II.g6260.t1	II	11337372	11340777	-	3406	906	2201	498	16434	15398	2859
V.g15130.t2	V	5175092	5176769	-	1678	7267	7917	5952	9461	5636	8671
II.g4493.t1	II	3559252	3566884	+	7633	153	150	112	276	141	204
I.g1271.t2	I	3453998	3455546	-	1549	78	78	49	388	250	200
II.g5019.t1	II	6172806	6177514	-	4709	36	32	46	82	50	63
II.g7397.t1	II	16613143	16617904	+	4762	28	24	35	73	69	59
IV.g12904.t1	IV	11960760	11961639	-	880	665	356	434	463	446	417
I.g3864.t2	I	15199481	15202541	-	3061	1342	1234	969	2828	1259	2272
III.g7712.t1	III	1693708	1696789	-	3082	29	20	18	45	27	41
I.g2087.t1	I	6740822	6742920	-	2099	5721	6460	4852	5482	3490	5350
X.g20455.t1	X	10896505	10897846	+	1342	1551	1244	1364	2521	1724	2081
V.g15913.t1	V	8549899	8550460	+	562	255	109	165	278	248	184
III.g7503.t3	III	490727	496236	+	5510	3981	4101	2548	4716	1949	4578
II.g4526.t1	II	3737380	3738237	+	858	2279	2350	3226	1636	1557	1510
I.g3654.t2	I	14049384	14053865	+	4482	1039	1062	813	701	346	783
X.g22025.t3	X	19405270	19407750	+	2481	31	37	22	134	99	80
III.g10142.t1	III	13079815	13082550	+	2736	776	953	1563	650	708	646
X.g18916.t1	X	1961021	1964725	-	3705	761	496	355	2300	1012	1472
V.g18248.t1	V	18130907	18142949	+	12043	2703	965	1003	4188	2596	4649
III.g8746.t1	III	6705845	6708101	-	2257	123	176	100	899	927	328
II.g5143.t1	II	6700936	6705293	+	4358	186	141	133	251	170	184
II.g4034.t1	II	447295	449987	+	2693	1698	1077	1752	893	991	892
I.g1594.t1	I	4675119	4675943	+	825	5674	4354	4587	5344	4311	4860
IV.g13837.t1	IV	17412094	17413546	+	1453	3659	2487	2145	1445	872	1665
III.g7575.t1	III	916878	918585	-	1708	72	69	72	150	133	143
X.g19605.t1	X	6126563	6128176	+	1614	668	570	765	1462	1534	1092
I.g3756.t1	I	14609170	14612244	-	3075	3480	6099	8615	1252	950	1698
III.g8575.t1	III	6038391	6040184	+	1794	234	117	152	254	184	207
I.g2648.t1	I	9006133	9007664	+	1532	3262	2900	3404	2098	1693	2139
X.g20525.t1	X	11300947	11310198	+	9252	326	312	183	491	169	478
II.g4168.t1	II	1559883	1565913	-	6031	1030	951	511	960	299	986
X.g21368.t1	X	15801931	15805945	-	4015	967	679	545	456	228	462
X.g20569.t1	X	11554848	11561042	-	6195	58	62	45	187	94	81
III.g7532.t1	III	634805	636063	+	1259	3681	2863	3383	2298	1614	2249
I.g2223.t1	I	7375373	7377032	-	1660	863	621	857	1221	1080	1149
X.g21476.t1	X	16415813	16418895	-	3083	87	90	94	235	202	202
X.g18736.t2	X	1030858	1035733	+	4876	943	905	759	1909	1073	1471
IV.g11856.t3	IV	7794148	7796622	-	2475	63	46	34	133	100	113
I.g1041.t1	I	2383904	2386493	+	2590	30	45	37	76	40	45
V.g15623.t1	V	7471161	7472788	-	1628	1397	1771	1651	2253	1710	1919
II.g5473.t1	II	8096472	8096935	-	464	1516	1745	5782	485	989	574
X.g22019.t1	X	19361032	19363040	-	2009	1253	878	879	1497	1272	1205
X.g18919.t2	X	1988537	1995041	+	6505	1389	982	702	1092	352	1272
I.g899.t1	I	1330940	1337068	+	6129	237	293	208	1004	595	858
X.g19639.t3	X	6341481	6343747	+	2267	2809	2490	3691	2976	3452	2867
II.g5380.t1	II	7656870	7658565	-	1696	1928	2163	1713	608	361	1015
III.g8099.t1	III	4072294	4073751	+	1458	3994	2601	3024	1413	952	1644
II.g5051.t1	II	6332884	6333956	+	1073	373	284	267	739	658	612
II.g4935.t1	II	5768161	5768671	+	511	944	636	902	378	359	450
IV.g10769.t1	IV	1864961	1866517	+	1557	527	315	364	490	253	416
X.g20127.t1	X	9214416	9217128	+	2713	29	17	38	63	75	66
IV.g12982.t1	IV	12308779	12310574	-	1796	8323	9007	6958	5529	3605	5991
X.g21206.t1	X	14954395	14958391	-	3997	742	649	568	2553	1437	2064
II.g5089.t2	II	6493000	6493820	+	821	477	304	374	694	696	712
I.g2009.t1	I	6386861	6387745	-	885	1231	931	683	488	324	662
I.g1510.t1	I	4354564	4356054	+	1491	3691	2557	2284	1209	556	1545
X.g20965.t1	X	13608784	13609341	-	558	1581	812	1217	585	530	565
II.g4952.t1	II	5858808	5859842	+	1035	2120	1677	1703	1222	1112	1149
I.g1383.t2	I	3909548	3914389	-	4842	289	220	281	495	320	378
X.g21158.t2	X	14718993	14723576	-	4584	69	60	66	105	66	85
IV.g11858.t1	IV	7800785	7802009	-	1225	5391	3584	3513	4086	3452	4072
V.g16695.t3	V	11606089	11609203	+	3115	3099	2321	3595	1927	1896	1883
II.g4374.t1	II	2989095	2991863	+	2769	7911	8191	4774	4928	2423	5465
V.g16135.t2	V	9430924	9435145	+	4222	2327	2026	1354	1541	632	1676
V.g17014.t1	V	12954336	12955614	+	1279	19	18	21	76	69	71
X.g19019.t1	X	2624309	2627407	+	3099	14	10	19	62	38	57
X.g20664.t1	X	11975662	11976236	+	575	1741	1273	1801	1181	1430	1160
V.g16334.t1	V	10169863	10170697	-	835	74	37	50	222	189	143
III.g7783.t1	III	2147092	2151059	+	3968	804	972	706	451	364	582
IV.g13848.t2	IV	17438340	17441394	-	3055	1814	1543	1267	951	534	1078
IV.g12480.t1	IV	10339906	10341057	+	1152	6013	4100	4696	1836	1431	2150
V.g15924.t1	V	8581382	8583156	+	1775	2035	1911	1646	1091	628	1309
III.g9173.t1	III	8478947	8481026	-	2080	2043	1709	1356	2059	1293	2144
III.g8263.t2	III	4750333	4753502	+	3170	205	168	125	928	454	683
IV.g13612.t1	IV	16337769	16340583	-	2815	22	15	33	47	49	31
III.g9111.t1	III	8178734	8180679	-	1946	1668	1194	995	2636	1695	2832
I.g2241.t1	I	7448557	7450848	-	2292	85	102	66	184	156	154
I.g2207.t1	I	7330662	7331881	-	1220	139	95	117	131	107	125
IV.g12998.t1	IV	12356565	12365568	+	9004	200	225	329	397	493	354
V.g16745.t1	V	11813882	11818928	-	5047	463	269	293	481	374	509
X.g19557.t1	X	5830055	5831259	+	1205	111	85	111	154	193	139
II.g5126.t1	II	6616591	6617864	+	1274	4995	3156	3691	1771	1539	1896
X.g21484.t1	X	16457677	16457955	+	279	34	15	14	8	0	10
V.g14006.t1	V	476077	479918	+	3842	1302	1029	1425	1016	775	1041
III.g7651.t1	III	1363921	1365992	+	2072	64	111	99	256	268	154
I.g2982.t1	I	10357439	10362317	+	4879	75	50	48	108	83	38
IV.g11704.t1	IV	7271618	7272798	+	1181	1975	1213	1585	903	788	995
IV.g12752.t1	IV	11360872	11362008	+	1137	1962	1190	1853	2346	2229	1935
