gene_id	HF1_Cbr	HF1_Cni	HF2_Cbr	HF2_Cni	HF3_Cbr	HF3_Cni	HM1_Cbr	HM1_Cni	HM2_Cbr	HM2_Cni	HM3_Cbr	HM3_Cni
V.g17067.t1__Cnig_chr_V.g20109.t1	57	66	29	32	27	32	274	280	267	273	203	210
V.g17068.t1__Cnig_chr_V.g20110.t1	0	0	1	0	0	0	2	2	1	1	2	2
V.g17069.t1__Cnig_chr_V.g20111.t1	27	29	17	18	10	10	105	108	9	8	76	78
V.g17071.t1__Cnig_chr_V.g20112.t3	0	1	0	0	1	1	9	24	3	13	7	19
V.g17072.t1__Cnig_chr_V.g20113.t1	9	9	10	9	5	5	24	23	8	7	17	16
V.g17073.t1__Cnig_chr_V.g20114.t2	16	17	12	13	9	11	33	35	16	15	31	33
V.g17074.t1__Cnig_chr_V.g20115.t1	57	55	48	46	34	34	160	152	46	44	142	135
V.g17075.t1__Cnig_chr_V.g20116.t1	3	3	3	3	2	2	61	60	24	25	48	46
V.g17077.t1__Cnig_chr_V.g20117.t1	0	0	0	0	0	0	0	1	0	1	0	0
V.g17078.t1__Cnig_chr_V.g20118.t2	2	2	1	1	2	2	22	23	11	12	15	15
V.g17080.t1__Cnig_chr_V.g20124.t1	9	8	11	11	5	5	33	33	15	15	26	24
V.g17081.t1__Cnig_chr_V.g20125.t1	13	14	16	16	5	5	8	7	6	5	7	7
V.g17083.t1__Cnig_chr_V.g19956.t1	0	0	0	0	0	0	2	0	1	0	2	0
V.g17087.t1__Cnig_chr_V.g20130.t1	27	26	25	25	11	10	413	407	63	67	233	231
V.g17088.t1__Cnig_chr_V.g20129.t1	10	12	8	13	6	6	149	206	27	30	94	125
V.g17089.t1__Cnig_chr_V.g20128.t1	34	31	28	27	14	12	468	430	66	74	262	249
V.g17090.t1__Cnig_chr_V.g20131.t2	5	5	2	4	2	3	23	19	14	8	18	17
V.g17093.t1__Cnig_chr_V.g20133.t1	165	101	121	74	103	65	399	273	242	163	291	204
V.g17094.t1__Cnig_chr_V.g20134.t2	1222	1213	1062	1053	648	643	253	249	189	189	195	190
V.g17095.t1__Cnig_chr_V.g20135.t2	3	3	4	4	1	1	14	13	5	5	8	7
V.g17096.t2__Cnig_chr_V.g20136.t1	13	12	8	7	6	5	83	79	51	51	65	61
V.g17097.t1__Cnig_chr_V.g20137.t1	19	18	20	18	11	10	77	75	40	37	54	52
V.g17098.t1__Cnig_chr_V.g20138.t1	0	0	0	0	0	0	2	3	1	1	3	4
V.g17099.t1__Cnig_chr_V.g20139.t1	0	0	0	1	0	0	1	2	0	0	0	1
V.g17102.t1__Cnig_chr_V.g20145.t1	381	381	342	341	210	209	112	111	70	71	84	82
V.g17103.t1__Cnig_chr_V.g20146.t2	717	706	613	604	386	382	424	417	320	318	318	311
V.g17104.t2__Cnig_chr_V.g20147.t1	3	2	4	3	2	1	25	22	2	2	19	16
V.g17105.t3__Cnig_chr_V.g20148.t1	9	9	7	6	6	5	47	41	11	10	38	34
V.g17106.t2__Cnig_chr_V.g20149.t3	2	3	1	1	2	2	13	13	9	10	9	10
V.g17107.t4__Cnig_chr_V.g20150.t1	2482	1830	2045	1448	1349	999	1217	917	791	567	950	707
V.g17109.t1__Cnig_chr_V.g20153.t1	0	4	0	2	0	1	1	8	0	2	0	8
V.g17110.t1__Cnig_chr_V.g20154.t1	1	4	0	2	0	1	8	19	6	7	5	16
V.g17112.t1__Cnig_chr_V.g20156.t2	28	19	20	13	13	9	112	80	61	48	91	65
V.g17113.t2__Cnig_chr_V.g20157.t2	38	38	37	37	20	19	116	114	76	76	85	83
V.g17114.t1__Cnig_chr_V.g20159.t1	4	3	3	3	1	1	2	2	1	1	3	3
V.g17115.t1__Cnig_chr_V.g20162.t2	2	1	1	1	1	1	9	4	6	2	7	3
V.g17116.t1__Cnig_chr_V.g20163.t2	3	2	1	1	1	1	13	11	9	7	10	8
V.g17117.t1__Cnig_chr_V.g20165.t1	102	100	82	80	53	52	309	297	200	195	220	212
V.g17118.t1__Cnig_chr_V.g20166.t1	66	62	54	49	26	25	128	117	83	73	93	83
V.g17119.t1__Cnig_chr_V.g20168.t2	7	2074	8	1798	4	1147	37	689	17	424	26	533
V.g17121.t1__Cnig_chr_V.g20169.t2	304	291	291	277	166	159	176	168	85	82	137	133
V.g17122.t2__Cnig_chr_V.g20170.t1	768	670	662	582	407	355	765	693	436	428	593	547
V.g17123.t2__Cnig_chr_V.g20171.t1	498	429	447	387	277	237	286	211	209	151	210	157
V.g17124.t1__Cnig_chr_V.g20172.t1	349	342	323	319	192	188	85	86	53	56	68	70
V.g17125.t1__Cnig_chr_V.g20173.t1	375	369	348	342	195	190	194	197	145	143	160	164
V.g17130.t2__Cnig_chr_V.g20182.t1	424	468	364	385	191	213	823	845	217	239	635	653
V.g17132.t1__Cnig_chr_V.g20183.t1	191	179	154	142	86	80	84	81	54	49	67	67
V.g17133.t1__Cnig_chr_V.g20184.t1	5	5	5	6	2	1	32	30	14	13	24	24
V.g17135.t1__Cnig_chr_V.g20188.t3	4	52	4	43	2	27	27	227	16	99	22	171
V.g17140.t2__Cnig_chr_V.g20199.t1	1986	2001	1560	1573	1035	1043	486	489	327	328	361	363
V.g17143.t1__Cnig_chr_V.g20202.t1	4	7	3	8	1	3	38	35	26	22	28	26
V.g17144.t2__Cnig_chr_V.g20205.t1	68	65	46	45	39	37	186	181	151	148	134	131
V.g17145.t1__Cnig_chr_V.g20206.t1	2	5	2	3	1	2	486	503	217	224	367	382
V.g17146.t2__Cnig_chr_V.g20207.t2	115	111	83	79	58	56	575	546	382	365	432	413
V.g17147.t2__Cnig_chr_V.g20208.t1	0	0	0	0	0	0	91	90	36	36	74	73
V.g17148.t1__Cnig_chr_V.g20209.t1	32	33	21	20	18	18	351	335	222	204	294	279
V.g17149.t1__Cnig_chr_V.g20210.t1	10	9	37	37	5	5	24	24	7	7	20	20
V.g17150.t2__Cnig_chr_V.g20211.t2	5	4	3	1	1	1	20	19	9	8	16	15
V.g17151.t1__Cnig_chr_V.g20218.t1	525	542	495	506	265	276	196	196	116	116	144	146
V.g17152.t1__Cnig_chr_V.g20219.t1	144	146	77	79	75	75	652	635	369	370	506	496
V.g17153.t2__Cnig_chr_V.g20220.t3	1	0	1	1	0	1	3	3	1	0	1	2
V.g17154.t1__Cnig_chr_V.g20221.t1	87	83	52	49	28	27	117	113	51	49	96	92
V.g17155.t1__Cnig_chr_V.g20222.t1	152	148	127	124	75	74	611	598	406	403	460	450
V.g17156.t1__Cnig_chr_V.g20223.t1	2	1	2	1	0	0	167	164	29	27	133	130
V.g17158.t2__Cnig_chr_V.g20224.t2	1931	1930	1783	1787	1010	1014	104	100	82	79	73	70
V.g17159.t1__Cnig_chr_V.g20225.t1	2	2	2	2	0	1	28	39	11	15	22	30
V.g17160.t2__Cnig_chr_V.g20226.t1	867	755	706	615	442	383	334	281	233	212	264	227
V.g17161.t1__Cnig_chr_V.g20227.t1	300	291	256	252	174	167	2042	2023	1121	1113	1582	1577
V.g17162.t1__Cnig_chr_V.g20228.t1	9	8	9	9	5	5	47	47	26	26	35	36
V.g17163.t1__Cnig_chr_V.g20229.t2	61	57	41	39	15	15	165	156	105	101	121	115
V.g17164.t1__Cnig_chr_V.g20230.t1	6	5	5	5	4	3	35	34	19	19	15	15
V.g17165.t1__Cnig_chr_V.g20231.t1	160	155	149	143	80	75	36	33	16	16	29	29
V.g17166.t1__Cnig_chr_V.g20232.t2	254	251	229	229	127	125	48	46	35	31	38	37
V.g17167.t1__Cnig_chr_V.g20233.t1	793	789	648	643	397	393	220	215	141	138	167	166
V.g17168.t3__Cnig_chr_V.g20234.t1	1911	1981	1637	1698	1006	1041	324	325	212	218	249	256
V.g17169.t1__Cnig_chr_V.g20235.t1	565	509	486	439	291	261	593	507	190	161	459	396
V.g17170.t1__Cnig_chr_V.g20236.t1	449	464	340	354	233	240	714	736	344	350	566	578
V.g17171.t1__Cnig_chr_V.g20237.t1	151	153	133	135	76	77	125	125	54	55	96	96
V.g17173.t1__Cnig_chr_V.g20239.t2	466	469	435	439	256	258	221	223	127	128	168	169
V.g17174.t1__Cnig_chr_V.g20240.t3	1152	1153	1119	1120	606	605	407	402	287	283	309	307
V.g17175.t3__Cnig_chr_V.g20241.t2	14	14	11	11	8	8	79	78	56	55	62	60
V.g17176.t1__Cnig_chr_V.g20242.t1	33	32	31	31	19	19	221	215	141	140	167	160
V.g17177.t2__Cnig_chr_V.g20243.t1	45	53	37	44	22	26	292	305	171	155	217	225
V.g17178.t1__Cnig_chr_V.g20244.t1	1768	1763	1473	1468	940	937	545	545	372	373	425	424
V.g17179.t1__Cnig_chr_V.g20245.t1	128	15	122	16	65	8	475	64	345	47	357	52
V.g17180.t1__Cnig_chr_V.g20247.t3	0	0	0	1	0	0	3	4	1	3	2	4
V.g17181.t1__Cnig_chr_V.g20248.t1	5	5	3	3	2	2	56	55	36	33	43	43
V.g17184.t2__Cnig_chr_V.g20251.t1	0	0	0	0	0	0	1	1	0	0	0	0
V.g17185.t1__Cnig_chr_V.g20252.t1	0	0	0	0	0	0	2	2	0	0	2	2
V.g17186.t1__Cnig_chr_V.g20253.t1	0	0	0	0	0	0	3	3	0	0	2	3
V.g17187.t1__Cnig_chr_V.g20254.t1	0	0	1	0	0	0	16	12	4	3	12	11
V.g17188.t1__Cnig_chr_V.g20255.t1	0	1	0	0	0	0	6	6	4	4	3	4
V.g17190.t3__Cnig_chr_V.g20258.t2	884	492	791	417	462	261	385	177	285	121	305	132
V.g17191.t1__Cnig_chr_V.g20259.t1	3	5	4	6	1	3	67	64	12	11	37	36
V.g17192.t1__Cnig_chr_V.g20260.t1	0	6	0	4	0	4	30	18	17	11	30	17
V.g17193.t1__Cnig_chr_V.g20261.t1	1	5	2	4	0	2	72	82	12	17	40	47
V.g17194.t1__Cnig_chr_V.g20262.t1	114	150	109	144	64	86	10	12	5	7	9	11
V.g17195.t1__Cnig_chr_V.g20263.t1	28	36	26	34	14	20	106	139	46	67	94	119
V.g17196.t1__Cnig_chr_V.g20264.t3	30	32	27	28	16	15	56	59	25	28	38	41
V.g17197.t1__Cnig_chr_V.g20265.t1	0	1	0	2	0	0	9	7	4	4	7	6
V.g17198.t1__Cnig_chr_V.g20266.t1	2	2	2	2	1	1	22	22	11	11	18	18
V.g17199.t1__Cnig_chr_V.g20267.t1	18	16	18	17	12	11	195	177	95	85	130	119
V.g17200.t1__Cnig_chr_V.g20268.t2	128	127	106	106	58	58	696	694	473	465	539	538
V.g17201.t1__Cnig_chr_V.g20269.t1	9	9	8	9	5	6	80	75	45	43	57	55
V.g17202.t1__Cnig_chr_V.g20270.t1	11	12	14	15	4	5	47	50	13	16	37	40
V.g17203.t3__Cnig_chr_V.g20271.t1	18	16	16	14	8	7	84	73	75	65	60	53
V.g17204.t1__Cnig_chr_V.g20272.t1	499	516	509	522	268	279	372	381	170	176	285	293
V.g17205.t1__Cnig_chr_V.g20273.t1	30	29	27	27	15	16	73	77	35	40	57	58
V.g17206.t2__Cnig_chr_V.g20274.t1	396	401	379	385	200	203	76	75	48	49	54	53
V.g17210.t2__Cnig_chr_V.g20278.t1	1022	956	917	865	546	515	993	950	635	567	768	729
V.g17211.t1__Cnig_chr_V.g20279.t1	174	167	160	155	94	90	592	572	216	215	457	446
V.g17212.t1__Cnig_chr_V.g20280.t1	1	0	4	0	2	0	55	50	14	14	45	39
V.g17213.t1__Cnig_chr_V.g20281.t2	5	4	2	1	1	1	48	47	21	20	40	36
V.g17215.t1__Cnig_chr_V.g20283.t2	1	1	1	0	1	0	12	10	4	4	7	6
V.g17216.t1__Cnig_chr_V.g20284.t1	1	0	0	1	0	0	4	3	2	1	2	2
V.g17217.t1__Cnig_chr_V.g20285.t2	1	0	0	1	1	0	1	2	1	1	1	1
V.g17218.t2__Cnig_chr_V.g20286.t1	90	90	76	76	44	43	152	154	109	107	113	115
V.g17219.t1__Cnig_chr_V.g20287.t1	2015	2001	1635	1629	1055	1053	1757	1746	1069	1061	1360	1351
V.g17220.t1__Cnig_chr_V.g20288.t1	584	571	494	487	306	299	790	732	443	393	633	585
V.g17221.t1__Cnig_chr_V.g20289.t1	1	1	1	2	0	1	5	6	0	1	4	4
V.g17222.t3__Cnig_chr_V.g20290.t1	19	18	20	19	8	8	67	66	45	43	53	51
V.g17226.t1__Cnig_chr_V.g20295.t1	4	32	4	27	2	16	1	3	1	2	0	2
V.g17227.t1__Cnig_chr_V.g20296.t1	9	37	9	32	5	18	13	14	8	9	11	13
V.g17228.t1__Cnig_chr_V.g20298.t1	11324	11068	11462	11202	6034	5898	982	962	854	816	725	709
V.g17229.t1__Cnig_chr_V.g20299.t1	1526	1544	1401	1418	772	780	79	80	103	103	59	60
V.g17230.t1__Cnig_chr_V.g20300.t1	83	108	72	99	41	53	33	36	20	20	27	29
V.g17232.t1__Cnig_chr_V.g20301.t1	1	13	1	12	1	5	5	4	2	2	4	4
V.g17233.t1__Cnig_chr_V.g20302.t1	380	377	393	387	192	186	191	185	56	54	146	141
V.g17234.t1__Cnig_chr_V.g20303.t1	314	353	295	337	157	178	111	123	57	60	86	96
V.g17235.t1__Cnig_chr_V.g20304.t1	332	335	284	289	172	175	136	132	70	71	96	94
V.g17236.t2__Cnig_chr_V.g20305.t1	1366	1356	1174	1164	735	729	442	444	327	321	346	348
V.g17239.t1__Cnig_chr_V.g20307.t2	267	288	243	261	140	150	669	728	342	348	491	525
V.g17240.t1__Cnig_chr_V.g20308.t2	33	30	37	36	17	17	46	46	8	8	32	29
V.g17241.t2__Cnig_chr_V.g20310.t1	0	0	0	0	0	0	0	0	0	0	0	0
V.g17242.t2__Cnig_chr_V.g20313.t2	0	0	0	0	0	0	0	0	0	0	0	0
V.g17243.t1__Cnig_chr_V.g20316.t1	1	0	0	0	0	0	0	0	0	0	0	0
V.g17244.t1__Cnig_chr_V.g20317.t1	3	3	2	2	1	1	3	3	1	1	3	3
V.g17247.t1__Cnig_chr_V.g20320.t4	0	3	0	1	0	1	0	2	0	1	0	1
V.g17248.t1__Cnig_chr_V.g20321.t3	0	3	1	1	0	2	16	12	7	4	14	9
V.g17249.t1__Cnig_chr_V.g20322.t1	1222	1202	994	983	648	637	357	338	261	249	245	233
V.g17250.t1__Cnig_chr_V.g20323.t3	1	1	0	0	0	0	3	3	0	0	2	2
V.g17251.t1__Cnig_chr_V.g20324.t1	0	0	0	0	0	0	4	3	1	0	3	2
V.g17252.t1__Cnig_chr_V.g20326.t2	1	0	0	0	1	0	5	5	2	2	2	2
V.g17253.t1__Cnig_chr_V.g20327.t1	0	0	0	0	0	0	1	0	0	0	0	0
V.g17254.t1__Cnig_chr_V.g20328.t1	26	25	25	25	15	15	137	137	79	78	104	104
V.g17255.t1__Cnig_chr_V.g20329.t2	59	56	44	42	34	32	189	180	116	112	136	128
V.g17257.t2__Cnig_chr_V.g20337.t2	9	1	6	0	3	0	84	7	29	2	65	3
V.g17259.t1__Cnig_chr_V.g20340.t1	0	0	0	0	0	0	1	0	0	0	0	0
V.g17261.t1__Cnig_chr_V.g20341.t1	0	0	0	1	0	0	2	0	0	0	0	0
V.g17264.t1__Cnig_chr_V.g20344.t1	19	19	13	12	10	10	91	91	46	47	68	68
V.g17265.t1__Cnig_chr_V.g20345.t1	361	359	308	306	183	180	79	76	59	59	60	59
V.g17266.t1__Cnig_chr_V.g20346.t1	610	598	571	560	309	302	69	66	44	43	55	52
V.g17268.t1__Cnig_chr_V.g20347.t1	5	3	5	2	2	1	29	19	9	9	16	13
V.g17269.t1__Cnig_chr_V.g20348.t1	715	719	518	518	324	325	2065	2068	969	972	1572	1582
V.g17270.t2__Cnig_chr_V.g20349.t1	1	0	0	0	0	0	8	6	2	2	5	5
V.g17271.t1__Cnig_chr_V.g20350.t1	92	94	34	34	47	47	669	673	343	354	484	494
V.g17272.t1__Cnig_chr_V.g20351.t1	0	1	0	0	0	1	205	228	37	40	180	197
V.g17273.t1__Cnig_chr_V.g20352.t1	0	0	0	0	0	0	29	24	8	6	18	16
V.g17274.t1__Cnig_chr_V.g20353.t1	0	0	0	0	0	0	97	105	23	26	85	94
V.g17275.t1__Cnig_chr_V.g20354.t1	4	3	1	1	1	0	37	22	5	1	29	19
V.g17276.t1__Cnig_chr_V.g20355.t1	0	0	0	0	0	0	19	17	8	8	17	16
V.g17277.t1__Cnig_chr_V.g20356.t1	4	4	4	4	1	1	34	34	19	19	29	29
V.g17278.t3__Cnig_chr_V.g20357.t3	23	23	14	14	11	11	127	121	92	90	92	86
V.g17279.t1__Cnig_chr_V.g20358.t1	1149	1142	1116	1108	597	593	203	201	133	132	140	138
V.g17280.t1__Cnig_chr_V.g20359.t1	550	543	487	487	283	280	206	202	109	108	159	157
V.g17281.t1__Cnig_chr_V.g20360.t1	266	268	257	256	141	140	54	54	30	32	41	42
V.g17282.t3__Cnig_chr_V.g20361.t2	1546	1568	1368	1390	802	818	864	880	455	466	679	699
V.g17283.t3__Cnig_chr_V.g20363.t1	1144	379	1004	300	579	184	886	338	500	244	659	259
V.g17284.t1__Cnig_chr_V.g20364.t1	183	182	183	180	89	91	92	93	39	40	78	78
V.g17285.t1__Cnig_chr_V.g20365.t1	2	2	3	2	1	0	4	4	3	2	3	3
V.g17287.t1__Cnig_chr_V.g20367.t2	1	1	2	2	0	0	196	194	67	67	159	156
V.g17288.t1__Cnig_chr_V.g20369.t1	2	3	2	3	0	1	11	12	4	5	11	9
V.g17289.t2__Cnig_chr_V.g20203.t1	256	1	186	2	133	1	328	117	228	39	251	92
V.g17291.t2__Cnig_chr_V.g20204.t2	1219	1246	1064	1087	659	675	564	577	392	394	421	432
V.g17292.t2__Cnig_chr_V.g20370.t1	483	536	403	450	269	300	503	564	282	318	360	401
V.g17293.t1__Cnig_chr_V.g20376.t1	32	31	22	25	12	13	74	87	67	41	59	70
V.g17298.t1__Cnig_chr_V.g20378.t1	268	117	233	110	173	78	667	342	385	125	507	261
V.g17302.t1__Cnig_chr_V.g20381.t1	720	249	560	212	346	130	1920	601	1318	389	1479	476
V.g17303.t1__Cnig_chr_V.g20382.t1	2	2	2	2	1	0	15	20	8	8	12	14
V.g17304.t1__Cnig_chr_V.g20383.t2	1	1	2	2	2	0	69	69	35	33	55	53
V.g17306.t1__Cnig_chr_V.g20385.t1	1	1	0	1	0	0	207	199	85	80	172	163
V.g17307.t2__Cnig_chr_V.g20386.t3	0	1	0	2	0	0	3	7	2	1	3	4
V.g17310.t1__Cnig_chr_V.g20387.t1	0	0	0	0	0	0	2	4	0	1	4	5
V.g17311.t1__Cnig_chr_V.g20388.t1	0	0	0	0	0	0	1	0	0	0	0	0
V.g17312.t1__Cnig_chr_V.g20389.t2	0	0	0	0	0	0	0	0	0	0	0	0
V.g17313.t3__Cnig_chr_V.g20390.t1	0	0	0	0	0	0	0	1	0	0	1	0
V.g17314.t1__Cnig_chr_V.g20392.t1	0	0	0	0	0	0	0	4	0	0	0	3
V.g17315.t1__Cnig_chr_V.g20393.t1	1	0	0	0	0	0	10	10	2	2	7	6
V.g17320.t1__Cnig_chr_V.g20399.t1	3	4	2	3	2	2	23	23	7	7	17	16
V.g17321.t1__Cnig_chr_V.g20400.t1	6	7	2	3	2	3	19	22	10	10	13	15
V.g17322.t1__Cnig_chr_V.g20401.t1	8	7	4	4	3	3	59	45	11	6	46	35
V.g17323.t2__Cnig_chr_V.g20403.t2	406	395	400	389	211	205	137	135	78	76	96	94
V.g17324.t1__Cnig_chr_V.g20404.t1	1193	1199	1100	1108	597	601	628	635	399	399	477	483
V.g17325.t1__Cnig_chr_V.g20405.t2	66	63	56	54	34	33	174	174	106	108	127	128
V.g17326.t3__Cnig_chr_V.g20406.t1	109	107	101	100	53	51	46	44	21	22	36	35
V.g17327.t2__Cnig_chr_V.g20407.t1	151	329	150	313	83	179	125	235	56	127	102	192
V.g17328.t3__Cnig_chr_V.g20408.t3	405	405	417	414	211	210	151	150	67	67	130	129
V.g17329.t1__Cnig_chr_V.g20409.t1	1115	1093	1022	1001	576	564	234	229	167	167	176	173
V.g17330.t1__Cnig_chr_V.g20410.t2	357	362	304	306	174	176	119	120	90	90	90	91
V.g17331.t1__Cnig_chr_V.g20411.t1	6	9	8	9	3	4	50	52	16	13	38	36
V.g17332.t1__Cnig_chr_V.g20412.t1	3381	3371	3048	3035	1836	1831	264	263	236	234	178	177
V.g17333.t1__Cnig_chr_V.g20413.t1	7	3	7	2	3	1	41	39	9	8	32	30
V.g17334.t1__Cnig_chr_V.g20414.t1	7	3	7	2	3	1	3	6	2	2	3	5
V.g17335.t1__Cnig_chr_V.g20415.t1	4	2	3	1	2	1	2	2	1	1	2	1
V.g17338.t1__Cnig_chr_V.g20417.t1	0	0	0	0	0	0	31	32	3	3	28	28
V.g17339.t1__Cnig_chr_V.g20418.t1	3	3	3	4	1	1	26	27	14	16	22	21
V.g17340.t1__Cnig_chr_V.g20419.t1	99	101	86	89	51	51	335	332	182	182	263	258
V.g17341.t2__Cnig_chr_V.g20420.t1	37	3	47	3	19	1	40	5	7	2	28	4
V.g17343.t1__Cnig_chr_V.g20423.t1	262	462	236	389	140	240	101	146	44	75	73	112
V.g17344.t1__Cnig_chr_V.g20424.t1	842	553	689	442	430	285	245	140	145	108	194	116
V.g17345.t1__Cnig_chr_V.g20425.t1	3100	3021	2600	2540	1535	1494	755	729	352	346	567	549
V.g17346.t1__Cnig_chr_V.g20426.t1	5415	5397	5774	5748	2737	2726	4808	4789	1254	1254	3848	3836
V.g17347.t1__Cnig_chr_V.g20427.t1	17	16	13	11	9	8	38	39	13	12	29	30
V.g17348.t1__Cnig_chr_V.g20428.t1	1	1	2	2	1	0	19	21	9	8	17	21
V.g17350.t1__Cnig_chr_V.g20429.t1	2	1	2	3	1	1	9	13	4	5	9	12
V.g17351.t1__Cnig_chr_V.g20430.t1	361	347	385	368	183	173	52	48	16	16	41	39
V.g17352.t2__Cnig_chr_V.g20431.t1	950	953	814	819	510	508	94	92	86	83	63	64
V.g17353.t1__Cnig_chr_V.g20432.t1	16	16	12	13	7	7	239	241	100	100	185	187
V.g17354.t1__Cnig_chr_V.g20433.t1	1	0	0	0	0	0	3	3	4	3	6	5
V.g17355.t2__Cnig_chr_V.g20434.t1	0	0	0	0	0	0	2	2	1	1	1	1
V.g17356.t1__Cnig_chr_V.g20435.t1	0	0	0	0	0	0	6	6	3	3	5	5
V.g17357.t2__Cnig_chr_V.g20436.t2	0	0	1	0	0	0	2	2	0	0	1	1
V.g17358.t1__Cnig_chr_V.g20437.t1	5	4	6	4	3	2	28	23	26	13	21	15
V.g17359.t1__Cnig_chr_V.g20438.t2	24	25	22	23	15	16	109	110	52	50	80	82
V.g17360.t3__Cnig_chr_V.g20439.t1	212	184	208	182	135	124	964	947	505	491	757	747
V.g17361.t2__Cnig_chr_V.g20442.t1	6	6	5	5	3	3	61	60	29	29	51	49
V.g17363.t1__Cnig_chr_V.g20444.t1	275	109	232	93	145	61	1095	325	748	298	838	266
V.g17364.t1__Cnig_chr_V.g20446.t1	0	0	0	0	0	0	5	6	3	4	4	4
V.g17365.t1__Cnig_chr_V.g20447.t1	80	29	55	21	39	12	439	82	165	31	332	60
V.g17366.t1__Cnig_chr_V.g20448.t1	6	6	5	4	4	3	42	38	17	14	31	29
V.g17367.t1__Cnig_chr_V.g20450.t1	6	5	4	3	3	3	236	289	60	70	180	218
V.g17368.t1__Cnig_chr_V.g20452.t1	1	1	1	1	0	0	10	10	8	7	10	8
V.g17371.t2__Cnig_chr_V.g20458.t3	1802	515	1677	436	1014	289	854	206	457	125	633	165
V.g17372.t1__Cnig_chr_V.g20459.t1	33	30	21	19	17	16	154	140	83	79	132	121
V.g17373.t1__Cnig_chr_V.g20460.t1	8	6	8	6	4	3	10	9	5	4	8	7
V.g17374.t3__Cnig_chr_V.g20464.t1	2850	77	2883	52	1599	44	3413	377	2167	251	2608	270
V.g17375.t1__Cnig_chr_V.g20466.t2	1	0	1	0	1	0	11	7	4	3	8	5
V.g17376.t1__Cnig_chr_V.g20467.t1	0	0	0	0	1	0	16	9	7	6	13	9
V.g17378.t1__Cnig_chr_V.g20470.t1	8	7	11	9	7	6	67	37	6	7	51	31
V.g17381.t2__Cnig_chr_V.g20472.t2	146	145	142	142	80	76	554	497	348	314	408	365
V.g17383.t1__Cnig_chr_V.g20475.t1	1	1	1	1	0	1	16	14	7	7	13	10
V.g17384.t1__Cnig_chr_V.g20476.t1	16	15	14	13	10	11	62	56	15	14	46	40
V.g17385.t1__Cnig_chr_V.g20477.t1	16	16	12	13	8	8	70	69	31	31	60	60
V.g17386.t2__Cnig_chr_V.g20478.t1	959	958	989	982	506	501	220	220	170	163	171	170
V.g17387.t1__Cnig_chr_V.g20479.t1	3	3	2	3	1	1	14	12	8	8	9	9
V.g17389.t1__Cnig_chr_V.g20480.t1	0	1	0	1	0	1	353	623	224	318	270	488
V.g17392.t1__Cnig_chr_V.g20481.t2	7	8	5	5	3	4	28	31	14	14	19	22
V.g17393.t1__Cnig_chr_V.g20482.t1	0	0	0	0	0	0	283	285	149	150	229	233
V.g17394.t1__Cnig_chr_V.g20483.t2	0	0	0	0	0	0	8	9	5	4	6	6
V.g17396.t1__Cnig_chr_V.g20491.t1	154	154	117	118	84	85	483	482	383	381	367	367
V.g17397.t1__Cnig_chr_V.g20490.t1	2	2	2	3	1	1	9	8	10	10	9	9
V.g17398.t1__Cnig_chr_V.g20488.t2	17300	17304	15660	15662	8929	8931	13165	13165	7957	7965	9811	9812
V.g17399.t1__Cnig_chr_V.g20487.t1	876	863	857	850	457	453	274	264	156	154	229	220
V.g17400.t1__Cnig_chr_V.g20486.t1	15	7	16	7	10	4	37	27	14	13	30	22
V.g17401.t1__Cnig_chr_V.g20485.t1	0	0	0	0	0	0	54	55	24	23	41	42
V.g17402.t1__Cnig_chr_V.g20484.t1	0	0	0	0	0	0	4	4	1	1	3	3
V.g17403.t2__Cnig_chr_V.g20493.t1	444	479	396	426	228	241	16	15	32	32	12	13
V.g17405.t2__Cnig_chr_V.g20495.t2	64	64	65	64	29	30	291	291	176	176	211	211
V.g17406.t3__Cnig_chr_V.g20496.t2	1344	1353	1148	1154	737	741	279	281	208	207	199	199
V.g17407.t2__Cnig_chr_V.g20497.t2	1627	1933	1297	1561	852	1009	398	501	296	350	305	392
V.g17409.t1__Cnig_chr_V.g20499.t2	1	2	1	3	0	1	3	2	1	0	2	2
V.g17410.t1__Cnig_chr_V.g20500.t1	49	48	51	49	27	26	249	243	119	119	176	171
V.g17411.t3__Cnig_chr_V.g20502.t1	5	1	5	1	3	1	72	17	35	9	53	11
V.g17412.t1__Cnig_chr_V.g20503.t1	565	567	521	519	292	292	129	129	65	66	103	104
V.g17413.t1__Cnig_chr_V.g20504.t1	429	422	375	371	210	206	117	112	62	56	88	85
V.g17414.t1__Cnig_chr_V.g20505.t1	6	4	6	3	3	2	16	7	7	5	12	6
V.g17415.t1__Cnig_chr_V.g20506.t3	3	4	3	3	1	0	21	21	14	13	20	20
V.g17416.t1__Cnig_chr_V.g20507.t1	755	748	750	743	396	392	338	334	194	193	243	239
V.g17417.t1__Cnig_chr_V.g20508.t1	883	864	757	734	454	442	522	499	280	275	381	366
V.g17418.t1__Cnig_chr_V.g20509.t1	0	3	0	2	0	3	59	84	37	44	50	66
V.g17420.t2__Cnig_chr_V.g20511.t1	13	13	7	5	7	7	121	105	72	69	88	79
V.g17422.t2__Cnig_chr_V.g20512.t3	43	48	35	39	22	24	192	225	117	125	135	155
V.g17425.t3__Cnig_chr_V.g20520.t3	13	13	9	9	5	5	66	64	26	26	47	47
V.g17426.t1__Cnig_chr_V.g20521.t1	1679	1667	1455	1456	967	967	300	299	267	265	219	219
