# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/nigoni.chr.transcript.ortho.gff" "-o" "counts/Cni_fc.counts.txt" "STAR/BAM/9F1_Cni.bam" "STAR/BAM/9F2_Cni.bam" "STAR/BAM/9F3_Cni.bam" "STAR/BAM/9M1_Cni.bam" "STAR/BAM/9M2_Cni.bam" "STAR/BAM/9M3_Cni.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/9F1_Cni.bam	STAR/BAM/9F2_Cni.bam	STAR/BAM/9F3_Cni.bam	STAR/BAM/9M1_Cni.bam	STAR/BAM/9M2_Cni.bam	STAR/BAM/9M3_Cni.bam
Cnig_chr_V.g18492.t1	Cnig_chr_V	8428346	8430698	-	2353	1525	1508	1383	1051	885	1100
Cnig_chr_III.g9984.t1	Cnig_chr_III	7289374	7290026	+	653	1497	1456	1451	1376	1430	1348
Cnig_chr_II.g6240.t1	Cnig_chr_II	10717281	10720802	-	3522	1616	1645	1554	1630	1492	1366
Cnig_chr_X.g22364.t1	Cnig_chr_X	877843	880823	+	2981	400	542	418	280	297	408
Cnig_chr_IV.g13144.t2	Cnig_chr_IV	6015871	6019518	+	3648	75	70	67	126	134	150
Cnig_chr_I.g2012.t1	Cnig_chr_I	8644558	8645333	+	776	87403	79158	83912	66316	88748	66608
Cnig_chr_V.g19673.t1	Cnig_chr_V	12704097	12705611	-	1515	8417	9216	10084	9322	9085	10388
Cnig_chr_II.g4121.t1	Cnig_chr_II	682110	691215	+	9106	1612	1122	1320	2528	1954	1812
Cnig_chr_IV.g16266.t1	Cnig_chr_IV	20294149	20295179	-	1031	1852	1937	1829	966	1125	1068
Cnig_chr_II.g4570.t1	Cnig_chr_II	3418087	3421143	-	3057	318	373	314	532	439	491
Cnig_chr_V.g18468.t1	Cnig_chr_V	8299654	8300753	-	1100	255	238	194	197	203	181
Cnig_chr_V.g17560.t1	Cnig_chr_V	4760519	4764451	-	3933	341	225	277	529	461	410
Cnig_chr_III.g8400.t1	Cnig_chr_III	248494	251266	+	2773	1436	1579	1544	1454	1712	1566
Cnig_chr_III.g11299.t1	Cnig_chr_III	12320157	12322752	-	2596	1308	1433	1411	1439	1511	1547
Cnig_chr_II.g6713.t1	Cnig_chr_II	12485811	12489031	+	3221	1523	1613	1516	1972	1460	1535
Cnig_chr_V.g20159.t1	Cnig_chr_V	14561789	14562862	-	1074	25	14	21	74	72	42
Cnig_chr_X.g26255.t2	Cnig_chr_X	21569101	21573376	+	4276	259	445	265	386	302	379
Cnig_chr_IV.g11973.t1	Cnig_chr_IV	110235	110676	-	442	924	438	669	1466	1520	921
Cnig_chr_III.g9925.t1	Cnig_chr_III	7114790	7116225	+	1436	1266	1432	1367	1126	958	1075
Cnig_chr_X.g24691.t1	Cnig_chr_X	13327551	13328153	+	603	321	301	221	500	628	460
Cnig_chr_IV.g14488.t2	Cnig_chr_IV	11555869	11559274	+	3406	31	42	32	92	74	58
Cnig_chr_V.g17176.t1	Cnig_chr_V	3242850	3246870	-	4021	5803	4251	5152	9580	9472	9519
Cnig_chr_II.g4649.t2	Cnig_chr_II	3811390	3817826	+	6437	68	43	54	223	211	186
Cnig_chr_I.g3246.t1	Cnig_chr_I	13347683	13349918	+	2236	9120	6148	7494	11689	7574	9713
Cnig_chr_X.g22476.t1	Cnig_chr_X	1483772	1485396	+	1625	136	186	129	303	264	378
Cnig_chr_III.g11291.t1	Cnig_chr_III	12279320	12279655	+	336	1	4	2	9	7	9
Cnig_chr_II.g6176.t1	Cnig_chr_II	10420588	10424286	+	3699	8764	4153	6689	9433	5094	5934
Cnig_chr_X.g24119.t2	Cnig_chr_X	10465078	10466464	+	1387	1964	1714	2202	1281	1278	1364
Cnig_chr_X.g24255.t1	Cnig_chr_X	11198800	11200880	-	2081	386	298	381	452	454	409
Cnig_chr_V.g19316.t1	Cnig_chr_V	11402094	11403321	-	1228	1194	1437	1277	1515	1696	1716
Cnig_chr_V.g19313.t1	Cnig_chr_V	11396677	11398415	+	1739	1546	1570	1612	2140	1754	2157
Cnig_chr_V.g19831.t1	Cnig_chr_V	13362630	13364817	-	2188	52	32	24	52	55	52
Cnig_chr_I.g488.t1	Cnig_chr_I	2671545	2687240	+	15696	1889	1821	1999	2319	1618	1690
Cnig_chr_X.g24944.t1	Cnig_chr_X	14574444	14577282	-	2839	1208	1067	1109	935	781	700
Cnig_chr_V.g19767.t1	Cnig_chr_V	13035208	13037555	+	2348	1926	3087	2755	744	658	748
Cnig_chr_X.g23959.t1	Cnig_chr_X	9680975	9683252	-	2278	405	1066	535	572	648	866
Cnig_chr_III.g11213.t1	Cnig_chr_III	11824968	11825274	-	307	3	7	0	269	227	532
Cnig_chr_IV.g14183.t2	Cnig_chr_IV	10448180	10449685	+	1506	507	269	383	536	541	368
Cnig_chr_I.g2506.t1	Cnig_chr_I	10292538	10294932	+	2395	14	25	14	1505	1210	1936
Cnig_chr_I.g688.t1	Cnig_chr_I	3554128	3555426	-	1299	363	381	368	217	343	202
Cnig_chr_IV.g15101.t1	Cnig_chr_IV	13968441	13970452	+	2012	500	490	548	394	328	350
Cnig_chr_X.g22196.t1	Cnig_chr_X	127723	131064	+	3342	1937	1376	1696	2374	1829	1666
Cnig_chr_X.g22976.t1	Cnig_chr_X	4142262	4149576	-	7315	793	582	848	1343	956	1066
Cnig_chr_X.g24845.t1	Cnig_chr_X	14065163	14068523	+	3361	4080	3609	4203	4719	3537	4395
Cnig_chr_II.g4120.t1	Cnig_chr_II	654836	658302	+	3467	345	385	402	255	252	263
Cnig_chr_III.g10283.t1	Cnig_chr_III	8461019	8461363	-	345	7	5	3	18	6	17
Cnig_chr_IV.g14184.t1	Cnig_chr_IV	10450880	10451321	+	442	819	347	618	1179	898	788
Cnig_chr_V.g19154.t1	Cnig_chr_V	10849558	10850629	+	1072	1260	1177	1090	845	1040	881
Cnig_chr_I.g478.t2	Cnig_chr_I	2575614	2578614	-	3001	5948	4657	5546	5714	8113	5569
Cnig_chr_X.g22577.t1	Cnig_chr_X	1993555	1996363	-	2809	85	66	64	129	123	118
Cnig_chr_V.g20403.t2	Cnig_chr_V	15424603	15425683	-	1081	1278	1298	1294	1161	1379	1210
Cnig_chr_IV.g14262.t1	Cnig_chr_IV	10746169	10747487	+	1319	578	801	521	312	245	280
Cnig_chr_IV.g14581.t1	Cnig_chr_IV	11832420	11833484	+	1065	1012	1107	1060	879	804	777
Cnig_chr_V.g19433.t2	Cnig_chr_V	11816020	11818077	+	2058	10	11	14	27	36	19
Cnig_chr_III.g8407.t1	Cnig_chr_III	280985	282482	-	1498	797	446	609	632	764	500
Cnig_chr_V.g17121.t1	Cnig_chr_V	3008154	3013914	+	5761	1115	1224	1142	959	1008	1027
Cnig_chr_X.g24533.t1	Cnig_chr_X	12575142	12577403	-	2262	5862	5364	5567	2506	2779	2858
Cnig_chr_III.g10213.t1	Cnig_chr_III	8127825	8128794	-	970	1023	1284	1230	653	654	581
Cnig_chr_IV.g15942.t1	Cnig_chr_IV	18824128	18832732	-	8605	146	159	102	185	169	148
Cnig_chr_III.g10597.t1	Cnig_chr_III	9543613	9545770	+	2158	11375	9128	10467	4013	4344	3932
Cnig_chr_III.g11287.t3	Cnig_chr_III	12209798	12213209	-	3412	94	65	92	172	169	103
Cnig_chr_X.g24184.t2	Cnig_chr_X	10788579	10790746	-	2168	29	13	19	15	21	13
Cnig_chr_I.g3804.t1	Cnig_chr_I	16011848	16015423	+	3576	217	207	188	241	233	246
Cnig_chr_V.g20719.t1	Cnig_chr_V	16451007	16454078	+	3072	32	10	51	26	21	20
Cnig_chr_I.g2441.t1	Cnig_chr_I	10091376	10091867	-	492	721	653	742	747	758	648
Cnig_chr_II.g6196.t1	Cnig_chr_II	10489144	10491086	+	1943	86	70	60	259	305	274
Cnig_chr_I.g235.t4	Cnig_chr_I	1142098	1146681	-	4584	2179	1991	4443	2321	1910	3218
Cnig_chr_II.g6843.t1	Cnig_chr_II	13054546	13054821	-	276	40285	36515	38419	32020	43330	30814
Cnig_chr_I.g2732.t2	Cnig_chr_I	11296615	11297664	-	1050	415	270	345	514	531	385
Cnig_chr_II.g4196.t3	Cnig_chr_II	1231312	1237522	+	6211	3236	2665	2565	1900	1966	1570
Cnig_chr_V.g17010.t1	Cnig_chr_V	2494745	2497231	-	2487	114	119	104	65	207	97
Cnig_chr_X.g25560.t1	Cnig_chr_X	17768939	17777317	-	8379	325	319	308	316	238	264
Cnig_chr_V.g16634.t1	Cnig_chr_V	1133752	1135364	+	1613	255	302	285	364	293	362
Cnig_chr_V.g16944.t1	Cnig_chr_V	2282057	2285239	+	3183	1603	2034	1985	1918	1540	2005
Cnig_chr_II.g4621.t1	Cnig_chr_II	3693198	3694330	-	1133	67	36	69	3096	2573	2348
Cnig_chr_V.g19676.t1	Cnig_chr_V	12711970	12715539	+	3570	1891	2118	2131	1475	1310	1335
Cnig_chr_I.g44.t1	Cnig_chr_I	181438	187019	+	5582	2153	2292	2287	2131	1739	2163
Cnig_chr_I.g1432.t1	Cnig_chr_I	6414593	6416312	+	1720	8588	7328	8452	11877	8969	11060
Cnig_chr_III.g10347.t2	Cnig_chr_III	8686813	8690663	+	3851	3644	2316	4117	4351	4553	3804
Cnig_chr_III.g8694.t1	Cnig_chr_III	1612908	1618412	-	5505	636	610	593	564	503	601
Cnig_chr_II.g6775.t1	Cnig_chr_II	12747479	12751111	+	3633	2897	2639	3898	1607	1652	2101
Cnig_chr_V.g19613.t2	Cnig_chr_V	12392493	12394963	-	2471	556	315	443	709	596	629
Cnig_chr_V.g19091.t1	Cnig_chr_V	10647904	10649610	+	1707	3	20	1	849	664	1570
Cnig_chr_X.g24331.t2	Cnig_chr_X	11562611	11563056	+	446	6	4	5	8	9	4
Cnig_chr_I.g1598.t1	Cnig_chr_I	6959128	6961117	-	1990	631	749	765	658	599	811
Cnig_chr_IV.g14603.t2	Cnig_chr_IV	11895678	11896069	+	392	1083	956	1073	1096	1244	1058
Cnig_chr_X.g23753.t2	Cnig_chr_X	8625949	8629018	-	3070	18	18	24	60	89	59
Cnig_chr_IV.g14098.t1	Cnig_chr_IV	10106051	10106974	+	924	1024	829	865	1015	750	786
Cnig_chr_X.g24363.t1	Cnig_chr_X	11729239	11731507	-	2269	185	250	181	227	188	193
Cnig_chr_V.g16983.t1	Cnig_chr_V	2419340	2420666	-	1327	855	397	862	1479	1136	1516
Cnig_chr_X.g24362.t2	Cnig_chr_X	11726982	11728543	-	1562	32	151	49	8	3	8
Cnig_chr_II.g7236.t1	Cnig_chr_II	14742661	14743275	-	615	2	16	4	364	396	1187
Cnig_chr_IV.g12722.t1	Cnig_chr_IV	3722737	3723281	+	545	72	70	75	66	85	78
Cnig_chr_II.g8283.t1	Cnig_chr_II	19032020	19033238	-	1219	2334	3205	2893	2698	2816	3233
Cnig_chr_IV.g12720.t2	Cnig_chr_IV	3715065	3718209	+	3145	3104	2403	2921	7595	7639	7278
Cnig_chr_V.g18797.t3	Cnig_chr_V	9521018	9522630	+	1613	8	14	5	25	30	22
Cnig_chr_V.g17149.t1	Cnig_chr_V	3137401	3138960	+	1560	122	129	138	122	102	96
Cnig_chr_X.g25400.t1	Cnig_chr_X	16962999	16967753	-	4755	472	351	541	617	476	539
Cnig_chr_I.g3611.t1	Cnig_chr_I	15235130	15236199	+	1070	3	16	1	387	454	988
Cnig_chr_I.g2143.t1	Cnig_chr_I	9075286	9076260	-	975	618	600	611	567	631	583
Cnig_chr_II.g6360.t1	Cnig_chr_II	11131312	11132209	-	898	6	2	2	176	172	175
Cnig_chr_V.g20405.t2	Cnig_chr_V	15427376	15428614	-	1239	747	685	749	735	715	708
Cnig_chr_X.g24397.t1	Cnig_chr_X	11931119	11934497	+	3379	96	64	90	285	242	212
Cnig_chr_II.g6217.t1	Cnig_chr_II	10601525	10602895	-	1371	2477	2911	2932	2094	2674	2301
Cnig_chr_X.g25614.t1	Cnig_chr_X	18091503	18095548	-	4046	57	62	58	152	101	153
Cnig_chr_I.g3952.t2	Cnig_chr_I	16681519	16682890	-	1372	1959	1602	1768	3561	3663	4262
Cnig_chr_IV.g13656.t2	Cnig_chr_IV	8546487	8547377	-	891	0	1	1	2	2	6
Cnig_chr_IV.g13657.t1	Cnig_chr_IV	8547703	8548347	+	645	1	1	2	2	1	1
Cnig_chr_X.g23952.t1	Cnig_chr_X	9645610	9648790	+	3181	5	1	2	51	39	30
Cnig_chr_III.g8367.t1	Cnig_chr_III	118457	118809	+	353	807	637	755	1118	1265	1180
Cnig_chr_X.g26188.t2	Cnig_chr_X	21129126	21133312	-	4187	19	18	16	92	86	68
Cnig_chr_II.g6988.t2	Cnig_chr_II	13715573	13717725	-	2153	71	73	60	99	114	108
Cnig_chr_III.g10069.t1	Cnig_chr_III	7630121	7630986	+	866	97645	90596	94739	78331	78950	74226
Cnig_chr_I.g2646.t1	Cnig_chr_I	10893857	10895616	+	1760	8482	8390	8804	8925	8877	9180
Cnig_chr_IV.g15143.t2	Cnig_chr_IV	14169745	14175785	+	6041	55	38	38	88	65	50
Cnig_chr_X.g24251.t1	Cnig_chr_X	11184194	11184544	+	351	79	53	80	97	77	71
Cnig_chr_IV.g14871.t1	Cnig_chr_IV	13039077	13040152	-	1076	1606	1576	1782	1338	1181	1493
Cnig_chr_I.g8.t1	Cnig_chr_I	20927	21589	+	663	481	295	444	576	629	654
Cnig_chr_III.g11394.t1	Cnig_chr_III	12784199	12785397	+	1199	1398	1789	2057	645	675	1960
Cnig_chr_II.g5540.t1	Cnig_chr_II	7860769	7864372	+	3604	580	901	603	435	710	800
Cnig_chr_II.g4796.t1	Cnig_chr_II	4491578	4492843	+	1266	607	318	1021	1775	1895	2120
Cnig_chr_II.g6095.t1	Cnig_chr_II	10136001	10136937	-	937	294	268	313	366	381	277
Cnig_chr_IV.g11990.t1	Cnig_chr_IV	145964	147054	-	1091	1991	2091	2115	1882	2270	2001
Cnig_chr_V.g21955.t1	Cnig_chr_V	21200273	21204947	-	4675	5986	2598	4741	5909	4892	4003
Cnig_chr_I.g2307.t1	Cnig_chr_I	9649673	9650887	+	1215	1239	1257	1231	1701	1686	2033
Cnig_chr_X.g24986.t1	Cnig_chr_X	14865788	14868085	+	2298	5951	5970	5405	6680	5624	7105
Cnig_chr_IV.g15932.t1	Cnig_chr_IV	18787315	18789242	+	1928	3	4	3	32	25	18
Cnig_chr_X.g23752.t1	Cnig_chr_X	8620828	8623597	-	2770	258	282	247	312	292	316
Cnig_chr_III.g10538.t2	Cnig_chr_III	9365966	9366511	-	546	492	504	534	405	365	347
Cnig_chr_I.g964.t1	Cnig_chr_I	4624383	4625855	+	1473	598	1041	631	616	1032	962
Cnig_chr_V.g20692.t1	Cnig_chr_V	16366076	16367554	+	1479	1435	1025	1298	1515	1914	1242
Cnig_chr_V.g19789.t1	Cnig_chr_V	13102350	13103389	+	1040	954	1052	1091	923	798	912
Cnig_chr_I.g1861.t4	Cnig_chr_I	8072785	8075652	+	2868	604	835	766	361	309	300
Cnig_chr_I.g295.t1	Cnig_chr_I	1457465	1461028	+	3564	1475	1765	1895	873	736	1005
Cnig_chr_I.g1561.t1	Cnig_chr_I	6800956	6802482	+	1527	3180	2972	3253	3325	2849	2749
Cnig_chr_II.g4404.t2	Cnig_chr_II	2552877	2554240	-	1364	2057	1880	1938	1323	2344	1479
Cnig_chr_II.g5775.t1	Cnig_chr_II	8768300	8769494	+	1195	4103	3671	4059	3997	4211	4021
Cnig_chr_X.g24608.t1	Cnig_chr_X	12917750	12920596	+	2847	6142	6509	5432	2625	2654	2758
Cnig_chr_I.g971.t1	Cnig_chr_I	4654818	4656298	-	1481	798	908	900	696	598	616
Cnig_chr_IV.g14224.t1	Cnig_chr_IV	10594019	10594735	-	717	93	92	70	137	180	144
Cnig_chr_I.g2049.t1	Cnig_chr_I	8777272	8778198	-	927	993	1100	1034	730	586	659
Cnig_chr_III.g9381.t1	Cnig_chr_III	5000637	5002523	-	1887	2275	2825	2880	1850	1460	2127
Cnig_chr_V.g16935.t1	Cnig_chr_V	2242873	2243361	+	489	1427	1309	1428	1257	1329	1236
Cnig_chr_I.g2284.t4	Cnig_chr_I	9581564	9588048	+	6485	2416	2534	2519	1347	1087	1700
Cnig_chr_V.g21748.t1	Cnig_chr_V	20211115	20214331	-	3217	40	31	53	72	71	105
Cnig_chr_V.g16674.t2	Cnig_chr_V	1284591	1286099	-	1509	43	114	112	90	161	231
Cnig_chr_II.g5553.t3	Cnig_chr_II	7935896	7938637	-	2742	3592	2250	3111	4500	4140	3709
Cnig_chr_X.g23593.t1	Cnig_chr_X	7695401	7697705	-	2305	11	15	10	19	19	20
Cnig_chr_II.g5815.t1	Cnig_chr_II	8940519	8942342	-	1824	12495	10426	11839	12961	9606	10368
Cnig_chr_II.g6472.t1	Cnig_chr_II	11591962	11592359	+	398	255	249	253	314	367	321
Cnig_chr_I.g1116.t2	Cnig_chr_I	5168119	5170357	+	2239	1933	2861	2430	861	775	841
Cnig_chr_V.g20145.t1	Cnig_chr_V	14485453	14488454	-	3002	851	886	978	759	641	757
Cnig_chr_II.g8246.t1	Cnig_chr_II	18905911	18907237	+	1327	550	400	410	875	943	778
Cnig_chr_II.g4288.t1	Cnig_chr_II	1843613	1846253	+	2641	12	21	7	1150	942	1962
Cnig_chr_I.g2341.t1	Cnig_chr_I	9751330	9753217	+	1888	1975	1668	1963	2564	2266	2391
Cnig_chr_IV.g15096.t1	Cnig_chr_IV	13907802	13918440	-	10639	5250	4772	4852	5669	4243	4428
Cnig_chr_IV.g14354.t1	Cnig_chr_IV	11059703	11061968	+	2266	2064	1920	1920	1866	1602	1819
Cnig_chr_X.g22528.t1	Cnig_chr_X	1690034	1690717	+	684	145	63	151	55	41	51
Cnig_chr_II.g5291.t1	Cnig_chr_II	6724572	6727782	+	3211	401	368	316	548	538	475
Cnig_chr_X.g25049.t2	Cnig_chr_X	15240091	15241925	-	1835	4	2	5	37	28	26
Cnig_chr_X.g25572.t1	Cnig_chr_X	17837140	17837665	+	526	162	143	144	232	281	238
Cnig_chr_I.g1871.t1	Cnig_chr_I	8104909	8107987	-	3079	3752	2744	4030	3423	2545	2537
Cnig_chr_III.g9831.t1	Cnig_chr_III	6780463	6782580	+	2118	1283	1419	1390	951	851	849
Cnig_chr_II.g8066.t1	Cnig_chr_II	18075680	18081802	-	6123	2430	3189	2739	2612	1971	2905
Cnig_chr_II.g5454.t1	Cnig_chr_II	7477342	7477954	-	613	2388	2269	2387	2425	2844	2444
Cnig_chr_V.g20096.t1	Cnig_chr_V	14323904	14324730	+	827	1176	1406	997	1194	1269	1436
Cnig_chr_V.g21931.t1	Cnig_chr_V	21075990	21079670	-	3681	191	123	238	153	146	171
Cnig_chr_I.g650.t3	Cnig_chr_I	3386052	3390485	+	4434	1126	1140	1157	943	1675	898
Cnig_chr_IV.g13753.t1	Cnig_chr_IV	8865443	8866688	+	1246	891	417	659	922	588	558
Cnig_chr_V.g20243.t1	Cnig_chr_V	14883237	14885107	+	1871	232	262	224	903	786	1046
Cnig_chr_X.g24980.t1	Cnig_chr_X	14820553	14823320	-	2768	76	57	59	52	75	37
Cnig_chr_II.g6850.t1	Cnig_chr_II	13076427	13079281	-	2855	1030	1144	1096	978	891	883
Cnig_chr_II.g8249.t1	Cnig_chr_II	18911979	18912724	+	746	122	93	110	215	221	161
Cnig_chr_IV.g13957.t1	Cnig_chr_IV	9561798	9562433	+	636	1831	1828	1921	1370	1391	1333
Cnig_chr_I.g1751.t1	Cnig_chr_I	7603537	7605157	-	1621	996	745	859	645	600	687
Cnig_chr_III.g10781.t1	Cnig_chr_III	10149839	10150565	-	727	4527	4942	4995	4567	4296	4963
Cnig_chr_I.g64.t1	Cnig_chr_I	269290	269770	+	481	22	18	24	29	24	28
Cnig_chr_X.g24675.t1	Cnig_chr_X	13251400	13254221	-	2822	699	580	698	695	623	711
Cnig_chr_X.g22228.t1	Cnig_chr_X	238603	241294	+	2692	867	768	980	952	724	850
Cnig_chr_V.g16296.t1	Cnig_chr_V	19243	20454	-	1212	917	934	927	662	860	784
Cnig_chr_IV.g14372.t1	Cnig_chr_IV	11135470	11136977	+	1508	1117	1191	1180	811	890	823
Cnig_chr_V.g19841.t1	Cnig_chr_V	13407545	13409619	-	2075	2211	2783	2613	1897	1553	1940
Cnig_chr_III.g10113.t1	Cnig_chr_III	7816588	7818113	-	1526	4499	4923	4715	2451	2474	2445
Cnig_chr_V.g19826.t1	Cnig_chr_V	13315573	13317103	-	1531	261	252	302	196	172	219
Cnig_chr_X.g23791.t1	Cnig_chr_X	8802040	8805015	-	2976	310	256	294	607	425	571
Cnig_chr_III.g8662.t1	Cnig_chr_III	1398118	1399842	+	1725	89	81	188	201	197	208
Cnig_chr_III.g10309.t3	Cnig_chr_III	8593399	8594335	-	937	364	508	410	193	169	224
Cnig_chr_III.g11228.t2	Cnig_chr_III	11929513	11934609	+	5097	441	363	549	511	528	482
Cnig_chr_X.g24203.t1	Cnig_chr_X	10916324	10917588	+	1265	314	222	219	392	470	336
Cnig_chr_III.g10308.t1	Cnig_chr_III	8592755	8593285	-	531	252	269	308	187	145	132
Cnig_chr_IV.g14478.t1	Cnig_chr_IV	11538026	11539510	+	1485	2220	2426	2564	1155	1063	1169
Cnig_chr_X.g22951.t1	Cnig_chr_X	4039211	4041730	+	2520	3035	2775	2804	2452	2136	2337
Cnig_chr_X.g25003.t1	Cnig_chr_X	14967435	14969689	-	2255	11197	8699	10761	8727	6595	8439
Cnig_chr_III.g8793.t1	Cnig_chr_III	2143491	2145803	+	2313	33	37	32	76	151	80
Cnig_chr_V.g20404.t1	Cnig_chr_V	15426019	15427184	+	1166	4695	5063	5322	5371	8352	6002
Cnig_chr_IV.g16000.t1	Cnig_chr_IV	19217941	19218369	-	429	1488	1602	1632	1275	2107	1383
Cnig_chr_X.g26153.t1	Cnig_chr_X	20957262	20960009	+	2748	48	60	45	127	114	111
Cnig_chr_X.g25083.t3	Cnig_chr_X	15492236	15495111	+	2876	299	271	311	445	500	437
Cnig_chr_V.g19068.t1	Cnig_chr_V	10513097	10515879	-	2783	276	216	211	249	223	221
Cnig_chr_V.g20220.t3	Cnig_chr_V	14801630	14805422	+	3793	304	161	287	440	285	259
Cnig_chr_X.g22242.t2	Cnig_chr_X	289486	291219	+	1734	1003	869	908	1047	1068	951
Cnig_chr_II.g5390.t1	Cnig_chr_II	7201604	7204137	+	2534	1674	1473	1580	3324	2581	3000
Cnig_chr_IV.g14879.t1	Cnig_chr_IV	13053445	13055486	-	2042	3752	3807	4287	4074	3533	4241
Cnig_chr_I.g2536.t1	Cnig_chr_I	10457876	10458527	+	652	697	736	742	568	572	565
Cnig_chr_IV.g14846.t1	Cnig_chr_IV	12918422	12918973	+	552	59	218	109	32	38	98
Cnig_chr_III.g10483.t1	Cnig_chr_III	9137691	9138538	-	848	495	542	511	385	362	309
Cnig_chr_V.g21660.t1	Cnig_chr_V	19732723	19735878	-	3156	249	158	187	218	240	225
Cnig_chr_X.g23861.t1	Cnig_chr_X	9175720	9177902	-	2183	403	212	346	536	423	565
Cnig_chr_X.g24667.t1	Cnig_chr_X	13190007	13195108	-	5102	122	152	84	108	102	83
Cnig_chr_I.g371.t1	Cnig_chr_I	1883371	1889426	-	6056	1892	1693	1538	1529	1160	1130
Cnig_chr_III.g9986.t1	Cnig_chr_III	7320250	7320980	-	731	443	356	463	403	526	454
Cnig_chr_III.g10521.t1	Cnig_chr_III	9296325	9297878	-	1554	2759	2801	2722	3111	3501	3417
Cnig_chr_II.g5578.t1	Cnig_chr_II	8009669	8011493	+	1825	443	337	395	1103	1012	914
Cnig_chr_X.g24168.t1	Cnig_chr_X	10702722	10705117	+	2396	496	498	421	266	320	328
Cnig_chr_V.g18843.t2	Cnig_chr_V	9709609	9712490	+	2882	1955	2171	2182	2058	1713	1885
Cnig_chr_III.g10079.t1	Cnig_chr_III	7689877	7690560	+	684	1433	1619	1500	1238	1465	1250
Cnig_chr_IV.g15021.t2	Cnig_chr_IV	13632020	13635857	-	3838	2883	2547	2669	2137	2106	2103
Cnig_chr_III.g9550.t1	Cnig_chr_III	5641178	5642244	-	1067	1323	1299	1275	1788	1671	1708
Cnig_chr_II.g6534.t2	Cnig_chr_II	11780963	11782493	+	1531	705	1044	626	716	836	780
Cnig_chr_II.g4069.t1	Cnig_chr_II	455663	464474	+	8812	676	450	506	1414	989	1130
Cnig_chr_II.g4142.t1	Cnig_chr_II	804506	805709	-	1204	93	135	121	86	98	108
Cnig_chr_IV.g13412.t1	Cnig_chr_IV	7462334	7464827	-	2494	1453	1525	1516	1320	1217	1327
Cnig_chr_X.g23325.t1	Cnig_chr_X	6248610	6251607	+	2998	76	104	111	905	566	697
Cnig_chr_III.g11785.t2	Cnig_chr_III	14861791	14865381	+	3591	839	420	706	81	92	72
Cnig_chr_IV.g13361.t1	Cnig_chr_IV	7151153	7151635	-	483	47	54	60	27	45	40
Cnig_chr_I.g3281.t1	Cnig_chr_I	13540190	13546491	-	6302	174	140	151	351	283	291
Cnig_chr_I.g2020.t2	Cnig_chr_I	8664096	8667807	+	3712	1853	2540	2124	2429	1514	2383
Cnig_chr_IV.g12417.t2	Cnig_chr_IV	2134426	2135950	+	1525	1507	1434	1423	1155	1576	1259
Cnig_chr_I.g3961.t1	Cnig_chr_I	16706726	16708800	+	2075	514	436	452	1164	1169	965
Cnig_chr_I.g1887.t2	Cnig_chr_I	8162559	8164502	+	1944	83	89	76	146	164	138
Cnig_chr_III.g10626.t1	Cnig_chr_III	9670394	9671948	-	1555	10	23	19	49	35	52
Cnig_chr_IV.g13527.t1	Cnig_chr_IV	8050734	8053921	+	3188	739	878	747	675	747	726
Cnig_chr_X.g25717.t2	Cnig_chr_X	18677586	18678723	+	1138	3011	2685	2624	1938	1543	1514
Cnig_chr_II.g4674.t1	Cnig_chr_II	3940784	3944862	-	4079	37	25	30	58	39	45
Cnig_chr_III.g9860.t3	Cnig_chr_III	6873056	6875142	-	2087	3	7	2	584	717	823
Cnig_chr_I.g2799.t1	Cnig_chr_I	11600418	11601756	-	1339	736	822	811	669	708	713
Cnig_chr_V.g16925.t1	Cnig_chr_V	2198985	2203971	-	4987	2089	2069	2514	2076	1895	1970
Cnig_chr_II.g6101.t2	Cnig_chr_II	10158347	10159103	+	757	552	955	793	87	88	108
Cnig_chr_V.g21930.t1	Cnig_chr_V	21073342	21075642	+	2301	115	223	130	145	128	187
Cnig_chr_II.g8228.t1	Cnig_chr_II	18822980	18827761	-	4782	800	1015	1040	535	506	566
Cnig_chr_III.g11126.t2	Cnig_chr_III	11498353	11503209	+	4857	1317	1056	1261	2163	2106	2017
Cnig_chr_III.g10603.t1	Cnig_chr_III	9590833	9592545	+	1713	302	284	337	707	689	888
Cnig_chr_III.g10365.t1	Cnig_chr_III	8748819	8749744	-	926	1901	2101	1996	1032	999	961
Cnig_chr_III.g10820.t1	Cnig_chr_III	10257597	10260502	+	2906	922	644	769	1101	1202	1128
Cnig_chr_III.g9699.t1	Cnig_chr_III	6277116	6279364	-	2249	4699	4813	5287	3468	2939	3056
Cnig_chr_V.g19126.t1	Cnig_chr_V	10760333	10761555	-	1223	67	50	74	138	123	125
Cnig_chr_IV.g15026.t1	Cnig_chr_IV	13645434	13645863	-	430	665	577	602	269	293	330
Cnig_chr_X.g23306.t1	Cnig_chr_X	6191162	6193632	+	2471	1803	1460	1624	1920	2334	2037
Cnig_chr_I.g949.t1	Cnig_chr_I	4560214	4561721	-	1508	1597	1397	1191	1047	838	761
Cnig_chr_I.g2014.t1	Cnig_chr_I	8647271	8648283	-	1013	441	193	275	559	682	487
Cnig_chr_I.g3109.t1	Cnig_chr_I	12865034	12868036	-	3003	1144	1313	1366	725	636	737
