"","dn","ds","prop_cons_500bp_upstream_5bp_win","num_cons_windows_500bp_upstream_5bp","num_windows_500bp_upstream_5bp","position","domain","chromosome","enc","ds_ENCc"
"X.g20288__Cnig_chr_X.g24156",2.97804240343e-11,0.287265647091,0.490196078431373,50,102,9960932,"center","X",42.2838080066173,0.335420027477084
"X.g18738__Cnig_chr_X.g22392",0.0711588782921,0.291911968542,0.529411764705882,54,102,1055161,"armA","X",46.7770259985906,0.327853333375764
"II.g6914__Cnig_chr_II.g7596",0.00218133644,0.163606963365,0.673076923076923,70,104,14233441,"armB","II",37.117152394443,0.225804830058156
"II.g5063__Cnig_chr_II.g5405",0.00834131100565,0.206548985009,0.686274509803922,70,102,6373720,"center","II",48.6941639816371,0.237279377206956
"III.g7611__Cnig_chr_III.g8713",0.0297047124909,0.248278616848,0.314285714285714,33,105,1092464,"armA","III",46.666483924215,0.284520446087441
"X.g19750__Cnig_chr_X.g23639",0.108941583572,0.479148785368,0.277777777777778,40,144,7117196,"armA","X",47.2280779184411,0.513864146005689
"III.g10198__Cnig_chr_III.g11734",0.0369703857748,0.273512252848,0.450980392156863,46,102,13449007,"armB","III",43.3709026754097,0.318711801280566
"II.g5257__Cnig_chr_II.g5598",0.00117129635521,0.161618955824,0.813725490196078,83,102,7228341,"center","II",48.8852326902587,0.191830004176604
"V.g16320__Cnig_chr_V.g19330",0.0113983734268,0.125028787675,0.774509803921569,79,102,10142742,"center","V",37.3682838891059,0.186544053867697
"V.g17334__Cnig_chr_V.g20414",0.0145163316358,0.279677960622,0.471153846153846,49,104,14164729,"armB","V",47.6233065723187,0.31331905027948
"III.g7908__Cnig_chr_III.g8948",0.0790162949484,0.325503271477,0,0,101,3022189,"armA","III",52.1701334359507,0.346785631311345
"II.g3994__Cnig_chr_II.g4047",0.0132383131277,0.173436372454,0.772277227722772,78,101,238248,"armA","II",44.993113887034,0.214226588690329
"X.g19255__Cnig_chr_X.g23009",0.00829913721313,0.322490508799,0.533980582524272,55,103,4099508,"armA","X",45.3903413787978,0.362201021013983
"III.g7884__Cnig_chr_III.g8909",0.0432759939172,0.150568509286,0.3,30,100,2849426,"armA","III",44.3026156617711,0.193235568706669
"X.g20169__Cnig_chr_X.g24061",0.0527630120561,0.203077045387,0.730769230769231,76,104,9438379,"center","X",38.8836642867849,0.260473356212386
"X.g21796__Cnig_chr_X.g25892",0.00801526583416,0.205131832459,0.383177570093458,41,107,18189033,"armB","X",51.7174672952098,0.227644584103125
"X.g21248__Cnig_chr_X.g25233",0.116782734694,0.394592156719,NA,NA,NA,15263986,"center","X",50.3288103780013,0.42087941664583
"II.g6288__Cnig_chr_II.g6714",0.0388284824993,0.282792726315,0.654205607476635,70,107,11451202,"center","II",49.9519237316294,0.310104401812547
"III.g10257__Cnig_chr_III.g11763",0.0236561030708,0.273541980065,0.530434782608696,61,115,13855423,"armB","III",45.6617926273243,0.312514660657775
"IV.g11069__Cnig_chr_IV.g12923",0.0200954614755,0.215380512976,0.611111111111111,66,108,3825337,"armA","IV",36.7549570289553,0.27856286287019
"X.g21885__Cnig_chr_X.g25953",0.0206372961537,0.1759218527,NA,NA,NA,18726327,"armB","X",49.0614227947929,0.205653998740122
"V.g15325__Cnig_chr_V.g18214",0.0850681239822,0.380247100019,0.533980582524272,55,103,6129873,"armA","V",47.4028302142488,0.414487466452019
"X.g21971__Cnig_chr_X.g26125",0.145925317253,0.308695000271,NA,NA,NA,19132200,"armB","X",51.1476081109418,0.332756686129429
"III.g8168__Cnig_chr_III.g9418",0.0269530008627,0.168761570347,0.528301886792453,56,106,4352468,"armA","III",44.2124718962422,0.211673649531303
"IV.g12157__Cnig_chr_IV.g14105",1.05282942182e-11,0.105282942182,0.737864077669903,76,103,8944234,"center","IV",35.3448125182916,0.172298205785367
"I.g2568__Cnig_chr_I.g2144",0.0326905425345,0.164058182232,0.844660194174757,87,103,8675293,"center","I",44.0184852536445,0.207497536497819
"III.g8329__Cnig_chr_III.g9598",0.0051119299834,0.0242923224041,0.722772277227723,73,101,5031606,"center","III",29.3606498672724,0.107573138147397
"IV.g13721__Cnig_chr_IV.g16079",0.026262421822,0.26169431234,0.359223300970874,37,103,16965722,"armB","IV",51.8169462022861,0.283936670372815
"IV.g12133__Cnig_chr_IV.g14081",0.131287030541,0.295047358938,0.432692307692308,45,104,8828151,"center","IV",38.7304639151698,0.352860083684211
"IV.g13475__Cnig_chr_IV.g15747",0.00852343504258,0.360309226701,NA,NA,NA,15394913,"armB","IV",46.7626672744442,0.396289619981998
"IV.g13485__Cnig_chr_IV.g15770",0.0155520602137,0.23235602308,0.346534653465347,35,101,15474886,"armB","IV",46.7500855568007,0.268370614726964
"X.g20417__Cnig_chr_X.g24287",0.00897949457801,0.123954179063,0.504950495049505,51,101,10675768,"center","X",45.1633357427744,0.164281715283533
"III.g9410__Cnig_chr_III.g10754",1.20184580795e-11,0.120083355352,0.528846153846154,55,104,9364354,"center","III",44.6968726569512,0.161678784857907
"II.g6462__Cnig_chr_II.g6767",0.00354997075425,0.161642999628,NA,NA,NA,12318924,"armB","II",46.4197099495123,0.19855558519316
"III.g8045__Cnig_chr_III.g9270",0.00919709763485,0.183179416422,0.453703703703704,49,108,3779711,"armA","III",41.4948688681133,0.233478212232752
"X.g20459__Cnig_chr_X.g24338",0.0388850424138,0.207352765118,0.533333333333333,56,105,10911502,"center","X",53.0444038975492,0.226258770463533
"X.g20101__Cnig_chr_X.g23984",9.44674586904e-12,0.0945981652722,0.728155339805825,75,103,9068501,"center","X",41.5883513376414,0.14464286638818
"X.g20021__Cnig_chr_X.g23885",0.0136058128868,0.235100393517,0.801980198019802,81,101,8585579,"center","X",51.0360097961999,0.259465414747982
"II.g4542__Cnig_chr_II.g4760",0.0144947514304,0.221837464775,0.294117647058824,30,102,3801352,"armA","II",43.4030700255215,0.266949579135172
"IV.g10493__Cnig_chr_IV.g12029",0.0461179198727,0.19506563004,0.203883495145631,21,103,321849,"tipA","IV",39.4150791403159,0.251017502184133
"V.g18299__Cnig_chr_V.g21750",0.0199578258285,0.184840953641,NA,NA,NA,18443352,"armB","V",51.3487063625361,0.208356034353929
"I.g2086__Cnig_chr_I.g1711",2.89250361424e-12,0.023695919349,0.813725490196078,83,102,6731888,"center","I",45.4024851138115,0.0633734236785763
"IV.g11813__Cnig_chr_IV.g13838",0.0261232414773,0.17190864284,0.801980198019802,81,101,7630826,"center","IV",38.7073651721954,0.229784152278093
"III.g8823__Cnig_chr_III.g10099",0.0403501465743,0.212853332267,0.372881355932203,44,118,7037895,"center","III",47.6079004499765,0.246536297304687
"IV.g12485__Cnig_chr_IV.g14483",0.067285336452,0.154061041057,0.598039215686274,61,102,10348232,"center","IV",48.9205308168063,0.184176145573969
"II.g4834__Cnig_chr_II.g5174",0.0265407473596,0.258042324465,NA,NA,NA,5301277,"center","II",50.9001395771222,0.282776654530242
"V.g16643__Cnig_chr_V.g19682",0.0144609754097,0.141099006479,0.823529411764706,84,102,11429696,"center","V",44.8625750402283,0.18224404034694
"IV.g12447__Cnig_chr_IV.g14454",0.060211282455,0.223613520253,NA,NA,NA,10177166,"center","IV",43.0722040076703,0.269624961516289
"V.g14208__Cnig_chr_V.g16685",0.0154477997444,0.143202990556,0.715686274509804,73,102,1310701,"armA","V",45.2246169085794,0.183363958443464
"X.g18764__Cnig_chr_X.g22420",0.0260377810756,0.203709283422,0.357142857142857,45,126,1215830,"armA","X",48.4182633779179,0.235189601034244
"II.g5850__Cnig_chr_II.g6232",0.0136017163627,0.230682774982,0.388349514563107,40,103,9733613,"center","II",43.0784781247344,0.276677162568076
"II.g4341__Cnig_chr_II.g4525",0.00329821558585,0.112970849282,NA,NA,NA,2832359,"armA","II",46.3896993426633,0.149965006675822
"II.g7392__Cnig_chr_II.g8332",0.00613637052329,0.122914984122,0.811881188118812,82,101,16587940,"tipB","II",49.2922784465688,0.152019641428987
"III.g7809__Cnig_chr_III.g8801",0.0101517864199,0.283656306672,NA,NA,NA,2367973,"armA","III",45.8407209312385,0.322142642252724
"V.g16709__Cnig_chr_V.g19731",1.30914211066e-11,0.110391455574,0.732673267326733,74,101,11680176,"center","V",43.435000616975,0.155416779395472
"X.g21493__Cnig_chr_X.g25535",0.00354130764155,0.181877800098,0.560747663551402,60,107,16521185,"armB","X",52.7374986046751,0.201618004701538
"X.g21583__Cnig_chr_X.g25645",0.0670068513758,0.332465945288,0.803921568627451,82,102,17047994,"armB","X",39.8513069493074,0.387232106650888
"X.g18737__Cnig_chr_X.g22386",0.0212709683065,0.203299084245,0.732673267326733,74,101,1037454,"armA","X",53.4660735324093,0.221058949381514
"I.g1252__Cnig_chr_I.g809",0.00998944494926,0.0371322668191,0.427184466019417,44,103,3346651,"armA","I",34.2422642826376,0.107144366715138
"I.g1827__Cnig_chr_I.g1444",0.0237727326594,0.147987984739,0.79,79,100,5680697,"center","I",45.7521214056965,0.186715142684743
"V.g16210__Cnig_chr_V.g19212",0.00423310758105,0.120508803266,0.572815533980582,59,103,9723290,"center","V",43.6238598093825,0.165020788928008
"I.g1578__Cnig_chr_I.g1188",0.0185153814746,0.134933670094,0.607843137254902,62,102,4609620,"center","I",47.5050821578142,0.168896105525397
"X.g20967__Cnig_chr_X.g24922",0.070247680721,0.2966043627,0.504950495049505,51,101,13617000,"center","X",35.9681673321435,0.361925285621525
"IV.g12519__Cnig_chr_IV.g14519",0.00923945672957,0.166617578431,0.811881188118812,82,101,10451194,"center","IV",52.0857827070602,0.188129211976443
"II.g5119__Cnig_chr_II.g5452",0.0112390343275,0.281766931727,0.676470588235294,69,102,6606030,"center","II",48.0470609795657,0.314256214555762
"IV.g10865__Cnig_chr_IV.g12540",0.0136013535522,0.212848201252,NA,NA,NA,2327948,"armA","IV",45.735080073876,0.251621679240734
"I.g3004__Cnig_chr_I.g2638",0.00216925806918,0.106040161116,0.12565445026178,24,191,10437663,"center","I",44.8687501320603,0.147168410467204
"X.g20456__Cnig_chr_X.g24336",0.0401389574706,0.343360813,0.564356435643564,57,101,10898321,"center","X",48.7479707949183,0.37394495290203
"V.g18364__Cnig_chr_V.g21919",0.000934486720208,0.242253473376,0.403669724770642,44,109,18762064,"armB","V",50.9672971778385,0.266805262370796
"II.g6277__Cnig_chr_II.g6703",0.00217454466869,0.162911076127,0.407766990291262,42,103,11408469,"center","II",44.2243542887784,0.205790857780868
"V.g16234__Cnig_chr_V.g19242",0.00274276389744,0.157446668901,0.831683168316832,84,101,9817201,"center","V",38.0988369502599,0.216976218862344
"II.g5490__Cnig_chr_II.g5849",0.013405420014,0.130343216624,0.607843137254902,62,102,8188685,"center","II",37.3699484270964,0.191853958436086
"II.g4502__Cnig_chr_II.g4713",0.062533593656,0.315294683203,0.391304347826087,45,115,3622948,"armA","II",51.1079753083364,0.339464094979795
"III.g8908__Cnig_chr_III.g10176",0.0909290575177,0.187940979067,0.75,78,104,7305612,"center","III",43.5066474449683,0.232771559649636
"X.g22032__Cnig_chr_X.g26205",0.027876885533,0.304646114262,0.622641509433962,66,106,19434840,"armB","X",49.8043556319995,0.332358894602229
"III.g10381__Cnig_chr_III.g11859",0.0114861135346,0.165719191563,NA,NA,NA,14348349,"tipB","III",51.0949013680287,0.189924139616155
"X.g20750__Cnig_chr_X.g24650",0.0074319304398,0.244233800239,0.725490196078431,74,102,12389843,"center","X",51.5887972927711,0.267096289808974
"X.g21278__Cnig_chr_X.g25271",0.028144904279,0.28228792827,0.188118811881188,19,101,15410069,"center","X",44.778176766622,0.323662365080326
"X.g20290__Cnig_chr_X.g24158",0.00793337486746,0.200787841165,0.742574257425743,75,101,9975219,"center","X",52.4348472640801,0.221350682359111
"X.g20500__Cnig_chr_X.g24385",0.0165901477709,0.254528987529,NA,NA,NA,11168751,"center","X",47.4191386418858,0.288725026025845
"X.g20547__Cnig_chr_X.g24428",0.00765329676556,0.199951189168,0.495049504950495,50,101,11456439,"center","X",49.162237816993,0.229409309902375
"V.g15807__Cnig_chr_V.g18764",0.0121828691407,0.230914434808,0.725490196078431,74,102,8123951,"center","V",50.0874075669085,0.257857851701066
"X.g19997__Cnig_chr_X.g23857",0.0386857697836,0.218457558242,0.307692307692308,32,104,8458377,"armA","X",51.1476455901602,0.242519142228168
"X.g19960__Cnig_chr_X.g23818",0.00350823808161,0.187181088693,0.657142857142857,69,105,8233036,"armA","X",52.6089549120433,0.207270687899709
"II.g5573__Cnig_chr_II.g5934",0.00757888250378,0.134090853133,0.619047619047619,65,105,8474405,"center","II",44.8908135678331,0.175159131860764
"II.g4304__Cnig_chr_II.g4470",0.00780650372811,0.153990317538,0.0490196078431373,5,102,2591933,"armA","II",49.7165814441295,0.181941676892971
"III.g8764__Cnig_chr_III.g10031",0.0151319679843,0.121882336709,0.339805825242718,35,103,6788421,"center","III",40.1705409635278,0.175780788117136
"III.g8188__Cnig_chr_III.g9437",0.00752450395915,0.227861861505,0.486238532110092,53,109,4416534,"armA","III",49.3948244072594,0.256687788642434
"X.g21170__Cnig_chr_X.g25147",0.0141944807094,0.214429047913,0.647619047619048,68,105,14829211,"center","X",42.0424525129492,0.263239456651831
"X.g19491__Cnig_chr_X.g23254",0.0203754988268,0.241748753849,NA,NA,NA,5457927,"armA","X",53.9851888447075,0.258097611686542
"I.g3905__Cnig_chr_I.g3936",0.220468475373,0.375037733838,0.543689320388349,56,103,15357142,"tipB","I",39.7968454997329,0.429951926863683
"II.g6216__Cnig_chr_II.g6637",2.41638676715e-11,0.225309462896,0.695238095238095,73,105,11168217,"center","II",41.3407416362656,0.276027191926319
"V.g16742__Cnig_chr_V.g19771",8.6421500328e-12,0.0689047840461,0.594059405940594,60,101,11802786,"center","V",42.1527030310532,0.117415520858338
"V.g16730__Cnig_chr_V.g19755",0.0105480123302,0.185914783259,0.514563106796116,53,103,11736831,"center","V",49.6023603134689,0.214176607062314
"I.g1414__Cnig_chr_I.g1011",0.01072474657,0.0791246211849,0.41747572815534,43,103,4010542,"armA","I",37.7850311850951,0.139507126577565
"I.g1864__Cnig_chr_I.g1493",0.0221957026842,0.074169291553,NA,NA,NA,5802734,"center","I",45.0645960313095,0.114765212177296
"II.g5352__Cnig_chr_II.g5691",1.62056382152e-11,0.12247918269,0.451923076923077,47,104,7586055,"center","II",35.9735807018211,0.187785391531731
"IV.g13659__Cnig_chr_IV.g16022",0.0487003645263,0.364384928065,0.53921568627451,55,102,16651881,"armB","IV",47.7733665752418,0.397618139637607
"III.g8256__Cnig_chr_III.g9513",0.0161325696085,0.296399237567,0.378640776699029,39,103,4702561,"center","III",45.7320201375356,0.335181032768516
"X.g19757__Cnig_chr_X.g23646",0.0098075479909,0.140906486509,0.766990291262136,79,103,7153441,"armA","X",51.0584421622991,0.165210534327044
"I.g3479__Cnig_chr_I.g3199",0.00577019082935,0.318444877535,0.264705882352941,27,102,12945628,"armB","I",48.2678378214336,0.350334066843229
"II.g5178__Cnig_chr_II.g5511",0.0126279572862,0.175203435166,0.754901960784314,77,102,6907456,"center","II",39.1439567468229,0.231892245071494
"III.g8290__Cnig_chr_III.g9553",0.0135976033652,0.177840783763,0.388888888888889,42,108,4856973,"center","III",53.154427413659,0.196447734196047
"V.g17412__Cnig_chr_V.g20503",0.00367179935998,0.170537447056,0.480769230769231,50,104,14482084,"armB","V",48.9115282859173,0.200677021351634
"V.g15888__Cnig_chr_V.g18834",0.0537166084327,0.373637922734,NA,NA,NA,8447744,"center","V",49.6439161069808,0.401786793737482
"IV.g12871__Cnig_chr_IV.g14951",0.00459997776342,0.20053429173,0.567307692307692,59,104,11816578,"center","IV",45.0766595316684,0.2410974225547
"IV.g11688__Cnig_chr_IV.g13630",0.00626570981315,0.0980062912074,0.831683168316832,84,101,7220232,"center","IV",50.1202528630153,0.124860431303104
"I.g2148__Cnig_chr_I.g1743",0.00702004339051,0.165736873918,0.47741935483871,74,155,6981831,"center","I",43.591992822679,0.21033547723464
"V.g13898__Cnig_chr_V.g16332",0.00611028366093,0.196726396294,NA,NA,NA,140186,"armA","V",47.3878029247451,0.231007608401711
"V.g15943__Cnig_chr_V.g18896",0.00734463102822,0.125009711095,0.504854368932039,52,103,8662251,"center","V",49.2672233584267,0.154182470635552
"X.g20446__Cnig_chr_X.g24320",0.00289772378078,0.185543229261,0.702970297029703,71,101,10827409,"center","X",45.679820938299,0.224466907102805
"X.g18917__Cnig_chr_X.g22581",0.0269312616173,0.0833185956354,0.586538461538462,61,104,1967106,"armA","X",33.9926200994312,0.154009253370717
"X.g18547__Cnig_chr_X.g22200",0.00852000313309,0.0924052738556,0.485436893203884,50,103,126269,"tipA","X",38.074179175023,0.152001846114324
"III.g8306__Cnig_chr_III.g9572",0.00362398081285,0.132702188071,NA,NA,NA,4935492,"center","III",49.8523492880695,0.160284516857567
"IV.g11534__Cnig_chr_IV.g13473",0.0104376135194,0.313927541447,NA,NA,NA,6612956,"center","IV",45.9473609559611,0.352124018782973
"X.g20545__Cnig_chr_X.g24425",0.00339884186139,0.199089679305,0.58252427184466,60,103,11446261,"center","X",49.5501569539218,0.227493397056743
"X.g20263__Cnig_chr_X.g24126",0.00648726621322,0.251317916129,0.737864077669903,76,103,9829882,"center","X",48.3327441772682,0.28303068347536
"II.g5409__Cnig_chr_II.g5764",0.0105923140068,0.156560999652,0.509803921568627,52,102,7807815,"center","II",45.6755004491729,0.195496421015037
"I.g2826__Cnig_chr_I.g2438",0.0185977945231,0.196742742897,0.21,21,100,9653708,"center","I",48.3821609761769,0.228321190445234
"V.g18322__Cnig_chr_V.g21797",0.00680824025329,0.146140103975,0.535714285714286,60,112,18567207,"armB","V",37.1087660385231,0.208360765621675
"II.g5170__Cnig_chr_II.g5504",0.0169490212546,0.194401380043,NA,NA,NA,6845901,"center","II",51.3473227113794,0.217920221658055
"X.g20861__Cnig_chr_X.g24781",0.00477410080639,0.192964851339,0.752475247524752,76,101,12969535,"center","X",43.4042316242274,0.238073808357799
"X.g19252__Cnig_chr_X.g23007",0.00957996774649,0.149445083696,0.737864077669903,76,103,4087719,"armA","X",46.3733153361209,0.186483774457014
"I.g2079__Cnig_chr_I.g1705",0.00276800539301,0.102203382632,0.747572815533981,77,103,6700597,"center","I",49.7344386663169,0.130106204272423
"X.g20316__Cnig_chr_X.g24186",0.0180238247827,0.342506103869,0.613861386138614,62,101,10111547,"center","X",50.9701462994824,0.367050148666428
"I.g1723__Cnig_chr_I.g1335",0.00152939036383,0.187536345048,0.321100917431193,35,109,5276136,"center","I",46.8709871727299,0.223222314020017
"II.g5548__Cnig_chr_II.g5905",0.0172691469982,0.115797347847,NA,NA,NA,8374571,"center","II",39.2523931393237,0.172191416800594
"III.g8813__Cnig_chr_III.g10089",0.142812010386,0.308017745094,0.411214953271028,44,107,6999652,"center","III",50.536072214821,0.333741646634701
"III.g10070__Cnig_chr_III.g11515",0.0134001301486,0.145749252185,0.349514563106796,36,103,12666289,"armB","III",37.0357075290541,0.208168494161846
"III.g7476__Cnig_chr_III.g8417",0.00638580667289,0.20415170094,0.568627450980392,58,102,364813,"armA","III",52.8506082130746,0.223584462323787
"III.g9853__Cnig_chr_III.g11243",0.0143658676434,0.115899731403,0.302631578947368,46,152,11353147,"armB","III",43.3471861365278,0.161163743758467
"I.g1768__Cnig_chr_I.g1384",0.0065615788481,0.0930447439173,0.464912280701754,53,114,5456767,"center","I",53.1506265599121,0.111662025450687
"X.g19376__Cnig_chr_X.g23137",0.0353959962877,0.513431775614,0.705882352941177,72,102,4812978,"armA","X",46.6255157112499,0.549784960550624
"X.g18750__Cnig_chr_X.g22406",0.00301745951098,0.117718234505,0.70873786407767,73,103,1132647,"armA","X",47.9083372699367,0.150584582240518
"V.g16546__Cnig_chr_V.g19579",0.0211801995525,0.217556893305,0.574257425742574,58,101,10985751,"center","V",48.9964394694103,0.247465670517915
"II.g4626__Cnig_chr_II.g4840",0.00659302109683,0.228619173547,0.247524752475248,25,101,4222617,"armA","II",49.3045065697245,0.257690593593177
"V.g18280__Cnig_chr_V.g21756",0.00800704903213,0.270742741066,0.405940594059406,41,101,18326791,"armB","V",52.1323714559907,0.292127741735791
"I.g2646__Cnig_chr_I.g2231",0.0148865672429,0.0855714939052,0.801980198019802,81,101,9003432,"center","I",50.5995786531739,0.111122778599654
"V.g15656__Cnig_chr_V.g18605",0.0183829320625,0.110495568272,0.528846153846154,55,104,7604105,"center","V",45.110189932149,0.150967560117181
"V.g14519__Cnig_chr_V.g17183",0.0054482704245,0.143106519282,0.339805825242718,35,103,2546916,"armA","V",47.1359929551229,0.178072176052916
"X.g19100__Cnig_chr_X.g22816",0.00092558331023,0.0949550053679,0.457142857142857,48,105,3164424,"armA","X",50.9100478071338,0.119662403873747
"II.g4544__Cnig_chr_II.g4762",0.00636624682625,0.187389822183,0.27891156462585,41,147,3805835,"armA","II",47.8571119664381,0.22039540541286
"X.g22100__Cnig_chr_X.g26288",0.00710824969242,0.221725489972,0.490740740740741,53,108,19933296,"armB","X",47.0170458178988,0.257014456949414
"X.g20543__Cnig_chr_X.g24422",0.0444733483983,0.21923286102,0.86,86,100,11429365,"center","X",47.8227529241057,0.252331835560746
"X.g21883__Cnig_chr_X.g25950",0.0115774650867,0.273433288243,0.407766990291262,42,103,18710413,"armB","X",45.3980988180877,0.313122714962718
"IV.g11697__Cnig_chr_IV.g13963",0.0884503666974,0.160746758198,0.544554455445545,55,101,7243257,"center","IV",46.2389217033159,0.198150744284216
"X.g20046__Cnig_chr_X.g23914",0.00566134614165,0.207189010291,0.696078431372549,71,102,8755919,"center","X",51.1356427328046,0.231283219243021
"I.g3918__Cnig_chr_I.g3923",0.410161355282,0.558660973307,0.762376237623762,77,101,15396098,"tipB","I",41.0089519702146,0.610280539808552
"IV.g12734__Cnig_chr_IV.g14771",0.0480914387357,0.216009207032,0.28169014084507,40,142,11280352,"center","IV",46.0395414752868,0.253955128503967
"IV.g10538__Cnig_chr_IV.g11969",0.00535404660948,0.0887263302933,0.891089108910891,90,101,443195,"tipA","IV",47.6543805473719,0.122282957781066
"X.g21519__Cnig_chr_X.g25568",0.015143417856,0.532152840877,0.445544554455446,45,101,16657057,"armB","X",44.4721828976341,0.574358999604122
"X.g19325__Cnig_chr_X.g23079",0.00259821764836,0.344676338681,0.384615384615385,50,130,4531758,"armA","X",50.9873725613473,0.369173560777094
"X.g20333__Cnig_chr_X.g24202",0.00609217058347,0.219906156199,NA,NA,NA,10229166,"center","X",53.7368332522353,0.236930069357425
"X.g21069__Cnig_chr_X.g25028",0.00117181030997,0.174986490119,0.686274509803922,70,102,14223815,"center","X",45.7095409018293,0.21382938612973
"X.g19043__Cnig_chr_X.g22745",0.00828247066996,0.246793707319,0.582608695652174,67,115,2801594,"armA","X",47.5743089862568,0.280567977312192
"III.g8334__Cnig_chr_III.g9606",0.00320959511595,0.0780849194808,0.660194174757282,68,103,5073804,"center","III",38.3247237008698,0.137000486678968
"III.g8104__Cnig_chr_III.g9337",0.00556822611857,0.143403108868,0.203821656050955,32,157,4085186,"armA","III",45.5611822603674,0.182649258493118
"X.g21518__Cnig_chr_X.g25567",0.0129971999049,0.409095790848,0.592233009708738,61,103,16654956,"armB","X",50.0361512733954,0.436178527469365
"V.g17065__Cnig_chr_V.g20108",0.00806629232646,0.141918285191,0.644230769230769,67,104,13083138,"center","V",41.1800914107681,0.193072677589531
"I.g1506__Cnig_chr_I.g1118",0.00183866128762,0.139637033259,0.548076923076923,57,104,4330319,"center","I",46.7439612400933,0.175668271410836
"I.g2961__Cnig_chr_I.g2590",0.00518908849428,0.164367874335,0.693069306930693,70,101,10268721,"center","I",49.865362668516,0.191914831452962
"III.g9852__Cnig_chr_III.g11242",0.0068701294334,0.100701042209,0.564102564102564,66,117,11342282,"armB","III",41.1595863524299,0.15191116940536
"III.g8659__Cnig_chr_III.g9913",0.0182377135467,0.0887013016009,0.413223140495868,50,121,6351032,"center","III",47.0110947776134,0.124006444100554
"V.g18233__Cnig_chr_V.g21694",0.0407703760394,0.319339027675,NA,NA,NA,18046039,"armB","V",45.5401379899,0.358642377730403
"I.g3728__Cnig_chr_I.g3747",0.00793161065091,0.210646972049,0.702970297029703,71,101,14486973,"armB","I",40.9741887977792,0.262361028327447
"V.g17280__Cnig_chr_V.g20359",0.021263803669,0.180828758276,0.603960396039604,61,101,14012776,"center","V",45.9076069137204,0.219133291071784
"X.g22158__Cnig_chr_X.g26377",0.00742690254722,0.23215875549,0.558823529411765,57,102,20255778,"armB","X",47.4283241308946,0.266329826909726
"I.g918__Cnig_chr_I.g407",0.00921678996053,0.177138611582,0.285714285714286,38,133,1541570,"armA","I",42.9734016919122,0.223418607413777
"IV.g10708__Cnig_chr_IV.g12129",0.104986394601,0.281651748922,0.293103448275862,34,116,1559876,"armA","IV",48.6524504337632,0.31249552271191
"II.g6428__Cnig_chr_II.g6924",0.0179450811743,0.278672708923,0.125,14,112,12159920,"armB","II",43.9559616114677,0.322282008696839
"V.g16252__Cnig_chr_V.g19261",0.0208053787875,0.161013303625,0.495145631067961,51,103,9912449,"center","V",46.1170388859032,0.198748579389856
"V.g15546__Cnig_chr_V.g18490",0.00870706079848,0.134685526299,0.541284403669725,59,109,7174140,"center","V",49.4887226980582,0.163256228497891
"X.g20302__Cnig_chr_X.g24173",0.00633382619891,0.173742638882,0.712871287128713,72,101,10040771,"center","X",46.9672358201345,0.209166994411325
"V.g16172__Cnig_chr_V.g19167",0.00526429099701,0.158463067324,0.754901960784314,77,102,9575826,"center","V",51.2253907142152,0.182313332293175
"V.g14174__Cnig_chr_V.g16734",0.00311589228004,0.300993925856,0.794117647058823,81,102,1184642,"armA","V",43.8121589751545,0.344994095566908
"I.g2261__Cnig_chr_I.g1885",0.0251887517616,0.0919676906489,0.811881188118812,82,101,7514505,"center","I",52.7513924840456,0.111670130299761
"III.g9164__Cnig_chr_III.g10493",0.0159423552062,0.146476980613,0.737864077669903,76,103,8416527,"center","III",43.0691060530581,0.192496842426533
"X.g20856__Cnig_chr_X.g24776",0.0508571910167,0.224081217322,NA,NA,NA,12952230,"center","X",47.5301735653722,0.25797545180003
"X.g18826__Cnig_chr_X.g22487",0.00436509925381,0.236237872765,0.209677419354839,26,124,1498029,"armA","X",52.2722850834789,0.257242574212375
"X.g19655__Cnig_chr_X.g23471",0.0142987458366,0.230023031434,0.682692307692308,71,104,6510070,"armA","X",50.69582090664,0.255312720065127
"I.g2906__Cnig_chr_I.g2521",0.00452682097183,0.223607285141,0.552631578947368,63,114,9980020,"center","I",49.5670649667002,0.251965045224232
"X.g21798__Cnig_chr_X.g25889",1.64183874848e-11,0.16425542073,0.557692307692308,58,104,18203191,"armB","X",38.2266274677474,0.223437623293487
"I.g3802__Cnig_chr_I.g3826",0.0102427305695,0.152775783647,0.490566037735849,52,106,14833580,"armB","I",48.2630129968511,0.184678087310635
"III.g7538__Cnig_chr_III.g8498",0.0765931308429,0.628634264476,0.446428571428571,50,112,660320,"armA","III",42.7803948980755,0.675438872062435
"V.g16324__Cnig_chr_V.g19327",0.0777026299226,0.19730137149,0.774509803921569,79,102,10149600,"center","V",36.6650562554465,0.260728080671229
"II.g4427__Cnig_chr_II.g4617",0.0170654705804,0.229306392328,0.320388349514563,33,103,3252207,"armA","II",44.4873024670774,0.271471454554332
"X.g20673__Cnig_chr_X.g24560",0.00676276077142,0.133827200948,0.705882352941177,72,102,12028238,"center","X",52.0484648151257,0.155440268253253
"III.g9123__Cnig_chr_III.g10448",0.0063124949617,0.0877272270996,0.663461538461538,69,104,8238956,"center","III",53.192045990105,0.106231926482284
"X.g20510__Cnig_chr_X.g24396",0.00626189154467,0.167723376637,0.891089108910891,90,101,11230677,"center","X",45.3295838080687,0.207599034001308
