"gene","sex","class","chromosome","logFC.F1.vs.briggsae","logFC.F1.vs.nigoni","F1_dist_from_zero"
"X.g20989.t1__Cnig_chr_X.g24942.t1","male","no change","X",-0.531931206777427,-0.593890789497487,0.797281053702919
"X.g20990.t2__Cnig_chr_X.g24943.t2","male","C. briggsae dominant","X",0.441751085033548,2.74533754015771,2.78065140399286
"X.g20991.t1__Cnig_chr_X.g24944.t1","male","underdominant","X",-0.533650647435372,-0.517415924196581,0.743304952304499
"X.g20993.t4__Cnig_chr_X.g24946.t1","male","overdominant","X",1.96139561958993,1.50507772567175,2.47231303375196
"X.g20995.t1__Cnig_chr_X.g24948.t1","male","no change","X",0.0507112190358945,0.117606919303276,0.12807425660184
"X.g21002.t1__Cnig_chr_X.g24951.t2","male","underdominant","X",-3.43303258046316,-3.57355868544717,4.95540456237999
"X.g21004.t1__Cnig_chr_X.g24953.t1","male","underdominant","X",-2.03625362277883,-1.82749501212863,2.73606776883083
"X.g21005.t2__Cnig_chr_X.g24954.t2","male","overdominant","X",4.33455829026687,3.05793217536413,5.30465312351792
"X.g21007.t1__Cnig_chr_X.g24958.t1","male","no change","X",0.22919915870927,0.365950842435662,0.431801196654674
"X.g21008.t1__Cnig_chr_X.g24959.t1","male","no change","X",0.041965592757077,0.487216663337243,0.489020641700255
"X.g21009.t1__Cnig_chr_X.g24960.t1","male","overdominant","X",0.692052133390585,1.59083792710039,1.73484911898169
"X.g21010.t2__Cnig_chr_X.g24961.t1","male","ambiguous","X",0.322278998728286,0.763584527853464,0.828809437807331
"X.g21011.t1__Cnig_chr_X.g24962.t1","male","overdominant","X",3.79567618234567,1.29567541559817,4.01072717394386
"X.g21012.t1__Cnig_chr_X.g24963.t2","male","overdominant","X",0.93218665212321,0.468284052111745,1.04319792362661
"X.g21014.t1__Cnig_chr_X.g24964.t1","male","C. briggsae dominant","X",0.245505532164,1.29867173833597,1.32167365498284
"X.g21015.t2__Cnig_chr_X.g24965.t1","male","overdominant","X",1.0043468493489,0.932387858067205,1.37042318707332
"X.g21016.t1__Cnig_chr_X.g24966.t2","male","C. briggsae dominant","X",-0.0555866458697432,-0.655597236063937,0.657949550599225
"X.g21017.t1__Cnig_chr_X.g24967.t1","male","underdominant","X",-5.06902257869514,-1.98546686367546,5.44399380694674
"X.g21018.t1__Cnig_chr_X.g24968.t1","male","ambiguous","X",0.473514481439696,0.731951947214477,0.871762362782524
"X.g21019.t1__Cnig_chr_X.g24970.t1","male","C. briggsae dominant","X",-0.561483968712575,-1.47803372667625,1.58109074512304
"X.g21020.t1__Cnig_chr_X.g24971.t2","male","additive","X",-1.24119940856477,0.82948712089967,1.49285794888863
"X.g21024.t2__Cnig_chr_X.g24973.t1","male","overdominant","X",1.13869954153503,0.582528729612086,1.27905291787149
"X.g21025.t1__Cnig_chr_X.g24974.t2","male","ambiguous","X",0.762900806104401,0.35013382497858,0.83941130284794
"X.g21027.t1__Cnig_chr_X.g24975.t2","male","C. briggsae dominant","X",-0.366643138817687,-1.38527737917183,1.43297613674731
"X.g21029.t1__Cnig_chr_X.g24976.t1","male","C. briggsae dominant","X",0.464639045600978,-0.611076573973295,0.767661397984768
"X.g21030.t1__Cnig_chr_X.g24977.t1","male","underdominant","X",-0.83890689961308,-0.796142561416959,1.15654994026111
"X.g21031.t3__Cnig_chr_X.g24978.t2","male","no change","X",-0.444262615301846,-0.109051376972935,0.457451062054215
"X.g21032.t1__Cnig_chr_X.g24979.t1","male","C. briggsae dominant","X",0.293556119875358,1.40164400019375,1.43205485188082
"X.g21033.t1__Cnig_chr_X.g24980.t1","male","no change","X",0.873050706241134,0.418474687099193,0.968162486058467
"X.g21034.t1__Cnig_chr_X.g24981.t2","male","ambiguous","X",0.760268767154586,0.310273825627807,0.821144594563265
"X.g21035.t2__Cnig_chr_X.g24982.t1","male","no change","X",0.165348411595109,-0.243627375402236,0.294439119789486
"X.g21036.t1__Cnig_chr_X.g24983.t1","male","ambiguous","X",0.174570461570042,0.708383172219804,0.729576291238257
"X.g21037.t1__Cnig_chr_X.g24984.t1","male","underdominant","X",-1.86460215123298,-2.69778650433551,3.27945013765379
"X.g21038.t1__Cnig_chr_X.g24985.t1","male","underdominant","X",-4.94109180652194,-4.54721684924797,6.71502563766981
"X.g21039.t1__Cnig_chr_X.g24986.t1","male","underdominant","X",-1.22378242693902,-1.93105134972004,2.286176446327
"X.g21040.t1__Cnig_chr_X.g24987.t1","male","no change","X",0.462545582777001,0.1224091240531,0.47846881799963
"X.g21044.t3__Cnig_chr_X.g25000.t2","male","overdominant","X",1.43802546938023,0.520743690998817,1.52940878848701
"X.g21046.t2__Cnig_chr_X.g25002.t1","male","no change","X",-0.106175076710307,-0.127322342754888,0.165783370333193
"X.g21047.t1__Cnig_chr_X.g25003.t1","male","no change","X",0.153688059310286,-0.138779067943106,0.207074018828339
"X.g21048.t1__Cnig_chr_X.g25005.t1","male","C. briggsae dominant","X",-0.127236390976819,-0.901350632437693,0.910286801939166
"X.g21049.t2__Cnig_chr_X.g25006.t2","male","C. nigoni dominant","X",1.24636328215605,0.33831155215482,1.29146278979621
"X.g21050.t1__Cnig_chr_X.g25007.t1","male","no change","X",0.14593323274728,0.321966690430414,0.353495485355593
"X.g21051.t1__Cnig_chr_X.g25008.t1","male","no change","X",0.514965806251722,-0.675063288466038,0.849058434410181
"X.g21053.t1__Cnig_chr_X.g25013.t1","male","C. briggsae dominant","X",-0.617579611846395,1.40117980018969,1.53124439898664
"X.g21056.t1__Cnig_chr_X.g25016.t1","male","underdominant","X",-1.19579561991449,-1.61762405000086,2.01162489837143
"X.g21057.t3__Cnig_chr_X.g25018.t4","male","underdominant","X",-0.755922502576677,-0.847512300436998,1.13564780160655
"X.g21059.t1__Cnig_chr_X.g25019.t2","male","underdominant","X",-1.4632760893735,-2.95844061319682,3.30053749797583
"X.g21060.t1__Cnig_chr_X.g25020.t2","male","overdominant","X",1.98340395543298,1.08006679394978,2.2584143839916
"X.g21062.t1__Cnig_chr_X.g25021.t1","male","additive","X",-0.559163758943251,1.54912682023284,1.64695416283521
"X.g21063.t1__Cnig_chr_X.g25022.t1","male","overdominant","X",1.56219677413928,2.18042976294502,2.68229989230654
"X.g21067.t1__Cnig_chr_X.g25026.t1","male","C. briggsae dominant","X",0.457531093325893,-1.77242778431503,1.83052859905872
"X.g21069.t1__Cnig_chr_X.g25028.t1","male","overdominant","X",0.472180798114228,0.616378003331212,0.776451253523594
"X.g21070.t1__Cnig_chr_X.g25029.t1","male","C. nigoni dominant","X",2.43767109912183,-0.171975276400017,2.4437299120784
"X.g21071.t1__Cnig_chr_X.g25030.t1","male","overdominant","X",0.801010710214812,1.55054772459911,1.74522674863134
"X.g21072.t1__Cnig_chr_X.g25031.t1","male","C. briggsae dominant","X",-0.0530371277694253,-2.99149127897232,2.99196139832878
"X.g21074.t1__Cnig_chr_X.g25034.t1","male","no change","X",0.304714563719466,0.320644577308508,0.44233913494071
"X.g21075.t1__Cnig_chr_X.g25035.t1","male","C. briggsae dominant","X",-0.559600904285599,2.54801644295684,2.60874317740472
"X.g21077.t1__Cnig_chr_X.g25038.t1","male","no change","X",0.680718444038964,0.388774541015078,0.783915329481643
"X.g21078.t1__Cnig_chr_X.g25037.t1","male","no change","X",-0.619211224897748,-0.397924290245863,0.736047744244246
"X.g21081.t1__Cnig_chr_X.g25041.t2","male","C. nigoni dominant","X",-0.926647817083245,0.368626035806448,0.997276958111196
"X.g21082.t1__Cnig_chr_X.g25042.t2","male","no change","X",0.205323525547909,0.572380871012368,0.608093423450953
"X.g21083.t1__Cnig_chr_X.g25043.t2","male","additive","X",1.21401798739978,-0.914342249296199,1.51982282604856
"X.g21084.t1__Cnig_chr_X.g25044.t2","male","C. briggsae dominant","X",0.703322709216663,-1.36870453233893,1.53883557605905
"X.g21085.t2__Cnig_chr_X.g25045.t2","male","ambiguous","X",1.20066346822742,1.53689666468908,1.95029334251757
"X.g21086.t1__Cnig_chr_X.g25046.t1","male","no change","X",-0.262507928871707,-0.0399842078123542,0.265535590072018
"X.g21089.t3__Cnig_chr_X.g25049.t2","male","C. nigoni dominant","X",-1.29243181683169,0.229654298277306,1.31267707296048
"X.g21090.t1__Cnig_chr_X.g25052.t1","male","no change","X",0.30890922689666,0.255404533705824,0.400819643105701
"X.g21091.t1__Cnig_chr_X.g25053.t1","male","underdominant","X",-4.32691401059091,-7.42189546157886,8.59108358111204
"X.g21092.t1__Cnig_chr_X.g25054.t1","male","overdominant","X",1.81907383080889,1.74473793089526,2.52054360197129
"X.g21094.t2__Cnig_chr_X.g25055.t1","male","overdominant","X",1.24174190353387,0.532272546291875,1.35101333025546
"X.g21095.t1__Cnig_chr_X.g25056.t2","male","additive","X",-1.32091086934854,2.13996406883581,2.51480650163615
"X.g21098.t2__Cnig_chr_X.g25057.t1","male","C. nigoni dominant","X",1.36647698111989,0.234761608956692,1.38649643092598
"X.g21099.t1__Cnig_chr_X.g25058.t1","male","no change","X",0.324931743039069,-0.51228260689863,0.606641662734488
"X.g21100.t2__Cnig_chr_X.g25059.t3","male","no change","X",0.589565225004909,0.0914930687962539,0.596622272608763
"X.g21101.t1__Cnig_chr_X.g25060.t2","male","C. briggsae dominant","X",0.384626889293591,-1.19315154021221,1.25361415191375
"X.g21102.t2__Cnig_chr_X.g25061.t2","male","no change","X",0.397103080671394,-0.149868440990334,0.424442465221831
"X.g21103.t3__Cnig_chr_X.g25063.t2","male","ambiguous","X",0.611286439136256,-0.409210691960235,0.735611650999668
"X.g21104.t1__Cnig_chr_X.g25065.t1","male","ambiguous","X",0.411235458645672,0.534422678721105,0.674330929128241
"X.g21105.t1__Cnig_chr_X.g25066.t1","male","ambiguous","X",-0.410422975395134,0.416850682839981,0.584988470413181
"X.g21106.t1__Cnig_chr_X.g25067.t1","male","no change","X",-0.4693590228647,0.525380721942554,0.704501806479859
"X.g21108.t1__Cnig_chr_X.g25069.t1","male","ambiguous","X",0.0642679484836373,-0.848413354414004,0.85084404514007
"X.g21109.t1__Cnig_chr_X.g25072.t1","male","overdominant","X",1.14544282807424,0.716336970440456,1.35099146096728
"X.g21110.t1__Cnig_chr_X.g25073.t2","male","C. briggsae dominant","X",0.0784508064168465,-0.578322222282559,0.58361898685126
"X.g21115.t1__Cnig_chr_X.g25076.t3","male","ambiguous","X",0.314822590965879,-0.230597974845281,0.390241835001342
"X.g21116.t1__Cnig_chr_X.g25077.t1","male","no change","X",0.535942675115347,0.645726235161261,0.839164418803211
"X.g21117.t3__Cnig_chr_X.g25079.t1","male","C. briggsae dominant","X",0.519932098269872,1.55750349780727,1.64199468101854
"X.g21118.t2__Cnig_chr_X.g25081.t1","male","no change","X",0.413920443794553,-0.207301814925841,0.462929990670974
"X.g21119.t1__Cnig_chr_X.g25082.t1","male","additive","X",1.02029921644102,-1.0544834170982,1.46729198457745
"X.g21120.t1__Cnig_chr_X.g25083.t3","male","C. nigoni dominant","X",0.915362819232109,0.186295951602506,0.934128081376445
"X.g21122.t1__Cnig_chr_X.g25085.t1","male","additive","X",1.17264322283984,-0.550554450615819,1.29545448826468
"X.g21123.t1__Cnig_chr_X.g25086.t1","male","underdominant","X",-1.89470762415019,-2.14092704758788,2.8589308498294
"X.g21124.t1__Cnig_chr_X.g25087.t1","male","additive","X",-1.15397818900518,0.805695828348803,1.4074130269819
"X.g21125.t1__Cnig_chr_X.g25088.t1","male","ambiguous","X",0.833398558670762,0.251685593322519,0.87057383114852
"X.g21126.t3__Cnig_chr_X.g25089.t1","male","no change","X",0.725467573564404,0.67965940574929,0.994102664777085
"X.g21127.t1__Cnig_chr_X.g25090.t2","male","C. briggsae dominant","X",-0.54160058601102,-2.30627098920831,2.36901183416871
"X.g21129.t1__Cnig_chr_X.g25092.t1","male","no change","X",-0.125767235508629,0.361851547929521,0.383084769034836
"X.g21131.t1__Cnig_chr_X.g25094.t1","male","underdominant","X",-5.20506239890142,-5.44885214137992,7.53542727621188
"X.g21137.t1__Cnig_chr_X.g25103.t1","male","underdominant","X",-3.10964632083854,-3.26692191264123,4.51028591377533
"X.g21140.t1__Cnig_chr_X.g25108.t1","male","underdominant","X",-2.74071302004498,-3.44434921513737,4.40170982392769
"X.g21143.t1__Cnig_chr_X.g25112.t1","male","no change","X",1.89361806836565,0.399848989552217,1.93537298815675
"X.g21145.t1__Cnig_chr_X.g25113.t1","male","C. briggsae dominant","X",1.9258192295605,5.17994667339851,5.52635750238775
"X.g21146.t1__Cnig_chr_X.g25114.t1","male","C. briggsae dominant","X",-0.405655938233579,3.4586801019442,3.48238779974444
"X.g21147.t1__Cnig_chr_X.g25115.t1","male","no change","X",-0.158418784926814,0.1661864323195,0.229596258037391
"X.g21148.t1__Cnig_chr_X.g25116.t1","male","no change","X",0.119571654352446,0.321193121263976,0.342727882834
"X.g21152.t1__Cnig_chr_X.g25119.t1","male","C. nigoni dominant","X",0.852251836066223,0.336420578338979,0.91624887318249
"X.g21154.t1__Cnig_chr_X.g25120.t2","male","overdominant","X",2.40405012550198,0.944194029982996,2.58282004254683
"X.g21157.t1__Cnig_chr_X.g25122.t1","male","ambiguous","X",-0.962316389745368,-0.905047701107277,1.32104662115011
"X.g21158.t2__Cnig_chr_X.g25123.t1","male","ambiguous","X",0.671777853165019,0.359963908847827,0.76214139086918
"X.g21159.t1__Cnig_chr_X.g25124.t1","male","overdominant","X",1.6364044507631,1.67182883467913,2.33940829675837
"X.g21160.t2__Cnig_chr_X.g25126.t1","male","C. briggsae dominant","X",0.0917791921683338,-0.752804258351709,0.75837831687591
"X.g21161.t3__Cnig_chr_X.g25127.t2","male","no change","X",0.205343119154361,-0.398361041971141,0.44817107932616
"X.g21162.t1__Cnig_chr_X.g25128.t1","male","overdominant","X",0.984226204756654,0.55531773607718,1.13007920524695
"X.g21163.t2__Cnig_chr_X.g25130.t1","male","C. nigoni dominant","X",1.31306977992845,0.195078578141329,1.32748178842912
"X.g21167.t1__Cnig_chr_X.g25143.t1","male","C. briggsae dominant","X",0.298978857044399,1.24952225442142,1.28479345470544
"X.g21169.t1__Cnig_chr_X.g25146.t1","male","C. briggsae dominant","X",-0.763550665933772,-2.04341293323814,2.18140918563501
"X.g21170.t1__Cnig_chr_X.g25147.t2","male","overdominant","X",1.41773871152611,2.3368773529599,2.73330913307232
"X.g21171.t1__Cnig_chr_X.g25148.t2","male","C. briggsae dominant","X",0.163585337606607,-1.04324253089971,1.05599012351343
"X.g21176.t1__Cnig_chr_X.g25154.t2","male","overdominant","X",4.24940704453242,2.83830806577185,5.11013237659723
"X.g21179.t1__Cnig_chr_X.g25156.t3","male","C. nigoni dominant","X",1.31276862277981,-0.98536514501596,1.64143410649576
"X.g21182.t1__Cnig_chr_X.g25160.t1","male","C. nigoni dominant","X",0.763478433546889,-0.288878552051352,0.816302723458949
"X.g21184.t1__Cnig_chr_X.g25161.t1","male","additive","X",2.5755927094408,-1.20116634732392,2.84191456572292
"X.g21186.t1__Cnig_chr_X.g25162.t3","male","additive","X",2.15832537072719,-0.544564751260335,2.2259647738093
"X.g21193.t2__Cnig_chr_X.g25167.t2","male","ambiguous","X",-0.618345018365603,0.157493108748567,0.638086703388219
"X.g21195.t2__Cnig_chr_X.g25168.t1","male","C. nigoni dominant","X",1.11234850638661,-0.237944655110638,1.13751345423087
"X.g21196.t1__Cnig_chr_X.g25169.t2","male","ambiguous","X",0.828828328453703,1.43485233149529,1.65703277313541
"X.g21197.t2__Cnig_chr_X.g25172.t3","male","overdominant","X",1.47869893252181,1.08997609749667,1.83700800927901
"X.g21203.t2__Cnig_chr_X.g25184.t2","male","C. briggsae dominant","X",0.415726033815741,-0.733518990845493,0.843135958860229
"X.g21204.t1__Cnig_chr_X.g25185.t1","male","underdominant","X",-0.645649157822962,-1.26152923536512,1.41715166678743
"X.g21205.t1__Cnig_chr_X.g25186.t2","male","ambiguous","X",0.475156776324575,0.787921098513762,0.920105222010122
"X.g21206.t1__Cnig_chr_X.g25187.t4","male","no change","X",-0.111118469695238,0.103910001234039,0.152133502766056
"X.g21207.t1__Cnig_chr_X.g25188.t4","male","no change","X",-0.495136151282971,-0.494630453943901,0.699870769696852
"X.g21208.t1__Cnig_chr_X.g25189.t2","male","no change","X",0.168072290473091,-0.137456923342201,0.217123698843712
"X.g21209.t1__Cnig_chr_X.g25190.t3","male","overdominant","X",1.10893428664434,4.28149209801666,4.42277173698513
"X.g21212.t1__Cnig_chr_X.g25193.t2","male","overdominant","X",1.4889404466268,0.780717797300549,1.68120906868332
"X.g21214.t1__Cnig_chr_X.g25195.t1","male","overdominant","X",1.39231858857554,0.719185082082705,1.56709228649218
"X.g21215.t1__Cnig_chr_X.g25196.t1","male","C. nigoni dominant","X",0.582819027659885,0.0889292135440426,0.58956460547083
"X.g21216.t1__Cnig_chr_X.g25197.t1","male","overdominant","X",1.56025336100083,0.667505883075693,1.69704291473582
"X.g21217.t1__Cnig_chr_X.g25198.t1","male","ambiguous","X",0.405242272043623,-0.244283588204373,0.473176257347177
"X.g21218.t1__Cnig_chr_X.g25199.t2","male","overdominant","X",1.03354746100287,1.94288450691839,2.20068638414677
"X.g21224.t1__Cnig_chr_X.g25202.t1","male","underdominant","X",-1.64762912796529,-0.880812159961308,1.86829114552721
"X.g21226.t2__Cnig_chr_X.g25206.t2","male","no change","X",0.6347884009089,0.561485029000642,0.847479646788245
"X.g21227.t2__Cnig_chr_X.g25207.t2","male","ambiguous","X",0.463313560200403,0.797212704056607,0.922066998962016
"X.g21229.t1__Cnig_chr_X.g25209.t2","male","additive","X",1.71427161064345,-0.942185336777068,1.95612892312746
"X.g21232.t3__Cnig_chr_X.g25213.t1","male","no change","X",0.119448673100273,0.260026515031452,0.286149915297589
"X.g21233.t2__Cnig_chr_X.g25216.t2","male","ambiguous","X",0.440441393222406,-0.357157407486294,0.567053819831967
"X.g21234.t1__Cnig_chr_X.g25217.t2","male","C. briggsae dominant","X",-0.78651259897993,-2.83518934389328,2.94226115157716
"X.g21236.t1__Cnig_chr_X.g25222.t1","male","underdominant","X",-1.47908129668745,-1.63617123675221,2.20561506119855
"X.g21239.t1__Cnig_chr_X.g25228.t2","male","overdominant","X",3.4291840423055,1.06580513683561,3.59099481839056
"X.g21240.t1__Cnig_chr_X.g25229.t1","male","no change","X",-0.276587635037712,-0.240796635230016,0.366720246773821
"X.g21242.t1__Cnig_chr_X.g25231.t1","male","C. briggsae dominant","X",-0.230619185738102,-2.24035925053106,2.25219776668715
"X.g21247.t2__Cnig_chr_X.g25232.t1","male","underdominant","X",-2.15606701785804,-1.12513932168137,2.4319875572644
"X.g21248.t1__Cnig_chr_X.g25233.t2","male","C. nigoni dominant","X",1.09458387852397,0.0331588359192784,1.09508601284288
"X.g21249.t1__Cnig_chr_X.g25234.t1","male","C. briggsae dominant","X",-0.997454638327982,-2.11613858512756,2.33943545903444
"X.g21250.t4__Cnig_chr_X.g25235.t3","male","C. nigoni dominant","X",1.61138047314886,0.23850782318208,1.62893615926607
"X.g21251.t1__Cnig_chr_X.g25236.t1","male","underdominant","X",-1.81742988495122,-2.08313707189231,2.76450925970703
"X.g21252.t1__Cnig_chr_X.g25237.t1","male","C. briggsae dominant","X",0.422004437802902,-1.92280379773967,1.96856856373544
"X.g21253.t1__Cnig_chr_X.g25238.t1","male","additive","X",-2.62459688861978,1.3228347171013,2.93911560108158
"X.g21254.t1__Cnig_chr_X.g25239.t1","male","additive","X",1.92027209379733,-2.54066231686877,3.18471504574173
"X.g21255.t1__Cnig_chr_X.g25240.t1","male","additive","X",-2.78278253162228,4.30633187950574,5.12721882454314
"X.g21257.t1__Cnig_chr_X.g25241.t1","male","underdominant","X",-2.53312720923517,-2.38966570699636,3.48241807503952
"X.g21258.t1__Cnig_chr_X.g25242.t2","male","underdominant","X",-5.75567878369339,-2.28441451531017,6.19244603842602
"X.g21259.t1__Cnig_chr_X.g25244.t1","male","no change","X",0.339293416631689,-0.247780221081764,0.420136954490953
"X.g21260.t1__Cnig_chr_X.g25248.t1","male","ambiguous","X",0.409611993656351,1.15305246116116,1.2236469930241
"X.g21263.t1__Cnig_chr_X.g25251.t1","male","additive","X",-2.42649769386166,2.45735047331115,3.45347106647768
"X.g21264.t1__Cnig_chr_X.g25252.t1","male","additive","X",-2.61669952710561,4.77985839365603,5.44923505444193
"X.g21265.t1__Cnig_chr_X.g25253.t2","male","additive","X",-1.99546580488994,4.69012213537706,5.09697257430711
"X.g21266.t1__Cnig_chr_X.g25254.t1","male","additive","X",-2.25780468080009,5.9770578824432,6.38928031211021
"X.g21267.t2__Cnig_chr_X.g25255.t1","male","additive","X",2.44873933207879,-1.94104211990868,3.12473500120078
"X.g21268.t1__Cnig_chr_X.g25257.t2","male","underdominant","X",-3.65478513676099,-4.10084167866129,5.49311904743877
"X.g21269.t1__Cnig_chr_X.g25258.t1","male","underdominant","X",-5.66263519081874,-3.94952725240074,6.90392662343358
"X.g21275.t1__Cnig_chr_X.g25266.t3","male","underdominant","X",-0.998989935885621,-1.16338788229534,1.5334445724161
"X.g21276.t1__Cnig_chr_X.g25267.t1","male","ambiguous","X",-0.352635821672502,-0.997682823895872,1.05816966495146
"X.g21278.t1__Cnig_chr_X.g25271.t1","male","ambiguous","X",0.387168773846616,0.458529580134173,0.600124183232031
"X.g21279.t1__Cnig_chr_X.g25274.t1","male","C. briggsae dominant","X",0.0452656238863713,-0.989062373935529,0.990097649851168
"X.g21280.t2__Cnig_chr_X.g25275.t2","male","C. nigoni dominant","X",-4.45034550425141,1.76414724708113,4.78725293008367
"X.g21281.t1__Cnig_chr_X.g25279.t1","male","no change","X",-0.739027805695068,-0.792516159848219,1.08362537863001
"X.g21284.t1__Cnig_chr_X.g25282.t3","male","overdominant","X",2.02164899471065,1.4088758454639,2.46414200194433
"X.g21286.t2__Cnig_chr_X.g25283.t2","male","C. nigoni dominant","X",-1.59458941001334,-0.153977331059909,1.60200636859128
"X.g21288.t1__Cnig_chr_X.g25285.t1","male","C. nigoni dominant","X",2.61238629388204,-0.186919238828439,2.61906489997994
"X.g21291.t1__Cnig_chr_X.g25288.t1","male","underdominant","X",-6.41081670774134,-8.00960935586552,10.2592598609171
"X.g21293.t1__Cnig_chr_X.g25293.t1","male","underdominant","X",-2.29342279009656,-2.89348230896785,3.6921576302271
"X.g21294.t1__Cnig_chr_X.g25294.t1","male","underdominant","X",-3.55949967911034,-4.14118363521275,5.46071788926515
"X.g21295.t2__Cnig_chr_X.g25295.t1","male","C. briggsae dominant","X",0.166520704638715,-1.04099977143521,1.05423416241437
"X.g21296.t1__Cnig_chr_X.g25296.t1","male","C. nigoni dominant","X",0.628644920574932,-0.136317166296561,0.643254853065087
"X.g21297.t1__Cnig_chr_X.g25297.t1","male","C. briggsae dominant","X",-2.0651736832956,-4.41560807090573,4.87468326950834
"X.g21298.t1__Cnig_chr_X.g25298.t3","male","C. briggsae dominant","X",-0.320811444128813,1.14136233451015,1.18559181901802
"X.g21302.t1__Cnig_chr_X.g25301.t1","male","ambiguous","X",0.451023402644484,0.752692889718409,0.877478601428922
"X.g21303.t1__Cnig_chr_X.g25302.t2","male","ambiguous","X",-0.256056095107884,0.61308949865875,0.664412113983133
"X.g21305.t4__Cnig_chr_X.g25304.t1","male","underdominant","X",-2.80995946026066,-3.5515094765403,4.52869647142132
"X.g21307.t1__Cnig_chr_X.g25307.t1","male","ambiguous","X",-0.52847947441864,-0.515793009761029,0.738466643661136
"X.g21309.t2__Cnig_chr_X.g25311.t1","male","C. briggsae dominant","X",-0.700443236321034,0.924697047959519,1.16003679157729
"X.g21312.t2__Cnig_chr_X.g25315.t3","male","C. briggsae dominant","X",-0.333605682154434,-1.2805757192491,1.32331663780671
"X.g21315.t3__Cnig_chr_X.g25317.t1","male","no change","X",-0.0567169501783414,-0.107690662028054,0.121713150996813
"X.g21317.t1__Cnig_chr_X.g25319.t1","male","ambiguous","X",-1.06219028453221,-1.16084312967596,1.57346908843819
"X.g21320.t1__Cnig_chr_X.g25322.t1","male","underdominant","X",-7.13852654594913,-5.78186754854309,9.18632427013743
"X.g21321.t1__Cnig_chr_X.g25323.t1","male","overdominant","X",1.11436585483919,0.787028788381923,1.36426741226689
"X.g21322.t1__Cnig_chr_X.g25324.t1","male","C. briggsae dominant","X",0.195251337849436,1.54941719666659,1.56167113511717
"X.g21334.t1__Cnig_chr_X.g25340.t1","male","ambiguous","X",-0.726244444650779,1.78907272619707,1.93085789560193
"X.g21338.t1__Cnig_chr_X.g25344.t3","male","C. briggsae dominant","X",-0.647860747671761,1.92043123605779,2.02676581794747
"X.g21354.t1__Cnig_chr_X.g25368.t1","male","underdominant","X",-1.59335288140513,-1.41368048526804,2.13008589477272
"X.g21355.t1__Cnig_chr_X.g25369.t1","male","C. briggsae dominant","X",0.800304360630564,-1.46646506559254,1.67063067679473
"X.g21356.t1__Cnig_chr_X.g25370.t1","male","underdominant","X",-3.31723846552216,-2.71197096294656,4.28472374150366
"X.g21357.t1__Cnig_chr_X.g25371.t1","male","C. briggsae dominant","X",-0.444684662681106,-2.73282979365979,2.76877285640018
"X.g21358.t1__Cnig_chr_X.g25372.t2","male","C. briggsae dominant","X",-0.357857554634684,-1.25281545569361,1.30292309651564
"X.g21360.t1__Cnig_chr_X.g25376.t1","male","no change","X",-0.271594722782386,-0.0929016757501569,0.287044273240955
"X.g21361.t1__Cnig_chr_X.g25377.t1","male","underdominant","X",-3.51559076011814,-4.05910472838639,5.36988915980924
"X.g21364.t1__Cnig_chr_X.g25380.t1","male","ambiguous","X",0.384101379289614,0.630223185931701,0.738048191961803
"X.g21365.t1__Cnig_chr_X.g25381.t1","male","ambiguous","X",-0.973447716620402,-0.840065593800436,1.28581128431849
"X.g21366.t1__Cnig_chr_X.g25382.t1","male","no change","X",0.124824205555695,0.0387865218893761,0.13071142479862
"X.g21367.t1__Cnig_chr_X.g25383.t1","male","underdominant","X",-2.09788642002143,-1.35031276654954,2.49488917565831
"X.g21368.t1__Cnig_chr_X.g25384.t1","male","overdominant","X",1.07387602142535,1.49885028065721,1.84384431913829
"X.g21369.t1__Cnig_chr_X.g25386.t3","male","no change","X",0.214122462666314,-0.270567514522664,0.345043778285102
"X.g21371.t1__Cnig_chr_X.g25388.t3","male","ambiguous","X",0.239627983654165,-0.668967122503396,0.710590304986378
"X.g21377.t1__Cnig_chr_X.g25155.t2","male","C. nigoni dominant","X",-0.769137729068144,0.233462699423904,0.803789573394927
"X.g21378.t2__Cnig_chr_X.g25400.t1","male","C. nigoni dominant","X",0.864581582216461,0.0769983708390298,0.868003491594235
"X.g21379.t1__Cnig_chr_X.g25401.t2","male","no change","X",-0.208835620669487,-0.144858527821434,0.254158040484662
"X.g21380.t4__Cnig_chr_X.g25402.t1","male","no change","X",-0.438974065592314,0.0269273201899809,0.439799171026116
"X.g21381.t1__Cnig_chr_X.g25405.t1","male","underdominant","X",-1.04159772181145,-0.516471023720505,1.16261263214611
"X.g21382.t1__Cnig_chr_X.g25407.t1","male","overdominant","X",2.59891414455316,2.992009085854,3.96313929866103
"X.g21383.t1__Cnig_chr_X.g25409.t1","male","overdominant","X",2.28731895123129,2.15233018977579,3.14075679263487
"X.g21385.t1__Cnig_chr_X.g25410.t2","male","additive","X",0.941595933219959,-1.12108899174017,1.46405035051987
"X.g21386.t1__Cnig_chr_X.g25411.t1","male","no change","X",-0.155403532690899,-0.727944183513701,0.744347359963237
"X.g21389.t1__Cnig_chr_X.g25417.t3","male","C. briggsae dominant","X",-0.170912390186166,2.04832364029661,2.05544174826656
"X.g21394.t1__Cnig_chr_X.g25426.t1","male","C. briggsae dominant","X",-0.637048285306098,-1.96148665284896,2.06234342608501
"X.g21395.t3__Cnig_chr_X.g25427.t2","male","C. briggsae dominant","X",0.346503400644762,-0.711309736782875,0.7912181420446
