seq1,seq2,dn,ds
II.g6564.t1,Cnig_chr_II.g6984.t1,0.0189299998584,0.308208234767
II.g4902.t1,Cnig_chr_II.g5241.t1,0.00909595494505,0.132710621735
X.g21861.t1,Cnig_chr_X.g25928.t1,0.0284563355631,0.27742350238
II.g6393.t1,Cnig_chr_II.g6868.t2,0.0189806607159,0.256590695191
X.g19066.t1,Cnig_chr_X.g22776.t1,0.00942165782418,0.173310428594
IV.g11468.t1,Cnig_chr_IV.g13397.t1,0.0264165444242,0.308946812215
V.g17428.t1,Cnig_chr_V.g20523.t1,1.47515485792e-11,0.119819390656
X.g20042.t1,Cnig_chr_X.g23910.t1,0.00455728562791,0.259194380009
IV.g13074.t1,Cnig_chr_IV.g15112.t1,0.00916618530067,0.252982130708
III.g7947.t1,Cnig_chr_III.g9023.t1,0.0695992320785,0.274808064099
I.g1035.t1,Cnig_chr_I.g533.t2,0.0280682355547,0.178136047181
V.g16288.t1,Cnig_chr_V.g19295.t1,0.00413365094162,0.126296479911
V.g15380.t1,Cnig_chr_V.g18309.t1,1.47612480728e-11,0.133206085722
IV.g12598.t1,Cnig_chr_IV.g14612.t1,0.0108043081488,0.0555313608632
X.g21765.t2,Cnig_chr_X.g25823.t1,0.0248267419967,0.170910188226
IV.g10540.t1,Cnig_chr_IV.g11967.t1,0.0257202829483,0.15430033593
IV.g12145.t1,Cnig_chr_IV.g14094.t1,0.00609302401613,0.176984264436
II.g6340.t1,Cnig_chr_II.g6804.t1,0.00883192959964,0.111618094371
IV.g13234.t1,Cnig_chr_IV.g15262.t1,0.0126685398525,0.158571224042
I.g2750.t1,Cnig_chr_I.g2348.t1,0.0130443806828,0.192136627818
III.g8401.t1,Cnig_chr_III.g9674.t1,0.0306367054564,0.199919180611
II.g5627.t1,Cnig_chr_II.g5988.t1,0.0410961346244,0.196249720779
IV.g11402.t2,Cnig_chr_IV.g13333.t1,0.00506824050036,0.24109463215
X.g21785.t1,Cnig_chr_X.g25846.t1,0.00456294669322,0.157937600178
X.g20696.t1,Cnig_chr_X.g24588.t1,0.00284632601384,0.167907491135
X.g18871.t1,Cnig_chr_X.g22537.t3,0.025198701719,0.145854822789
II.g4891.t1,Cnig_chr_II.g5228.t2,0.0429178588451,0.261516159702
IV.g12648.t1,Cnig_chr_IV.g14674.t2,0.00334533482335,0.142661762411
III.g8507.t1,Cnig_chr_III.g10184.t1,0.0574707348879,0.153561991996
IV.g12826.t2,Cnig_chr_IV.g14881.t2,0.0113465161699,0.143013188168
V.g16517.t1,Cnig_chr_V.g19553.t2,0.0193730246532,0.130766679289
I.g2756.t2,Cnig_chr_I.g2357.t2,0.0985271155505,0.351048815111
III.g8248.t1,Cnig_chr_III.g9503.t1,0.0699596579916,0.296386803602
IV.g12846.t1,Cnig_chr_IV.g14899.t1,0.0384030533894,0.214776410809
V.g15806.t1,Cnig_chr_V.g18763.t2,0.0175804477054,0.199448090715
X.g20224.t2,Cnig_chr_X.g23706.t2,0.196765649342,0.345922797879
II.g7391.t1,Cnig_chr_II.g8330.t1,0.0610000706146,0.118454199025
III.g9219.t1,Cnig_chr_III.g10553.t1,0.021295202404,0.104632165953
X.g21572.t1,Cnig_chr_X.g25630.t1,0.00563856356916,0.176922093639
IV.g11773.t1,Cnig_chr_IV.g13882.t1,0.0496242990306,0.201891526376
X.g18616.t1,Cnig_chr_X.g22270.t1,0.0618428914148,0.0770870868161
III.g8725.t2,Cnig_chr_III.g9979.t1,0.00483325250074,0.128933809842
III.g7808.t1,Cnig_chr_III.g8803.t1,0.0137620663329,0.17381518566
III.g9002.t2,Cnig_chr_III.g10273.t2,0.0127943391731,0.125783055938
X.g18863.t1,Cnig_chr_X.g22529.t1,0.00790457458993,0.145433015219
II.g4470.t2,Cnig_chr_II.g4677.t1,0.0431093058893,0.299095897569
IV.g10951.t1,Cnig_chr_IV.g12704.t1,0.0258135385024,0.168989425187
V.g14464.t1,Cnig_chr_V.g17062.t1,0.00521694587335,0.378519236585
II.g7305.t1,Cnig_chr_II.g8245.t1,0.0994976400654,0.354965001047
IV.g11207.t1,Cnig_chr_IV.g13095.t1,0.00515485436555,0.143860012935
V.g15313.t1,Cnig_chr_V.g18199.t2,0.0125526593467,0.214590638663
V.g15660.t1,Cnig_chr_V.g18608.t2,0.0744517143279,0.316166283557
X.g19223.t2,Cnig_chr_X.g22974.t1,0.00429675738322,0.176850624819
V.g16832.t1,Cnig_chr_V.g19864.t1,0.00469765602449,0.119422425635
IV.g13757.t1,Cnig_chr_IV.g16281.t1,0.0134151750988,0.0973732035971
II.g4546.t3,Cnig_chr_II.g4764.t1,0.00428560530437,0.298519843817
X.g20966.t1,Cnig_chr_X.g24921.t1,0.00633149598985,0.250620107887
V.g17090.t1,Cnig_chr_V.g20131.t2,0.0658521596146,0.242241190126
III.g8954.t1,Cnig_chr_III.g10212.t2,0.0197556867146,0.221573036056
V.g16294.t2,Cnig_chr_V.g19305.t1,0.272111026999,0.513823443924
IV.g13149.t1,Cnig_chr_IV.g15191.t1,0.124181902707,0.239208498355
X.g21513.t1,Cnig_chr_X.g25561.t1,0.0177642130276,0.103244944297
III.g9560.t1,Cnig_chr_III.g10944.t1,0.0160752796458,0.292340974296
II.g4418.t3,Cnig_chr_II.g4608.t1,0.00555489631069,0.217564809581
V.g17389.t1,Cnig_chr_V.g20480.t1,0.00610487964867,0.202676351181
III.g8654.t1,Cnig_chr_III.g9908.t1,0.0303488349936,0.180698107654
IV.g10455.t3,Cnig_chr_IV.g12075.t1,0.0308267651473,0.133199963618
X.g18548.t1,Cnig_chr_X.g22201.t1,0.00544019829898,0.118583669281
IV.g12165.t1,Cnig_chr_IV.g14113.t1,0.0159297314259,0.150496857493
X.g20443.t1,Cnig_chr_X.g24317.t1,0.0255895282165,0.27950792565
I.g3055.t1,Cnig_chr_I.g2710.t1,0.0113751803098,0.240957785915
IV.g10767.t1,Cnig_chr_IV.g12416.t1,0.00193877689311,0.187505903862
X.g19254.t2,Cnig_chr_X.g23008.t2,0.0554067796798,0.226269833173
III.g9959.t1,Cnig_chr_III.g11387.t1,0.00416232396775,0.181408887208
III.g7428.t1,Cnig_chr_III.g8351.t1,0.0121658851434,0.14505370148
III.g9405.t4,Cnig_chr_III.g10747.t2,0.0309624330707,0.342229818094
III.g8567.t1,Cnig_chr_III.g9816.t1,0.028219497738,0.0770293725024
III.g9247.t1,Cnig_chr_III.g10583.t2,0.00820464431037,0.145163540344
II.g6202.t3,Cnig_chr_II.g6616.t1,0.0122653804645,0.17989682979
III.g8658.t1,Cnig_chr_III.g9912.t1,0.0112849832926,0.0993311472779
X.g20335.t1,Cnig_chr_X.g24204.t1,0.00327354131437,0.164860233198
IV.g13637.t1,Cnig_chr_IV.g15962.t1,0.0127780751793,0.281462017623
III.g8059.t1,Cnig_chr_III.g9260.t1,0.032164501858,0.270412261091
V.g16998.t3,Cnig_chr_V.g20035.t3,0.0549768155355,0.283589428383
IV.g10820.t1,Cnig_chr_IV.g12490.t1,0.152173960105,0.327409552178
V.g16939.t1,Cnig_chr_V.g19981.t1,1.82558121124e-11,0.160318347971
V.g18497.t2,Cnig_chr_V.g22072.t1,0.0325874841354,0.127157241289
X.g22064.t2,Cnig_chr_X.g26240.t1,0.00935241523188,0.196860342387
V.g16661.t2,Cnig_chr_V.g19699.t1,0.00432128920792,0.130684450313
III.g10359.t1,Cnig_chr_III.g11842.t1,0.00402727410981,0.23530765224
X.g19268.t1,Cnig_chr_X.g23022.t2,0.0360463941744,0.206455379284
I.g722.t1,Cnig_chr_I.g109.t1,0.0686232575826,0.22357544672
I.g866.t1,Cnig_chr_I.g347.t3,0.0351866419423,0.194650245613
X.g18580.t1,Cnig_chr_X.g22233.t1,0.00317594856851,0.121632085055
II.g7350.t2,Cnig_chr_II.g8289.t1,0.0384017955532,0.167539960998
IV.g13022.t1,Cnig_chr_IV.g15076.t2,0.0213486618075,0.296370666909
X.g18618.t1,Cnig_chr_X.g22273.t1,0.00841370481354,0.102741612596
X.g20764.t2,Cnig_chr_X.g24666.t1,0.0516103312021,0.483931457248
V.g15915.t2,Cnig_chr_V.g18866.t1,0.0513182462601,0.200135422602
X.g21091.t1,Cnig_chr_X.g25053.t1,0.00308029031379,0.136538679248
IV.g12454.t2,Cnig_chr_IV.g14426.t1,0.00714470465347,0.138052475835
III.g9695.t2,Cnig_chr_III.g10928.t3,0.0917882828452,0.354229683756
I.g955.t3,Cnig_chr_I.g444.t1,0.0082712333555,0.188080441878
V.g15594.t2,Cnig_chr_V.g18536.t1,0.0151215033454,0.249105003506
X.g18991.t1,Cnig_chr_X.g22687.t3,0.0139477392251,0.378572694951
III.g9034.t1,Cnig_chr_III.g10311.t1,0.0201213284305,0.0968042840034
X.g18867.t1,Cnig_chr_X.g22533.t1,0.00856552926543,0.236907968071
III.g8997.t2,Cnig_chr_III.g10268.t2,0.0751179847967,0.314729531119
II.g7353.t1,Cnig_chr_II.g8292.t1,0.0608764019395,0.16488580648
I.g885.t1,Cnig_chr_I.g370.t1,0.0244111683605,0.117307516909
II.g6480.t1,Cnig_chr_II.g6787.t1,0.0226717171824,0.113627515205
IV.g12417.t1,Cnig_chr_IV.g14410.t1,0.0054149353882,0.121511611097
X.g21031.t3,Cnig_chr_X.g24978.t2,0.0156824918303,0.195916325922
I.g3225.t2,Cnig_chr_I.g2977.t1,0.131874075368,0.388068607115
X.g21835.t3,Cnig_chr_X.g25897.t2,0.0110885081099,0.207050653526
V.g14310.t2,Cnig_chr_V.g16924.t1,0.0726353407785,0.231652612995
V.g17272.t1,Cnig_chr_V.g20351.t1,0.0165919539264,0.105515758495
III.g8602.t1,Cnig_chr_III.g9848.t2,0.0240173829263,0.153105778084
X.g20752.t1,Cnig_chr_X.g24653.t1,0.00887675116354,0.157702172985
X.g19377.t1,Cnig_chr_X.g23138.t1,0.00839938069658,0.209534155868
V.g15653.t1,Cnig_chr_V.g18600.t1,0.0607358247246,0.29692386892
IV.g12927.t1,Cnig_chr_IV.g15012.t1,0.0158639645708,0.213703452054
I.g3137.t1,Cnig_chr_I.g2797.t1,0.00883056374654,0.15433109487
V.g16948.t3,Cnig_chr_V.g19992.t2,0.0239107594329,0.365815502965
I.g2007.t1,Cnig_chr_I.g1661.t1,0.0132960217499,0.12197728127
III.g10083.t1,Cnig_chr_III.g11529.t1,0.033755632938,0.260892813203
I.g1447.t1,Cnig_chr_I.g1046.t1,0.0335891788404,0.188281087469
X.g19515.t1,Cnig_chr_X.g23280.t1,0.0186055029299,0.160114572569
X.g21396.t1,Cnig_chr_X.g25428.t3,0.0166384231784,0.251803606307
X.g20742.t1,Cnig_chr_X.g24642.t1,0.0171616531467,0.151042215433
III.g7634.t1,Cnig_chr_III.g8693.t1,0.0061485720898,0.161808779672
II.g6128.t1,Cnig_chr_II.g6511.t1,0.00963159619403,0.184008955138
X.g19317.t3,Cnig_chr_X.g23069.t1,0.305490582799,0.641991879619
X.g20364.t1,Cnig_chr_X.g24232.t1,0.0301450024362,0.2112573326
IV.g10528.t1,Cnig_chr_IV.g11981.t1,0.0265544474692,0.150937145671
X.g20889.t2,Cnig_chr_X.g24809.t2,0.00278156357959,0.123912914675
III.g8398.t2,Cnig_chr_III.g9671.t1,0.0232546419014,0.172223290118
II.g7358.t1,Cnig_chr_II.g8296.t2,0.00804362761346,0.18137209601
X.g20301.t1,Cnig_chr_X.g24172.t1,0.00440647748119,0.148822543213
II.g5885.t1,Cnig_chr_II.g6269.t1,0.0576324129257,0.130582874274
II.g5639.t1,Cnig_chr_II.g5999.t2,0.0711055077815,0.152073117521
I.g1461.t1,Cnig_chr_I.g1060.t1,0.0419913610408,0.0865601292239
IV.g12286.t1,Cnig_chr_IV.g14264.t1,0.0237598924064,0.18564438486
II.g6045.t1,Cnig_chr_II.g6428.t1,0.0296775708058,0.145626761959
X.g18651.t1,Cnig_chr_X.g22311.t1,0.0416676212852,0.10583075133
X.g21824.t1,Cnig_chr_X.g25860.t1,0.0155143372421,0.226327421527
I.g3758.t2,Cnig_chr_I.g3771.t1,0.0422531426016,0.220743952523
IV.g13793.t1,Cnig_chr_IV.g16249.t2,6.60477551189e-12,0.0641399555827
X.g18623.t1,Cnig_chr_X.g22279.t1,0.202773299372,0.422929519412
II.g5433.t1,Cnig_chr_II.g5789.t1,0.0152909342254,0.0719495806293
X.g18561.t1,Cnig_chr_X.g22215.t1,0.0222991573626,0.0980509138003
III.g9162.t1,Cnig_chr_III.g10490.t1,0.00617101306793,0.131214884894
X.g21727.t1,Cnig_chr_X.g25777.t1,0.0992829114122,0.180606450352
II.g6443.t1,Cnig_chr_II.g6945.t1,0.0692565514486,0.404891453876
II.g5382.t2,Cnig_chr_II.g5726.t2,0.0359694976192,0.134249436493
III.g8876.t1,Cnig_chr_III.g10146.t1,0.0487888256789,0.139281117926
III.g9291.t2,Cnig_chr_III.g10631.t2,0.0183516940373,0.126147359253
II.g7359.t1,Cnig_chr_II.g8297.t1,0.00560342742892,0.0990658230768
IV.g11927.t1,Cnig_chr_IV.g13715.t1,0.0572116937366,0.112273496059
X.g21123.t1,Cnig_chr_X.g25086.t1,0.0816721554217,0.36262854675
II.g7334.t2,Cnig_chr_II.g8274.t1,0.0542076766027,0.249616067767
II.g5125.t1,Cnig_chr_II.g5458.t1,0.00500390643345,0.120277072145
IV.g13075.t1,Cnig_chr_IV.g15113.t1,0.0208795464238,0.230479840244
II.g5640.t1,Cnig_chr_II.g6000.t1,0.144891827511,0.415653586675
II.g7367.t1,Cnig_chr_II.g8307.t2,0.0108312489807,0.135620869063
X.g18540.t3,Cnig_chr_X.g22193.t1,0.00905229179281,0.123020921247
IV.g12299.t1,Cnig_chr_IV.g14283.t1,0.0160166911653,0.112822394092
I.g1255.t1,Cnig_chr_I.g814.t1,0.00618101239392,0.0832492724939
V.g15281.t1,Cnig_chr_V.g18154.t2,0.152215735023,0.600625231467
X.g19602.t2,Cnig_chr_X.g23384.t1,0.00849934702665,0.269656085745
X.g21763.t2,Cnig_chr_X.g25821.t1,0.0893443955423,0.517364041517
V.g18453.t1,Cnig_chr_V.g22017.t1,0.00591160937246,0.167943608029
V.g14161.t1,Cnig_chr_V.g16748.t3,0.117387837256,0.249830020119
II.g5466.t1,Cnig_chr_II.g5822.t1,0.013756074125,0.168132470379
I.g1347.t1,Cnig_chr_I.g934.t1,1.32814271593e-11,0.0988848769345
V.g16639.t1,Cnig_chr_V.g19678.t1,0.00676221504029,0.154625671098
V.g16748.t1,Cnig_chr_V.g19776.t1,0.013901411724,0.130849638875
II.g6901.t2,Cnig_chr_II.g7529.t3,0.066195436142,0.313216860362
X.g18628.t2,Cnig_chr_X.g22286.t3,0.0310364317427,0.114664637164
X.g20312.t1,Cnig_chr_X.g24183.t1,0.0726594203002,0.287378089877
X.g20493.t1,Cnig_chr_X.g24374.t1,0.0105574213061,0.299696286219
V.g17613.t1,Cnig_chr_V.g20752.t1,0.113425918972,0.312706576291
II.g4431.t1,Cnig_chr_II.g4624.t2,0.00358174424487,0.150767938717
V.g15775.t1,Cnig_chr_V.g18723.t1,1.50160156819e-11,0.14438332097
IV.g12724.t1,Cnig_chr_IV.g14752.t1,0.0138383724932,0.25046691254
III.g8556.t1,Cnig_chr_III.g9803.t1,0.0385813229218,0.0795381304236
III.g10106.t1,Cnig_chr_III.g11572.t1,0.0549294984503,0.154484798483
III.g9311.t1,Cnig_chr_III.g10652.t1,0.0173412449106,0.200086638837
X.g21116.t1,Cnig_chr_X.g25077.t1,1.53139993382e-12,0.0153139993382
X.g21786.t3,Cnig_chr_X.g25847.t1,0.0264178870625,0.210355615298
III.g9282.t1,Cnig_chr_III.g10622.t2,0.00812932934667,0.0794744124732
V.g14349.t1,Cnig_chr_V.g16948.t1,0.0488678884687,0.351325677907
X.g18615.t2,Cnig_chr_X.g22269.t2,0.0640349502364,0.169056856293
II.g7378.t1,Cnig_chr_II.g8316.t1,0.003469886716,0.0843646633506
V.g14009.t1,Cnig_chr_V.g16488.t1,0.00918048405834,0.227107485833
IV.g12596.t1,Cnig_chr_IV.g14610.t3,0.00377640929498,0.0800004396261
II.g7025.t1,Cnig_chr_II.g7824.t1,0.0158232371496,0.223778258572
V.g13874.t1,Cnig_chr_V.g16308.t2,0.0246180397597,0.0592547636465
I.g1186.t1,Cnig_chr_I.g692.t1,0.00962880944836,0.150840029227
II.g3941.t1,Cnig_chr_II.g3989.t1,0.0134876526814,0.110877951156
IV.g11824.t1,Cnig_chr_IV.g13825.t1,0.0396697506723,0.226190183632
V.g18366.t2,Cnig_chr_V.g21921.t1,0.0220667258367,0.304981253971
IV.g11774.t1,Cnig_chr_IV.g13881.t1,0.0378742835498,0.211002027584
V.g15581.t1,Cnig_chr_V.g18523.t1,0.0144653126468,0.236697179524
V.g14011.t2,Cnig_chr_V.g16491.t3,0.0131115516066,0.190568727767
X.g20177.t1,Cnig_chr_X.g24068.t1,0.035012462907,0.29172443675
X.g20565.t1,Cnig_chr_X.g24445.t1,0.00886679586799,0.195840173934
X.g18703.t1,Cnig_chr_X.g22354.t2,0.0361513303878,0.149071656374
X.g18536.t1,Cnig_chr_X.g22187.t1,0.00791990800857,0.135354120021
I.g2534.t1,Cnig_chr_I.g2105.t1,0.0157026649123,0.0546540071733
V.g17212.t1,Cnig_chr_V.g20280.t1,0.0211390858626,0.176164672098
X.g21038.t1,Cnig_chr_X.g24985.t1,0.00820439177981,0.20565211342
X.g20622.t1,Cnig_chr_X.g24511.t1,0.0803034677028,0.255091077432
X.g21809.t1,Cnig_chr_X.g25878.t1,0.00978493331164,0.113343901295
X.g21842.t1,Cnig_chr_X.g25905.t2,0.0148044835232,0.295113742872
X.g19902.t1,Cnig_chr_X.g23749.t1,0.0388026728198,0.286774626869
X.g19026.t1,Cnig_chr_X.g22718.t3,0.0820940031236,0.377114117114
X.g20963.t1,Cnig_chr_X.g24918.t1,0.0372741409756,0.403370181255
V.g16445.t1,Cnig_chr_V.g19469.t2,0.00684151906676,0.148269053646
V.g17069.t1,Cnig_chr_V.g20111.t1,0.0405133681912,0.108095493874
I.g1691.t1,Cnig_chr_I.g1301.t1,0.0325939669063,0.114104332833
X.g19469.t1,Cnig_chr_X.g23230.t1,1.31742551689e-11,0.099967283585
V.g14034.t1,Cnig_chr_V.g16521.t1,0.0440080803278,0.266336065962
V.g15115.t1,Cnig_chr_V.g17980.t1,0.0159795296471,0.293858623256
II.g5493.t1,Cnig_chr_II.g5852.t1,0.0357543556663,0.193109878791
I.g2441.t1,Cnig_chr_I.g2048.t1,0.0165722081147,0.0469840281659
X.g20745.t1,Cnig_chr_X.g24645.t1,0.0710929594102,0.237622562911
II.g5914.t1,Cnig_chr_II.g6298.t1,0.0422689651461,0.225433774326
X.g20646.t1,Cnig_chr_X.g24534.t1,0.0150577749221,0.172188429915
II.g7381.t1,Cnig_chr_II.g8319.t1,0.0211437610493,0.154423153154
V.g17051.t2,Cnig_chr_V.g20086.t1,0.0212282004801,0.208053414504
II.g4668.t1,Cnig_chr_II.g5014.t1,0.0189100688087,0.124943714782
V.g17654.t1,Cnig_chr_V.g20800.t1,0.00622910553343,0.102756923804
II.g5966.t1,Cnig_chr_II.g6353.t1,0.0400384477885,0.126504676393
V.g17651.t1,Cnig_chr_V.g20797.t1,0.0556377794408,0.148725870928
X.g20354.t1,Cnig_chr_X.g24223.t2,0.0325150576593,0.252641934423
IV.g13692.t1,Cnig_chr_IV.g16030.t1,0.0176817625331,0.178880027205
II.g6567.t1,Cnig_chr_II.g6987.t1,0.00628066894455,0.113747663536
X.g22079.t1,Cnig_chr_X.g26258.t1,0.0189204579422,0.310002570479
V.g16440.t1,Cnig_chr_V.g19465.t1,0.0118730314895,0.13306219931
I.g2171.t1,Cnig_chr_I.g1796.t1,0.00944301825542,0.173013636846
IV.g12056.t1,Cnig_chr_IV.g14004.t2,0.0117335453277,0.123765655456
V.g14066.t1,Cnig_chr_V.g16572.t2,0.0430957351383,0.320822624702
X.g20495.t1,Cnig_chr_X.g24377.t1,1.40420449712e-11,0.139408471292
X.g21357.t1,Cnig_chr_X.g25371.t1,0.0227096827347,0.316278535881
X.g19488.t2,Cnig_chr_X.g23251.t1,0.026663840203,0.288863454718
I.g1941.t1,Cnig_chr_I.g1543.t1,0.0228556762797,0.0921962776909
X.g20654.t1,Cnig_chr_X.g24541.t2,0.0484237911338,0.215318948247
II.g6397.t1,Cnig_chr_II.g6872.t1,0.00239318297085,0.160792102611
V.g14413.t1,Cnig_chr_V.g17019.t3,8.62572602003e-12,0.0868957683441
X.g18717.t1,Cnig_chr_X.g22366.t1,0.00717436352523,0.21921908076
IV.g12691.t1,Cnig_chr_IV.g14715.t1,0.0057315177199,0.296997058422
I.g1824.t2,Cnig_chr_I.g1440.t2,0.115229173994,0.22639190066
V.g16363.t3,Cnig_chr_V.g19375.t2,0.00731806045987,0.154168501183
X.g20180.t1,Cnig_chr_X.g24071.t1,0.0369595765731,0.155208562372
V.g18365.t1,Cnig_chr_V.g21920.t2,0.0121787761925,0.340463919104
X.g21860.t1,Cnig_chr_X.g25927.t2,0.00225759089538,0.246078729624
X.g19570.t1,Cnig_chr_X.g23341.t1,0.0186084575719,0.15404636587
III.g8867.t2,Cnig_chr_III.g10139.t1,0.00761501825798,0.0452910692332
V.g17361.t2,Cnig_chr_V.g20442.t1,0.0077533866405,0.0490584474194
I.g2560.t1,Cnig_chr_I.g2135.t1,0.00814665649266,0.132769696787
III.g8007.t1,Cnig_chr_III.g9177.t1,0.141829681586,0.28695240768
V.g16037.t1,Cnig_chr_V.g18993.t1,0.0192419068607,0.118829954852
II.g4592.t1,Cnig_chr_II.g4901.t2,0.0091417680158,0.156419344392
X.g22047.t1,Cnig_chr_X.g26222.t1,0.0459797335793,0.346918835192
V.g16888.t1,Cnig_chr_V.g19922.t1,0.00269566613414,0.103261754451
I.g2941.t1,Cnig_chr_I.g2566.t1,0.141585176601,0.312690440228
V.g16915.t1,Cnig_chr_V.g19951.t1,0.107093227796,0.208582252178
IV.g12161.t1,Cnig_chr_IV.g14109.t1,0.0210864838199,0.133192674086
V.g16297.t1,Cnig_chr_V.g19309.t1,0.200450032078,0.442965374372
V.g16798.t1,Cnig_chr_V.g19832.t1,0.078860142384,0.219924603293
X.g18572.t1,Cnig_chr_X.g22226.t2,0.0310744251744,0.111654183015
V.g16416.t1,Cnig_chr_V.g19435.t3,0.00166934949279,0.0801052826551
V.g16237.t1,Cnig_chr_V.g19246.t1,0.0425861012513,0.212392315215
II.g4539.t1,Cnig_chr_II.g4757.t1,0.00375797587728,0.187783183786
V.g14177.t1,Cnig_chr_V.g16730.t1,0.00846659386664,0.163997789007
X.g20264.t1,Cnig_chr_X.g24127.t1,0.020502907762,0.150168619788
III.g8213.t1,Cnig_chr_III.g9481.t1,0.0099183189885,0.187442464521
X.g19958.t1,Cnig_chr_X.g23816.t1,0.0495120563001,0.190177617433
V.g16644.t1,Cnig_chr_V.g19683.t2,0.00548884328661,0.157905073414
I.g2871.t1,Cnig_chr_I.g2494.t1,0.0154867424875,0.118979731384
I.g1837.t1,Cnig_chr_I.g1457.t1,0.0563260594759,0.215781511305
II.g5211.t1,Cnig_chr_II.g5546.t1,9.00792286217e-12,0.073234169291
X.g19370.t1,Cnig_chr_X.g23130.t1,0.0396831536798,0.239169672399
I.g1537.t2,Cnig_chr_I.g1148.t2,0.00601413840572,0.0984282614179
III.g9966.t3,Cnig_chr_III.g11377.t1,0.0159436402955,0.227312133719
IV.g12184.t1,Cnig_chr_IV.g14136.t1,0.0102563615495,0.013500170803
X.g21965.t1,Cnig_chr_X.g26115.t1,0.0205630805522,0.275776867938
V.g14416.t1,Cnig_chr_V.g17025.t1,0.0195196665921,0.230873047817
I.g3444.t1,Cnig_chr_I.g3242.t1,2.04587425504e-11,0.20419790509
II.g6388.t1,Cnig_chr_II.g6863.t2,0.0174641616022,0.181468169026
IV.g13032.t1,Cnig_chr_IV.g15084.t1,0.013822544926,0.331363527787
X.g18830.t1,Cnig_chr_X.g22494.t1,0.0829405059007,0.243412517182
X.g21197.t2,Cnig_chr_X.g25172.t3,0.0426175590336,0.291838332708
X.g19184.t2,Cnig_chr_X.g22920.t1,1.83666137015e-12,0.0174179440755
II.g6247.t2,Cnig_chr_II.g6673.t1,0.0302533411401,0.296849050234
X.g21575.t1,Cnig_chr_X.g25633.t1,0.0384168185476,0.381088531084
II.g4144.t1,Cnig_chr_II.g4207.t1,0.0605953786838,0.509526455778
X.g21797.t1,Cnig_chr_X.g25891.t1,0.00942542384959,0.310322886487
I.g2709.t1,Cnig_chr_I.g2301.t1,0.00492518081041,0.141453087877
X.g18598.t1,Cnig_chr_X.g22250.t2,0.030069679459,0.11327284407
II.g5638.t1,Cnig_chr_II.g5998.t1,0.0198057751691,0.0848591279578
II.g6367.t1,Cnig_chr_II.g6833.t2,0.0231814558832,0.162747434951
V.g17049.t1,Cnig_chr_V.g20084.t3,0.0447480118808,0.142722910158
I.g2627.t1,Cnig_chr_I.g2213.t3,0.0154439824367,0.113003090012
V.g15129.t1,Cnig_chr_V.g17994.t1,0.016818214425,0.23969016308
V.g16723.t2,Cnig_chr_V.g19749.t3,0.0248574824055,0.166522557055
X.g18537.t1,Cnig_chr_X.g22188.t1,0.0213994802377,0.158122269275
V.g16518.t1,Cnig_chr_V.g19554.t1,0.0285913619736,0.103220527236
II.g6319.t1,Cnig_chr_II.g6742.t1,0.0876969402033,0.576563034908
X.g21213.t1,Cnig_chr_X.g25194.t2,0.118905145364,0.484174019388
IV.g11413.t1,Cnig_chr_IV.g13344.t1,0.0377481014315,0.326369860645
X.g20704.t1,Cnig_chr_X.g24595.t1,0.0239587280464,0.220092178633
II.g6731.t2,Cnig_chr_II.g7275.t1,0.0389481503591,0.163166089955
IV.g11694.t1,Cnig_chr_IV.g13965.t1,0.0207706564794,0.0909876401872
V.g14531.t1,Cnig_chr_V.g17143.t1,0.0181257256094,0.221084423346
X.g21571.t1,Cnig_chr_X.g25629.t1,0.0343993179071,0.451837030799
I.g1697.t1,Cnig_chr_I.g1308.t1,0.0219957358736,0.0795098827751
II.g6864.t1,Cnig_chr_II.g7465.t1,0.0413167270018,0.255840510769
X.g18818.t1,Cnig_chr_X.g22481.t1,0.00671382901191,0.138702584771
X.g21004.t1,Cnig_chr_X.g24953.t1,0.0145290462379,0.393841211008
IV.g11241.t1,Cnig_chr_IV.g13132.t1,0.0763029396105,0.491573694962
X.g21002.t1,Cnig_chr_X.g24951.t2,0.153890160134,0.668818506292
X.g18604.t1,Cnig_chr_X.g22256.t1,0.0511957048438,0.202418931281
II.g6168.t1,Cnig_chr_II.g6573.t1,0.0754802048223,0.139273313593
I.g900.t1,Cnig_chr_I.g384.t1,0.002901805468,0.127922334841
X.g20436.t1,Cnig_chr_X.g24309.t2,0.00646748173845,0.233513108816
II.g4880.t1,Cnig_chr_II.g5217.t2,0.00683264488624,0.228810967456
X.g22113.t3,Cnig_chr_X.g26303.t1,0.273689041079,0.489522488578
IV.g12775.t1,Cnig_chr_IV.g14818.t1,0.10711854142,0.148750824657
X.g20378.t1,Cnig_chr_X.g24247.t1,0.0796524682181,0.371866225515
III.g7781.t3,Cnig_chr_III.g8836.t2,0.173263263605,0.574090898684
V.g17908.t1,Cnig_chr_V.g21203.t1,0.0478647091705,0.277877614908
IV.g12828.t1,Cnig_chr_IV.g14882.t1,0.0707337553695,0.20937771211
X.g18522.t1,Cnig_chr_X.g22171.t1,0.0597770546886,0.16556674583
V.g17202.t1,Cnig_chr_V.g20270.t1,0.0304430262577,0.253665473082
II.g4351.t1,Cnig_chr_II.g4620.t1,0.0269770366977,0.208117957346
X.g18538.t1,Cnig_chr_X.g22190.t1,0.00780233863344,0.171543199847
