I.g1000,WBGene00040698,Cbr-imb-3
I.g1416,WBGene00026935,Cbr-cogc-3
I.g1419,WBGene00026931,Cbr-bam-2
I.g1425,WBGene00026929,Cbr-nhr-64
I.g1427,WBGene00026927,CBG04202
I.g1437,WBGene00026915,Cbr-mek-2
I.g1441,WBGene00026911,Cbr-supr-1
I.g1447,WBGene00026909,Cbr-col-49
I.g1456,WBGene00026899,CBG04172
I.g1462,WBGene00026896,CBG04169
I.g1463,WBGene00026896,CBG04169
I.g1464,WBGene00026893,Cbr-ptr-12
I.g1467,WBGene00026890,Cbr-scrt-1
I.g1468,WBGene00026888,CBG04161
I.g1470,WBGene00026887,CBG04160
I.g1473,WBGene00026887,CBG04160
I.g1476,WBGene00086674,CBG25260
I.g1488,WBGene00026835,Cbr-cutl-8
I.g1489,WBGene00026835,Cbr-cutl-8
I.g1490,WBGene00026835,Cbr-cutl-8
I.g1509,WBGene00026816,Cbr-tbcd-1
I.g1515,WBGene00026810,Cbr-lin-35
I.g1516,WBGene00026810,Cbr-lin-35
I.g1520,WBGene00026807,Cbr-mtk-1
I.g1537,WBGene00026789,CBG04043
I.g1555,WBGene00026771,Cbr-ceh-12
I.g1557,WBGene00026769,Cbr-nlp-62
I.g1566,WBGene00026762,Cbr-pgp-2
I.g1588,WBGene00026742,Cbr-abtm-1
I.g1589,WBGene00026742,Cbr-abtm-1
I.g1593,WBGene00086662,CBG25248
I.g1596,WBGene00026736,CBG03983
I.g1598,WBGene00026732,Cbr-dot-1.1
I.g1620,WBGene00026712,CBG03955
I.g1625,WBGene00026708,Cbr-ept-1
I.g1628,WBGene00026704,Cbr-clec-90
I.g1641,WBGene00026695,CBG03933
I.g1642,WBGene00026695,CBG03933
I.g1643,WBGene00026695,CBG03933
I.g1644,WBGene00026695,CBG03933
I.g1645,WBGene00026695,CBG03933
I.g1646,WBGene00026695,CBG03933
I.g1647,WBGene00026695,CBG03933
I.g1649,WBGene00026695,CBG03933
I.g1651,WBGene00026695,CBG03933
I.g1652,WBGene00026695,CBG03933
I.g1653,WBGene00026695,CBG03933
I.g1654,WBGene00026695,CBG03933
I.g1656,WBGene00026695,CBG03933
I.g1657,WBGene00026695,CBG03933
I.g1658,WBGene00026695,CBG03933
I.g1659,WBGene00026695,CBG03933
I.g1661,WBGene00026674,Cbr-csk-1
I.g1669,WBGene00026668,Cbr-rpl-7
I.g1671,WBGene00026666,CBG03903
I.g1692,WBGene00026651,Cbr-nsun-4
I.g1695,WBGene00026649,Cbr-tpxl-1
I.g1696,WBGene00026649,Cbr-tpxl-1
I.g1717,WBGene00026627,Cbr-mom-4
I.g1729,WBGene00026616,CBG03837
I.g1740,WBGene00026605,Cbr-algn-10
I.g1755,WBGene00026590,Cbr-endu-1
I.g1758,WBGene00026588,CBG03806
I.g1766,WBGene00026580,Cbr-tba-1
I.g1767,WBGene00026579,Cbr-cox-5B
I.g1778,WBGene00026572,Cbr-ercc-1
I.g1780,WBGene00026570,Cbr-rae-1
I.g1793,WBGene00026561,Cbr-ikb-1
I.g1808,WBGene00026505,CBG03701
I.g1817,WBGene00026513,Cbr-rba-1
I.g1824,WBGene00026521,CBG03721
I.g1827,WBGene00026525,Cbr-dut-1
I.g1833,WBGene00026529,CBG03730
I.g1841,WBGene00026537,Cbr-marc-3
I.g1842,WBGene00270862,CBG29835
I.g1845,WBGene00026541,CBG03744
I.g1846,WBGene00026543,CBG03746
I.g1847,WBGene00026543,CBG03746
I.g1851,WBGene00026546,CBG03752
I.g1860,WBGene00042584,Cbr-ahr-1
I.g1861,WBGene00042584,Cbr-ahr-1
I.g1867,WBGene00042592,Cbr-stn-1
I.g1871,WBGene00042596,CBG24500
I.g1910,WBGene00030048,Cbr-rskn-2
I.g1916,WBGene00030055,Cbr-cdc-48.3
I.g1918,WBGene00030056,CBG08217
I.g1922,WBGene00030061,Cbr-apr-1
I.g1933,WBGene00271593,CBG30956
I.g1941,WBGene00030071,Cbr-rbg-2
I.g1943,WBGene00270864,CBG29837
I.g1947,WBGene00030075,Cbr-unc-55
I.g1948,WBGene00030075,Cbr-unc-55
I.g1950,WBGene00030077,CBG08248
I.g1965,WBGene00030088,CBG08262
I.g1971,WBGene00030094,CBG08269
I.g1988,WBGene00270407,CBG29979
I.g1994,WBGene00032048,CBG10769
I.g2009,WBGene00032058,CBG10779
I.g2017,WBGene00032067,CBG10792
I.g2035,WBGene00032081,Cbr-ift-20
I.g2054,WBGene00032095,CBG10826
I.g2055,WBGene00032097,Cbr-prp-31
I.g2058,WBGene00039481,CBG20511
I.g2065,WBGene00039475,CBG20503
I.g2075,WBGene00039464,Cbr-unc-38
I.g2083,WBGene00039458,Cbr-pid-4
I.g2085,WBGene00039456,CBG20482
I.g2090,WBGene00039450,Cbr-ekl-1
I.g2091,WBGene00039450,Cbr-ekl-1
I.g2102,WBGene00039439,Cbr-mks-6
I.g2112,WBGene00040567,Cbr-dylt-1
I.g2114,WBGene00040569,CBG21897
I.g2118,WBGene00040574,Cbr-rde-2
I.g2120,WBGene00086881,CBG25467
I.g2135,WBGene00040587,CBG21918
I.g2136,WBGene00040589,Cbr-cpg-3
I.g2140,WBGene00040593,Cbr-glr-3
I.g2148,WBGene00040601,CBG21933
I.g2166,WBGene00032946,Cbr-gcsh-2
I.g2167,WBGene00032947,CBG11917
I.g2169,WBGene00032949,Cbr-inx-14
I.g2176,WBGene00032956,CBG11927
I.g2201,WBGene00032980,CBG11962
I.g2202,WBGene00032980,CBG11962
I.g2203,WBGene00032980,CBG11962
I.g2215,WBGene00032994,Cbr-uba-5
I.g2221,WBGene00032997,CBG11980
I.g2222,WBGene00032997,CBG11980
I.g2224,WBGene00033000,Cbr-acd-5
I.g2225,WBGene00033000,Cbr-acd-5
I.g2228,WBGene00033004,CBG11987
I.g2264,WBGene00033035,CBG12020
I.g2267,WBGene00033038,Cbr-ipla-4
I.g2286,WBGene00033054,CBG12045
I.g2293,WBGene00033060,Cbr-inx-17
I.g2302,WBGene00033068,Cbr-poml-2
I.g2311,WBGene00033076,Cbr-acd-2
I.g2313,WBGene00033078,Cbr-unc-89
I.g2325,WBGene00033082,Cbr-unc-73
I.g2336,WBGene00033094,Cbr-rpn-8
I.g2340,WBGene00033098,CBG12094
I.g2351,WBGene00033105,Cbr-eat-5
I.g2361,WBGene00040151,Cbr-aph-2
I.g2363,WBGene00270346,CBG29918
I.g2370,WBGene00040144,CBG21340
I.g2371,WBGene00040144,CBG21340
I.g2372,WBGene00040144,CBG21340
I.g2402,WBGene00025337,Cbr-rtel-1
I.g2405,WBGene00025333,Cbr-ubc-25
I.g2407,WBGene00025329,CBG02248
I.g2409,WBGene00025328,Cbr-ndk-1
I.g2426,WBGene00025314,Cbr-che-13
I.g2448,WBGene00025296,Cbr-pdpr-1
I.g2458,WBGene00025285,Cbr-mgl-2
I.g2461,WBGene00025283,Cbr-hpo-35
I.g2515,WBGene00270415,CBG29987
I.g2523,WBGene00270365,CBG29937
I.g2525,WBGene00270365,CBG29937
I.g2526,WBGene00270365,CBG29937
I.g2528,WBGene00270365,CBG29937
I.g2529,WBGene00270365,CBG29937
I.g2530,WBGene00270365,CBG29937
I.g2533,WBGene00270365,CBG29937
I.g2534,WBGene00270365,CBG29937
I.g2535,WBGene00270365,CBG29937
I.g2540,WBGene00033399,CBG12452
I.g2547,WBGene00033393,Cbr-nduf-7
I.g2563,WBGene00033377,CBG12424
I.g2565,WBGene00033375,Cbr-tax-2
I.g2576,WBGene00033367,CBG12414
I.g2577,WBGene00033367,CBG12414
I.g2578,WBGene00033367,CBG12414
I.g2582,WBGene00033361,CBG12407
I.g2587,WBGene00033359,Cbr-spd-2
I.g2612,WBGene00033332,Cbr-phip-1
I.g2620,WBGene00033324,Cbr-trt-1
I.g2621,WBGene00033324,Cbr-trt-1
I.g2628,WBGene00033318,CBG12358
I.g2639,WBGene00033311,Cbr-pas-4
I.g2642,WBGene00033308,Cbr-cdk-8
I.g2643,WBGene00033307,Cbr-tlf-1
I.g2647,WBGene00033304,CBG12342
I.g2653,WBGene00033297,CBG12335
I.g2668,WBGene00303409,CBG31447
I.g2676,WBGene00033279,Cbr-erp-44.1
I.g2677,WBGene00033276,CBG12310
I.g2678,WBGene00033276,CBG12310
I.g2679,WBGene00033276,CBG12310
I.g2692,WBGene00086754,CBG25340
I.g2695,WBGene00033426,CBG12481
I.g2707,WBGene00033436,CBG12493
I.g2716,WBGene00033444,Cbr-slc-25A42
I.g2717,WBGene00033445,CBG12502
I.g2719,WBGene00033449,Cbr-edc-3
I.g2722,WBGene00033451,Cbr-ddx-52
I.g2738,WBGene00033465,CBG12525
I.g2739,WBGene00033465,CBG12525
I.g2740,WBGene00033465,CBG12525
I.g2757,WBGene00270374,CBG29946
I.g2765,WBGene00033483,Cbr-chn-1
I.g2768,WBGene00033486,CBG12554
I.g2769,WBGene00033486,CBG12554
I.g2778,WBGene00033495,Cbr-fars-1
I.g2781,WBGene00033497,Cbr-rps-17
I.g2785,WBGene00033500,CBG12570
I.g2795,WBGene00033510,Cbr-chdp-1
I.g2802,WBGene00033515,Cbr-col-58
I.g2830,WBGene00033540,Cbr-lron-6
I.g2836,WBGene00033547,Cbr-npp-12
I.g2837,WBGene00033548,Cbr-mam-8
I.g2845,WBGene00033556,Cbr-nmtn-1
I.g2855,WBGene00033569,Cbr-try-6
I.g2858,WBGene00033572,Cbr-bag-1
I.g2859,WBGene00033574,Cbr-xpg-1
I.g2863,WBGene00033578,CBG12662
I.g2888,WBGene00033596,Cbr-maco-1
I.g2889,WBGene00033597,CBG12683
I.g2892,WBGene00033599,CBG12685
I.g2901,WBGene00033609,Cbr-nekl-2
I.g2902,WBGene00033610,CBG12696
I.g2920,WBGene00033624,CBG12718
I.g2929,WBGene00033633,Cbr-dpt-1
I.g2934,WBGene00033638,Cbr-bbs-9
I.g2941,WBGene00033645,Cbr-asd-2
I.g2954,WBGene00033658,Cbr-teg-4
I.g2959,WBGene00033662,CBG12763
I.g2961,WBGene00033662,CBG12763
I.g2962,WBGene00033662,CBG12763
I.g2969,WBGene00033668,CBG12771
I.g2971,WBGene00033669,CBG12772
I.g2973,WBGene00033670,Cbr-cye-1
I.g2979,WBGene00033677,CBG12785
I.g2990,WBGene00033687,CBG12795
I.g2997,WBGene00033694,Cbr-lonp-1
I.g3022,WBGene00033719,Cbr-fncm-1
I.g3035,WBGene00033725,CBG12847
I.g3036,WBGene00033725,CBG12847
I.g3046,WBGene00086792,CBG25378
I.g3059,WBGene00033741,Cbr-dhhc-11
I.g3062,WBGene00033742,Cbr-ccpp-1
I.g3063,WBGene00033743,Cbr-che-14
I.g3066,WBGene00033745,Cbr-rpt-5
I.g3068,WBGene00033748,CBG12879
I.g3070,WBGene00086798,CBG25384
I.g3134,WBGene00039280,Cbr-pigo-1
I.g3135,WBGene00039280,Cbr-pigo-1
I.g3148,WBGene00030294,CBG08519
I.g3155,WBGene00030285,CBG08508
I.g3163,WBGene00030278,CBG08497
I.g3164,WBGene00030277,Cbr-haf-6
I.g3170,WBGene00030270,Cbr-herc-1
I.g3171,WBGene00030270,Cbr-herc-1
I.g3173,WBGene00030270,Cbr-herc-1
I.g3188,WBGene00030255,CBG08472
I.g3221,WBGene00030227,Cbr-lrk-1
I.g3222,WBGene00030227,Cbr-lrk-1
I.g3224,WBGene00030227,Cbr-lrk-1
I.g3225,WBGene00030227,Cbr-lrk-1
I.g3226,WBGene00030223,Cbr-srt-62
I.g3239,WBGene00034342,CBG13598
I.g3246,WBGene00034350,Cbr-usp-3
I.g3255,WBGene00086823,CBG25409
I.g3264,WBGene00034365,CBG13624
I.g3274,WBGene00034374,Cbr-lagr-1
I.g3276,WBGene00034375,CBG13636
I.g3277,WBGene00034377,Cbr-gpap-1
I.g3279,WBGene00034378,CBG13640
I.g3286,WBGene00034386,Cbr-rga-2
I.g3289,WBGene00038077,CBG18701
I.g3295,WBGene00038070,Cbr-exo-3
I.g3298,WBGene00038067,Cbr-mag-1
I.g3413,WBGene00038137,Cbr-ima-2
I.g3442,WBGene00088010,CBG26596
I.g3460,WBGene00088019,CBG26605
I.g3462,WBGene00088021,CBG26607
I.g3480,WBGene00038180,CBG18867
I.g3483,WBGene00038184,Cbr-gpdh-1
I.g3525,WBGene00035969,CBG15848
I.g3541,WBGene00035957,CBG15832
I.g3562,WBGene00035945,CBG15813
I.g3566,WBGene00035942,CBG15809
I.g3571,WBGene00035940,CBG15805
I.g3578,WBGene00035655,Cbr-spe-9
I.g3583,WBGene00035659,Cbr-pgrn-1
I.g3597,WBGene00035672,CBG15383
I.g3607,WBGene00027054,Cbr-gly-15
I.g3612,WBGene00027059,CBG04368
I.g3616,WBGene00027063,CBG04377
I.g3620,WBGene00027065,CBG04379
I.g3626,WBGene00029815,Cbr-npr-14
I.g3627,WBGene00029816,Cbr-nhr-85
I.g3642,WBGene00029829,CBG07942
I.g3652,WBGene00029838,CBG07952
I.g3654,WBGene00029839,Cbr-rsy-1
I.g3661,WBGene00270344,CBG29916
I.g3675,WBGene00029855,CBG07974
I.g3703,WBGene00029874,CBG07999
I.g3704,WBGene00029875,CBG08000
I.g3716,WBGene00029885,CBG08011
I.g3722,WBGene00029891,Cbr-ints-8
I.g3725,WBGene00029893,CBG08020
I.g3764,WBGene00038883,CBG19709
I.g3767,WBGene00038886,Cbr-mrps-27
I.g3769,WBGene00038888,Cbr-aex-5
I.g3770,WBGene00038888,Cbr-aex-5
I.g3785,WBGene00038899,CBG19729
I.g3809,WBGene00038919,Cbr-dus-2
I.g3814,WBGene00038924,Cbr-mtd-1
I.g3817,WBGene00038926,Cbr-sur-2
I.g3819,WBGene00038929,Cbr-mtcu-1
I.g3820,WBGene00038930,CBG19763
I.g3823,WBGene00086847,Cbr-tmem-107
I.g3838,WBGene00038946,Cbr-eipr-1
I.g3840,WBGene00270397,CBG29969
I.g3844,WBGene00038953,Cbr-rpom-1
I.g3845,WBGene00038953,Cbr-rpom-1
I.g3856,WBGene00038965,Cbr-ero-1
I.g3858,WBGene00038969,CBG19807
I.g3872,WBGene00030453,Cbr-dlk-1
I.g3881,WBGene00030460,CBG08715
I.g3892,WBGene00030470,Cbr-sru-44
I.g3894,WBGene00030472,CBG08730
I.g3903,WBGene00030476,Cbr-src-2
I.g3908,WBGene00030481,Cbr-ech-7
I.g3912,WBGene00030484,Cbr-lev-10
I.g3918,WBGene00030493,Cbr-ekl-4
I.g3919,WBGene00030493,Cbr-ekl-4
I.g3920,WBGene00030493,Cbr-ekl-4
I.g3922,WBGene00030494,CBG08756
I.g702,WBGene00032895,Cbr-lin-10
I.g713,WBGene00032899,Cbr-che-3
I.g726,WBGene00032910,CBG11868
I.g733,WBGene00032918,Cbr-lars-2
I.g764,WBGene00023722,CBG00313
I.g769,WBGene00023715,Cbr-rlbp-1
I.g778,WBGene00023705,CBG00293
I.g796,WBGene00038661,CBG19439
I.g804,WBGene00038666,Cbr-rrf-1
I.g830,WBGene00038687,CBG19478
I.g833,WBGene00038690,CBG19481
I.g847,WBGene00036732,Cbr-gip-2
I.g857,WBGene00036739,Cbr-pyk-1
I.g887,WBGene00027673,CBG05156
I.g899,WBGene00027662,CBG05143
I.g900,WBGene00027662,CBG05143
I.g910,WBGene00027651,Cbr-nas-30
I.g919,WBGene00027642,CBG05111
I.g942,WBGene00041183,CBG22667
I.g944,WBGene00041186,CBG22670
I.g949,WBGene00040656,CBG22009
I.g951,WBGene00040661,Cbr-atm-1
I.g952,WBGene00040661,Cbr-atm-1
I.g954,WBGene00040661,Cbr-atm-1
I.g963,WBGene00040667,Cbr-uggt-2
I.g964,WBGene00040667,Cbr-uggt-2
I.g965,WBGene00040669,Cbr-cbl-1
I.g975,WBGene00040675,Cbr-spd-1
I.g977,WBGene00040679,Cbr-glrx-10
I.g979,WBGene00040680,Cbr-iglr-3
I.g980,WBGene00040681,Cbr-pcyt-2.1
II.g3941,WBGene00270427,CBG30103
II.g3955,WBGene00024330,Cbr-shk-1
II.g3959,WBGene00024326,Cbr-cyp-13A2
II.g3969,WBGene00024317,CBG01024
II.g3981,WBGene00024307,Cbr-arrd-7
II.g3998,WBGene00024295,Cbr-vgln-1
II.g4013,WBGene00024279,CBG00978
II.g4016,WBGene00024276,CBG00975
II.g4025,WBGene00024271,CBG00969
II.g4047,WBGene00024248,CBG00943
II.g4048,WBGene00024248,CBG00943
II.g4052,WBGene00024245,CBG00937
II.g4056,WBGene00024242,CBG00934
II.g4069,WBGene00024232,Cbr-aqp-2
II.g4085,WBGene00024215,Cbr-arv-1
II.g4095,WBGene00024204,Cbr-daf-19
II.g4100,WBGene00024202,Cbr-acs-7
II.g4132,WBGene00024173,Cbr-srd-1
II.g4138,WBGene00039259,Cbr-cam-1
II.g4143,WBGene00039264,Cbr-eat-3
II.g4158,WBGene00038085,CBG18713
II.g4176,WBGene00037840,CBG18408
II.g4191,WBGene00087576,CBG26162
II.g4222,WBGene00040632,Cbr-cpna-1
II.g4225,WBGene00040632,Cbr-cpna-1
II.g4227,WBGene00040631,CBG21972
II.g4238,WBGene00040619,CBG21956
II.g4246,WBGene00040610,Cbr-clec-135
II.g4262,WBGene00026477,Cbr-madf-3
II.g4274,WBGene00026486,CBG03677
II.g4275,WBGene00026486,CBG03677
II.g4276,WBGene00026488,Cbr-mlt-7
II.g4283,WBGene00026493,Cbr-nhr-273
II.g4301,WBGene00034240,CBG13481
II.g4305,WBGene00034233,Cbr-camt-1
II.g4327,WBGene00034210,Cbr-vab-1
II.g4341,WBGene00034198,Cbr-lgc-27
II.g4373,WBGene00034176,Cbr-lact-2
II.g4401,WBGene00271493,CBG30890
II.g4404,WBGene00270441,CBG30117
II.g4407,WBGene00034145,Cbr-lec-3
II.g4420,WBGene00034131,Cbr-hda-2
II.g4426,WBGene00034126,CBG13347
II.g4440,WBGene00034112,Cbr-ire-1
II.g4441,WBGene00034112,Cbr-ire-1
II.g4442,WBGene00034112,Cbr-ire-1
II.g4448,WBGene00024087,Cbr-rpl-10
II.g4450,WBGene00024086,CBG00743
II.g4501,WBGene00024045,CBG00693
II.g4502,WBGene00024045,CBG00693
II.g4515,WBGene00086912,CBG25498
II.g4529,WBGene00024028,Cbr-tdc-1
II.g4548,WBGene00024010,CBG00646
II.g4553,WBGene00024006,CBG00642
II.g4568,WBGene00023993,CBG00624
II.g4571,WBGene00023989,Cbr-zyg-9
II.g4579,WBGene00086922,CBG25508
II.g4592,WBGene00023893,CBG00516
II.g4601,WBGene00023905,Cbr-cutl-12
II.g4609,WBGene00023913,CBG00537
II.g4617,WBGene00023923,Cbr-rpl-26
II.g4619,WBGene00023924,Cbr-cpf-1
II.g4624,WBGene00023931,CBG00556
II.g4625,WBGene00023933,CBG00558
II.g4627,WBGene00023935,Cbr-bcs-1
II.g4633,WBGene00023941,Cbr-iff-2
II.g4653,WBGene00032247,CBG11059
II.g4655,WBGene00032250,CBG11063
II.g4657,WBGene00032251,Cbr-unc-52
II.g4658,WBGene00032251,Cbr-unc-52
II.g4662,WBGene00032257,Cbr-sre-13
II.g4666,WBGene00032260,Cbr-tps-2
II.g4668,WBGene00032260,Cbr-tps-2
II.g4670,WBGene00032263,Cbr-mltn-10
II.g4671,WBGene00032264,Cbr-mltn-9
II.g4676,WBGene00270456,CBG30132
II.g4685,WBGene00032277,CBG11091
II.g4696,WBGene00032281,Cbr-ddl-3
II.g4697,WBGene00032283,Cbr-lin-7
II.g4704,WBGene00032288,CBG11107
II.g4705,WBGene00032291,Cbr-cup-16
II.g4715,WBGene00032296,CBG11119
II.g4736,WBGene00026966,CBG04253
II.g4738,WBGene00026966,CBG04253
II.g4739,WBGene00026966,CBG04253
II.g4742,WBGene00026973,CBG04260
II.g4749,WBGene00026979,CBG04268
II.g4765,WBGene00086932,CBG25518
II.g4770,WBGene00026993,CBG04283
II.g4771,WBGene00026993,CBG04283
II.g4772,WBGene00026993,CBG04283
II.g4773,WBGene00026993,CBG04283
II.g4786,WBGene00027007,CBG04303
II.g4800,WBGene00027019,CBG04318
II.g4808,WBGene00027027,CBG04326
II.g4809,WBGene00027027,CBG04326
II.g4828,WBGene00302992,CBG31161
II.g4836,WBGene00270964,CBG30018
II.g4852,WBGene00032318,Cbr-agr-1
II.g4853,WBGene00032318,Cbr-agr-1
II.g4854,WBGene00032320,Cbr-ssup-72
II.g4859,WBGene00032324,CBG11154
II.g4882,WBGene00032343,Cbr-hrpl-1
II.g4904,WBGene00032363,Cbr-unc-104
II.g4906,WBGene00032366,Cbr-lst-6
II.g4910,WBGene00032370,CBG11209
II.g4914,WBGene00032373,CBG11212
II.g4918,WBGene00086946,CBG25532
II.g4922,WBGene00042780,CBG24739
II.g4923,WBGene00042781,CBG24740
II.g4926,WBGene00042784,Cbr-him-14
II.g4927,WBGene00042784,Cbr-him-14
II.g4941,WBGene00033904,Cbr-fust-1
II.g4945,WBGene00033908,Cbr-dyf-13
II.g4949,WBGene00033913,Cbr-pdl-1
II.g4980,WBGene00033937,Cbr-ada-2
II.g4986,WBGene00033942,Cbr-puf-8
II.g4987,WBGene00033943,CBG13131
II.g5000,WBGene00033959,Cbr-mtch-1
II.g5007,WBGene00033965,CBG13158
II.g5012,WBGene00033891,Cbr-kcc-3
II.g5013,WBGene00033891,Cbr-kcc-3
II.g5019,WBGene00033887,CBG13056
II.g5037,WBGene00033871,CBG13036
II.g5044,WBGene00033865,Cbr-lir-2
II.g5059,WBGene00033851,Cbr-npp-21
II.g5061,WBGene00033849,Cbr-syd-1
II.g5079,WBGene00033834,Cbr-cdk-11.1
II.g5090,WBGene00033821,CBG12969
II.g5091,WBGene00033820,CBG12968
II.g5101,WBGene00033811,CBG12958
II.g5102,WBGene00033810,Cbr-skr-17
II.g5103,WBGene00033809,CBG12956
II.g5106,WBGene00033807,Cbr-glr-4
II.g5115,WBGene00033801,Cbr-cex-2
II.g5119,WBGene00026192,Cbr-acr-7
II.g5154,WBGene00026161,Cbr-jun-1
II.g5159,WBGene00026155,CBG03263
II.g5166,WBGene00026150,CBG03256
II.g5169,WBGene00026148,Cbr-rpl-32
II.g5182,WBGene00026136,CBG03234
II.g5196,WBGene00026121,Cbr-sftd-3
II.g5197,WBGene00026121,Cbr-sftd-3
II.g5201,WBGene00026118,Cbr-set-17
II.g5204,WBGene00026115,Cbr-mrpl-50
II.g5211,WBGene00270467,CBG30143
II.g5229,WBGene00026094,Cbr-rer-1
II.g5250,WBGene00026079,Cbr-cyn-11
II.g5252,WBGene00026077,Cbr-trcs-2
II.g5263,WBGene00026065,Cbr-kel-1
II.g5264,WBGene00026065,Cbr-kel-1
II.g5267,WBGene00026063,Cbr-xpf-1
II.g5270,WBGene00026061,CBG03139
II.g5271,WBGene00026061,CBG03139
II.g5281,WBGene00026053,CBG03127
II.g5288,WBGene00086974,CBG25560
II.g5298,WBGene00270487,CBG30163
II.g5313,WBGene00026032,Cbr-clec-143.2
II.g5317,WBGene00026030,Cbr-clec-143.1
II.g5337,WBGene00026015,CBG03080
II.g5343,WBGene00026010,Cbr-mnk-1
II.g5357,WBGene00086987,CBG25573
II.g5358,WBGene00026000,Cbr-crn-3
II.g5377,WBGene00025981,Cbr-rsp-7
II.g5378,WBGene00025981,Cbr-rsp-7
II.g5379,WBGene00271696,CBG31029
II.g5384,WBGene00025978,Cbr-ptb-1
II.g5386,WBGene00025970,Cbr-dph-2
II.g5387,WBGene00025970,Cbr-dph-2
II.g5388,WBGene00025970,Cbr-dph-2
II.g5389,WBGene00025970,Cbr-dph-2
II.g5390,WBGene00025970,Cbr-dph-2
II.g5391,WBGene00025970,Cbr-dph-2
II.g5392,WBGene00270492,CBG30168
II.g5410,WBGene00086989,CBG25575
II.g5411,WBGene00025953,Cbr-mix-1
II.g5412,WBGene00025953,Cbr-mix-1
II.g5413,WBGene00025953,Cbr-mix-1
II.g5415,WBGene00025951,CBG03004
II.g5423,WBGene00025944,Cbr-lurp-1
II.g5433,WBGene00025938,Cbr-let-858
II.g5436,WBGene00025936,CBG02982
II.g5437,WBGene00025934,Cbr-col-83
II.g5438,WBGene00025933,CBG02979
II.g5443,WBGene00025930,Cbr-ilkp-1
II.g5447,WBGene00025927,Cbr-rpl-36.A
II.g5452,WBGene00025921,Cbr-mat-2
II.g5453,WBGene00025921,Cbr-mat-2
II.g5457,WBGene00025918,CBG02961
II.g5460,WBGene00025914,CBG02957
II.g5464,WBGene00025910,Cbr-ptr-13
II.g5471,WBGene00025904,CBG02946
II.g5489,WBGene00025883,CBG02924
II.g5519,WBGene00086998,CBG25584
II.g5523,WBGene00025858,Cbr-rsp-1
II.g5526,WBGene00025854,Cbr-rga-1
II.g5530,WBGene00025851,Cbr-metl-1
II.g5535,WBGene00025848,CBG02879
II.g5543,WBGene00025841,CBG02872
II.g5545,WBGene00025839,Cbr-srh-44
II.g5549,WBGene00025836,CBG02866
II.g5553,WBGene00025833,CBG02863
II.g5555,WBGene00025830,CBG02860
II.g5556,WBGene00025829,CBG02859
II.g5565,WBGene00025821,CBG02851
II.g5566,WBGene00025821,CBG02851
II.g5574,WBGene00025815,Cbr-ghi-1
II.g5591,WBGene00025802,Cbr-hot-7
II.g5615,WBGene00025782,CBG02800
II.g5622,WBGene00270983,CBG30037
II.g5625,WBGene00025776,CBG02791
II.g5633,WBGene00025769,Cbr-rict-1
II.g5639,WBGene00087021,CBG25607
II.g5650,WBGene00025756,Cbr-ptr-18
II.g5651,WBGene00025756,Cbr-ptr-18
II.g5655,WBGene00025753,CBG02762
II.g5667,WBGene00025746,Cbr-vps-15
II.g5668,WBGene00025746,Cbr-vps-15
II.g5670,WBGene00025744,CBG02748
II.g5672,WBGene00025741,Cbr-npp-3
II.g5673,WBGene00025741,Cbr-npp-3
II.g5687,WBGene00025730,Cbr-pro-2
II.g5702,WBGene00025718,CBG02713
II.g5712,WBGene00025707,Cbr-puf-2
II.g5715,WBGene00270470,CBG30146
II.g5716,WBGene00270470,CBG30146
II.g5720,WBGene00025699,Cbr-mpz-3
II.g5722,WBGene00303296,CBG31355
II.g5725,WBGene00025697,Cbr-utp-20
II.g5726,WBGene00025697,Cbr-utp-20
II.g5753,WBGene00025670,Cbr-del-10
II.g5754,WBGene00025670,Cbr-del-10
II.g5755,WBGene00025670,Cbr-del-10
II.g5758,WBGene00025667,CBG02651
II.g5759,WBGene00025666,Cbr-spp-11
II.g5762,WBGene00025663,CBG02645
II.g5795,WBGene00025632,CBG02610
II.g5800,WBGene00025628,CBG02606
II.g5801,WBGene00025626,CBG02604
II.g5802,WBGene00025625,CBG02603
II.g5804,WBGene00025623,Cbr-tat-4
II.g5805,WBGene00025623,Cbr-tat-4
II.g5814,WBGene00025615,Cbr-rbmx-2
II.g5823,WBGene00025608,Cbr-exp-1
II.g5829,WBGene00025603,CBG02575
II.g5830,WBGene00025602,Cbr-rgs-3
II.g5838,WBGene00025595,CBG02567
II.g5862,WBGene00025572,Cbr-vps-35
II.g5864,WBGene00025571,CBG02532
II.g5869,WBGene00025568,CBG02527
II.g5882,WBGene00025553,CBG02510
II.g5883,WBGene00025553,CBG02510
II.g5884,WBGene00025553,CBG02510
II.g5885,WBGene00025553,CBG02510
II.g5887,WBGene00025551,Cbr-tbc-2
II.g5896,WBGene00025543,Cbr-lect-2
II.g5900,WBGene00025542,CBG02498
II.g5901,WBGene00025540,Cbr-ifb-1
II.g5909,WBGene00025531,CBG02485
II.g5910,WBGene00025531,CBG02485
II.g5911,WBGene00025530,Cbr-tiar-1
II.g5919,WBGene00025522,CBG02475
II.g5920,WBGene00025522,CBG02475
II.g5931,WBGene00025512,CBG02464
II.g5932,WBGene00025510,Cbr-zyg-1
II.g5952,WBGene00025496,CBG02446
II.g5979,WBGene00270445,CBG30121
II.g5995,WBGene00025463,Cbr-daz-1
II.g6009,WBGene00087059,CBG25645
