"sex","species_AS","species_parents","logFC_F1_cis","logFC_parents","trans_effects","p.value","genes","type","chromosome"
"male","Cbr","Cbr",-5.22647359033491,-10.1170710336201,"sig",0.000938282534123249,"V.g15298.t2__Cnig_chr_V.g18183.t2","cis-trans (enhancing)","V"
"male","no DE","no DE",0.0251498721245048,0.117037358234784,"non sig",0.916829651250009,"V.g15299.t2__Cnig_chr_V.g18184.t1","conserved","V"
"male","no DE","Cni",-0.0310291707160539,0.864226739490219,"sig",0.0357678842214368,"V.g15303.t1__Cnig_chr_V.g18187.t1","trans only","V"
"male","no DE","Cbr",-0.0830588082342383,-0.801992204964789,"sig",0.0330855941079397,"V.g15304.t1__Cnig_chr_V.g18188.t1","trans only","V"
"male","no DE","Cbr",-0.633828529814644,-1.8816625984889,"sig",0.0387669642393429,"V.g15305.t1__Cnig_chr_V.g18189.t1","trans only","V"
"male","no DE","no DE",0.0253643332051732,0.614437412154181,"non sig",0.491660036459655,"V.g15306.t1__Cnig_chr_V.g18190.t1","conserved","V"
"male","no DE","no DE",-0.186014394206393,-0.55180364210613,"non sig",0.383508123937273,"V.g15307.t1__Cnig_chr_V.g18191.t1","conserved","V"
"male","no DE","Cbr",-0.025827542544865,-1.76392855037096,"sig",0.00337461741890702,"V.g15312.t2__Cnig_chr_V.g18198.t1","trans only","V"
"male","no DE","Cbr",0.0632940082133075,-0.977265211860215,"sig",0.00254770391140386,"V.g15313.t1__Cnig_chr_V.g18199.t2","trans only","V"
"male","Cni","no DE",2.72214206158444,0.856114545765283,"non sig",0.0755692301445587,"V.g15314.t1__Cnig_chr_V.g18200.t2","ambiguous","V"
"male","no DE","Cni",0.046725556792023,1.38876439201491,"sig",0.0063758477662118,"V.g15315.t1__Cnig_chr_V.g18201.t1","trans only","V"
"male","no DE","no DE",-0.090421267326425,0.968255402562635,"non sig",0.100457158750684,"V.g15316.t1__Cnig_chr_V.g18203.t1","conserved","V"
"male","no DE","Cni",0.0863752260081271,0.662362729105681,"non sig",0.0971581179065747,"V.g15319.t1__Cnig_chr_V.g18205.t1","ambiguous","V"
"male","no DE","Cbr",0.112625919011508,-1.25420327494993,"sig",0.00865666561851969,"V.g15320.t1__Cnig_chr_V.g18206.t1","trans only","V"
"male","no DE","Cni",0.0040723701119386,0.832300310905454,"sig",0.000492669054993812,"V.g15324.t2__Cnig_chr_V.g18212.t1","trans only","V"
"male","no DE","Cbr",-1.59003772563756,-6.02720388655096,"sig",0.0257203683939273,"V.g15326.t1__Cnig_chr_V.g18215.t1","trans only","V"
"male","no DE","Cbr",-0.571961708387233,-3.68796666441133,"sig",0.0265987477710172,"V.g15327.t1__Cnig_chr_V.g18216.t1","trans only","V"
"male","no DE","Cni",-0.901910233970311,1.60576157526725,"sig",0.0178442504744547,"V.g15328.t1__Cnig_chr_V.g18217.t1","trans only","V"
"male","Cbr","Cbr",-0.413926251481526,-2.46278341843684,"sig",0.0175201924977504,"V.g15329.t1__Cnig_chr_V.g18218.t1","cis-trans (enhancing)","V"
"male","Cbr","Cbr",-0.787345169242754,-1.84797420251741,"sig",0.00365313069787445,"V.g15330.t1__Cnig_chr_V.g18221.t1","cis-trans (enhancing)","V"
"male","no DE","Cni",0.025463813167132,2.00481448826315,"non sig",0.0846777800491682,"V.g15332.t2__Cnig_chr_V.g18226.t1","ambiguous","V"
"male","no DE","no DE",-0.642542665679148,0.533000838357208,"non sig",0.436399941127005,"V.g15333.t1__Cnig_chr_V.g18228.t1","conserved","V"
"male","no DE","Cni",1.81576454061874,1.88445266072747,"non sig",0.945379349044173,"V.g15339.t1__Cnig_chr_V.g18230.t1","ambiguous","V"
"male","no DE","Cni",-0.113701973247396,2.17102757670447,"non sig",0.0835459319153114,"V.g15344.t1__Cnig_chr_V.g18233.t1","ambiguous","V"
"male","no DE","Cni",0.302426383466199,3.73326328963124,"sig",0.0127127510013243,"V.g15346.t1__Cnig_chr_V.g18235.t1","trans only","V"
"male","no DE","no DE",0.0453897877602851,-0.0885176141558508,"non sig",0.620335728196222,"V.g15347.t1__Cnig_chr_V.g18236.t1","conserved","V"
"male","no DE","no DE",0.00233514975915462,0.180839511209175,"non sig",0.782877977324553,"V.g15348.t3__Cnig_chr_V.g18238.t3","conserved","V"
"male","no DE","Cni",0.186656325609659,0.711719068868224,"non sig",0.197140258646052,"V.g15349.t2__Cnig_chr_V.g18239.t1","ambiguous","V"
"male","no DE","Cbr",0.231897584199982,-0.760529708492685,"sig",0.026433590002993,"V.g15350.t1__Cnig_chr_V.g18240.t1","trans only","V"
"male","no DE","Cni",0.317226227106134,2.01433503954738,"sig",0.00304938732307625,"V.g15351.t2__Cnig_chr_V.g18241.t2","trans only","V"
"male","no DE","Cni",0.0135053168810381,0.527707997979558,"sig",0.033115945521166,"V.g15353.t1__Cnig_chr_V.g18242.t1","trans only","V"
"male","no DE","no DE",-0.0936621904476815,-0.478285633684918,"non sig",0.208543964988058,"V.g15354.t2__Cnig_chr_V.g18243.t3","conserved","V"
"male","no DE","Cbr",0.0150168687771422,-0.979256191677831,"non sig",0.22655287476154,"V.g15358.t1__Cnig_chr_V.g18247.t2","ambiguous","V"
"male","no DE","no DE",0.00125523358916609,-0.310111801833137,"non sig",0.283163341030275,"V.g15359.t1__Cnig_chr_V.g18248.t1","conserved","V"
"male","no DE","Cbr",-0.134297809822069,-1.13256382974044,"sig",0.0144166052597144,"V.g15360.t2__Cnig_chr_V.g18249.t1","trans only","V"
"male","no DE","no DE",0.0540091413730843,-0.422618867381257,"sig",0.000774373774450359,"V.g15361.t1__Cnig_chr_V.g18252.t1","ambiguous","V"
"male","no DE","no DE",-0.547819946246863,0.52423197004644,"non sig",0.0741032756766622,"V.g15367.t2__Cnig_chr_V.g18267.t1","conserved","V"
"male","Cbr","Cni",-1.80956738158544,6.95737995664696,"sig",9.71484851631658e-06,"V.g15369.t2__Cnig_chr_V.g18280.t2","cis-trans (compensatory)","V"
"male","no DE","Cni",0.0246893329025188,4.51192834897016,"sig",0.00447250543655648,"V.g15370.t1__Cnig_chr_V.g18286.t1","trans only","V"
"male","Cbr","Cni",-2.05321174812819,2.97416321758072,"sig",0.00044716262785846,"V.g15371.t3__Cnig_chr_V.g18281.t1","cis-trans (compensatory)","V"
"male","Cbr","Cni",-5.27304721633236,2.63954860810001,"sig",0.000173985785846539,"V.g15374.t2__Cnig_chr_V.g18296.t2","cis-trans (compensatory)","V"
"male","no DE","Cbr",-0.00179737799174296,-0.610963644297038,"non sig",0.101356181280237,"V.g15377.t1__Cnig_chr_V.g18302.t1","ambiguous","V"
"male","no DE","no DE",0.0132734499868938,0.186959326312733,"non sig",0.670980212755036,"V.g15378.t1__Cnig_chr_V.g18306.t1","conserved","V"
"male","no DE","Cbr",0.0210737676789936,-1.30247682144612,"sig",9.62810487529641e-05,"V.g15379.t1__Cnig_chr_V.g18307.t1","trans only","V"
"male","no DE","Cni",0.0258713459029707,1.9170355115362,"sig",0.00818987000521971,"V.g15380.t1__Cnig_chr_V.g18309.t1","trans only","V"
"male","no DE","Cni",-0.022176230948246,0.877113059502599,"sig",0.00424677804810411,"V.g15382.t1__Cnig_chr_V.g18312.t1","trans only","V"
"male","no DE","Cbr",-0.20011405737709,-0.845333236928433,"sig",0.0152360050846779,"V.g15383.t1__Cnig_chr_V.g18313.t1","trans only","V"
"male","no DE","no DE",0.0313232907501735,-0.297373435440913,"non sig",0.33335757247735,"V.g15384.t3__Cnig_chr_V.g18314.t1","conserved","V"
"male","no DE","no DE",-0.0266634940550181,-0.174565046084887,"non sig",0.535443832633609,"V.g15386.t1__Cnig_chr_V.g18316.t1","conserved","V"
"male","no DE","Cni",-0.0923287419945378,2.41388039408438,"non sig",0.0726635420081769,"V.g15389.t1__Cnig_chr_V.g18319.t2","ambiguous","V"
"male","no DE","no DE",-0.0709098720432431,-0.165387592364865,"non sig",0.555698195759171,"V.g15391.t1__Cnig_chr_V.g18321.t1","conserved","V"
"male","no DE","no DE",0.0253632971715519,-0.510662863389366,"non sig",0.25986630606339,"V.g15392.t1__Cnig_chr_V.g18322.t1","conserved","V"
"male","no DE","no DE",0.0189861993261128,0.361808655759702,"non sig",0.294759358356894,"V.g15396.t1__Cnig_chr_V.g18324.t1","conserved","V"
"male","no DE","no DE",0.0157932832554967,1.02571561777598,"non sig",0.343575440760824,"V.g15397.t1__Cnig_chr_V.g18325.t1","conserved","V"
"male","Cni","no DE",0.701835001670823,0.627667588870704,"non sig",0.886389202086313,"V.g15399.t1__Cnig_chr_V.g18326.t1","ambiguous","V"
"male","Cbr","Cbr",-1.43204528377468,-1.93524303941104,"non sig",0.0619776072616962,"V.g15400.t2__Cnig_chr_V.g18327.t1","cis only","V"
"male","Cbr","Cbr",-4.25148374192845,-1.57594203511712,"sig",0.00138769003484276,"V.g15402.t3__Cnig_chr_V.g18333.t1","cis-trans (enhancing)","V"
"male","no DE","no DE",0.0260522634506864,0.45920346270313,"non sig",0.469005209170614,"V.g15403.t1__Cnig_chr_V.g18334.t1","conserved","V"
"male","no DE","no DE",0.0739985419840368,0.476008949950503,"non sig",0.537978128498548,"V.g15404.t2__Cnig_chr_V.g18335.t1","conserved","V"
"male","Cbr","no DE",-0.739895462669068,-0.270228474254967,"non sig",0.0547710708955016,"V.g15405.t3__Cnig_chr_V.g18336.t1","ambiguous","V"
"male","Cbr","Cbr",-2.96237469745429,-5.6991954740768,"sig",0.00854968789891774,"V.g15406.t3__Cnig_chr_V.g18339.t1","cis-trans (enhancing)","V"
"male","no DE","no DE",0.010500058504763,0.170273521914397,"non sig",0.625942827159887,"V.g15407.t1__Cnig_chr_V.g18341.t1","conserved","V"
"male","no DE","no DE",-0.07416369092639,-0.295373306212827,"non sig",0.370043139512016,"V.g15408.t1__Cnig_chr_V.g18342.t1","conserved","V"
"male","no DE","Cni",0.0253929481217561,2.58331166250415,"sig",0.00578579812394064,"V.g15409.t1__Cnig_chr_V.g18343.t1","trans only","V"
"male","no DE","Cni",-0.15183984059549,2.2076806399766,"sig",0.00356950970727879,"V.g15410.t2__Cnig_chr_V.g18344.t1","trans only","V"
"male","Cni","no DE",1.2321199172456,0.569116861475262,"non sig",0.283017656580665,"V.g15412.t1__Cnig_chr_V.g18346.t1","ambiguous","V"
"male","no DE","Cni",0.51703195033569,1.09047128731331,"non sig",0.235487031025737,"V.g15415.t1__Cnig_chr_V.g18347.t2","ambiguous","V"
"male","no DE","Cbr",0.487848562040215,-2.40432305973665,"sig",0.00115756965482721,"V.g15416.t1__Cnig_chr_V.g18349.t1","trans only","V"
"male","no DE","Cni",-0.417442786233301,3.99977443203649,"non sig",0.070179650435907,"V.g15419.t1__Cnig_chr_V.g18355.t2","ambiguous","V"
"male","no DE","Cbr",0.0195414536452703,-0.878673615788071,"sig",0.00883205003023378,"V.g15420.t1__Cnig_chr_V.g18357.t2","trans only","V"
"male","no DE","no DE",-0.613544621605292,0.129033323839615,"non sig",0.0901033546764458,"V.g15427.t3__Cnig_chr_V.g18366.t2","conserved","V"
"male","no DE","no DE",0.234851243474621,0.271376210144952,"non sig",0.911988398406741,"V.g15428.t1__Cnig_chr_V.g18367.t1","conserved","V"
"male","no DE","Cni",-0.362169605282364,1.06020445569713,"non sig",0.0516559481852159,"V.g15429.t2__Cnig_chr_V.g18369.t1","ambiguous","V"
"male","no DE","Cbr",0.0281564902776082,-0.778953800861481,"non sig",0.165175635783734,"V.g15434.t1__Cnig_chr_V.g18376.t1","ambiguous","V"
"male","no DE","no DE",-0.479880099550612,-0.396117591553919,"non sig",0.97202429869784,"V.g15435.t4__Cnig_chr_V.g18379.t2","conserved","V"
"male","no DE","no DE",0.0231508779129322,-0.128030613067842,"non sig",0.864794639156423,"V.g15437.t1__Cnig_chr_V.g18384.t2","conserved","V"
"male","no DE","Cni",0.145066814000092,2.35337446627199,"sig",0.000260263798207035,"V.g15438.t1__Cnig_chr_V.g18385.t1","trans only","V"
"male","Cbr","Cni",-4.71473997981728,3.07439933601471,"sig",9.35537062858755e-06,"V.g15440.t1__Cnig_chr_V.g18390.t1","cis-trans (compensatory)","V"
"male","Cbr","Cni",-1.62437603746344,3.34170057466429,"sig",0.00617868216882652,"V.g15442.t1__Cnig_chr_V.g18388.t1","cis-trans (compensatory)","V"
"male","no DE","Cbr",-0.024561386668396,-4.68180764585777,"sig",0.00724675824473395,"V.g15444.t2__Cnig_chr_V.g18391.t1","trans only","V"
"male","no DE","Cni",0.186335368541614,1.40685604415302,"sig",0.0301686012735767,"V.g15445.t2__Cnig_chr_V.g18392.t2","trans only","V"
"male","no DE","no DE",-0.0740993524072233,-0.175556491071133,"non sig",0.419677068539093,"V.g15464.t3__Cnig_chr_V.g18414.t3","conserved","V"
"male","no DE","no DE",-0.0156403083479569,-0.0734496458503071,"non sig",0.869588570111378,"V.g15465.t1__Cnig_chr_V.g18415.t1","conserved","V"
"male","no DE","no DE",-0.145428639144352,0.13962887392418,"non sig",0.72151156608838,"V.g15468.t1__Cnig_chr_V.g18420.t1","conserved","V"
"male","no DE","Cni",0.0267954061311386,0.768625916757147,"non sig",0.403007381637879,"V.g15470.t1__Cnig_chr_V.g18423.t1","ambiguous","V"
"male","no DE","Cni",0.0204166690692588,1.67004949830434,"non sig",0.139678458270788,"V.g15471.t1__Cnig_chr_V.g18424.t1","ambiguous","V"
"male","no DE","Cni",0.105730609130017,0.903209203349979,"non sig",0.60485280835512,"V.g15472.t1__Cnig_chr_V.g18425.t1","ambiguous","V"
"male","no DE","Cni",0.011345708103142,1.71251515815416,"sig",0.00812676871097165,"V.g15473.t1__Cnig_chr_V.g18426.t2","trans only","V"
"male","no DE","Cbr",0.0775365587426884,-1.06711552816185,"non sig",0.0715657492314244,"V.g15474.t1__Cnig_chr_V.g18427.t1","ambiguous","V"
"male","no DE","Cbr",-0.185417780623107,-4.5274128926497,"sig",1.53248834525654e-05,"V.g15475.t1__Cnig_chr_V.g18428.t1","trans only","V"
"male","no DE","Cni",-0.232350018745631,0.719950037395963,"sig",0.0420859678007287,"V.g15476.t1__Cnig_chr_V.g18429.t1","trans only","V"
"male","no DE","no DE",-0.448074624814892,0.10687155117393,"non sig",0.708190262089793,"V.g15477.t1__Cnig_chr_V.g18431.t1","conserved","V"
"male","no DE","no DE",-0.0318219998020021,0.00735767872516189,"non sig",0.844372715597321,"V.g15478.t1__Cnig_chr_V.g18432.t2","conserved","V"
"male","no DE","no DE",0.0270490895205727,0.185436074635281,"non sig",0.594860713406729,"V.g15479.t2__Cnig_chr_V.g18433.t1","conserved","V"
"male","no DE","no DE",-0.0504118410451055,0.17090288023465,"non sig",0.458425043078191,"V.g15480.t1__Cnig_chr_V.g18434.t1","conserved","V"
"male","no DE","Cbr",0.0224051119332999,-1.04925403148184,"sig",0.00558139982197189,"V.g15481.t2__Cnig_chr_V.g18435.t1","trans only","V"
"male","no DE","no DE",0.0245115538310057,0.512368858692431,"non sig",0.18236078954954,"V.g15482.t1__Cnig_chr_V.g18436.t1","conserved","V"
"male","no DE","no DE",-0.10073742200242,-0.81379695449581,"non sig",0.167625985903164,"V.g15483.t1__Cnig_chr_V.g18437.t1","conserved","V"
"male","no DE","no DE",-0.165946632566649,-0.471367688731749,"non sig",0.528355147987089,"V.g15484.t1__Cnig_chr_V.g18439.t1","conserved","V"
"male","no DE","Cni",-1.07834064715671,3.57854333658961,"sig",0.00817083211044901,"V.g15487.t1__Cnig_chr_V.g18445.t1","trans only","V"
"male","no DE","Cni",-0.399865744921512,2.00000451281588,"sig",0.00203869082490423,"V.g15488.t3__Cnig_chr_V.g18446.t1","trans only","V"
"male","no DE","Cni",0.999560433873998,2.79587945680645,"sig",0.0152348268276006,"V.g15490.t2__Cnig_chr_V.g18447.t1","trans only","V"
"male","Cbr","Cni",-2.38693433508111,6.32216029198791,"sig",0.000141045791531788,"V.g15492.t2__Cnig_chr_V.g18448.t1","cis-trans (compensatory)","V"
"male","no DE","no DE",-0.00209769002759972,0.235297504468581,"non sig",0.204401441125003,"V.g15494.t1__Cnig_chr_V.g18449.t2","conserved","V"
"male","no DE","Cni",0.069778678801483,1.57121674240555,"sig",0.0100151539895197,"V.g15495.t1__Cnig_chr_V.g18451.t1","trans only","V"
"male","no DE","no DE",-0.0860986594408982,-0.238141122481003,"non sig",0.907784416860206,"V.g15497.t2__Cnig_chr_V.g18453.t1","conserved","V"
"male","no DE","no DE",-0.0442825650487634,0.869293297163565,"non sig",0.48285439368547,"V.g15498.t1__Cnig_chr_V.g18454.t1","conserved","V"
"male","no DE","no DE",0.172265519333913,-0.495793323890873,"non sig",0.440523799957149,"V.g15501.t1__Cnig_chr_V.g18458.t1","conserved","V"
"male","no DE","Cbr",-0.510434202151466,-5.3892199609839,"sig",0.0203270943576589,"V.g15513.t2__Cnig_chr_V.g18462.t2","trans only","V"
"male","no DE","Cbr",0.101420393933305,-1.13520713546475,"sig",0.0247220528666254,"V.g15515.t2__Cnig_chr_V.g18463.t2","trans only","V"
"male","no DE","no DE",0.155980646668199,-0.20366757844279,"non sig",0.405690031658424,"V.g15516.t1__Cnig_chr_V.g18464.t1","conserved","V"
"male","no DE","no DE",-0.00805394232398818,0.464821033198141,"non sig",0.255275450741585,"V.g15517.t1__Cnig_chr_V.g18465.t1","conserved","V"
"male","no DE","Cbr",-0.0337187365259935,-2.61922163923468,"sig",3.28512773337365e-06,"V.g15518.t1__Cnig_chr_V.g18466.t1","trans only","V"
"male","no DE","no DE",-0.0262575385078833,0.0721320777492749,"non sig",0.695293460341369,"V.g15519.t1__Cnig_chr_V.g18467.t1","conserved","V"
"male","no DE","Cbr",0.0200799401345559,-1.56690413206274,"sig",0.000383272345079563,"V.g15520.t1__Cnig_chr_V.g18468.t1","trans only","V"
"male","no DE","Cbr",-0.0171557043847985,-1.12359521812661,"sig",0.0433317836032628,"V.g15521.t2__Cnig_chr_V.g18469.t1","trans only","V"
"male","no DE","Cbr",-0.993814266537755,-3.57260864498636,"sig",0.0253629584375667,"V.g15523.t1__Cnig_chr_V.g18471.t1","trans only","V"
"male","no DE","Cbr",-0.775194651534219,-2.45618555539624,"sig",0.01595811503367,"V.g15524.t1__Cnig_chr_V.g18472.t1","trans only","V"
"male","Cni","no DE",0.700466918602638,1.17928518886358,"non sig",0.721316666544472,"V.g15530.t1__Cnig_chr_V.g18477.t1","ambiguous","V"
"male","no DE","no DE",-0.0018109655553689,0.540501087514376,"non sig",0.201189491914718,"V.g15532.t3__Cnig_chr_V.g18478.t2","conserved","V"
"male","no DE","no DE",0.0611585783979186,-1.03014181889044,"non sig",0.153303740540869,"V.g15533.t1__Cnig_chr_V.g18479.t1","conserved","V"
"male","no DE","Cni",0.417783475200135,2.03670728273745,"sig",0.00539153208615678,"V.g15535.t1__Cnig_chr_V.g18480.t2","trans only","V"
"male","no DE","no DE",0.02793596609321,0.207228487793731,"non sig",0.484216100557005,"V.g15536.t1__Cnig_chr_V.g18481.t1","conserved","V"
"male","no DE","no DE",0.0305330007871872,-0.263794483335146,"non sig",0.203660068428696,"V.g15537.t1__Cnig_chr_V.g18482.t2","conserved","V"
"male","no DE","Cni",0.0289411279961811,0.692187745299298,"sig",0.00847226174639699,"V.g15538.t2__Cnig_chr_V.g18483.t3","trans only","V"
"male","no DE","no DE",-0.0491289490281253,1.23883792880162,"non sig",0.284442771887334,"V.g15539.t1__Cnig_chr_V.g18484.t1","conserved","V"
"male","no DE","no DE",-0.00853345510942508,-0.338377622746574,"non sig",0.614573495566094,"V.g15540.t1__Cnig_chr_V.g18485.t1","conserved","V"
"male","no DE","no DE",0.0174299172774184,-0.246937421138041,"non sig",0.296491748073108,"V.g15541.t2__Cnig_chr_V.g18486.t1","conserved","V"
"male","no DE","no DE",-0.0878998017860529,-0.412696585002104,"non sig",0.381129274032454,"V.g15542.t1__Cnig_chr_V.g18487.t1","conserved","V"
"male","no DE","Cni",0.038093913664039,0.655211518820549,"sig",0.0071729317609271,"V.g15543.t2__Cnig_chr_V.g18488.t2","trans only","V"
"male","no DE","Cni",0.40665105356106,0.610544551126547,"non sig",0.419141064424503,"V.g15544.t1__Cnig_chr_V.g18489.t1","ambiguous","V"
"male","no DE","no DE",0.0305054617350383,0.0557367366369773,"non sig",0.884611510986228,"V.g15546.t1__Cnig_chr_V.g18490.t1","conserved","V"
"male","no DE","no DE",0.0306386195953644,0.378345726569979,"non sig",0.210728125909065,"V.g15547.t1__Cnig_chr_V.g18491.t1","conserved","V"
"male","no DE","Cbr",-0.0676104063900936,-1.35551448977842,"sig",0.000185339632478933,"V.g15548.t2__Cnig_chr_V.g18492.t1","trans only","V"
"male","no DE","Cni",0.227716722133842,4.52921490366304,"sig",0.00162466586306085,"V.g15550.t1__Cnig_chr_V.g18494.t1","trans only","V"
"male","no DE","Cbr",0.0596819557996191,-2.13679029985663,"sig",0.0430411301724843,"V.g15552.t1__Cnig_chr_V.g18497.t1","trans only","V"
"male","Cni","Cni",4.28981441458213,8.25261993511219,"sig",0.00264215495749006,"V.g15556.t1__Cnig_chr_V.g16347.t1","cis-trans (enhancing)","V"
"male","no DE","no DE",0.0416696958551125,-0.422297655924207,"non sig",0.38158894265844,"V.g15557.t2__Cnig_chr_V.g18499.t3","conserved","V"
"male","no DE","no DE",0.024995283815513,-0.250502809830043,"non sig",0.700342451408005,"V.g15558.t1__Cnig_chr_V.g18501.t2","conserved","V"
"male","no DE","Cbr",-0.0730886144441367,-1.01895809878871,"sig",0.0328337259989171,"V.g15559.t1__Cnig_chr_V.g18502.t1","trans only","V"
"male","no DE","no DE",-0.844732303174915,-0.096354407514985,"non sig",0.232259497924092,"V.g15560.t1__Cnig_chr_V.g18503.t1","conserved","V"
"male","no DE","Cni",-0.412911108797783,1.94026723027885,"sig",0.00108081817118817,"V.g15561.t1__Cnig_chr_V.g18505.t2","trans only","V"
"male","no DE","Cni",1.20612035707526,2.75995717084929,"sig",0.0215043327748155,"V.g15562.t1__Cnig_chr_V.g18507.t1","trans only","V"
"male","Cbr","Cbr",-3.9827702173751,-3.13384352969154,"non sig",0.247937524156999,"V.g15563.t1__Cnig_chr_V.g18508.t1","cis only","V"
"male","no DE","no DE",-0.226359920124542,-0.00823786646187432,"non sig",0.819254832787008,"V.g15564.t2__Cnig_chr_V.g18509.t1","conserved","V"
"male","no DE","no DE",0.0360355227566709,0.157730724333837,"non sig",0.665998386861297,"V.g15565.t1__Cnig_chr_V.g18511.t1","conserved","V"
"male","no DE","no DE",-0.0990795950509284,0.49097152891367,"non sig",0.314547249186422,"V.g15567.t1__Cnig_chr_V.g18512.t1","conserved","V"
"male","no DE","no DE",0.0250714675974054,0.0977393844164684,"non sig",0.736946483262713,"V.g15568.t1__Cnig_chr_V.g18513.t2","conserved","V"
"male","no DE","Cni",0.293787964932767,3.9949889730161,"sig",0.0010174079022545,"V.g15569.t1__Cnig_chr_V.g18514.t1","trans only","V"
"male","no DE","no DE",0.00636445710263677,0.0387825351225756,"non sig",0.946750120421821,"V.g15570.t1__Cnig_chr_V.g18515.t1","conserved","V"
"male","no DE","no DE",-0.0619699415289622,0.0280639144631591,"non sig",0.734308747892658,"V.g15571.t1__Cnig_chr_V.g18516.t1","conserved","V"
"male","no DE","Cni",-0.297704015057951,0.879844248271413,"non sig",0.328146913866312,"V.g15573.t1__Cnig_chr_V.g18518.t1","ambiguous","V"
"male","no DE","no DE",0.324112860843335,-0.368095207349385,"sig",0.0278583145795771,"V.g15577.t1__Cnig_chr_V.g18519.t1","ambiguous","V"
"male","no DE","Cbr",-0.0572728066103889,-0.505539504798054,"non sig",0.185264909883144,"V.g15581.t1__Cnig_chr_V.g18523.t1","ambiguous","V"
"male","no DE","no DE",0.0390092439402894,-0.251810658031292,"non sig",0.0630814590289321,"V.g15582.t2__Cnig_chr_V.g18524.t1","conserved","V"
"male","no DE","no DE",0.00628783160500827,0.182859720015617,"non sig",0.563730316354827,"V.g15583.t1__Cnig_chr_V.g18525.t1","conserved","V"
"male","no DE","no DE",0.085089539229785,-0.473595241353141,"sig",0.0292130015706172,"V.g15584.t1__Cnig_chr_V.g18526.t2","ambiguous","V"
"male","no DE","no DE",-0.00544580242910237,0.532702036896058,"non sig",0.0989565176363083,"V.g15586.t1__Cnig_chr_V.g18527.t1","conserved","V"
"male","no DE","no DE",-0.0382252979529865,0.237017949019905,"non sig",0.46099332057305,"V.g15587.t1__Cnig_chr_V.g18528.t1","conserved","V"
"male","no DE","no DE",-0.131301690939317,-0.202432577838709,"non sig",0.848895756879056,"V.g15588.t1__Cnig_chr_V.g18529.t1","conserved","V"
"male","Cbr","Cbr",-4.17903419047463,-6.26931867104366,"sig",0.000450860690819773,"V.g15590.t3__Cnig_chr_V.g18531.t2","cis-trans (enhancing)","V"
"male","no DE","no DE",0.252392820050157,0.690743308581153,"non sig",0.550694477511536,"V.g15592.t2__Cnig_chr_V.g18534.t1","conserved","V"
"male","no DE","Cbr",-0.0721870045024654,-0.590275896067545,"non sig",0.143720377724017,"V.g15593.t2__Cnig_chr_V.g18535.t1","ambiguous","V"
"male","no DE","no DE",0.803833504207812,0.189271327648077,"non sig",0.256615213274317,"V.g15594.t2__Cnig_chr_V.g18536.t1","conserved","V"
"male","no DE","Cni",-0.0557676013977664,1.01097662634976,"sig",0.0299735198810961,"V.g15596.t1__Cnig_chr_V.g18538.t1","trans only","V"
"male","no DE","Cni",0.0425567397721036,1.7394470397996,"sig",0.000451131575097098,"V.g15597.t1__Cnig_chr_V.g18539.t1","trans only","V"
"male","no DE","no DE",0.0320554072327894,-0.416671297119745,"non sig",0.485765739454458,"V.g15598.t1__Cnig_chr_V.g18540.t1","conserved","V"
"male","no DE","Cbr",-0.021938491615714,-0.657901776014679,"sig",0.00466092450043437,"V.g15599.t2__Cnig_chr_V.g18541.t1","trans only","V"
"male","no DE","no DE",0.0553843173054671,-0.336123312627495,"non sig",0.131488800785854,"V.g15600.t3__Cnig_chr_V.g18542.t1","conserved","V"
"male","no DE","Cni",0.0487975284420215,0.72684711111667,"sig",0.00912324347794847,"V.g15601.t1__Cnig_chr_V.g18543.t1","trans only","V"
"male","no DE","Cni",0.00576308049621571,0.78060925078391,"sig",0.0137649348274393,"V.g15602.t3__Cnig_chr_V.g18544.t1","trans only","V"
"male","no DE","Cbr",0.0972712025895427,-0.92025662381232,"sig",0.0226392686099578,"V.g15604.t1__Cnig_chr_V.g18549.t2","trans only","V"
"male","no DE","no DE",-0.0491628758106778,-0.312787670050636,"non sig",0.751613091392748,"V.g15607.t1__Cnig_chr_V.g18551.t1","conserved","V"
"male","no DE","Cbr",0.00181299793425186,-0.764614044857003,"sig",0.0422823728124697,"V.g15608.t1__Cnig_chr_V.g18552.t1","trans only","V"
"male","no DE","Cbr",-0.070826083917986,-3.095034536951,"sig",0.00074803584674748,"V.g15609.t1__Cnig_chr_V.g18553.t1","trans only","V"
"male","Cbr","Cbr",-3.07688321896186,-2.13707607858852,"sig",0.0419175396976126,"V.g15614.t1__Cnig_chr_V.g18556.t1","cis-trans (enhancing)","V"
"male","no DE","Cni",-0.138391859045736,1.94276646585598,"non sig",0.0597556848720654,"V.g15616.t1__Cnig_chr_V.g18559.t1","ambiguous","V"
"male","no DE","no DE",0.227392554175887,1.18548423945848,"non sig",0.366037105930629,"V.g15617.t1__Cnig_chr_V.g18560.t1","conserved","V"
"male","no DE","no DE",0.0716906707727826,0.48793448275224,"non sig",0.0710607032208646,"V.g15618.t1__Cnig_chr_V.g18561.t1","conserved","V"
"male","no DE","no DE",0.0269186470999053,0.359099715246379,"non sig",0.274644855190039,"V.g15619.t1__Cnig_chr_V.g18562.t1","conserved","V"
"male","no DE","no DE",0.0163327582150861,0.294623031033516,"non sig",0.58349312106267,"V.g15621.t1__Cnig_chr_V.g18564.t2","conserved","V"
